school_id,school_original_es,school_es
12683,LICEO COLEGIO DEPORTIVO,Liceo Colegio Deportivo
12758,LICEO C.E.I.A. JOSE ALEJANDRO SORIA VARAS,Liceo Centro Educacional Integral de Adultos Jos\u00e9 Alejandro Soria Varas
12759,LICEO CAMI\u00d1A,Liceo Cami\u00f1a
12842,LICEO AGROPECUARIO LIKAN ANTAI,Liceo Agropecuario Likan Antai
12870,C.E.I.A. ANTONIO RENDIC.,Centro Educacional Integral de Adultos Antonio Rendic
12937,LICEO POLITECNICO,Liceo Polit\u00e9cnico
12944,REVERENDO PADRE PATRICIO CARIOLA,Reverendo Padre Patricio Cariola
12961,LICEO RADOMIRO TOMIC ROMERO,Liceo Radomiro Tomic Romero
12972,COLEGIO LA CONCEPCION,Colegio La Concepcion
12980,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS,Liceo Bicentenario Diego Portales Palazuelos
13122,CENTRO EDUC.INTEGRADA ADULTOS C.E.I.A,Centro Educaci\u00f3n Integrada Adultos CEIA
13126,CENTRO EDUCACION INTEGRADA ADULTOS,Centro Educaci\u00f3n Integrada Adultos
13145,LICEO TECNOLOGICO DE COPIAPO,Liceo Tecnol\u00f3gico de Copiap\u00f3
13168,LICEO EL PALOMAR,Liceo El Palomar
13176,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,Centro de Educaci\u00f3n Integrada de Adultos
13185,LICEO POLITECNICO,Liceo Polit\u00e9cnico
13186,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,Centro de Educaci\u00f3n Integrada de Adultos
13193,C.E.I.A. CALDERA,Centro Educacional Integral de Adultos Caldera
13352,LICEO POLIV.PADRE JOSE HERDE P-LHER,Liceo Polivalente Padre Jos\u00e9 Herde Polher
13387,COLEGIO DE ARTES ELISEO VIDELA JORQUERA,Colegio de Artes Eliseo Videla Jorquera
13461,LICEO CARMEN AURORA RODRIGUEZ HENRIQUEZ,Liceo Carmen Aurora Rodr\u00edguez Henr\u00edquez
13462,COLEGIO CERRO GUAYAQUIL,Colegio Cerro Guayaquil
13558,INSTITUTO DE ADM. Y COMERCIO ESTADO DE ISRAEL,Instituto de Adm. y Comercio Estado de Israel
13561,LIC.DE CIENC.Y HUM.SAN JOSEMARIA ESCRIVA,Lic.De Cienc.Y Hum.San Jos\u00e9mar\u00eda Escriv\u00e1
13576,LICEO TECNICO FEMENINO LAS COMPANIAS,Liceo T\u00e9cnico Femenino Las Compa\u00f1\u00edas
13590,COLEGIO DE ADMINISTRACION Y COMERCIO EL INGENIO,Colegio de Administracion y Comercio El Ingenio
13591,CENTRO INTEGRAL DE ADULTOS LIMARI,Centro Integral de Adultos Limari
13611,CENTRO DE EDUC. INTEGRAL DE ADULTOS ANDACOLLO,Centro de Educacional Integral de Adultos Andacollo
14202,COLEGIO PANQUEHUE,Colegio Panquehue
14206,LICEO AGRICOLA DE QUILLOTA,Liceo Agr\u00edcola de Quillota
14208,CENTRO INTEGRAL DE EDUCACION DE ADULTOS,Centro Integral de Educaci\u00f3n de Adultos
14400,LICEO T\u00c9CNICO CARLOS ALESSANDRI ALTAMIRANO,Liceo T\u00e9cnico Carlos Alessandri Altamirano
14454,LIC.EDUC.DE ADULTOS JUAN F.GONZALEZ R.,Lic. Educacional de Adultos Juan F.Gonzalez R.
14470,LICEO POLIT\u00c9CNICO MARGA MARGA,Liceo Polit\u00e9cnico Marga Marga
14479,ESCUELA BASICA MUNICIPAL ARAUCARIA,Escuela B\u00e1sica Municipal Araucaria
14697,LICEO BICENTENARIO CORDILLERA DE SAN FELIPE,Liceo Bicentenario Cordillera de San Felipe
14720,LICEO GASTRONOMIA Y TURISMO,Liceo Gastronomia y Turismo
14877,LICEO SAN ESTEBAN,Liceo San Esteban
14881,LICEO ALDEA EDUCATIVA RAPA NUI,Liceo Aldea Educativa Rapa Nui
15535,ESCUELA SANTA TERESA DE AVILA,Escuela Santa Teresa de \u00c1vila
15574,LICEO MUNICIPAL DE ADULTOS SANTA CRUZ,Liceo Municipal de Adultos Santa Cruz
15583,LICEO TECNICO PROFESIONAL EL TAMBO,Liceo T\u00e9cnico Profesional El Tambo
15596,INSTITUTO SAN VICENTE DE TAGUA TAGUA,Instituto San Vicente de Tagua Tagua
15642,ANEXO ESC. BERTA SAAVEDRA SEGURA,Anexo Escuela Berta Saavedra Segura
15665,LICEO INTEGRADO DE ADULTOS,Liceo Integrado de Adultos
15720,LICEO MUNICIPAL ZOILA ROSA CARRENO,Liceo Municipal Zoila Rosa Carre\u00f1o
15753,COLEGIO BENJAMIN VICU\u00d1A MACKENNA,Colegio Benjam\u00edn Vicu\u00f1a Mackenna
15759,LICEO MACHALI,Liceo Machal\u00ed
15763,COLEGIO ANTUHUE,Colegio Antuhue
15768,COLEGIO SANTA FILOMENA,Colegio Santa Filomena
15769,LICEO SANTA CRUZ DE TRIANA,Liceo Santa Cruz de Triana
15781,LICEO MUNICIPAL DE CODEGUA,Liceo Municipal de Codegua
15808,LICEO MIRELLA CATALAN URZUA,Liceo Mirella Catal\u00e1n Urz\u00faa
15843,LICEO INDUSTRIAL DE RENGO,Liceo Industrial de Rengo
16428,ESC. MONSENOR MANUEL LARRAIN ERRAZURIZ,Escuela Monse\u00f1or Manuel Larra\u00edn Err\u00e1zuriz
16452,LICEO POLITECNICO DE CURICO,Liceo Polit\u00e9cnico de Curic\u00f3
16460,ESCUELA PADRE ALBERTO HURTADO,Escuela Padre Alberto Hurtado
16469,COLEGIO PABLO NERUDA,Colegio Pablo Neruda
16551,LICEO POLIVALENTE DE RAUCO,Liceo Polivalente de Rauco
16587,LICEO POLIVALENTE SAGRADA FAMILIA,Liceo Polivalente Sagrada Familia
16676,LICEO COMPLEJO EDUCACIONAL JAVIERA CARRERA,Liceo Complejo Educacional Javiera Carrera
16706,LICEO ASCENCION JARA SEGURA,Liceo Ascencion Jara Segura
16716,LICEO ZAPALLAR,Liceo Zapallar
16729,INSTITUTO INGLES,Instituto Ingl\u00e9s
16748,LICEO BICENTENARIO ORIENTE DE TALCA,Liceo Bicentenario Oriente de Talca
16754,LICEO ARTURO ALESSANDRI PALMA,Liceo Arturo Alessandri Palma
16874,ESCCUELA CDP YUMBEL,Esccuela Cdp Yumbel
17654,CENTRO EDUCACI\u00d3N INTEGRADA DE ADULTOS,Centro Educaci\u00f3n Integrada de Adultos
17662,LICEO CLAUDIO ARRAU LEON,Liceo Claudio Arrau Le\u00f3n
17698,ESCUELA RAM\u00d3N VINAY SEP\u00daLVEDA,Escuela Ram\u00f3n Vi\u00f1ay Sep\u00falveda
17751,ESCUELA VILLA LA GRANJA,Escuela Villa la Granja
17782,LICEO RIOS DE CHILE,Liceo R\u00edos de Chile
17790,LICEO NUEVO MUNDO,Liceo Nuevo Mundo
17846,CENTRO EDUCACION INTEGRAL DE ADULTOS,Centro Educaci\u00f3n Integral de Adultos
17847,INSTITUTO EDUCACI\u00d3N DE ADULTOS RUB\u00c9N CAMPOS L\u00d3PEZ,Instituto Educaci\u00f3n de Adultos Rub\u00e9n Campos L\u00f3pez
17880,CENTRO DE EDUCACI\u00d3N DE ADULTOS ADELAILA MORENO,Centro de Educaci\u00f3n de Adultos Adelaila Moreno
17881,CENTRO EDUCACI\u00d3N INTEGRADO ADULTOS FERM\u00cdN FIERRO LUENGO,Centro Educaci\u00f3n Integrado Adultos Ferm\u00edn Fierro Luengo
17885,LICEO POLIVALENTE TOME - ALTO,Liceo Polivalente Tom\u00e9 - Alto
17892,ESCUELA MARTA COLVIN ANDRADE,Escuela Marta Colvin Andrade
17924,ESCUELA NACIMIENTO DE NUESTRO SE\u00d1OR,Escuela Nacimiento de Nuestro Se\u00f1or
18004,LICEO T\u00c9CNICO PROFESIONAL ALONSO DE ERCILLA Y Z\u00da\u00d1IGA,Liceo T\u00e9cnico Profesional Alonso de Ercilla y Z\u00fa\u00f1iga
18009,CENTRO INTEGRAL ADULTOS PAUL PERCIVAL HARRIS,Centro Integral Adultos Paul Percival Harris
18017,LICEO T\u00c9CNICO PROFESIONAL VIOLETA PARRA SANDOVAL,Liceo T\u00e9cnico Profesional Violeta Parra Sandoval
18037,LICEO RALCO,Liceo Ralco
18080,LICEO POLITECNICO CARAMPANGUE,Liceo Polit\u00e9cnico Carampangue
18099,ESCUELA TOMAS LAGO,Escuela Tom\u00e1s Lago
18112,LICEO INES ENRIQUEZ FRODDEN,Liceo In\u00e9s Enr\u00edquez Frodden
18218,COLEGIO NUEVOS HORIZONTES,Colegio Nuevos Horizontes
19906,LICEO POLITECNICO EMA ESPINOZA CORREA,Liceo Polit\u00e9cnico Ema Espinoza Correa
19913,COMPLEJO EDUCACIONAL LOS SAUCES,Complejo Educacional Los Sauces
19993,C.E.I.A. ANTONIO ACEVEDO HERNANDEZ,Centro Educacional Integral de Adultos Antonio Acevedo Hern\u00e1ndez
20025,ESCUELA ARTISTICA ARMANDO DUFEY BLANC,Escuela Art\u00edstica Armando Dufey Blanc
20053,LICEO TECNICO PROFESIONAL HUALPIN,Liceo T\u00e9cnico Profesional Hualp\u00edn
20103,LICEO MUNICIPAL LUMACO,Liceo Municipal Lumaco
20248,LICEO MUNICIPAL TROVOLHUE,Liceo Municipal Trovolhue
20266,LICEO BICENTENARIO DE TEMUCO,Liceo Bicentenario de Temuco
20393,CENTRO DE EDUCACION INTEGRADA DE ADULTOS POETA ALFONSO MORA,Centro de Educaci\u00f3n Integrada de Adultos Poeta Alfonso Mora
22012,LICEO PUNTA DE RIELES,Liceo Punta de Rieles
22021,LICEO LAS AMERICAS,Liceo Las Am\u00e9ricas
22022,LICEO IGNACIO CARRERA PINTO,Liceo Ignacio Carrera Pinto
22027,LICEO HORNOPIREN,Liceo Hornopir\u00e9n
22050,LICEO BENJAMIN MU\u00d1OZ GAMERO,Liceo Benjam\u00edn Mu\u00f1oz Gamero
22083,ESCUELA BASICA ALMIRANTE JUAN JOSE LATORRE,Escuela B\u00e1sica Almirante Juan Jos\u00e9 Latorre
22084,LICEO POLITECNICO ANTULAFKEN,Liceo Polit\u00e9cnico Antulafken
22086,LICEO RURAL LAS QUEMAS,Liceo Rural Las Quemas
22089,C.E.I.A. SALOMON FUENTES MARTINEZ,Centro Educacional Integral de Adultos Salom\u00f3n Fuentes Martinez
22113,LICEO FRAY PABLO DE ROYO,Liceo Fray Pablo de Royo
22123,LICEO AGRICOLA MAFIL,Liceo Agr\u00edcola Mafil
22151,LICEO AGRICOLA DE ANCUD,Liceo Agr\u00edcola de Ancud
22307,CENTRO DE EDUCACION DE ADULTOS QUELLON,Centro de Educaci\u00f3n de Adultos Quell\u00f3n
22309,COLEGIO INGL\u00c9S MABEL CONDEMAR\u00cdN,Colegio Ingl\u00e9s Mabel Condemar\u00edn
22354,ESCUELA EL MAITEN,Escuela El Mait\u00e9n
22415,INST. SUPERIOR DE ADMINISTRACION Y TURISMO,Instituto Superior de Administraci\u00f3n y Turismo
22430,COLEGIO CRECER,Colegio Crecer
22464,LICEO POLIVALENTE DALCAHUE,Liceo Polivalente Dalcahue
22476,COLEGIO SAN JOSE,Colegio San Jos\u00e9
22483,LICEO BICENTENARIO DE EXCELENCIA ALTAMIRA,Liceo Bicentenario de Excelencia Altamira
22498,ESCUELA BASICA BORDEMAR,Escuela B\u00e1sica Bordemar
22504,LICEO FRANCISCO COLOANE,Liceo Francisco Coloane
22513,LICEO POLITECNICO PUERTO MONTT,Liceo Polit\u00e9cnico Puerto Montt
22517,C.E.I.A COMUNIDAD COLLICO,C.E.I.A Comunidad Collico
22540,INSTITUTO ITALIA DE VALDIVIA,Instituto Italia de Valdivia
22543,LICEO COMERCIAL MIRAMAR,Liceo Comercial Miramar
22544,LICEO CIENTIFICO HUMANISTA BENJAMIN VICU\u00d1A MACKENNA,Liceo Cientifico Humanista Benjam\u00edn Vicu\u00f1a Mackenna
22549,CENTRO DE EDUCACI\u00d3N INTEGRAL DE ADULTOS NUEVO HORIZONTE,Centro de Educaci\u00f3n Integral de Adultos Nuevo Horizonte
22553,INSTITUTO T\u00c9CNICO FORJADORES DE ALERCE,Instituto T\u00e9cnico Forjadores de Alerce
22626,INSTITUTO POLITECNICO,Instituto Polit\u00e9cnico
22655,LICEO CARELMAPU,Liceo Carelmapu
22664,LICEO POLITECNICO MIRASOL,Liceo Polit\u00e9cnico Mirasol
22674,LICEO POLIVALENTE DE QUEILEN,Liceo Polivalente de Queil\u00e9n
22691,LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARRO,Liceo Francisco Hern\u00e1ndez Ortiz-Pizarro
22755,LICEO TCO. PROF. DE RIO BUENO,Liceo Tco. Prof. de R\u00edo Bueno
22758,COMPLEJO EDUCACIONAL IGNAO,Complejo Educacional Ignao
24201,LICEO AUSTRAL LORD COCHRANE,Liceo Austral Lord Cochrane
24203,LICEO RAUL BROUSSAIN CAMPINO,Liceo Raul Broussain Campino
24204,LICEO ARTURO PRAT CHACON,Liceo Arturo Prat Chac\u00f3n
24215,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,Centro de Educaci\u00f3n Integrada de Adultos
24220,ESCUELA ANEXA INDEPENDENCIA,Escuela Anexa Independencia
24240,LICEO BICENTENARIO ALTOS DEL MACKAY,Liceo Bicentenario Altos Del Mackay
24300,LICEO GABRIELA MISTRAL,Liceo Gabriela Mistral
24307,LICEO JUAN BAUTISTA CONTARDI,Liceo Juan Bautista Contardi
24316,LICEO POLITEC.CARDENAL RAUL SILVA HENRIQUEZ,Liceo Politec.Cardenal Ra\u00fal Silva Henr\u00edquez
24332,CEIA CARLOS YANEZ MOYA,Ceia Carlos Y\u00e1\u00f1ez Moya
24403,COLEGIO SIMON BOLIVAR,Colegio Simn Bol\u00edvar
24443,LICEO MUNICIPAL CHILOE,Liceo Municipal Chilo\u00e9
24444,LICEO INDUSTRIAL HARDWARE,Liceo Industrial Hardware
24445,LICEO MUNICIPAL EL ROBLE,Liceo Municipal El Roble
24638,LICEO MIGUEL DE CERVANTES Y SAAVEDRA,Liceo Miguel de Cervantes y Saavedra
24721,COLEGIO LEONARDO DA VINCI DE LAS CONDES,Colegio Leonardo Da Vinci de Las Condes
24751,COMPLEJO EDUC. EDUARDO CUEVAS VALDES,Complejo Educacional Eduardo Cuevas Vald\u00e9s
24754,CEIA GEORGINA SALAS DINAMARCA,Ceia Georgina Salas Dinamarca
24820,LICEO MUNICIPAL VESPERTINO DE NUNOA,Liceo Municipal Vespertino de \u00d1u\u00f1oa
24876,ESC.BASICA PROF.AURELIA ROJAS BURGOS,Escuela B\u00e1sica Prof.Aurelia Rojas Burgos
24883,ESCUELA B\u00c1SICA MUNICIPAL SAN LUIS,Escuela B\u00e1sica Municipal San Luis
24889,LICEO MONSENOR ENRIQUE ALVEAR,Liceo Monsenor Enrique Alvear
24900,LICEO HUMBERTO DIAZ CASANUEVA,Liceo Humberto D\u00edaz Casanueva
24959,COMPL.EDUCACIONAL BRIGIDA WALKER ANEXO,Compl. Educacional Br\u00edgida Walker Anexo
25009,LICEO VALLE DE LLUTA,Liceo Valle de Lluta
25023,CENTRO EDUCACIONAL INNOVATIVO,Centro Educacional Innovativo
25043,ESCUELA VOLCAN SAN JOSE,Escuela Volc\u00e1n San Jos\u00e9
25182,LICEO ALCALDE JORGE INDO,Liceo Alcalde Jorge Indo
25186,COLEGIO MUNIC. SAN SEBASTIAN DE RINCONADA,Colegio Munic. San Sebasti\u00e1n de Rinconada
25235,LICEO DE ADULTOS POETA VICENTE HUIDOBRO,Liceo de Adultos Poeta Vicente Huidobro
25247,COLEGIO ALICURA,Colegio Alicura
25271,PROFESOR FRANCISCO VERGARA BOBADILLA,Profesor Francisco Vergara Bobadilla
25339,LICEO MUNICIPAL DE ADULTO MIGUEL CAMPINO LARRAIN,Liceo Municipal de Adulto Miguel Campino Larra\u00edn
25483,LICEO MUNICIPAL SANTA MARIA DE CONCHALI,Liceo Municipal Santa Mar\u00eda de Conchal\u00ed
25514,INSTITUTO DE EDUCACION DE ADULTOS MACUL,Instituto de Educaci\u00f3n de Adultos Macul
25591,LICEO TECNICO PROFESIONAL DE BUIN,Liceo T\u00e9cnico Profesional de Buin
25592,CENTRO EDUCATIVO LA PUERTA,Centro Educativo la Puerta
25630,LICEO POLIV. SAN JOSE DE LO BARNECHEA,Liceo Poliv. San Jos\u00e9 de Lo Barnechea
25698,COLEGIO JAIME GUZM\u00c1N ERRAZURIZ,Colegio Jaime Guzm\u00e1n Err\u00e1zuriz
25770,LICEO NACIONAL DE MAIPU,Liceo Nacional de Maip\u00fa
25812,LICEO MUNICIP. DE ADULTOS PEDRO J. RODRIGUEZ,Liceo Municip. de Adultos Pedro J. Rodr\u00edguez
25855,COLEGIO MUNICIPAL INSTITUTO CHACABUCO,Colegio Municipal Instituto Chacabuco
25938,LICEO DE ADULTOS CEIA DE LA PINTANA,Liceo de Adultos Ceia de la Pintana
25960,CENTRO EDUC. PADRE ALBERTO HURTADO DE SAN BER,Centro Educacional Padre Alberto Hurtado de San Bernardo
26037,INSTITUTO ESTADOS AMERICANOS LO BARNECHEA,Instituto Estados Americanos Lo Barnechea
26157,LICEO MUNICIPAL DE BATUCO,Liceo Municipal de Batuco
26292,LICEO POLIVALENTE MUNICIPAL DE LA FLORIDA,Liceo Polivalente Municipal de la Florida
26333,C. INTEGRAL DE AD. PROFESORA TERESA MOYA REYE,C. Integral de Adultos Profesora Teresa Moya Reyes
26501,LICEO LA GRANJA,Liceo la Granja
31037,LICEO INSTITUTO CUMBRE DE CONDORES,Liceo Instituto Cumbre de C\u00f3ndores
31065,LICEO TECNOLOGICO ENRIQUE KIRBERG B,Liceo Tecnol\u00f3gico Enrique Kirberg B
31078,LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO,Liceo Bicentenario San Pedro de Puente Alto
31103,LICEO BICENTENARIO DE CORONEL,Liceo Bicentenario de Coronel
31128,LICEO POLIVALENTE REP\u00daBLICA DEL PARAGUAY,Liceo Polivalente Rep\u00fablica Del Paraguay
31153,INSTITUTO CUMBRES DE CONDORES PONIENTE,Instituto Cumbres de C\u00f3ndores Poniente
31288,LICEO BICENTENARIO DE EXCELENCIA NACIONAL DE,Liceo Bicentenario de Excelencia Nacional De
31293,LICEO NACIONAL BICENTENARIO DE EXCELENCIA,Liceo Nacional Bicentenario de Excelencia
31294,LICEO BICENTENARIO MARIA SOLEDAD MELENDEZ MOLINA,Liceo Bicentenario Mar\u00eda Soledad Mel\u00e9ndez Molina
31343,LICEO CIENTIFICO HUMANISTA LA CHIMBA,Liceo Cient\u00edfico Humanista La Chimba
31345,LICEO POLIT\u00c9CNICO LOS ARENALES,Liceo Polit\u00e9cnico Los Arenales
31432,LICEO ALTO CORDILLERA DE LA FLORIDA,Liceo Alto Cordillera de La Florida
40024,LICEO TECNICO MUNICIPAL JUAN HOPPE GANTZ,Liceo T\u00e9cnico Municipal Juan Hoppe Gantz
40025,LICEO REQUINOA,Liceo Requ\u00ednoa
40029,LICEO MISTRALIANO,Liceo Mistraliano
40080,LICEO FERMIN DEL REAL CASTILLO,Liceo Ferm\u00edn del Real Castillo
40099,LICEO TECNICO PROFESIONAL PAPUDO,Liceo T\u00e9cnico Profesional Papudo
40114,LICEO ORIENTE,Liceo Oriente
40126,COLEGIO RAUL SILVA HENRIQUEZ,Colegio Ra\u00fal Silva Henr\u00edquez
40133,ESCUELA,Escuela
40289,INSTITUTO BICENTENARIO J.MIGUEL CARRERA,Instituto Bicentenario Jos\u00e9 Miguel Carrera
40301,LICEO POLITECNICO DE QUELLON,Liceo Polit\u00e9cnico de Quell\u00f3n
40340,LICEO DE ALTO DEL CARMEN,Liceo de Alto Del Carmen
40352,LICEO TEC.PROFESIONAL PEDRO AGUIRRE CERDA,Liceo Tec. Profesional Pedro Aguirre Cerda
40429,LICEO TECNICO PROFESIONAL DE ADULTOS,Liceo T\u00e9cnico Profesional de Adultos
45,COLEGIO ITALIANO SANTA ANA,Colegio Italiano Santa Ana
50,COLEGIO ADVENTISTA DE ARICA,Colegio Adventista de Arica
52,LICEO DOMINGO SANTA MARIA,Liceo Domingo Santa Mar\u00eda
56,COLEGIO SAN MARCOS DE ARICA,Colegio San Marcos de Arica
60,COLEGIO ALEMAN DE ARICA,Colegio Alem\u00e1n de Arica
67,ABRAHAM LINCOLN SCHOOL,Abraham Lincoln School
127,LICEO MARIA AUXILIADORA,Liceo Mar\u00eda Auxiliadora
129,LICEO SUPERIOR GABRIELA MISTRAL,Liceo Superior Gabriela Mistral
130,COLEGIO NORTH COLLEGE,Colegio North College
131,LICEO PARTICULAR MIXTO ESCASCE,Liceo Particular Mixto Escasce
132,LICEO ACADEMIA IQUIQUE,Liceo Academia Iquique
133,COLEGIO ADVENTISTA DE IQUIQUE,Colegio Adventista de Iquique
134,LICEO ATENEA,Liceo Atenea
144,COLEGIO IQUIQUE YOUNG SCHOOL,Colegio Iquique Young School
208,COLEGIO SAGRADA FAMILIA,Colegio Sagrada Familia
253,COLEGIO ADVENTISTA DE CALAMA,Colegio Adventista de Calama
254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,Fundaci\u00f3n Educacional Colegio Nuestra Se\u00f1ora de Ayquina
255,COLEGIO EJERCITO DE SALVACION,Colegio Ej\u00e9rcito de Salvaci\u00f3n
256,INSTITUTO OBISPO SILVA LEZAETA,Instituto Obispo Silva Lezaeta
335,COLEGIO EVANGELICO JOSE LANCASTER,Colegio Evangelico Jos\u00e9 Lancaster
336,LICEO EXPERIMENTAL ARTISTICO-APLICACION,Liceo Experimental Art\u00edstico-Aplicaci\u00f3n
337,COLEGIO SANTA TERESITA,Colegio Santa Teresita
341,ESCUELA PARTICULAR ADVENTISTA,Escuela Particular Adventista
342,COLEGIO INGLES SAN JOSE,Colegio Ingl\u00e9s San Jos\u00e9
344,COLEGIO SANTA EMILIA,Colegio Santa Emilia
356,COLEGIO CORAZON DE MARIA,Colegio Coraz\u00f3n de Mar\u00eda
365,COLEGIO EAGLE SCHOOL,Colegio Eagle School
388,COLEGIO MATILDE TRASLAVINA VILLALON,Colegio Matilde Traslavi\u00f1a Villal\u00f3n
392,LICEO DIEGO DE ALMEIDA,Liceo Diego de Almeida
429,LICEO CATOLICO ATACAMA,Liceo Cat\u00f3lico Atacama
430,LICEO POLITECNICO BELEN,Liceo Polit\u00e9cnico Bel\u00e9n
431,LICEO SAGRADO CORAZON,Liceo Sagrado Coraz\u00f3n
433,COLEGIO ADVENTISTA DE COPIAPO,Colegio Adventista de Copiap\u00f3
437,ESCUELA TECNICO PROFESIONAL,Escuela T\u00e9cnico Profesional
440,COLEGIO PARROQUIAL PADRE NEGRO,Colegio Parroquial Padre Negro
478,LICEO SANTA MARTA,Liceo Santa Marta
479,LICEO SAN FRANCISCO,Liceo San Francisco
565,COLEGIO PARTICULAR ADVENTISTA MARANATA,Colegio Particular Adventista Maranata
567,COLEGIO SAN FRANCISCO COLL,Colegio San Francisco Coll
568,COLEGIO SAN ANTONIO,Colegio San Antonio
570,COLEGIO ELENA BETTINI,Colegio Elena Bettini
573,ESCUELA PARTICULAR TERESA VIDELA DE G,Escuela Particular Teresa Videla de Gonz\u00e1lez
574,ESCUELA INDUSTRIAL SALESIANA SAN RAMON,Escuela Industrial Salesiana San Ram\u00f3n
575,COLEGIO PROVIDENCIA,Colegio Providencia
577,COLEGIO JULIA DE LA BARRA CAMPOS,Colegio Julia de la Barra Campos
579,COLEGIO SEMINARIO CONCILIAR,Colegio Seminario Conciliar
580,COLEGIO GERONIMO RENDIC,Colegio Ger\u00f3nimo Rendic
581,ESCUELA EXPERIMENTAL DE MUSICA JORGE PE\u00d1A HEN,Escuela Experimental de M\u00fasica Jorge Pe\u00f1a Hen
582,COLEGIO ANDRES BELLO,Colegio Andr\u00e9s Bello
583,COLEGIO SAGRADOS CORAZONES,Colegio Sagrados Corazones
589,COLEGIO SANTO DOMINGO,Colegio Santo Domingo
590,COLEGIO PARTICULAR SAN JOSE,Colegio Particular San Jos\u00e9
646,COLEGIO BERNARDO O´HIGGINS,Colegio Bernardo O'Higgins
647,COLEGIO MANUEL MONTT,Colegio Manuel Montt
648,COLEGIO SANTA MARTA,Colegio Santa Marta
649,COLEGIO PARTICULAR GABRIELA MISTRAL,Colegio Particular Gabriela Mistral
664,COLEGIO PARROQUIAL DE ANDACOLLO,Colegio Parroquial de Andacollo
690,COLEGIO ANTONIO VARAS,Colegio Antonio Varas
763,COLEGIO SAN JUAN BAUTISTA,Colegio San Juan Bautista
766,COLEGIO SANTA MARIA EUFRASIA,Colegio Santa Mar\u00eda Eufrasia
768,COLEGIO LA PROVIDENCIA,Colegio La Providencia
769,COLEGIO SAN VIATOR,Colegio San Viator
987,COLEGIO SANTA TERESA,Colegio Santa Teresa
988,LICEO PARTICULAR LUIS ALBERTO VERA,Liceo Particular Luis Alberto Vera
999,ESCUELA PARTICULAR 18 DE SEPTIEMBRE,Escuela Particular 18 de Septiembre
1000,ESCUELA PARTICULAR SAN ENRIQUE,Escuela Particular San Enrique
1036,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,Colegio Particular San Francisco de As\u00eds
1119,COLEGIO PARTICULAR SANTA MARIA,Colegio Particular Santa Mar\u00eda
1164,COL. CATOLICO PDTE.MANUEL MONTT,Colegio Cat\u00f3lico Presidente Manuel Montt
1190,COLEGIO PARROQUIAL FRANCISCO DIDIER,Colegio Parroquial Francisco Didier
1213,LICEO PARTICULAR MIXTO LOS ANDES,Liceo Particular Mixto Los Andes
1214,COLEGIO MARIA AUXILIADORA,Colegio Mar\u00eda Auxiliadora
1226,COLEGIO MARIA MONTESSORI,Colegio Mar\u00eda Montessori
1255,INSTITUTO AGRICOLA PASCUAL BABURIZZA,Instituto Agr\u00edcola Pascual Baburizza
1260,LICEO PARROQUIAL TERESITA DE LOS ANDES,Liceo Parroquial Teresita de Los Andes
1289,COLEGIO ASSUNTA PALLOTA,Colegio Assunta Pallota
1290,COLEGIO SANTA JUANA DE ARCO,Colegio Santa Juana de Arco
1291,COLEGIO JOSE AGUSTIN GOMEZ,Colegio Jos\u00e9 Agust\u00edn G\u00f3mez
1294,COLEGIO PARTICULAR PUMANQUE,Colegio Particular Pumanque
1327,COLEGIO SANTA MARIA DE ACONCAGUA,Colegio Santa Mar\u00eda de Aconcagua
1347,LICEO MENESIANO SAGRADO CORAZON,Liceo Menesiano Sagrado Coraz\u00f3n
1349,COLEGIO SALVADOR GONZALEZ,Colegio Salvador Gonz\u00e1lez
1361,COLEGIO PARTICULAR CALIFORNIA,Colegio Particular California
1362,ESCUELA AGRICOLA SALESIANA F. HUIDOBRO,Escuela Agr\u00edcola Salesiana F. Huidobro
1391,LICEO COMERCIAL PARTICULAR,Liceo Comercial Particular
1392,COLEGIO FRANCISCO DE MIRANDA,Colegio Francisco de Miranda
1393,COLEGIO NI\u00d1O JESUS DE PRAGA,Colegio Ni\u00f1o Jes\u00fas de Praga
1395,COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,Colegio San Pedro Nolasco de Quillota
1397,ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE,Escuela Particular Industrial E. Bertelsen Temple
1400,COLEGIO SAN LUIS,Colegio San Luis
1405,COLEGIO INGLES DE QUILLOTA,Colegio Ingl\u00e9s de Quillota
1421,LICEO SAN ISIDRO,Liceo San Isidro
1436,LICEO PARTICULAR SAN JOSE,Liceo Particular San Jos\u00e9
1437,COLEGIO TERESA BROWN DE ARIZTIA,Colegio Teresa Brown de Arizt\u00eda
1438,COLEGIO SAULO DE TARSO,Colegio Saulo de Tarso
1449,LICEO FELIPE CORTES,Liceo Felipe Cort\u00e9s
1450,COLEGIO SANTA ISABEL,Colegio Santa Isabel
1478,COLEGIO DE LA SANTA CRUZ,Colegio de la Santa Cruz
