"","geography_level","geography_name","geography_id","year","weighted_mean_income","weighted_median_income","weighted_gini_income","ci_weighted_mean_income","ci_weighted_median_income","ci_weighted_gini_income"
"470","provincia","Chacabuco","p133","2011",164710,129385,0.392,"[151914, 175381]","[121708, 131280]","[0.352, 0.42]"
"471","provincia","Chañaral","p32","2011",277026,167954,0.488,"[258210, 307464]","[159259, 177296]","[0.466, 0.508]"
"472","provincia","Chiloé","p102","2011",198657,119900,0.502,"[183203, 214094]","[114951, 130258]","[0.472, 0.53]"
"473","provincia","Choapa","p42","2011",157937,107387,0.446,"[146173, 172958]","[104569, 110119]","[0.408, 0.487]"
"474","provincia","Colchagua","p63","2011",162942,116918,0.414,"[151699, 175984]","[108279, 130340]","[0.39, 0.449]"
"475","provincia","Concepción","p81","2011",214712,121870,0.538,"[200082, 233228]","[115911, 129413]","[0.512, 0.567]"
"476","provincia","Copiapó","p31","2011",237782,164405,0.454,"[228440, 247704]","[158806, 171351]","[0.438, 0.468]"
"477","provincia","Cordillera","p152","2011",168497,133110,0.38,"[154639, 181844]","[123127, 135780]","[0.355, 0.407]"
"478","provincia","Coyhaique","p111","2011",310215,173823,0.52,"[292176, 333536]","[164076, 183007]","[0.501, 0.543]"
"479","provincia","Curicó","p73","2011",170789,117632,0.445,"[162474, 177193]","[113677, 120637]","[0.422, 0.463]"
"480","provincia","El Loa","p22","2011",295706,204932,0.448,"[283346, 310397]","[198449, 212577]","[0.432, 0.468]"
"481","provincia","Elqui","p41","2011",192109,132178,0.427,"[184129, 205860]","[125881, 137483]","[0.41, 0.453]"
"482","provincia","General Carrera","p114","2011",261004,154496,0.493,"[233271, 283533]","[145867, 162659]","[0.452, 0.524]"
"483","provincia","Huasco","p33","2011",177160,115028,0.462,"[168398, 187989]","[112481, 121606]","[0.438, 0.484]"
"484","provincia","Iquique","p11","2011",222424,159595,0.443,"[215480, 230354]","[155763, 159919]","[0.432, 0.458]"
"485","provincia","Limarí","p43","2011",142506,100620,0.419,"[134873, 152809]","[97213, 105821]","[0.387, 0.456]"
"486","provincia","Linares","p74","2011",158059,103230,0.446,"[151691, 169786]","[100113, 107919]","[0.43, 0.47]"
"487","provincia","Llanquihue","p101","2011",203327,123212,0.502,"[189103, 218519]","[115801, 128011]","[0.472, 0.531]"
"488","provincia","Los Andes","p53","2011",291533,190000,0.487,"[266589, 324388]","[176863, 204362]","[0.446, 0.526]"
"489","provincia","Magallanes","p121","2011",314440,198987,0.491,"[297429, 340277]","[188663, 209287]","[0.472, 0.522]"
"490","provincia","Maipo","p134","2011",173967,117472,0.443,"[162135, 192553]","[115708, 125268]","[0.412, 0.482]"
"491","provincia","Malleco","p92","2011",157450,99363,0.489,"[150345, 165088]","[97084, 103735]","[0.471, 0.504]"
"492","provincia","Marga Marga","p58","2011",215856,131262,0.489,"[204860, 227894]","[123689, 137785]","[0.472, 0.512]"
"493","provincia","Melipilla","p135","2011",164548,119066,0.422,"[151206, 176035]","[109519, 123576]","[0.393, 0.449]"
"494","provincia","Ñuble","p84","2011",161016,107802,0.465,"[150163, 179450]","[105296, 109943]","[0.427, 0.517]"
"495","provincia","Osorno","p103","2011",175417,110198,0.477,"[166000, 191561]","[106774, 114778]","[0.45, 0.513]"
"496","provincia","Parinacota","p152","2011",138873,107120,0.382,"[120744, 162773]","[96692, 111790]","[0.33, 0.427]"
"497","provincia","Petorca","p54","2011",140147,105367,0.401,"[130472, 149349]","[102643, 113642]","[0.371, 0.428]"
"498","provincia","Quillota","p55","2011",162881,114454,0.428,"[154676, 171182]","[108402, 119302]","[0.411, 0.452]"
"499","provincia","Ranco","p142","2011",161362,105009,0.466,"[152505, 169837]","[100575, 108175]","[0.447, 0.487]"
"500","provincia","San Antonio","p56","2011",154098,118859,0.39,"[145313, 161992]","[116188, 122387]","[0.367, 0.41]"
"501","provincia","San Felipe","p57","2011",183281,124372,0.458,"[172021, 196272]","[117511, 130548]","[0.429, 0.485]"
"502","provincia","Santiago","p131","2011",316291,164100,0.55,"[307614, 324821]","[158591, 167710]","[0.542, 0.56]"
"503","provincia","Talagante","p136","2011",229080,153583,0.429,"[215038, 243853]","[141047, 159604]","[0.412, 0.452]"
"504","provincia","Talca","p71","2011",188298,121117,0.469,"[180715, 196053]","[117620, 124655]","[0.453, 0.484]"
"505","provincia","Tamarugal","p12","2011",174899,137963,0.396,"[165579, 188528]","[130905, 141330]","[0.375, 0.429]"
"506","provincia","Tierra del Fuego","p123","2011",367382,157628,0.594,"[282469, 479025]","[145533, 181716]","[0.495, 0.672]"
"507","provincia","Tocopilla","p23","2011",246086,184850,0.431,"[223936, 269895]","[164925, 200567]","[0.405, 0.456]"
"508","provincia","Última Esperanza","p124","2011",217929,133074,0.469,"[185374, 263263]","[109328, 149739]","[0.394, 0.542]"
"509","provincia","Valdivia","p141","2011",191177,117225,0.497,"[183269, 197827]","[113842, 120235]","[0.483, 0.513]"
"510","provincia","Valparaíso","p51","2011",221064,138293,0.5,"[209251, 238402]","[133339, 141328]","[0.477, 0.529]"
"511","provincia","Antofagasta","p21","2013",305317,201046,0.453,"[295761, 317457]","[198686, 209819]","[0.444, 0.468]"
"512","provincia","Arauco","p82","2013",142093,101983,0.428,"[136680, 148809]","[100000, 104217]","[0.416, 0.446]"
"513","provincia","Arica","p151","2013",181078,130963,0.422,"[176388, 185784]","[127686, 133064]","[0.41, 0.434]"
"514","provincia","Aysén","p112","2013",213747,162500,0.404,"[204172, 225269]","[152778, 165930]","[0.385, 0.423]"
"515","provincia","Bíobío","p83","2013",141373,105563,0.4,"[134035, 151515]","[105563, 105628]","[0.377, 0.44]"
"516","provincia","Cachapoal","p61","2013",193337,140260,0.419,"[187725, 199513]","[137339, 144334]","[0.405, 0.432]"
"517","provincia","Capitán Prat","p113","2013",262005,142737,0.501,"[213165, 334111]","[129450, 161813]","[0.435, 0.57]"
"518","provincia","Cardenal Caro","p62","2013",139447,123195,0.318,"[133593, 145875]","[115163, 127566]","[0.299, 0.338]"
"519","provincia","Cauquenes","p72","2013",143719,117000,0.349,"[134656, 154494]","[110307, 121109]","[0.316, 0.394]"
"520","provincia","Cautín","p91","2013",170411,112059,0.465,"[165513, 175423]","[110000, 115229]","[0.453, 0.475]"
"521","provincia","Chacabuco","p133","2013",168964,160400,0.292,"[160342, 180758]","[148424, 161377]","[0.26, 0.33]"
"522","provincia","Chañaral","p32","2013",227684,153500,0.43,"[208190, 243998]","[142663, 161667]","[0.403, 0.46]"
"523","provincia","Chiloé","p102","2013",156176,120984,0.37,"[150589, 163105]","[116932, 127001]","[0.35, 0.387]"
"524","provincia","Choapa","p42","2013",143234,107378,0.385,"[137637, 149773]","[102379, 114142]","[0.363, 0.408]"
"525","provincia","Colchagua","p63","2013",162469,122067,0.391,"[154445, 171708]","[118318, 125403]","[0.359, 0.419]"
"526","provincia","Concepción","p81","2013",183535,133333,0.42,"[178906, 188246]","[130212, 135064]","[0.41, 0.43]"
"527","provincia","Copiapó","p31","2013",238709,172095,0.423,"[227531, 249155]","[164854, 180667]","[0.408, 0.442]"
"528","provincia","Cordillera","p152","2013",175615,145592,0.36,"[170098, 182157]","[140645, 151645]","[0.346, 0.376]"
"529","provincia","Coyhaique","p111","2013",271492,170000,0.49,"[259466, 285691]","[162262, 174580]","[0.472, 0.507]"
"530","provincia","Curicó","p73","2013",162112,116572,0.401,"[156019, 168520]","[112889, 121938]","[0.385, 0.421]"
"531","provincia","El Loa","p22","2013",245658,153750,0.462,"[218711, 283094]","[138333, 168023]","[0.407, 0.535]"
"532","provincia","Elqui","p41","2013",199969,148400,0.417,"[192134, 209523]","[146000, 152752]","[0.402, 0.44]"
"533","provincia","General Carrera","p114","2013",196823,155899,0.369,"[181312, 214831]","[149967, 170479]","[0.335, 0.41]"
"534","provincia","Huasco","p33","2013",185397,133867,0.396,"[176689, 196430]","[131209, 139726]","[0.374, 0.417]"
"535","provincia","Iquique","p11","2013",243282,165390,0.444,"[236486, 250193]","[159760, 169902]","[0.436, 0.457]"
"536","provincia","Limarí","p43","2013",154952,118333,0.389,"[147180, 167541]","[111436, 127941]","[0.365, 0.421]"
"537","provincia","Linares","p74","2013",150276,109855,0.39,"[144142, 157610]","[107610, 112802]","[0.371, 0.409]"
"538","provincia","Llanquihue","p101","2013",206378,130887,0.476,"[198639, 217902]","[126828, 132542]","[0.461, 0.494]"
"539","provincia","Los Andes","p53","2013",173230,127736,0.372,"[163410, 189319]","[116610, 134304]","[0.345, 0.409]"
"540","provincia","Magallanes","p121","2013",255962,183333,0.409,"[249175, 265426]","[178542, 190968]","[0.395, 0.423]"
"541","provincia","Maipo","p134","2013",175846,130000,0.4,"[165514, 186459]","[127353, 138182]","[0.375, 0.429]"
"542","provincia","Malleco","p92","2013",150508,108928,0.426,"[143841, 159768]","[106340, 109889]","[0.405, 0.459]"
"543","provincia","Marga Marga","p58","2013",214407,160578,0.423,"[202352, 228334]","[156548, 160682]","[0.397, 0.447]"
"544","provincia","Melipilla","p135","2013",156547,127353,0.367,"[148082, 167975]","[116126, 133333]","[0.341, 0.393]"
"545","provincia","Ñuble","p84","2013",150889,108725,0.432,"[145997, 156656]","[105021, 111461]","[0.418, 0.448]"
"546","provincia","Osorno","p103","2013",183823,122057,0.467,"[176302, 193511]","[116640, 125158]","[0.45, 0.49]"
"547","provincia","Parinacota","p152","2013",165673,105646,0.435,"[138302, 198079]","[93076, 117256]","[0.352, 0.495]"
"548","provincia","Petorca","p54","2013",141477,123333,0.316,"[136849, 147825]","[116842, 127484]","[0.301, 0.336]"
"549","provincia","Quillota","p55","2013",165764,128150,0.379,"[159970, 173514]","[123234, 135400]","[0.364, 0.394]"
"550","provincia","Ranco","p142","2013",170799,109758,0.477,"[158811, 192633]","[106540, 112419]","[0.44, 0.531]"
"551","provincia","San Antonio","p56","2013",171314,128403,0.412,"[154791, 191110]","[122612, 132941]","[0.364, 0.455]"
"552","provincia","San Felipe","p57","2013",164345,129926,0.366,"[151659, 183813]","[123945, 133336]","[0.328, 0.426]"
"553","provincia","Santiago","p131","2013",308267,178636,0.512,"[300036, 315868]","[175000, 181554]","[0.502, 0.52]"
"554","provincia","Talagante","p136","2013",205406,144102,0.419,"[193916, 223497]","[137220, 151704]","[0.394, 0.456]"
"555","provincia","Talca","p71","2013",205230,133821,0.454,"[196148, 215651]","[127985, 140649]","[0.441, 0.471]"
"556","provincia","Tamarugal","p12","2013",154607,128313,0.376,"[143619, 166174]","[108933, 135667]","[0.35, 0.4]"
"557","provincia","Tierra del Fuego","p123","2013",288528,211800,0.366,"[257867, 315779]","[200000, 246615]","[0.32, 0.408]"
"558","provincia","Tocopilla","p23","2013",223387,166382,0.376,"[204687, 246493]","[161943, 179589]","[0.341, 0.402]"
"559","provincia","Última Esperanza","p124","2013",270704,132128,0.606,"[225026, 361023]","[117959, 169331]","[0.551, 0.679]"
"560","provincia","Valdivia","p141","2013",172664,117961,0.448,"[166818, 178593]","[114372, 121518]","[0.437, 0.462]"
"561","provincia","Valparaíso","p51","2013",254826,160725,0.495,"[241093, 271640]","[153932, 166754]","[0.476, 0.522]"
"562","provincia","Antofagasta","p21","2015",303544,220057,0.43,"[289145, 320163]","[210233, 232245]","[0.408, 0.456]"
"563","provincia","Arauco","p82","2015",163487,117865,0.41,"[158360, 168514]","[114892, 119903]","[0.397, 0.421]"
"564","provincia","Arica","p151","2015",226325,160112,0.423,"[216307, 236833]","[156151, 162688]","[0.405, 0.441]"
"565","provincia","Aysén","p112","2015",244076,166529,0.411,"[231915, 256658]","[162717, 177701]","[0.39, 0.429]"
"566","provincia","Bíobío","p83","2015",183769,130989,0.417,"[180389, 188866]","[128424, 133255]","[0.407, 0.426]"
"567","provincia","Cachapoal","p61","2015",228357,168104,0.412,"[223402, 232932]","[166637, 170000]","[0.401, 0.422]"
"568","provincia","Capitán Prat","p113","2015",325242,215026,0.462,"[268373, 422463]","[194960, 252421]","[0.351, 0.572]"
"569","provincia","Cardenal Caro","p62","2015",183559,134974,0.391,"[174137, 194119]","[131263, 142194]","[0.37, 0.412]"
"570","provincia","Cauquenes","p72","2015",168213,131016,0.36,"[161366, 176432]","[127995, 133333]","[0.343, 0.386]"
"571","provincia","Cautín","p91","2015",189189,130000,0.44,"[185118, 193102]","[127619, 131700]","[0.432, 0.45]"
"572","provincia","Chacabuco","p133","2015",204410,159834,0.371,"[194736, 215312]","[151354, 166667]","[0.347, 0.391]"
"573","provincia","Chañaral","p32","2015",291894,228600,0.408,"[278982, 309697]","[216022, 250732]","[0.389, 0.427]"
"574","provincia","Chiloé","p102","2015",203054,140625,0.441,"[197894, 210068]","[137234, 144986]","[0.43, 0.456]"
"575","provincia","Choapa","p42","2015",196588,148215,0.426,"[184928, 207295]","[137344, 153586]","[0.399, 0.445]"
"576","provincia","Colchagua","p63","2015",206690,150033,0.428,"[195628, 217066]","[146836, 153057]","[0.4, 0.455]"
"577","provincia","Concepción","p81","2015",220142,150000,0.439,"[215942, 223603]","[146625, 152278]","[0.432, 0.447]"
"578","provincia","Copiapó","p31","2015",268364,190652,0.421,"[261284, 275652]","[186065, 195000]","[0.41, 0.434]"
"579","provincia","Cordillera","p152","2015",244236,187440,0.39,"[239538, 249926]","[182742, 190632]","[0.38, 0.4]"
"580","provincia","Coyhaique","p111","2015",315044,217845,0.442,"[299748, 329443]","[205595, 228975]","[0.418, 0.457]"
"581","provincia","Curicó","p73","2015",180245,141986,0.37,"[175539, 184728]","[138646, 144582]","[0.358, 0.382]"
"582","provincia","El Loa","p22","2015",317619,234057,0.421,"[299343, 334423]","[226667, 244069]","[0.398, 0.44]"
"583","provincia","Elqui","p41","2015",231715,160000,0.425,"[226196, 237314]","[156934, 162038]","[0.418, 0.432]"
"584","provincia","General Carrera","p114","2015",254571,167584,0.436,"[229675, 290416]","[147025, 196690]","[0.405, 0.464]"
"585","provincia","Huasco","p33","2015",197342,145972,0.386,"[189781, 209607]","[142714, 154987]","[0.371, 0.407]"
"586","provincia","Iquique","p11","2015",315428,186899,0.506,"[298854, 333401]","[180557, 192894]","[0.48, 0.527]"
"587","provincia","Limarí","p43","2015",165328,126750,0.392,"[158172, 170581]","[123536, 129503]","[0.376, 0.408]"
"588","provincia","Linares","p74","2015",173626,137160,0.367,"[168304, 180413]","[135000, 140643]","[0.349, 0.389]"
"589","provincia","Llanquihue","p101","2015",212268,147502,0.427,"[203230, 218289]","[145481, 150231]","[0.41, 0.439]"
"590","provincia","Los Andes","p53","2015",230453,174444,0.393,"[215777, 239468]","[167891, 178587]","[0.37, 0.408]"
"591","provincia","Magallanes","p121","2015",351024,240000,0.439,"[336201, 368020]","[232736, 251021]","[0.419, 0.461]"
"592","provincia","Maipo","p134","2015",226511,164286,0.407,"[218503, 237906]","[160360, 173078]","[0.386, 0.425]"
"593","provincia","Malleco","p92","2015",184318,117349,0.489,"[166022, 216328]","[114950, 120768]","[0.43, 0.566]"
"594","provincia","Marga Marga","p58","2015",250896,180000,0.419,"[244185, 258939]","[175785, 184664]","[0.407, 0.433]"
"595","provincia","Melipilla","p135","2015",205400,153494,0.364,"[195123, 215837]","[148765, 165276]","[0.342, 0.384]"
"596","provincia","Ñuble","p84","2015",192739,134333,0.431,"[185804, 201328]","[130572, 137303]","[0.42, 0.45]"
"597","provincia","Osorno","p103","2015",185594,140000,0.399,"[178568, 193838]","[136956, 142036]","[0.384, 0.417]"
"598","provincia","Parinacota","p152","2015",191683,128522,0.461,"[167220, 222872]","[114804, 142514]","[0.415, 0.499]"
"599","provincia","Petorca","p54","2015",165858,138731,0.332,"[159335, 171911]","[134096, 142121]","[0.316, 0.353]"
"600","provincia","Quillota","p55","2015",206763,152690,0.397,"[199493, 216103]","[148355, 160588]","[0.378, 0.417]"
"601","provincia","Ranco","p142","2015",192656,135011,0.43,"[183978, 200658]","[129049, 139635]","[0.406, 0.45]"
"602","provincia","San Antonio","p56","2015",199385,155983,0.366,"[189500, 211659]","[151237, 161698]","[0.348, 0.389]"
"603","provincia","San Felipe","p57","2015",182396,150167,0.363,"[174363, 190377]","[144431, 159451]","[0.347, 0.379]"
"604","provincia","Santiago","p131","2015",367729,213719,0.509,"[361330, 374144]","[211380, 215966]","[0.503, 0.515]"
"605","provincia","Talagante","p136","2015",217187,157026,0.41,"[202448, 237124]","[153814, 165536]","[0.373, 0.452]"
"606","provincia","Talca","p71","2015",229474,152821,0.463,"[219904, 240706]","[149920, 154556]","[0.442, 0.488]"
"607","provincia","Tamarugal","p12","2015",191018,148571,0.4,"[183732, 198425]","[143333, 155586]","[0.38, 0.417]"
"608","provincia","Tierra del Fuego","p123","2015",293647,226125,0.405,"[267727, 317297]","[200000, 235032]","[0.365, 0.44]"
"609","provincia","Tocopilla","p23","2015",245455,178222,0.404,"[233461, 257173]","[174941, 193755]","[0.388, 0.423]"
"610","provincia","Última Esperanza","p124","2015",260842,177679,0.45,"[243490, 285271]","[169248, 184596]","[0.424, 0.485]"
"611","provincia","Valdivia","p141","2015",238026,150000,0.471,"[229430, 247966]","[144962, 154025]","[0.458, 0.484]"
"612","provincia","Valparaíso","p51","2015",283346,184524,0.473,"[274605, 292611]","[179442, 188616]","[0.461, 0.486]"
