"","geography_division","geography_name","ID_DIRECTORIO","ID_IDENTIFICACION","ANO_TRIMESTRE","MES_CENTRAL","ESTRATO","TIPO","T_MUESTRA","MES_ENCUESTA","HOGAR","ANO_ENCUESTA","NRO_LINEA","EDAD","PARENTESCO","SEXO","CURSO","NIVEL","TERMINO_NIVEL","CINE","PROVEEDOR","NACIONALIDAD","EST_CONYUGAL","GRUPO_EDAD","TPERH","TMENH","TMAYH","A1","A2","A3","A4","A5","A6","A6_OTRO","A7","A8","B1","CISE","B7_1","B7_2","B7_3","B7_4","B7_5","B7_6","B7_7","PRESTACIONES_TOTALES","PRESTACIONES_SOCIALES","TRAM_PL","B8","B9","B10","B11","B12","B13","B14","B14_REV4CL_CAENES","B15_1","B15_2","B16","B16_OTRO","B17_MES","B17_ANO","MESES_EMPLEO","TME","B18_VARIAS","B18_CODIGO","B19","C1","C5","C9","C10","C11","C12","C13","HABITUALES","EFECTIVAS","CONTRATADAS","HABITUALES_TRAMOS","EFECTIVAS_TRAMOS","E1","E2","E3_1","E3_2","E3_3","E3_4","E3_5","E3_6","E3_7","E3_8","E3_9","E3_10","E3_11","E3_12","E3_TOTAL","E4","E6_MES","E6_ANO","E7","E8","E9","E10","E11","E12","E13","E15_MESES","E15_ANOS","E16","E17","E18","E19","E19_OTRO","D1_opcion","D1_opcionB","D1_monto","SS_T","D2_1_opcion","D2_1_monto","D2_1_porcentaje","D2_1_opcionb","D2_1_opcionc","D2_2_opcion","D2_2_monto","D2_2_porcentaje","D2_2_opcionb","D2_2_opcionc","D2_3_opcion","D2_3_monto","D2_3_porcentaje","D2_3_opcionb","D2_3_opcionc","D2_4_opcion","D2_4_monto","D2_4_porcentaje","D2_4_opcionb","D2_4_opcionc","D2_5_opcion","D2_5_monto","D2_5_porcentaje","D2_5_opcionb","D2_5_opcionc","SVAR_T","D3_1_opcion","D3_1_monto","D3_1_porcentaje","D3_1_opcion2","D3_2_opcion","D3_2_monto","D3_2_porcentaje","D3_2_opcion2","D3_3_opcion","D3_3_monto","D3_3_porcentaje","D3_3_opcion2","D3_4_opcion","D3_4_monto","D3_4_porcentaje","D3_4_opcion2","D3_5_opcion","D3_5_monto","D3_5_porcentaje","D3_5_opcion2","D3_6_opcion","D3_6_monto","D3_6_porcentaje","D3_6_opcion2","D3_7_opcion","D3_7_monto","D3_7_porcentaje","D3_7_opcion2","D3_8_opcion","D3_8_monto","D3_8_porcentaje","D3_8_opcion2","D3_9_opcion","D3_9_monto","D3_9_porcentaje","D3_9_opcion2","D3_10_opcion","D3_10_monto","D3_10_porcentaje","D3_10_opcion2","D3_11_opcion","D3_11_otro","D3_11_monto","D3_11_porcentaje","D3_11_opcion2","REG_T","ING_T_D","DIAS","HORAS","D5_opcion","D5_opcionB","D5_monto","D5_promedio","GAN_T","SALUD_OPCION","AFP_INP_OPCION","D7_opcion","D7_monto","D7_promedio","AUTOCONSUMO_T","D8_opcion","D8_monto","AHORROIMP_T","ING_T_I","ING_T_I_AI","ING_T_P","D9_opcion","D9_monto","D9_promedio","D9_opcionb","D9_montob","D9_promediob","ING_OT","ING_T_T","ING_T_T_AI","D10_opcion","D10_monto","D10_promedio","ING_A_P","D11_opcion","D11_monto","D11_promedio","ING_A_OB","ING_A_T","TIPO_VIVIENDA","VIVIENDA_OTRO","D12_monto","D12_estimacion","DIV_IMP","ALQ_IMP","D13_1_opcion","D13_1_tramo","ING_CAH","D13_2_opcion","D13_2_tramo","ING_INT","D13_3_opcion","D13_3_tramo","ING_DIV","ING_P_T","D14_1_opcion","JUBVEJEZ","D14_2_opcion","JUBINVALIDEZ","D14_3_opcion","MONTEPIO","ING_JUB","D14_4_opcion","PORFAND","D14_5_opcion","PDISCAP","D14_6_opcion","PESTADO","D14_7_opcion","PALIMENT","D14_8_opcion","POTRAS","ING_PEN","D14_10_opcion","SUF","D14_12_opcion","SUBOTROS","ING_SUBE","D14_9_opcion","ING_SUBC","D14_11_opcion","BECAEST","D14_13_opcion","DONACIONES","D14_14_opcion","REMESAS","ING_BDR","ING_DR","D14_15_opcion","SALEXT","D14_16_opcion","D14_16_otro","D14_16_monto","D14_17_opcion","D14_17_otro","D14_17_monto","OTRAFUENT","ING_OTROS","ING_AUT_CB","ING_AUT_SB","ING_MON_CB","ING_MON_SB","CSE_ESPECIFICO","FACT","F_PERS","FACT_PER","FACT_HOG","OCUP_REF","TIM","DECILH_CB","DECILH_SB"
"56","comuna","Copiapó",1,1,1,1,1,1,1,1,1,1,1,0.9899,1,1,0.8706,1,1,1,1,1,1,1,1,0.5801,1,0.7995,0.3635,0.4406,0,0.3588,0.0302,1,0.0121,0.0087,0.4681,1,0.3488,0.3488,0.3608,0.3608,0.3548,0.3353,0.338,0.3166,0.3125,0.3166,0.3608,0.3608,0.11,0.3608,0.3514,1,0.4681,0.4681,0.4588,1,0.4588,1,0.4681,0.4681,0.4453,0.4681,1,1,0.4681,0.4681,0.4681,0.0993,0.4681,0.0751,0.0751,0.393,0.4681,0.4487,0.3608,1,1,0.3313,0.7995,0.0436,0.0188,0.0268,0.0302,0.0007,0.004,0.0007,0.0007,0.006,0,0,0.0054,0.0852,0.0463,0.0208,0.0208,0.0671,0.0671,0.3105,0.008,0.3266,0.2629,0.3313,0.1911,0.2046,0.218,1,0.218,0.218,1,0.3608,0.3407,0.3387,0.3387,0.3407,0.0369,0,0,0.0369,0.3407,0.0691,0,0,0.0691,0.3407,0.0101,0,0,0.0101,0.3407,0.0275,0,0,0.0275,0.3407,0.0288,0.0121,0,0.0409,0.0563,0.3407,0.0054,0,0,0.3407,0.1375,0,0,0.3407,0,0,0,0.3407,0.006,0,0,0.3407,0.0141,0,0,0.3407,0.114,0,0.0007,0.3407,0.008,0,0,0.3407,0,0,0,0.3407,0.0141,0,0,0.3407,0.0034,0,0,0.3407,1,0,0,0,0.1858,0.3407,0.3407,0.3407,0.1033,0.1006,0.0872,0.0121,0.0993,0.1006,0.1006,0.1006,0.0268,0.0007,0.0275,0.1006,0.0376,0.0376,0.1006,0.0993,0.4413,0.4681,0.0309,0,0.3313,0.0268,0.0007,0.0584,0.4782,0.4769,0.7995,0.0188,0,0.0188,0.7995,0.0007,0,0.0007,0.0195,0.2924,1,0.0865,0.2374,0.0309,0.2052,0.7995,0.0134,0.0134,0.7995,0.0087,0.0087,0.7995,0.0034,0.0034,0.0402,0.7995,0.0543,0.7995,0.0101,0.7995,0.0161,0.0798,0.7995,0.0034,0.7995,0.0074,0.7995,0.0208,0.7995,0.0362,0.7995,0.0107,0.0765,0.7995,0.0248,0.7995,0.0738,0.0872,0.7995,0.0054,0.7995,0.1657,0.7995,0.0228,0.7995,0.0007,0.1838,0.0235,0.7995,0,0.7995,1,0,0,1,0,0,0,0.6533,0.5855,0.6626,0.6009,1,1,1,1,1,0.4681,1,1,1
"57","comuna","Coquimbo",1,1,1,1,1,1,1,1,1,1,1,0.9873,1,1,0.8573,1,1,1,1,1,1,1,1,0.5955,1,0.7736,0.3727,0.4091,0.01,0.3645,0.0127,1,0.0064,0.0055,0.4182,1,0.2764,0.2809,0.2818,0.2818,0.2691,0.2664,0.2482,0.23,0.2245,0.23,0.2891,0.2891,0.0909,0.2891,0.2745,1,0.4182,0.4182,0.4036,1,0.4036,1,0.4182,0.4182,0.3918,0.4182,1,1,0.4182,0.4182,0.4182,0.0909,0.4182,0.1455,0.1455,0.2727,0.4182,0.41,0.2891,1,1,0.3555,0.7736,0.0555,0.0255,0.0236,0.0173,0,0.0009,0,0.0009,0.0009,0,0,0,0.0755,0.0345,0.0391,0.0391,0.0736,0.0736,0.3164,0.0018,0.3482,0.2555,0.3555,0.2018,0.2145,0.2164,1,0.2164,0.2164,1,0.2891,0.2718,0.2718,0.2718,0.2718,0.0073,0,0,0.0073,0.2718,0.0536,0,0.0018,0.0555,0.2718,0.0027,0,0.0018,0.0045,0.2718,0.0091,0,0.0009,0.01,0.2718,0.0036,0,0,0.0036,0.0473,0.2718,0.0073,0,0,0.2718,0.0282,0,0,0.2718,0,0,0,0.2718,0.0064,0,0,0.2718,0,0,0,0.2718,0.0155,0,0.0009,0.2718,0.0009,0,0,0.2718,0.0027,0,0,0.2718,0.0036,0,0,0.2718,0.0009,0,0,0.2718,1,0,0,0,0.0518,0.2718,0.2718,0.2718,0.1164,0.1082,0.1,0.0064,0.1064,0.1082,0.1082,0.1082,0.03,0,0.03,0.1082,0.0273,0.0273,0.1064,0.1027,0.3782,0.4182,0.0345,0,0.3555,0.0291,0,0.0636,0.4209,0.4173,0.7736,0.0173,0,0.0173,0.7736,0.0036,0,0.0036,0.0209,0.2818,1,0.0682,0.2382,0.0264,0.2064,0.7736,0.0109,0.0091,0.7736,0.0064,0.0055,0.7736,0,0,0.0309,0.7736,0.0764,0.7736,0.0055,0.7736,0.0209,0.1009,0.7736,0.0018,0.7736,0.0073,0.7736,0.0336,0.7736,0.03,0.7736,0.0036,0.0755,0.7736,0.0327,0.7736,0.0591,0.0836,0.7736,0.0009,0.7736,0.1718,0.7736,0.0227,0.7736,0.0009,0.1873,0.0236,0.7736,0,0.7736,1,0,0,1,0,0,0,0.6227,0.5518,0.6264,0.5609,1,1,1,1,1,0.4182,1,1,1
"58","comuna","Coronel",1,1,1,1,1,1,1,1,1,1,1,0.9835,1,1,0.8703,1,1,1,1,1,1,1,1,0.5884,1,0.7948,0.4764,0.3408,0.0029,0.454,0.0354,1,0.0142,0.0136,0.3744,1,0.2942,0.2972,0.2978,0.2978,0.293,0.2901,0.2795,0.2459,0.2441,0.2459,0.2989,0.2989,0.1421,0.2989,0.2901,1,0.3744,0.3744,0.3656,1,0.3656,1,0.3744,0.3744,0.3496,0.3744,1,1,0.3744,0.3744,0.3744,0.1002,0.3744,0.1834,0.1834,0.191,0.3744,0.3432,0.2989,1,1,0.4204,0.7948,0.0537,0.023,0.0342,0.0236,0.0059,0,0,0.0006,0,0,0,0,0.079,0.0271,0.0519,0.0519,0.079,0.079,0.3685,0.0018,0.4057,0.2748,0.4204,0.2759,0.2818,0.2836,1,0.2836,0.2836,1,0.2989,0.2777,0.2742,0.2742,0.2777,0.0153,0,0.0012,0.0165,0.2777,0.0454,0,0.0053,0.0507,0.2777,0.0012,0,0.0006,0.0018,0.2777,0.0189,0,0.0024,0.0212,0.2777,0.0195,0,0.0006,0.02,0.0413,0.2777,0.0012,0,0,0.2777,0.0755,0,0.0006,0.2777,0.0006,0,0,0.2777,0.0024,0,0,0.2777,0.0006,0,0,0.2777,0.043,0,0,0.2777,0.0041,0,0,0.2777,0.0041,0,0,0.2777,0.0018,0,0,0.2777,0,0,0,0.2777,1,0,0,0,0.1002,0.2777,0.2777,0.2777,0.0713,0.0678,0.0596,0.0071,0.0666,0.0678,0.0678,0.0678,0.0153,0.0006,0.0159,0.0678,0.0195,0.0195,0.0666,0.066,0.3443,0.3744,0.0147,0,0.4204,0.0212,0,0.036,0.3721,0.3715,0.7948,0.0094,0,0.0094,0.7948,0,0,0,0.0094,0.3042,1,0.0666,0.2671,0.0254,0.237,0.7948,0.0024,0.0024,0.7948,0.0012,0.0012,0.7948,0.0012,0.0012,0.013,0.7948,0.059,0.7948,0.0147,0.7948,0.0366,0.1079,0.7948,0.0029,0.7948,0.0059,0.7948,0.0354,0.7948,0.0254,0.7948,0.0124,0.0796,0.7948,0.056,0.7948,0.1073,0.1415,0.7948,0.0041,0.7948,0.1969,0.7948,0.0283,0.7948,0.0006,0.2081,0.0289,0.7948,0,0.7948,1,0,0,1,0,0,0,0.6067,0.5271,0.6132,0.5389,1,1,1,1,1,0.3744,1,1,1
"59","comuna","Corral",1,1,1,1,1,1,1,1,1,1,1,0.9758,1,1,0.8387,1,1,1,1,1,1,1,1,0.5,1,0.8306,0.4032,0.4355,0.0242,0.3952,0.0484,1,0.0161,0.0161,0.4597,1,0.2742,0.2742,0.2742,0.2742,0.2661,0.2742,0.2661,0.2097,0.2097,0.2097,0.2742,0.2742,0.1371,0.2742,0.2661,1,0.4597,0.4597,0.4516,1,0.4516,1,0.4597,0.4597,0.4274,0.4597,1,1,0.4597,0.4597,0.4597,0.121,0.4597,0.25,0.25,0.2097,0.4597,0.4194,0.2742,1,1,0.371,0.8306,0.0242,0,0,0.0323,0.0161,0,0,0,0,0,0.0081,0,0.0484,0.0403,0.0081,0.0081,0.0484,0.0484,0.3629,0,0.3387,0.2419,0.371,0.2258,0.2177,0.2339,1,0.2339,0.2339,1,0.2742,0.25,0.25,0.25,0.25,0,0,0,0,0.25,0.0081,0,0,0.0081,0.25,0,0,0,0,0.25,0.0161,0,0.0161,0.0323,0.25,0,0,0,0,0,0.25,0.0081,0,0,0.25,0.0323,0,0,0.25,0,0,0,0.25,0.0081,0,0,0.25,0,0,0,0.25,0.0565,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0.0081,0.25,0,0,0,0.25,1,0,0,0,0.0726,0.25,0.25,0.25,0.1774,0.1694,0.1371,0.0323,0.1694,0.1694,0.1694,0.1694,0.1129,0.0081,0.121,0.1694,0.0645,0.0645,0.1694,0.1694,0.4194,0.4597,0.0403,0.0161,0.371,0.0161,0,0.0726,0.4516,0.4516,0.8306,0.0081,0,0.0081,0.8306,0,0,0,0.0081,0.3226,1,0.0484,0.2823,0.0081,0.2661,0.8306,0.0081,0.0081,0.8306,0,0,0.8306,0,0,0.0161,0.8306,0.0806,0.8306,0,0.8306,0,0.0806,0.8306,0,0.8306,0.0323,0.8306,0.0887,0.8306,0.0161,0.8306,0,0.1371,0.8306,0.0726,0.8306,0.0806,0.1371,0.8306,0.0081,0.8306,0.1452,0.8306,0.0726,0.8306,0,0.1855,0.0726,0.8306,0,0.8306,1,0,0,1,0,0,0,0.7097,0.6532,0.7339,0.6774,1,1,1,1,1,0.4597,1,1,1
"60","comuna","Coyhaique",1,1,1,1,1,1,1,1,1,1,1,0.9803,1,1,0.8323,1,1,1,1,1,1,1,1,0.6091,1,0.7442,0.3139,0.4465,0.006,0.2977,0.0522,1,0.0171,0.0163,0.491,1,0.3533,0.3601,0.3653,0.3653,0.355,0.3464,0.337,0.3097,0.2883,0.3097,0.3661,0.3661,0.1411,0.3661,0.343,1,0.491,0.491,0.4679,1,0.4679,1,0.491,0.491,0.4585,0.491,1,1,0.491,0.491,0.491,0.1617,0.491,0.1292,0.1292,0.3618,0.491,0.4517,0.3661,1,1,0.2532,0.7442,0.0257,0.0137,0.0009,0.0051,0.0026,0.0009,0.0034,0.0017,0.0009,0,0,0.0009,0.047,0.0257,0.0197,0.0197,0.0453,0.0453,0.2335,0.0026,0.2352,0.1608,0.2532,0.148,0.148,0.1514,1,0.1514,0.1514,1,0.3661,0.3379,0.3379,0.3379,0.3379,0.0214,0,0.0017,0.0231,0.3379,0.077,0,0.0026,0.0796,0.3379,0.006,0,0.0017,0.0077,0.3379,0.0325,0,0.0051,0.0376,0.3379,0.0034,0,0,0.0034,0.047,0.3379,0.0017,0,0,0.3379,0.0145,0,0,0.3379,0.0009,0,0,0.3379,0.0051,0,0.0017,0.3379,0.0026,0,0,0.3379,0.0145,0,0.0009,0.3379,0.0026,0,0.0009,0.3379,0,0,0,0.3379,0.0017,0,0,0.3379,0.0026,0,0,0.3379,1,0.0077,0,0.0009,0.0445,0.3379,0.3379,0.3379,0.118,0.1138,0.1078,0.0026,0.1104,0.1138,0.1138,0.1138,0.0334,0,0.0334,0.1138,0.0257,0.0257,0.1112,0.1112,0.4491,0.491,0.0393,0.0009,0.2532,0.0205,0,0.0607,0.4808,0.4808,0.7442,0.0231,0.0009,0.024,0.7442,0.0017,0,0.0017,0.0257,0.3499,1,0.1172,0.2652,0.0325,0.231,0.7442,0.0086,0.0077,0.7442,0.0051,0.0051,0.7442,0.0034,0.0034,0.0411,0.7442,0.0368,0.7442,0.0077,0.7442,0.0145,0.059,0.7442,0,0.7442,0.0171,0.7442,0.0385,0.7442,0.0231,0.7442,0.0051,0.083,0.7442,0.0676,0.7442,0.1035,0.136,0.7442,0.0068,0.7442,0.2241,0.7442,0.0325,0.7442,0,0.2412,0.0325,0.7442,0,0.7442,1,0,0,1,0,0,0,0.6587,0.5808,0.663,0.5911,1,1,1,1,1,0.491,1,1,1
"61","comuna","Cunco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.869,1,1,1,1,1,1,1,1,0.4881,1,0.7738,0.4167,0.3571,0,0.4167,0.0238,1,0.0119,0.0119,0.381,1,0.2381,0.2381,0.2381,0.2381,0.2381,0.2381,0.2381,0.1667,0.1667,0.1667,0.2381,0.2381,0.0476,0.2381,0.2262,1,0.381,0.381,0.369,1,0.369,1,0.381,0.381,0.3452,0.381,1,1,0.381,0.381,0.381,0.0476,0.381,0.131,0.131,0.25,0.381,0.381,0.2381,1,1,0.3929,0.7738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3929,0,0.3929,0.3571,0.3929,0.2976,0.2976,0.2976,1,0.2976,0.2976,1,0.2381,0.2024,0.2024,0.2024,0.2024,0.0238,0,0,0.0238,0.2024,0.0595,0,0,0.0595,0.2024,0,0,0,0,0.2024,0,0,0,0,0.2024,0,0,0,0,0.0714,0.2024,0.0476,0,0,0.2024,0.0119,0,0,0.2024,0,0,0,0.2024,0,0,0,0.2024,0.0119,0,0,0.2024,0,0,0,0.2024,0,0,0,0.2024,0,0,0,0.2024,0,0,0,0.2024,0,0,0,0.2024,1,0.0238,0,0,0.0714,0.2024,0.2024,0.2024,0.1429,0.1429,0,0.119,0.119,0.1429,0.1429,0.1429,0.0238,0.0833,0.1071,0.1429,0,0,0.1429,0.1429,0.3452,0.381,0.0357,0.0357,0.3929,0.0119,0,0.0833,0.3929,0.3929,0.7738,0.0357,0,0.0357,0.7738,0,0,0,0.0357,0.3452,1,0,0.3452,0,0.2976,0.7738,0,0,0.7738,0,0,0.7738,0,0,0.0357,0.7738,0.119,0.7738,0,0.7738,0.0238,0.1429,0.7738,0,0.7738,0.0119,0.7738,0.119,0.7738,0,0.7738,0.0119,0.1429,0.7738,0.119,0.7738,0.0952,0.1905,0.7738,0,0.7738,0.1071,0.7738,0,0.7738,0,0.1071,0,0.7738,0,0.7738,1,0,0,1,0,0,0,0.5952,0.5952,0.5952,0.5952,1,1,1,1,1,0.381,1,1,1
"62","comuna","Curacautín",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8647,1,1,1,1,1,1,1,1,0.4962,1,0.8271,0.3985,0.4737,0.0075,0.3534,0.0226,1,0,0,0.4962,1,0.3383,0.3383,0.3383,0.3383,0.3383,0.3383,0.3383,0.2556,0.2481,0.2556,0.3383,0.3383,0.1203,0.3383,0.3083,1,0.4962,0.4962,0.4662,1,0.4662,1,0.4962,0.4962,0.4586,0.4962,1,1,0.4962,0.4962,0.4962,0.0602,0.4962,0.188,0.188,0.3083,0.4962,0.4812,0.3383,1,1,0.3308,0.8271,0.0376,0.0301,0.015,0.015,0.015,0,0,0,0,0,0,0,0.0602,0.0301,0.0301,0.0301,0.0602,0.0602,0.3008,0,0.3308,0.2331,0.3308,0.2707,0.2782,0.2782,1,0.2782,0.2782,1,0.3383,0.3083,0.3083,0.3083,0.3083,0.0226,0,0,0.0226,0.3083,0.0526,0,0,0.0526,0.3083,0.0075,0,0,0.0075,0.3083,0.015,0,0,0.015,0.3083,0.0075,0,0,0.0075,0.0526,0.3083,0,0,0,0.3083,0.0602,0,0,0.3083,0.0075,0,0,0.3083,0.0075,0,0,0.3083,0,0,0,0.3083,0.0226,0,0,0.3083,0,0,0,0.3083,0,0,0,0.3083,0,0,0,0.3083,0,0,0,0.3083,1,0,0,0,0.0752,0.3083,0.3083,0.3083,0.1504,0.1429,0.0677,0.0677,0.1353,0.1429,0.1429,0.1429,0.0301,0.0075,0.0376,0.1429,0.0526,0.0526,0.1353,0.1353,0.4436,0.4962,0.0376,0.0376,0.3308,0.0075,0,0.0827,0.4737,0.4737,0.8271,0.0451,0,0.0451,0.8271,0,0,0,0.0451,0.406,1,0.0827,0.3308,0.0075,0.3233,0.8271,0.015,0.015,0.8271,0.0226,0.0226,0.8271,0,0,0.0752,0.8271,0.1278,0.8271,0.0075,0.8271,0.0451,0.1729,0.8271,0,0.8271,0.0075,0.8271,0.0451,0.8271,0.015,0.8271,0,0.0677,0.8271,0.0376,0.8271,0.1955,0.203,0.8271,0,0.8271,0.1353,0.8271,0.0226,0.8271,0,0.1579,0.0226,0.8271,0,0.8271,1,0,0,1,0,0,0,0.6992,0.6767,0.7293,0.7143,1,1,1,1,1,0.4962,1,1,1
"63","comuna","Curaco de Vélez",1,1,1,1,1,1,1,1,1,1,1,0.9828,1,1,0.9138,1,1,1,1,1,1,1,1,0.4569,1,0.8534,0.4655,0.3879,0,0.4655,0.0086,1,0,0,0.3966,1,0.2414,0.2414,0.2414,0.2414,0.2414,0.2414,0.2328,0.2069,0.1983,0.2069,0.2414,0.2414,0.0431,0.2414,0.2155,1,0.3966,0.3966,0.3707,1,0.3707,1,0.3966,0.3966,0.3966,0.3966,1,1,0.3966,0.3966,0.3966,0.0086,0.3966,0.0517,0.0517,0.3448,0.3966,0.3966,0.2414,1,1,0.4569,0.8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4569,0,0.4483,0.3793,0.4569,0.2672,0.2672,0.2672,1,0.2672,0.2672,1,0.2414,0.2414,0.2414,0.2414,0.2414,0.0086,0,0,0.0086,0.2414,0.0086,0,0,0.0086,0.2414,0,0,0,0,0.2414,0.0086,0,0,0.0086,0.2414,0,0,0,0,0,0.2414,0,0,0,0.2414,0.0259,0,0,0.2414,0,0,0,0.2414,0,0,0,0.2414,0,0,0,0.2414,0.0603,0,0,0.2414,0,0,0,0.2414,0,0,0,0.2414,0,0,0,0.2414,0,0,0,0.2414,1,0,0,0,0.069,0.2414,0.2414,0.2414,0.1552,0.1552,0.0948,0.0603,0.1552,0.1552,0.1552,0.1552,0.0086,0,0.0086,0.1552,0.0259,0.0259,0.1552,0.1552,0.3966,0.3966,0,0,0.4569,0.0086,0,0.0086,0.4052,0.4052,0.8534,0.0086,0,0.0086,0.8534,0,0,0,0.0086,0.3707,1,0.0086,0.3534,0,0.3534,0.8534,0,0,0.8534,0,0,0.8534,0,0,0.0086,0.8534,0.0517,0.8534,0.0172,0.8534,0.0431,0.1121,0.8534,0,0.8534,0.0259,0.8534,0.1379,0.8534,0,0.8534,0,0.1638,0.8534,0.0517,0.8534,0.0086,0.0603,0.8534,0,0.8534,0.1552,0.8534,0.0086,0.8534,0,0.1638,0.0086,0.8534,0,0.8534,1,0,0,1,0,0,0,0.6897,0.6466,0.6897,0.6466,1,1,1,1,1,0.3966,1,1,1
"64","comuna","Curanilahue",1,1,1,1,1,1,1,1,1,1,1,0.9776,1,1,0.8291,1,1,1,1,1,1,1,1,0.5798,1,0.7927,0.4202,0.3894,0.0028,0.4034,0.0448,1,0.0224,0.0224,0.4314,1,0.3389,0.3417,0.3417,0.3417,0.3417,0.3389,0.3249,0.3025,0.2997,0.3025,0.3417,0.3417,0.1681,0.3417,0.3361,1,0.4314,0.4314,0.4258,1,0.4258,1,0.4314,0.4314,0.4062,0.4314,1,1,0.4314,0.4314,0.4314,0.1204,0.4314,0.1681,0.1681,0.2633,0.4314,0.3922,0.3417,1,1,0.3613,0.7927,0.0308,0.014,0.0168,0.0112,0.0028,0,0,0,0,0,0,0,0.0504,0.0308,0.0196,0.0196,0.0504,0.0504,0.3417,0,0.3277,0.2157,0.3613,0.2185,0.2185,0.2185,1,0.2185,0.2185,1,0.3417,0.3249,0.3249,0.3249,0.3249,0.0196,0,0,0.0196,0.3249,0.1232,0,0.0028,0.1261,0.3249,0,0,0,0,0.3249,0.0196,0,0,0.0196,0.3249,0.0084,0,0,0.0084,0.112,0.3249,0,0,0,0.3249,0.0588,0,0,0.3249,0.0028,0,0,0.3249,0,0,0,0.3249,0,0,0,0.3249,0.0532,0,0,0.3249,0,0,0,0.3249,0,0,0,0.3249,0,0,0,0.3249,0,0,0,0.3249,1,0,0,0,0.0756,0.3249,0.3249,0.3249,0.0868,0.0812,0.0784,0,0.0784,0.0812,0.0812,0.0812,0.0112,0,0.0112,0.0812,0.0224,0.0224,0.0784,0.0756,0.4034,0.4314,0.0196,0,0.3613,0.014,0,0.0336,0.4202,0.4174,0.7927,0.0056,0,0.0056,0.7927,0,0,0,0.0056,0.3277,1,0.0308,0.3053,0.0056,0.2969,0.7927,0,0,0.7927,0,0,0.7927,0,0,0.0056,0.7927,0.0532,0.7927,0.014,0.7927,0.0308,0.098,0.7927,0.0028,0.7927,0.0056,0.7927,0.042,0.7927,0.0252,0.7927,0.0112,0.0868,0.7927,0.07,0.7927,0.1148,0.1569,0.7927,0,0.7927,0.1905,0.7927,0.0308,0.7927,0,0.2101,0.0308,0.7927,0,0.7927,1,0,0,1,0,0,0,0.6415,0.5602,0.6443,0.5742,1,1,1,1,1,0.4314,1,1,1
"65","comuna","Curarrehue",1,1,1,1,1,1,1,1,1,1,1,0.9524,1,1,0.7857,1,1,1,1,1,1,1,1,0.5238,1,0.7619,0.3571,0.4048,0.0238,0.3571,0,1,0,0,0.4048,1,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.0238,0.119,0.119,1,0.4048,0.4048,0.4048,1,0.4048,1,0.4048,0.4048,0.3571,0.4048,1,1,0.4048,0.4048,0.4048,0,0.4048,0.1905,0.1905,0.2143,0.4048,0.4048,0.119,1,1,0.3571,0.7619,0.0238,0.0238,0.0238,0,0,0,0,0,0,0,0,0,0.0238,0.0238,0,0,0.0238,0.0238,0.3571,0,0.3571,0.2619,0.3571,0.2381,0.2381,0.2381,1,0.2381,0.2381,1,0.119,0.119,0.119,0.119,0.119,0,0,0,0,0.119,0.0238,0,0,0.0238,0.119,0,0,0,0,0.119,0,0,0,0,0.119,0,0,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,0,0,0,0.119,1,0,0,0,0,0.119,0.119,0.119,0.2619,0.2381,0.0238,0.1667,0.1905,0.2381,0.2381,0.2381,0.0476,0.0238,0.0714,0.2381,0.0238,0.0238,0.2143,0.2143,0.3333,0.4048,0.0952,0,0.3571,0.0238,0,0.119,0.381,0.381,0.7619,0,0,0,0.7619,0,0,0,0,0.3333,1,0,0.3333,0,0.3333,0.7619,0.0238,0.0238,0.7619,0,0,0.7619,0,0,0.0238,0.7619,0,0.7619,0,0.7619,0,0,0.7619,0,0.7619,0,0.7619,0.2857,0.7619,0,0.7619,0,0.2857,0.7619,0.0714,0.7619,0.0238,0.0714,0.7619,0,0.7619,0.1429,0.7619,0.0476,0.7619,0,0.1667,0.0476,0.7619,0,0.7619,1,0,0,1,0,0,0,0.6429,0.619,0.6429,0.619,1,1,1,1,1,0.4048,1,1,1
