"","geography_division","geography_name","ID_DIRECTORIO","ID_IDENTIFICACION","ANO_TRIMESTRE","MES_CENTRAL","ESTRATO","TIPO","T_MUESTRA","MES_ENCUESTA","HOGAR","ANO_ENCUESTA","NRO_LINEA","EDAD","PARENTESCO","SEXO","CURSO","NIVEL","TERMINO_NIVEL","CINE","PROVEEDOR","NACIONALIDAD","EST_CONYUGAL","GRUPO_EDAD","TPERH","TMENH","TMAYH","A1","A2","A3","A4","A5","A6","A6_OTRO","A7","A8","B1","CISE","B7_1","B7_2","B7_3","B7_4","B7_5","B7_6","B7_7","PRESTACIONES_TOTALES","PRESTACIONES_SOCIALES","TRAM_PL","B8","B9","B10","B11","B12","B13","B14","B14_REV4CL_CAENES","B15_1","B15_2","B16","B16_OTRO","B17_MES","B17_ANO","MESES_EMPLEO","TME","B18_VARIAS","B18_CODIGO","B19","C1","C5","C9","C10","C11","C12","C13","HABITUALES","EFECTIVAS","CONTRATADAS","HABITUALES_TRAMOS","EFECTIVAS_TRAMOS","E1","E2","E3_1","E3_2","E3_3","E3_4","E3_5","E3_6","E3_7","E3_8","E3_9","E3_10","E3_11","E3_12","E3_TOTAL","E4","E6_MES","E6_ANO","E7","E8","E9","E10","E11","E12","E13","E15_MESES","E15_ANOS","E16","E17","E18","E19","E19_OTRO","D1_opcion","D1_opcionB","D1_monto","SS_T","D2_1_opcion","D2_1_monto","D2_1_porcentaje","D2_1_opcionb","D2_1_opcionc","D2_2_opcion","D2_2_monto","D2_2_porcentaje","D2_2_opcionb","D2_2_opcionc","D2_3_opcion","D2_3_monto","D2_3_porcentaje","D2_3_opcionb","D2_3_opcionc","D2_4_opcion","D2_4_monto","D2_4_porcentaje","D2_4_opcionb","D2_4_opcionc","D2_5_opcion","D2_5_monto","D2_5_porcentaje","D2_5_opcionb","D2_5_opcionc","SVAR_T","D3_1_opcion","D3_1_monto","D3_1_porcentaje","D3_1_opcion2","D3_2_opcion","D3_2_monto","D3_2_porcentaje","D3_2_opcion2","D3_3_opcion","D3_3_monto","D3_3_porcentaje","D3_3_opcion2","D3_4_opcion","D3_4_monto","D3_4_porcentaje","D3_4_opcion2","D3_5_opcion","D3_5_monto","D3_5_porcentaje","D3_5_opcion2","D3_6_opcion","D3_6_monto","D3_6_porcentaje","D3_6_opcion2","D3_7_opcion","D3_7_monto","D3_7_porcentaje","D3_7_opcion2","D3_8_opcion","D3_8_monto","D3_8_porcentaje","D3_8_opcion2","D3_9_opcion","D3_9_monto","D3_9_porcentaje","D3_9_opcion2","D3_10_opcion","D3_10_monto","D3_10_porcentaje","D3_10_opcion2","D3_11_opcion","D3_11_otro","D3_11_monto","D3_11_porcentaje","D3_11_opcion2","REG_T","ING_T_D","DIAS","HORAS","D5_opcion","D5_opcionB","D5_monto","D5_promedio","GAN_T","SALUD_OPCION","AFP_INP_OPCION","D7_opcion","D7_monto","D7_promedio","AUTOCONSUMO_T","D8_opcion","D8_monto","AHORROIMP_T","ING_T_I","ING_T_I_AI","ING_T_P","D9_opcion","D9_monto","D9_promedio","D9_opcionb","D9_montob","D9_promediob","ING_OT","ING_T_T","ING_T_T_AI","D10_opcion","D10_monto","D10_promedio","ING_A_P","D11_opcion","D11_monto","D11_promedio","ING_A_OB","ING_A_T","TIPO_VIVIENDA","VIVIENDA_OTRO","D12_monto","D12_estimacion","DIV_IMP","ALQ_IMP","D13_1_opcion","D13_1_tramo","ING_CAH","D13_2_opcion","D13_2_tramo","ING_INT","D13_3_opcion","D13_3_tramo","ING_DIV","ING_P_T","D14_1_opcion","JUBVEJEZ","D14_2_opcion","JUBINVALIDEZ","D14_3_opcion","MONTEPIO","ING_JUB","D14_4_opcion","PORFAND","D14_5_opcion","PDISCAP","D14_6_opcion","PESTADO","D14_7_opcion","PALIMENT","D14_8_opcion","POTRAS","ING_PEN","D14_10_opcion","SUF","D14_12_opcion","SUBOTROS","ING_SUBE","D14_9_opcion","ING_SUBC","D14_11_opcion","BECAEST","D14_13_opcion","DONACIONES","D14_14_opcion","REMESAS","ING_BDR","ING_DR","D14_15_opcion","SALEXT","D14_16_opcion","D14_16_otro","D14_16_monto","D14_17_opcion","D14_17_otro","D14_17_monto","OTRAFUENT","ING_OTROS","ING_AUT_CB","ING_AUT_SB","ING_MON_CB","ING_MON_SB","CSE_ESPECIFICO","FACT","F_PERS","FACT_PER","FACT_HOG","OCUP_REF","TIM","DECILH_CB","DECILH_SB"
"173","comuna","Parral",1,1,1,1,1,1,1,1,1,1,1,0.9861,1,1,0.8889,1,1,1,1,1,1,1,1,0.3681,1,0.8889,0.5278,0.3819,0.0069,0.5069,0.0208,1,0.0139,0.0139,0.4028,1,0.2361,0.2361,0.2361,0.2361,0.2222,0.2361,0.2222,0.1389,0.1389,0.1389,0.2361,0.2361,0.1042,0.2361,0.2153,1,0.4028,0.4028,0.3819,1,0.3819,1,0.4028,0.4028,0.3472,0.4028,1,1,0.4028,0.4028,0.4028,0.1111,0.4028,0.2222,0.2222,0.1806,0.4028,0.3819,0.2361,1,1,0.4861,0.8889,0.0556,0.0625,0.0417,0.0208,0.0139,0,0,0.0069,0,0,0,0,0.0903,0.0417,0.0486,0.0486,0.0903,0.0903,0.4375,0,0.4861,0.3611,0.4861,0.2639,0.2639,0.3056,1,0.3056,0.3056,1,0.2361,0.1806,0.1806,0.1806,0.1806,0,0,0,0,0.1806,0.0069,0,0,0.0069,0.1806,0,0,0,0,0.1806,0.0069,0,0,0.0069,0.1806,0.0069,0,0,0.0069,0.0208,0.1806,0,0,0,0.1806,0.0139,0,0,0.1806,0,0,0,0.1806,0,0,0,0.1806,0,0,0,0.1806,0.0069,0,0,0.1806,0,0,0,0.1806,0,0,0,0.1806,0,0,0,0.1806,0,0,0,0.1806,1,0,0,0,0.0208,0.1806,0.1806,0.1806,0.1528,0.1528,0.0694,0.0833,0.1528,0.1528,0.1528,0.1528,0.0208,0.0069,0.0278,0.1528,0.0278,0.0278,0.1528,0.1458,0.3333,0.4028,0.0486,0.0069,0.4861,0.0139,0,0.0694,0.3681,0.3611,0.8889,0.0278,0,0.0278,0.8889,0,0,0,0.0278,0.3611,1,0.0694,0.2986,0.0069,0.2917,0.8889,0,0,0.8889,0,0,0.8889,0,0,0.0278,0.8889,0.125,0.8889,0,0.8889,0.0347,0.1597,0.8889,0,0.8889,0.0139,0.8889,0.0764,0.8889,0.0278,0.8889,0.0278,0.1458,0.8889,0.0694,0.8889,0.1181,0.1597,0.8889,0,0.8889,0.1806,0.8889,0.0417,0.8889,0,0.2083,0.0417,0.8889,0,0.8889,1,0,0,1,0,0,0,0.75,0.6597,0.75,0.6597,1,1,1,1,1,0.4028,1,1,1
"174","comuna","Pedro Aguirre Cerda",1,1,1,1,1,1,1,1,1,1,1,0.9758,1,1,0.8303,1,1,1,1,1,1,1,1,0.6364,1,0.7636,0.3212,0.4485,0.0061,0.3152,0.0182,1,0.0121,0.0121,0.4545,1,0.3515,0.3576,0.3576,0.3576,0.3455,0.2909,0.2182,0.2727,0.2727,0.2727,0.3758,0.3758,0.1152,0.3758,0.3636,1,0.4545,0.4545,0.4424,1,0.4424,1,0.4545,0.4545,0.4303,0.4545,1,1,0.4545,0.4545,0.4545,0.0667,0.4545,0.1394,0.1394,0.3152,0.4545,0.4424,0.3758,1,1,0.3091,0.7636,0.0061,0.0121,0.0121,0.0303,0.0061,0,0,0,0,0,0,0,0.0606,0.0242,0.0364,0.0364,0.0606,0.0606,0.2727,0,0.303,0.2485,0.3091,0.1939,0.1939,0.2242,1,0.2242,0.2242,1,0.3758,0.3515,0.3515,0.3515,0.3515,0.0061,0,0,0.0061,0.3515,0.0364,0,0.0061,0.0424,0.3515,0.0061,0,0.0061,0.0121,0.3515,0.0061,0,0,0.0061,0.3515,0.0061,0,0,0.0061,0.0242,0.3515,0,0,0,0.3515,0.103,0,0,0.3515,0,0,0,0.3515,0,0,0,0.3515,0,0,0,0.3515,0.0424,0,0,0.3515,0,0,0,0.3515,0,0,0,0.3515,0,0,0,0.3515,0,0,0,0.3515,1,0,0,0,0.1091,0.3515,0.3515,0.3515,0.0788,0.0788,0.0788,0,0.0788,0.0788,0.0788,0.0788,0.0061,0,0.0061,0.0788,0.0121,0.0121,0.0788,0.0788,0.4303,0.4545,0.0121,0,0.3091,0.0121,0,0.0242,0.4424,0.4424,0.7636,0,0,0,0.7636,0,0,0,0,0.2545,1,0.0667,0.2,0.0121,0.1879,0.7636,0,0,0.7636,0,0,0.7636,0,0,0,0.7636,0.0545,0.7636,0.0182,0.7636,0,0.0727,0.7636,0,0.7636,0,0.7636,0.0364,0.7636,0.0242,0.7636,0.0182,0.0788,0.7636,0.0545,0.7636,0.0606,0.103,0.7636,0,0.7636,0.1152,0.7636,0.0121,0.7636,0,0.1273,0.0121,0.7636,0,0.7636,1,0,0,1,0,0,0,0.5879,0.5576,0.6121,0.5818,1,1,1,1,1,0.4545,1,1,1
"175","comuna","Pelluhue",1,1,1,1,1,1,1,1,1,1,1,0.985,1,1,0.8797,1,1,1,1,1,1,1,1,0.4887,1,0.8421,0.3083,0.5338,0.0226,0.3083,0.015,1,0.0075,0.0075,0.5414,1,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,0.2481,0.1504,0.1504,0.1504,0.2632,0.2632,0.1353,0.2632,0.2481,1,0.5414,0.5414,0.5263,1,0.5263,1,0.5414,0.5414,0.4962,0.5414,1,1,0.5414,0.5414,0.5414,0.015,0.5414,0.218,0.218,0.3233,0.5414,0.5338,0.2632,1,1,0.3008,0.8421,0,0.015,0.0075,0,0.0075,0,0,0,0,0,0,0,0.0226,0,0.0226,0.0226,0.0226,0.0226,0.2782,0,0.3008,0.188,0.3008,0.1654,0.1729,0.188,1,0.188,0.188,1,0.2632,0.2331,0.2331,0.2331,0.2331,0,0,0,0,0.2331,0,0,0,0,0.2331,0,0,0,0,0.2331,0.0075,0,0,0.0075,0.2331,0,0,0,0,0.0075,0.2331,0,0,0,0.2331,0.0226,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0.2331,1,0,0,0,0.0226,0.2331,0.2331,0.2331,0.2331,0.218,0.1504,0.0602,0.2105,0.218,0.218,0.218,0.0677,0,0.0677,0.218,0.0301,0.0301,0.2105,0.2105,0.4436,0.5414,0.0752,0,0.3008,0.015,0,0.0902,0.4812,0.4812,0.8421,0.0226,0,0.0226,0.8421,0,0,0,0.0226,0.3985,1,0.0301,0.3684,0,0.3684,0.8421,0,0,0.8421,0,0,0.8421,0,0,0.0226,0.8421,0.0451,0.8421,0.015,0.8421,0.015,0.0752,0.8421,0,0.8421,0.015,0.8421,0.1128,0.8421,0.015,0.8421,0.0075,0.1504,0.8421,0.0752,0.8421,0.0526,0.1128,0.8421,0,0.8421,0.1654,0.8421,0.015,0.8421,0,0.1805,0.015,0.8421,0,0.8421,1,0,0,1,0,0,0,0.6842,0.6165,0.6842,0.6466,1,1,1,1,1,0.5414,1,1,1
"176","comuna","Pemuco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925,1,1,1,1,1,1,1,1,0.5,1,0.85,0.45,0.425,0.025,0.425,0.025,1,0,0,0.45,1,0.375,0.375,0.35,0.35,0.35,0.375,0.375,0.2,0.2,0.2,0.375,0.375,0.3,0.375,0.35,1,0.45,0.45,0.425,1,0.425,1,0.45,0.45,0.325,0.45,1,1,0.45,0.45,0.45,0.075,0.45,0.15,0.15,0.3,0.45,0.425,0.375,1,1,0.4,0.85,0,0,0.075,0,0,0,0,0,0,0,0,0,0.075,0.05,0.025,0.025,0.075,0.075,0.375,0,0.4,0.325,0.4,0.35,0.35,0.35,1,0.35,0.35,1,0.375,0.25,0.25,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0.025,0,0,0.025,0.25,0,0,0,0,0,0.25,0.025,0,0,0.25,0.1,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0.075,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,1,0,0,0,0.15,0.25,0.25,0.25,0.05,0.05,0.05,0,0.05,0.05,0.05,0.05,0.025,0,0.025,0.05,0.025,0.025,0.05,0.05,0.3,0.45,0.125,0,0.4,0.025,0,0.15,0.425,0.425,0.85,0.025,0,0.025,0.85,0,0,0,0.025,0.375,1,0,0.375,0,0.375,0.85,0,0,0.85,0,0,0.85,0,0,0.025,0.85,0.075,0.85,0,0.85,0,0.075,0.85,0,0.85,0,0.85,0.225,0.85,0,0.85,0,0.225,0.85,0.125,0.85,0.05,0.15,0.85,0,0.85,0.175,0.85,0.05,0.85,0,0.225,0.05,0.85,0,0.85,1,0,0,1,0,0,0,0.75,0.675,0.75,0.7,1,1,1,1,1,0.45,1,1,1
"177","comuna","Peñaflor",1,1,1,1,1,1,1,1,1,1,1,0.986,1,1,0.8651,1,1,1,1,1,1,1,1,0.5605,1,0.8093,0.3837,0.4349,0,0.3744,0.007,1,0.0047,0.0047,0.4419,1,0.3395,0.3349,0.3395,0.3395,0.3326,0.314,0.2977,0.293,0.2884,0.293,0.3442,0.3442,0.0558,0.3442,0.3279,1,0.4419,0.4419,0.4256,1,0.4256,1,0.4419,0.4419,0.4163,0.4419,1,1,0.4419,0.4419,0.4419,0.0744,0.4419,0.107,0.107,0.3349,0.4419,0.4326,0.3442,1,1,0.3674,0.8093,0.0233,0.0163,0.0186,0.0233,0.0047,0,0,0.0023,0.0047,0.0023,0,0,0.0581,0.007,0.0465,0.0465,0.0535,0.0535,0.3209,0.0023,0.3535,0.2721,0.3674,0.2349,0.2326,0.2419,1,0.2419,0.2419,1,0.3442,0.3233,0.3209,0.3209,0.3233,0.0116,0,0.0023,0.014,0.3233,0.0488,0,0.0023,0.0512,0.3233,0,0,0.0023,0.0023,0.3233,0.007,0,0.0023,0.0093,0.3233,0.0047,0,0,0.0047,0.0419,0.3233,0.0047,0,0,0.3233,0.0814,0,0.0023,0.3233,0.0023,0,0,0.3233,0.0023,0,0,0.3233,0.0023,0,0,0.3233,0.0581,0,0.0047,0.3233,0.0047,0,0,0.3233,0.014,0,0,0.3233,0.0023,0,0,0.3233,0,0,0,0.3233,1,0,0,0,0.1116,0.3233,0.3233,0.3233,0.0884,0.0837,0.0674,0.0163,0.0837,0.0837,0.0837,0.0837,0.0116,0.0047,0.0163,0.0837,0.0209,0.0209,0.0837,0.0837,0.407,0.4419,0.0186,0,0.3674,0.0186,0.0023,0.0395,0.4395,0.4395,0.8093,0.007,0,0.007,0.8093,0,0,0,0.007,0.314,1,0.0744,0.2721,0.0326,0.2349,0.8093,0.0093,0.007,0.8093,0,0,0.8093,0,0,0.014,0.8093,0.086,0.8093,0.0047,0.8093,0.0209,0.107,0.8093,0,0.8093,0.014,0.8093,0.0256,0.8093,0.0349,0.8093,0,0.0744,0.8093,0.0326,0.8093,0.0233,0.0558,0.8093,0,0.8093,0.1488,0.8093,0.014,0.8093,0.0023,0.1651,0.0163,0.8093,0,0.8093,1,0,0,1,0,0,0,0.6326,0.5651,0.6349,0.5791,1,1,1,1,1,0.4419,1,1,1
"178","comuna","Peñalolén",1,1,1,1,1,1,1,1,1,1,1,0.9858,1,1,0.8536,1,1,1,1,1,1,1,1,0.6386,1,0.7707,0.3394,0.4352,0.0026,0.3355,0.0233,1,0.0052,0.0039,0.4585,1,0.3199,0.3199,0.3238,0.3225,0.3161,0.294,0.2461,0.2837,0.2733,0.2837,0.3459,0.3459,0.0959,0.3459,0.3135,1,0.4585,0.4585,0.4262,1,0.4262,1,0.4585,0.4585,0.4301,0.4585,1,1,0.4585,0.4585,0.4585,0.1049,0.4585,0.0868,0.0868,0.3718,0.4585,0.4378,0.3459,1,1,0.3122,0.7707,0.0285,0.0065,0.0104,0.0259,0.0052,0.0013,0.0013,0.0039,0.0026,0,0,0,0.0518,0.0194,0.0272,0.0272,0.0466,0.0466,0.285,0.0026,0.3005,0.2448,0.3122,0.1775,0.1813,0.1826,1,0.1826,0.1826,1,0.3459,0.3225,0.3187,0.3187,0.3225,0.013,0,0.0013,0.0142,0.3225,0.057,0,0,0.057,0.3225,0.0052,0.0013,0,0.0065,0.3225,0.0142,0,0,0.0142,0.3225,0.0078,0,0.0026,0.0104,0.0466,0.3225,0.0013,0,0,0.3225,0.0725,0,0,0.3225,0,0,0,0.3225,0.0091,0,0,0.3225,0.0013,0,0,0.3225,0.0324,0,0,0.3225,0.0052,0,0,0.3225,0.013,0,0,0.3225,0.0026,0,0,0.3225,0.0013,0,0,0.3225,1,0,0,0,0.1036,0.3225,0.3225,0.3225,0.1075,0.1023,0.0842,0.0181,0.1023,0.1023,0.1023,0.1023,0.0078,0,0.0078,0.1023,0.0142,0.0142,0.1023,0.1023,0.4249,0.4585,0.0389,0.0026,0.3122,0.0142,0,0.0557,0.4482,0.4482,0.7707,0.022,0,0.022,0.7707,0.0013,0,0.0013,0.0233,0.2889,1,0.114,0.2176,0.0427,0.1645,0.7707,0.0078,0.0078,0.7707,0.0052,0.0052,0.7707,0.0013,0.0013,0.0324,0.7707,0.0816,0.7707,0.0039,0.7707,0.0117,0.0933,0.7707,0,0.7707,0.0026,0.7707,0.0181,0.7707,0.0207,0.7707,0.0052,0.0466,0.7707,0.0233,0.7707,0.0117,0.0337,0.7707,0.0013,0.7707,0.1775,0.7707,0.0194,0.7707,0,0.1891,0.0194,0.7707,0,0.7707,1,0,0,1,0,0,0,0.6036,0.5453,0.6062,0.5505,1,1,1,1,1,0.4585,1,1,1
"179","comuna","Pencahue",1,1,1,1,1,1,1,1,1,1,1,0.9714,1,1,0.8,1,1,1,1,1,1,1,1,0.6857,1,0.8,0.4,0.4286,0,0.3714,0.0286,1,0.0286,0.0286,0.4571,1,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714,0.1143,0.3714,0.3714,1,0.4571,0.4571,0.4571,1,0.4571,1,0.4571,0.4571,0.4571,0.4571,1,1,0.4571,0.4571,0.4571,0.2,0.4571,0.1143,0.1143,0.3429,0.4571,0.4286,0.3714,1,1,0.3429,0.8,0.0286,0,0,0.0286,0,0,0,0,0,0,0,0,0.0286,0.0286,0,0,0.0286,0.0286,0.3429,0,0.3143,0.1429,0.3429,0.2571,0.2571,0.2571,1,0.2571,0.2571,1,0.3714,0.3714,0.3714,0.3714,0.3714,0.0571,0,0,0.0571,0.3714,0,0,0,0,0.3714,0,0,0,0,0.3714,0.0571,0,0,0.0571,0.3714,0,0,0,0,0.0857,0.3714,0.0286,0,0,0.3714,0.1429,0,0,0.3714,0,0,0,0.3714,0,0,0,0.3714,0,0,0,0.3714,0.2286,0,0,0.3714,0,0,0,0.3714,0,0,0,0.3714,0.0286,0,0,0.3714,0,0,0,0.3714,1,0,0,0,0.2857,0.3714,0.3714,0.3714,0.0857,0.0857,0,0.0857,0.0857,0.0857,0.0857,0.0857,0,0,0,0.0857,0,0,0.0857,0.0857,0.4571,0.4571,0,0,0.3429,0.0286,0,0.0286,0.4857,0.4857,0.8,0,0,0,0.8,0,0,0,0,0.3143,1,0.0571,0.2571,0,0.2286,0.8,0,0,0.8,0,0,0.8,0,0,0,0.8,0.0857,0.8,0,0.8,0,0.0857,0.8,0,0.8,0,0.8,0.0571,0.8,0,0.8,0,0.0571,0.8,0.1429,0.8,0.1429,0.2,0.8,0,0.8,0.2286,0.8,0,0.8,0,0.2286,0,0.8,0,0.8,1,0,0,1,0,0,0,0.7143,0.6,0.7143,0.6,1,1,1,1,1,0.4571,1,1,1
"180","comuna","Penco",1,1,1,1,1,1,1,1,1,1,1,0.9781,1,1,0.8716,1,1,1,1,1,1,1,1,0.5765,1,0.7787,0.4262,0.3661,0.0109,0.4126,0.0301,1,0.0055,0.0055,0.3934,1,0.2951,0.3005,0.3005,0.3005,0.3005,0.2951,0.2896,0.2486,0.2486,0.2486,0.3005,0.3005,0.0765,0.3005,0.276,1,0.3934,0.3934,0.3689,1,0.3689,1,0.3934,0.3934,0.3689,0.3934,1,1,0.3934,0.3934,0.3934,0.0929,0.3934,0.1885,0.1885,0.2049,0.3934,0.3661,0.3005,1,1,0.3852,0.7787,0.0273,0.0164,0.0219,0.0164,0,0,0,0.0027,0,0,0,0,0.0519,0.0273,0.0246,0.0246,0.0519,0.0519,0.3607,0,0.3743,0.2814,0.3852,0.2486,0.2486,0.2486,1,0.2486,0.2486,1,0.3005,0.2787,0.276,0.276,0.2787,0.0164,0,0.0027,0.0191,0.2787,0.0383,0,0.0027,0.041,0.2787,0,0,0.0027,0.0027,0.2787,0.0055,0,0,0.0055,0.2787,0,0,0,0,0.0355,0.2787,0,0,0,0.2787,0.0765,0,0,0.2787,0,0,0,0.2787,0,0,0,0.2787,0,0,0,0.2787,0.0164,0,0,0.2787,0,0,0,0.2787,0,0,0,0.2787,0.0055,0,0,0.2787,0,0,0,0.2787,1,0,0,0,0.0902,0.2787,0.2787,0.2787,0.0792,0.0765,0.071,0.0055,0.0765,0.0765,0.0765,0.0765,0.0273,0,0.0273,0.0765,0.0301,0.0301,0.0765,0.0765,0.3552,0.3934,0.0246,0.0027,0.3852,0.0055,0.0027,0.0355,0.3743,0.3743,0.7787,0.0082,0,0.0082,0.7787,0,0,0,0.0082,0.3033,1,0.0628,0.2596,0.0191,0.2404,0.7787,0,0,0.7787,0.0027,0.0027,0.7787,0,0,0.0109,0.7787,0.0683,0.7787,0.0137,0.7787,0.0328,0.1093,0.7787,0,0.7787,0.0027,0.7787,0.0574,0.7787,0.0246,0.7787,0.0027,0.0874,0.7787,0.0464,0.7787,0.082,0.1148,0.7787,0.0055,0.7787,0.1858,0.7787,0.0246,0.7787,0.0027,0.1995,0.0273,0.7787,0,0.7787,1,0,0,1,0,0,0,0.6393,0.5519,0.6448,0.5628,1,1,1,1,1,0.3934,1,1,1
"181","comuna","Peralillo",1,1,1,1,1,1,1,1,1,1,1,0.9787,1,1,0.8511,1,1,1,1,1,1,1,1,0.6596,1,0.7872,0.3617,0.4255,0,0.3617,0,1,0,0,0.4255,1,0.4255,0.4255,0.4043,0.4043,0.4043,0.4043,0.4255,0.2553,0.2553,0.2553,0.4255,0.4255,0.1702,0.4255,0.3617,1,0.4255,0.4255,0.3617,1,0.3617,1,0.4255,0.4255,0.3404,0.4255,1,1,0.4255,0.4255,0.4255,0,0.4255,0,0,0.4255,0.4255,0.4255,0.4255,1,1,0.3617,0.7872,0.0213,0.0638,0.0426,0,0,0,0,0,0,0,0,0,0.0638,0.0213,0.0426,0.0426,0.0638,0.0638,0.3191,0,0.3404,0.2553,0.3617,0.234,0.234,0.234,1,0.234,0.234,1,0.4255,0.3404,0.3191,0.3191,0.3404,0,0,0,0,0.3404,0,0,0,0,0.3404,0,0,0,0,0.3404,0.0213,0,0,0.0213,0.3404,0,0,0,0,0.0213,0.3404,0,0,0,0.3404,0.1064,0,0,0.3404,0,0,0,0.3404,0,0,0,0.3404,0,0,0,0.3404,0.0213,0,0,0.3404,0.0213,0,0,0.3404,0,0,0,0.3404,0,0,0,0.3404,0,0,0,0.3404,1,0,0,0,0.1489,0.3404,0.3404,0.3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3404,0.4255,0.1064,0,0.3617,0,0,0.1064,0.383,0.383,0.7872,0,0,0,0.7872,0,0,0,0,0.2766,1,0.0213,0.234,0,0.234,0.7872,0,0,0.7872,0,0,0.7872,0,0,0,0.7872,0.1489,0.7872,0,0.7872,0.0426,0.1702,0.7872,0,0.7872,0,0.7872,0.0851,0.7872,0.0213,0.7872,0,0.1064,0.7872,0.0213,0.7872,0.1277,0.1489,0.7872,0.0213,0.7872,0.1702,0.7872,0.0213,0.7872,0,0.1915,0.0213,0.7872,0,0.7872,1,0,0,1,0,0,0,0.6809,0.5957,0.7021,0.6383,1,1,1,1,1,0.4255,1,1,1
"182","comuna","Petorca",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1,1,1,1,1,1,1,1,0.5,1,0.8542,0.4583,0.4167,0,0.4375,0,1,0,0,0.4167,1,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.3333,0.3333,0.3333,0.375,0.375,0.2083,0.375,0.375,1,0.4167,0.4167,0.4167,1,0.4167,1,0.4167,0.4167,0.3333,0.4167,1,1,0.4167,0.4167,0.4167,0.3958,0.4167,0.0208,0.0208,0.3958,0.4167,0.4167,0.375,1,1,0.4375,0.8542,0.0208,0,0.0208,0.0208,0,0,0,0,0,0,0,0,0.0417,0.0208,0.0208,0.0208,0.0417,0.0417,0.4167,0,0.4375,0.3958,0.4375,0.2917,0.2917,0.2917,1,0.2917,0.2917,1,0.375,0.2917,0.2917,0.2917,0.2917,0,0,0,0,0.2917,0,0,0,0,0.2917,0,0,0,0,0.2917,0,0,0,0,0.2917,0,0,0,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,0.1042,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,0,0,0,0.2917,1,0,0,0,0.1042,0.2917,0.2917,0.2917,0.0417,0.0417,0.0417,0,0.0417,0.0417,0.0417,0.0417,0,0,0,0.0417,0,0,0.0417,0.0417,0.3333,0.4167,0.0417,0,0.4375,0.0208,0,0.0625,0.375,0.375,0.8542,0,0,0,0.8542,0,0,0,0,0.2917,1,0.0208,0.2708,0,0.2708,0.8542,0,0,0.8542,0,0,0.8542,0,0,0,0.8542,0.0833,0.8542,0.0208,0.8542,0.0417,0.1458,0.8542,0,0.8542,0.0208,0.8542,0.0625,0.8542,0,0.8542,0.0208,0.1042,0.8542,0.0625,0.8542,0.0417,0.1042,0.8542,0,0.8542,0.2083,0.8542,0.0208,0.8542,0,0.2083,0.0208,0.8542,0,0.8542,1,0,0,1,0,0,0,0.6458,0.5833,0.6458,0.5833,1,1,1,1,1,0.4167,1,1,1
