"","geography_division","geography_name","ID_DIRECTORIO","ID_IDENTIFICACION","ANO_TRIMESTRE","MES_CENTRAL","ESTRATO","TIPO","T_MUESTRA","MES_ENCUESTA","HOGAR","ANO_ENCUESTA","NRO_LINEA","EDAD","PARENTESCO","SEXO","CURSO","NIVEL","TERMINO_NIVEL","CINE","PROVEEDOR","NACIONALIDAD","EST_CONYUGAL","GRUPO_EDAD","TPERH","TMENH","TMAYH","A1","A2","A3","A4","A5","A6","A6_OTRO","A7","A8","B1","CISE","B7_1","B7_2","B7_3","B7_4","B7_5","B7_6","B7_7","PRESTACIONES_TOTALES","PRESTACIONES_SOCIALES","TRAM_PL","B8","B9","B10","B11","B12","B13","B14","B14_REV4CL_CAENES","B15_1","B15_2","B16","B16_OTRO","B17_MES","B17_ANO","MESES_EMPLEO","TME","B18_VARIAS","B18_CODIGO","B19","C1","C5","C9","C10","C11","C12","C13","HABITUALES","EFECTIVAS","CONTRATADAS","HABITUALES_TRAMOS","EFECTIVAS_TRAMOS","E1","E2","E3_1","E3_2","E3_3","E3_4","E3_5","E3_6","E3_7","E3_8","E3_9","E3_10","E3_11","E3_12","E3_TOTAL","E4","E6_MES","E6_ANO","E7","E8","E9","E10","E11","E12","E13","E15_MESES","E15_ANOS","E16","E17","E18","E19","E19_OTRO","D1_opcion","D1_opcionB","D1_monto","SS_T","D2_1_opcion","D2_1_monto","D2_1_porcentaje","D2_1_opcionb","D2_1_opcionc","D2_2_opcion","D2_2_monto","D2_2_porcentaje","D2_2_opcionb","D2_2_opcionc","D2_3_opcion","D2_3_monto","D2_3_porcentaje","D2_3_opcionb","D2_3_opcionc","D2_4_opcion","D2_4_monto","D2_4_porcentaje","D2_4_opcionb","D2_4_opcionc","D2_5_opcion","D2_5_monto","D2_5_porcentaje","D2_5_opcionb","D2_5_opcionc","SVAR_T","D3_1_opcion","D3_1_monto","D3_1_porcentaje","D3_1_opcion2","D3_2_opcion","D3_2_monto","D3_2_porcentaje","D3_2_opcion2","D3_3_opcion","D3_3_monto","D3_3_porcentaje","D3_3_opcion2","D3_4_opcion","D3_4_monto","D3_4_porcentaje","D3_4_opcion2","D3_5_opcion","D3_5_monto","D3_5_porcentaje","D3_5_opcion2","D3_6_opcion","D3_6_monto","D3_6_porcentaje","D3_6_opcion2","D3_7_opcion","D3_7_monto","D3_7_porcentaje","D3_7_opcion2","D3_8_opcion","D3_8_monto","D3_8_porcentaje","D3_8_opcion2","D3_9_opcion","D3_9_monto","D3_9_porcentaje","D3_9_opcion2","D3_10_opcion","D3_10_monto","D3_10_porcentaje","D3_10_opcion2","D3_11_opcion","D3_11_otro","D3_11_monto","D3_11_porcentaje","D3_11_opcion2","REG_T","ING_T_D","DIAS","HORAS","D5_opcion","D5_opcionB","D5_monto","D5_promedio","GAN_T","SALUD_OPCION","AFP_INP_OPCION","D7_opcion","D7_monto","D7_promedio","AUTOCONSUMO_T","D8_opcion","D8_monto","AHORROIMP_T","ING_T_I","ING_T_I_AI","ING_T_P","D9_opcion","D9_monto","D9_promedio","D9_opcionb","D9_montob","D9_promediob","ING_OT","ING_T_T","ING_T_T_AI","D10_opcion","D10_monto","D10_promedio","ING_A_P","D11_opcion","D11_monto","D11_promedio","ING_A_OB","ING_A_T","TIPO_VIVIENDA","VIVIENDA_OTRO","D12_monto","D12_estimacion","DIV_IMP","ALQ_IMP","D13_1_opcion","D13_1_tramo","ING_CAH","D13_2_opcion","D13_2_tramo","ING_INT","D13_3_opcion","D13_3_tramo","ING_DIV","ING_P_T","D14_1_opcion","JUBVEJEZ","D14_2_opcion","JUBINVALIDEZ","D14_3_opcion","MONTEPIO","ING_JUB","D14_4_opcion","PORFAND","D14_5_opcion","PDISCAP","D14_6_opcion","PESTADO","D14_7_opcion","PALIMENT","D14_8_opcion","POTRAS","ING_PEN","D14_10_opcion","SUF","D14_12_opcion","SUBOTROS","ING_SUBE","D14_9_opcion","ING_SUBC","D14_11_opcion","BECAEST","D14_13_opcion","DONACIONES","D14_14_opcion","REMESAS","ING_BDR","ING_DR","D14_15_opcion","SALEXT","D14_16_opcion","D14_16_otro","D14_16_monto","D14_17_opcion","D14_17_otro","D14_17_monto","OTRAFUENT","ING_OTROS","ING_AUT_CB","ING_AUT_SB","ING_MON_CB","ING_MON_SB","CSE_ESPECIFICO","FACT","F_PERS","FACT_PER","FACT_HOG","OCUP_REF","TIM","DECILH_CB","DECILH_SB"
"195","comuna","Puerto Octay",188,188,188,188,188,188,188,188,188,188,188,188,188,188,164,188,188,188,188,188,188,188,188,93,188,156,71,86,2,70,1,188,1,1,87,188,59,61,61,61,61,61,61,53,52,53,61,61,14,61,60,188,87,87,86,188,86,188,87,87,82,87,188,188,87,87,87,9,87,7,7,80,87,86,61,188,188,69,156,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,2,2,67,1,69,61,69,31,32,37,188,37,37,188,61,56,56,56,56,0,0,0,0,56,14,0,0,14,56,0,0,0,0,56,5,0,0,5,56,0,0,0,0,15,56,23,0,0,56,4,0,0,56,0,0,0,56,0,0,0,56,0,0,0,56,0,0,0,56,1,0,0,56,0,0,0,56,0,0,0,56,0,0,0,56,188,20,0,0,27,56,56,56,23,23,1,22,23,23,23,23,6,4,10,23,5,5,23,23,79,87,2,1,69,0,0,3,80,80,156,0,0,0,156,0,0,0,0,66,188,4,60,0,39,156,0,0,156,0,0,156,0,0,0,156,11,156,0,156,3,14,156,0,156,2,156,10,156,0,156,2,14,156,9,156,1,10,156,0,156,24,156,2,156,0,26,2,156,0,156,188,0,0,188,0,0,0,115,103,115,105,188,188,188,188,188,87,188,188,188
"196","comuna","Puerto Varas",36,36,36,36,36,36,36,36,36,36,36,36,36,36,30,36,36,36,36,36,36,36,36,20,36,30,13,17,0,13,0,36,0,0,17,36,14,14,14,14,13,14,13,12,12,12,14,14,3,14,11,36,17,17,14,36,14,36,17,17,15,17,36,36,17,17,17,3,17,6,6,11,17,17,14,36,36,13,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,12,0,12,10,13,6,6,6,36,6,6,36,14,12,12,12,12,0,0,0,0,12,6,0,0,6,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,6,12,0,0,0,12,5,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,5,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,12,36,0,0,0,7,12,12,12,3,3,1,2,3,3,3,3,1,0,1,3,0,0,3,3,15,17,0,0,13,0,1,1,16,16,30,0,0,0,30,0,0,0,0,12,36,2,10,0,10,30,4,3,30,2,2,30,0,0,3,30,2,30,0,30,1,3,30,0,30,0,30,0,30,0,30,0,0,30,2,30,7,7,30,0,30,4,30,3,30,0,7,3,30,1,30,36,0,0,36,0,0,1,22,20,22,20,36,36,36,36,36,17,36,36,36
"197","comuna","Pumanque",50,50,50,50,50,50,50,50,50,50,50,49,50,50,45,50,50,50,50,50,50,50,50,25,50,43,20,23,0,20,1,50,1,1,23,50,16,16,16,16,16,15,16,9,9,9,16,16,9,16,14,50,23,23,21,50,21,50,23,23,23,23,50,50,23,23,23,0,23,11,11,12,23,23,16,50,50,20,43,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,19,0,20,15,20,13,13,13,50,13,13,50,16,16,16,16,16,0,0,0,0,16,4,0,0,4,16,0,0,0,0,16,0,0,0,0,16,0,0,0,0,4,16,0,0,0,16,1,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,50,0,0,0,1,16,16,16,7,7,7,0,7,7,7,7,5,0,5,7,3,3,7,7,23,23,1,0,20,4,1,6,28,28,43,1,0,1,43,0,0,0,1,14,50,0,14,0,14,43,2,2,43,0,0,43,0,0,3,43,5,43,0,43,2,7,43,0,43,1,43,1,43,1,43,0,3,43,3,43,6,9,43,0,43,7,43,2,43,0,7,2,43,0,43,50,0,0,50,0,0,0,40,37,40,38,50,50,50,50,50,23,50,50,50
"198","comuna","Punitaqui",81,81,81,81,81,81,81,81,81,81,81,80,81,81,67,81,81,81,81,81,81,81,81,41,81,61,27,34,3,27,0,81,0,0,34,81,19,19,19,19,19,19,17,15,15,15,19,19,8,19,18,81,34,34,33,81,33,81,34,34,32,34,81,81,34,34,34,5,34,13,13,21,34,34,19,81,81,27,61,4,5,4,1,2,0,0,0,0,0,0,0,7,5,2,2,7,7,25,0,27,18,27,14,18,20,81,20,20,81,19,19,19,19,19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,19,0,0,1,1,19,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,1,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,81,0,0,0,1,19,19,19,12,12,8,0,8,12,12,12,6,0,6,12,0,0,10,10,29,34,4,0,27,3,0,7,32,32,61,0,0,0,61,0,0,0,0,28,81,2,26,0,26,61,0,0,61,0,0,61,0,0,0,61,5,61,2,61,3,10,61,0,61,2,61,5,61,2,61,1,10,61,6,61,6,12,61,0,61,6,61,2,61,0,8,2,61,0,61,81,0,0,81,0,0,0,48,48,48,48,81,81,81,81,81,34,81,81,81
"199","comuna","Punta Arenas",1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1046,1057,1057,924,1057,1057,1057,1057,1057,1057,1057,1057,556,1057,854,372,483,0,371,27,1057,4,3,509,1057,402,402,402,402,402,400,398,343,343,343,402,402,90,402,380,1057,509,509,487,1057,487,1057,509,509,498,509,1057,1057,509,509,509,166,509,63,63,446,509,482,402,1057,1057,345,854,21,22,1,2,1,0,0,3,0,0,0,0,26,11,15,15,26,26,330,9,333,287,345,196,202,202,1057,202,202,1057,402,392,392,392,392,13,0,0,13,392,115,0,0,115,392,7,0,0,7,392,9,0,0,9,392,0,0,0,0,106,392,10,0,0,392,8,0,0,392,0,0,0,392,5,0,0,392,3,0,0,392,3,0,0,392,6,0,0,392,7,0,0,392,5,0,0,392,1,0,0,392,1057,1,0,0,41,392,392,392,106,105,81,23,104,105,105,105,15,0,15,105,27,27,105,105,497,509,28,1,345,14,0,43,515,515,854,17,1,18,854,1,0,1,19,352,1057,107,290,43,241,854,15,15,854,15,15,854,3,3,45,854,107,854,6,854,27,137,854,0,854,5,854,28,854,30,854,32,84,854,13,854,68,78,854,5,854,179,854,16,854,0,187,16,854,1,854,1057,1,1,1057,0,1,2,730,662,735,670,1057,1057,1057,1057,1057,509,1057,1057,1057
"200","comuna","Puqueldón",45,45,45,45,45,45,45,45,45,45,45,42,45,45,40,45,45,45,45,45,45,45,45,26,45,35,14,21,0,14,1,45,0,0,22,45,19,19,19,19,19,19,19,17,17,17,19,19,12,19,19,45,22,22,22,45,22,45,22,22,22,22,45,45,22,22,22,2,22,4,4,18,22,21,19,45,45,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,10,13,7,7,7,45,7,7,45,19,19,19,19,19,3,0,0,3,19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,45,0,0,0,0,19,19,19,3,3,1,2,3,3,3,3,1,0,1,3,1,1,3,3,22,22,0,0,13,2,0,2,24,24,35,0,0,0,35,0,0,0,0,14,45,2,12,0,12,35,0,0,35,0,0,35,0,0,0,35,0,35,0,35,0,0,35,0,35,0,35,0,35,0,35,0,0,35,4,35,1,4,35,0,35,9,35,1,35,0,9,1,35,0,35,45,0,0,45,0,0,0,28,25,28,25,45,45,45,45,45,22,45,45,45
"201","comuna","Purranque",163,163,163,163,163,163,163,163,163,163,163,159,163,163,144,163,163,163,163,163,163,163,163,92,163,132,72,61,1,71,2,163,0,0,63,163,46,46,46,46,45,46,46,40,40,40,46,46,6,46,43,163,63,63,60,163,60,163,63,63,61,63,163,163,63,63,63,8,63,2,2,61,63,61,46,163,163,69,132,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,67,0,69,65,69,36,36,36,163,36,36,163,46,44,44,44,44,3,0,0,3,44,14,0,0,14,44,0,0,0,0,44,1,0,0,1,44,0,0,0,0,15,44,19,0,0,44,11,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,3,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,163,18,0,0,26,44,44,44,17,17,5,12,17,17,17,17,2,0,2,17,0,0,17,17,61,63,1,0,69,0,0,1,62,62,132,2,0,2,132,0,0,0,2,54,163,3,51,1,32,132,0,0,132,0,0,132,0,0,2,132,9,132,2,132,4,15,132,0,132,2,132,8,132,2,132,6,17,132,6,132,3,9,132,0,132,28,132,0,132,0,28,0,132,0,132,163,0,0,163,0,0,0,100,90,100,90,163,163,163,163,163,63,163,163,163
"202","comuna","Putaendo",149,149,149,149,149,149,149,149,149,149,149,145,149,149,125,149,149,149,149,149,149,149,149,85,149,121,62,66,0,55,9,149,7,7,73,149,49,50,51,51,47,51,46,43,42,43,52,52,28,52,51,149,73,73,72,149,72,149,73,73,65,73,149,149,73,73,73,20,73,39,39,34,73,66,52,149,149,48,121,13,5,1,6,1,0,0,2,3,0,0,0,18,13,5,5,18,18,43,0,47,34,48,33,33,33,149,33,33,149,52,49,49,49,49,0,0,0,0,49,1,0,0,1,49,0,0,0,0,49,3,0,0,3,49,6,0,0,6,5,49,0,0,0,49,13,0,0,49,0,0,0,49,0,0,0,49,0,0,0,49,3,0,0,49,0,0,0,49,0,0,0,49,0,0,0,49,0,0,0,49,149,0,0,0,13,49,49,49,19,16,9,7,16,16,16,16,5,0,5,16,7,7,16,16,65,73,5,0,48,4,0,9,71,71,121,1,0,1,121,0,0,0,1,48,149,5,45,2,43,121,1,0,121,0,0,121,0,0,1,121,19,121,1,121,6,25,121,0,121,4,121,3,121,5,121,0,11,121,5,121,16,18,121,0,121,21,121,12,121,0,31,12,121,0,121,149,0,0,149,0,0,0,110,101,111,102,149,149,149,149,149,73,149,149,149
"203","comuna","Putre",33,33,33,33,33,33,33,33,33,33,33,33,33,33,27,33,33,33,33,33,33,33,33,8,33,29,8,21,7,8,2,33,2,2,21,33,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,33,21,21,21,33,21,33,21,21,21,21,33,33,21,21,21,0,21,0,0,21,21,21,5,33,33,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6,8,8,8,8,33,8,8,33,5,5,5,5,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,2,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,33,0,0,0,4,5,5,5,9,9,8,1,9,9,9,9,7,0,7,9,0,0,9,9,14,21,0,0,8,1,0,1,15,15,29,0,0,0,29,0,0,0,0,14,33,0,14,0,14,29,0,0,29,0,0,29,0,0,0,29,6,29,1,29,1,8,29,0,29,2,29,2,29,0,29,0,4,29,2,29,0,2,29,0,29,1,29,1,29,0,2,1,29,0,29,33,0,0,33,0,0,0,22,22,22,22,33,33,33,33,33,21,33,33,33
"204","comuna","Puyehue",39,39,39,39,39,39,39,39,39,39,39,39,39,39,35,39,39,39,39,39,39,39,39,20,39,32,16,16,0,16,0,39,0,0,16,39,7,7,7,7,7,7,7,5,5,5,7,7,2,7,6,39,16,16,15,39,15,39,16,16,16,16,39,39,16,16,16,0,16,0,0,16,16,16,7,39,39,16,32,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,15,0,16,14,16,12,12,12,39,12,12,39,7,7,7,7,7,1,0,0,1,7,0,0,0,0,7,0,0,0,0,7,1,0,0,1,7,0,0,0,0,1,7,3,0,0,7,3,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,39,3,0,0,4,7,7,7,7,7,0,7,7,7,7,7,0,4,4,7,5,5,7,7,14,16,0,0,16,0,0,0,14,14,32,0,0,0,32,0,0,0,0,14,39,0,14,0,11,32,1,1,32,0,0,32,0,0,1,32,5,32,0,32,5,10,32,0,32,1,32,1,32,0,32,0,2,32,3,32,0,3,32,0,32,6,32,0,32,0,6,0,32,0,32,39,0,0,39,0,0,0,25,23,25,23,39,39,39,39,39,16,39,39,39
"205","comuna","Quellón",183,183,183,183,183,183,183,183,183,183,183,183,183,183,157,183,183,183,183,183,183,183,183,90,183,151,68,83,0,68,1,183,0,0,84,183,51,51,51,51,51,51,51,40,39,40,51,51,19,51,49,183,84,84,82,183,82,183,84,84,73,84,183,183,84,84,84,4,84,21,21,63,84,84,51,183,183,67,151,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,66,0,66,56,67,42,42,42,183,42,42,183,51,44,44,44,44,4,0,0,4,44,9,0,0,9,44,0,0,0,0,44,7,0,0,7,44,0,0,0,0,3,44,1,0,0,44,3,0,0,44,0,0,0,44,0,0,0,44,0,0,0,44,1,0,0,44,0,0,0,44,0,0,0,44,1,0,0,44,0,0,0,44,183,3,0,0,8,44,44,44,33,29,26,3,29,29,29,29,5,0,5,29,5,5,29,29,73,84,8,1,67,4,0,13,84,84,151,6,0,6,151,0,1,1,7,65,183,11,55,1,53,151,0,0,151,0,0,151,0,0,7,151,6,151,0,151,2,8,151,0,151,4,151,15,151,2,151,0,21,151,12,151,1,13,151,0,151,33,151,2,151,0,35,2,151,0,151,183,0,0,183,0,0,0,126,111,128,113,183,183,183,183,183,84,183,183,183
"206","comuna","Quilicura",1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1063,1075,1075,936,1075,1075,1075,1075,1075,1075,1075,1075,634,1075,841,372,473,4,368,42,1075,15,15,513,1075,388,386,388,388,384,375,359,345,342,345,393,393,67,393,376,1075,513,513,496,1075,496,1075,513,513,492,513,1075,1075,513,513,513,171,513,122,122,391,513,477,393,1075,1075,328,841,31,9,23,32,9,1,0,7,4,0,0,1,68,27,39,39,66,66,289,3,314,230,328,196,200,202,1075,202,202,1075,393,380,380,380,380,22,1,1,24,380,77,0,0,77,380,9,0,2,11,380,16,0,0,16,380,7,0,0,7,74,380,1,0,0,380,119,0,4,380,1,0,0,380,11,0,0,380,3,0,0,380,81,0,4,380,4,0,0,380,9,0,2,380,3,0,0,380,3,0,0,380,1075,1,0,0,154,380,380,380,113,105,94,10,104,105,105,105,17,0,17,105,41,41,104,102,484,513,30,4,328,20,1,55,514,512,841,12,0,12,841,0,0,0,12,311,1075,181,247,119,123,841,15,13,841,11,11,841,0,0,32,841,55,841,5,841,15,74,841,1,841,4,841,20,841,18,841,4,47,841,23,841,22,41,841,3,841,211,841,21,841,0,224,21,841,0,841,1075,0,0,1075,0,0,0,708,618,712,626,1075,1075,1075,1075,1075,513,1075,1075,1075
"207","comuna","Quillón",32,32,32,32,32,32,32,32,32,32,32,32,32,32,29,32,32,32,32,32,32,32,32,19,32,24,9,16,4,8,1,32,0,0,17,32,8,7,8,8,6,8,8,6,6,6,8,8,0,8,7,32,17,17,16,32,16,32,17,17,17,17,32,32,17,17,17,3,17,8,8,9,17,16,8,32,32,7,24,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,7,0,6,4,7,6,6,6,32,6,6,32,8,8,8,8,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,1,0,0,1,8,0,0,0,0,1,8,4,0,0,8,2,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,1,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,32,0,1,2,6,8,8,8,5,5,1,4,5,5,5,5,1,0,1,5,2,2,5,5,13,17,2,0,7,0,0,2,14,14,24,0,0,0,24,0,0,0,0,14,32,1,13,0,9,24,1,1,24,0,0,24,0,0,1,24,2,24,0,24,1,3,24,0,24,0,24,1,24,0,24,0,1,24,3,24,0,3,24,0,24,6,24,0,24,0,6,0,24,0,24,32,0,0,32,0,0,0,19,17,19,17,32,32,32,32,32,17,32,32,32
"208","comuna","Quillota",1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1314,1331,1331,1156,1331,1331,1331,1331,1331,1331,1331,1331,721,1331,1066,541,551,4,515,43,1331,25,24,586,1331,420,419,419,419,415,419,408,323,315,323,423,423,145,423,395,1331,586,586,558,1331,558,1331,586,586,551,586,1331,1331,586,586,586,158,586,296,296,290,586,549,423,1331,1331,480,1066,58,17,42,46,11,2,1,0,3,0,0,0,108,41,66,66,107,107,414,2,466,337,480,324,332,339,1331,339,339,1331,423,393,393,393,393,20,1,1,22,393,67,0,4,71,393,6,0,0,6,393,11,2,0,13,393,10,0,1,11,69,393,8,0,0,393,74,0,0,393,0,0,0,393,5,0,0,393,1,1,0,393,49,0,0,393,2,0,0,393,0,0,0,393,2,0,1,393,4,0,0,393,1331,6,0,0,113,393,393,393,159,154,120,34,154,154,154,154,21,1,22,154,24,24,154,153,547,586,34,7,480,27,1,69,587,586,1066,32,0,32,1066,2,0,2,34,447,1331,134,365,52,304,1066,23,23,1066,7,5,1066,0,0,56,1066,164,1066,4,1066,40,201,1066,2,1066,18,1066,54,1066,31,1066,4,109,1066,33,1066,68,94,1066,6,1066,202,1066,56,1066,3,246,59,1066,0,1066,1331,0,0,1331,0,0,0,874,807,879,813,1331,1331,1331,1331,1331,586,1331,1331,1331
"209","comuna","Quilpué",1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1168,1183,1183,1046,1183,1183,1183,1183,1183,1183,1183,1183,661,1183,946,510,453,6,493,33,1183,15,13,481,1183,367,368,368,368,368,367,358,323,321,323,368,368,86,368,353,1183,481,481,466,1183,466,1183,481,481,462,481,1183,1183,481,481,481,132,481,84,84,397,481,454,368,1183,1183,465,946,56,16,27,44,5,1,0,7,3,0,1,0,79,38,41,41,79,79,424,3,458,358,465,275,291,297,1183,297,297,1183,368,354,352,352,354,10,0,0,10,354,82,1,1,84,354,9,0,0,9,354,5,0,2,7,354,8,0,0,8,85,354,0,0,0,354,76,0,0,354,0,0,0,354,5,0,0,354,1,0,0,354,21,0,0,354,9,0,0,354,1,0,0,354,1,0,0,354,2,0,0,354,1183,0,0,0,102,354,354,354,104,99,67,32,99,99,99,99,13,0,13,99,41,41,99,99,453,481,32,13,465,14,1,60,476,476,946,24,4,28,946,2,0,2,30,377,1183,162,305,86,214,946,23,23,946,11,11,946,1,1,55,946,133,946,10,946,36,173,946,5,946,11,946,31,946,29,946,5,79,946,13,946,38,48,946,4,946,203,946,33,946,1,226,34,946,0,946,1183,3,3,1183,0,3,3,754,672,760,680,1183,1183,1183,1183,1183,481,1183,1183,1183
"210","comuna","Quinta de Tilcoco",47,47,47,47,47,47,47,47,47,47,47,47,47,47,43,47,47,47,47,47,47,47,47,17,47,41,24,17,0,24,3,47,1,1,20,47,14,14,14,14,14,14,14,11,11,11,14,14,5,14,13,47,20,20,19,47,19,47,20,20,19,20,47,47,20,20,20,8,20,6,6,14,20,17,14,47,47,21,41,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,0,20,19,21,13,13,13,47,13,13,47,14,13,13,13,13,0,0,0,0,13,6,0,1,7,13,0,0,0,0,13,0,0,0,0,13,0,0,1,1,4,13,1,0,0,13,1,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,13,47,0,0,0,2,13,13,13,6,6,4,2,6,6,6,6,1,0,1,6,1,1,6,6,19,20,3,0,21,0,0,3,20,20,41,1,0,1,41,0,0,0,1,16,47,1,16,1,14,41,0,0,41,1,1,41,0,0,2,41,3,41,0,41,1,4,41,0,41,2,41,11,41,2,41,0,15,41,3,41,2,5,41,0,41,4,41,0,41,0,4,0,41,0,41,47,0,0,47,0,0,0,37,36,37,36,47,47,47,47,47,20,47,47,47
"211","comuna","Quinta Normal",208,208,208,208,208,208,208,208,208,208,208,205,208,208,189,208,208,208,208,208,208,208,208,103,208,174,87,89,1,85,3,208,0,0,92,208,66,67,67,67,67,65,57,57,54,57,71,71,19,71,68,208,92,92,89,208,89,208,92,92,84,92,208,208,92,92,92,20,92,9,9,83,92,89,71,208,208,82,174,5,0,4,6,0,0,0,0,0,0,0,0,9,2,7,7,9,9,75,0,80,69,82,54,54,54,208,54,54,208,71,64,64,64,64,2,0,1,3,64,11,0,0,11,64,0,0,0,0,64,0,0,0,0,64,0,0,0,0,8,64,1,0,0,64,18,0,3,64,0,0,0,64,2,0,0,64,0,0,0,64,14,0,2,64,0,0,0,64,0,0,0,64,0,0,0,64,0,0,0,64,208,0,0,0,24,64,64,64,20,19,17,1,18,19,19,19,3,0,3,19,3,3,18,18,82,92,5,0,82,1,0,6,86,86,174,3,0,3,174,0,0,0,3,68,208,15,58,5,53,174,0,0,174,0,0,174,0,0,3,174,20,174,1,174,7,27,174,0,174,5,174,8,174,1,174,0,14,174,2,174,7,9,174,0,174,35,174,3,174,0,36,3,174,0,174,208,0,0,208,0,0,0,136,122,137,123,208,208,208,208,208,92,208,208,208
"212","comuna","Quintero",33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,33,33,33,33,33,33,33,33,10,33,30,14,16,0,14,0,33,0,0,16,33,16,16,16,16,16,16,16,15,15,15,16,16,8,16,15,33,16,16,15,33,15,33,16,16,15,16,33,33,16,16,16,3,16,1,1,15,16,16,16,33,33,14,30,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,2,2,13,0,14,11,14,6,6,6,33,6,6,33,16,15,15,15,15,1,0,0,1,15,1,0,0,1,15,0,0,0,0,15,1,0,0,1,15,0,0,0,0,2,15,0,0,0,15,3,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,33,0,0,0,3,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,1,0,14,1,0,2,16,16,30,1,0,1,30,0,0,0,1,12,33,2,11,1,10,30,0,0,30,0,0,30,0,0,1,30,4,30,0,30,2,6,30,0,30,0,30,1,30,0,30,0,1,30,0,30,1,1,30,0,30,4,30,0,30,0,4,0,30,0,30,33,0,0,33,0,0,0,25,22,25,22,33,33,33,33,33,16,33,33,33
"213","comuna","Quirihue",29,29,29,29,29,29,29,29,29,29,29,29,29,29,22,29,29,29,29,29,29,29,29,15,29,25,15,11,0,14,1,29,1,1,12,29,8,9,9,9,9,8,8,9,9,9,9,9,2,9,8,29,12,12,11,29,11,29,12,12,12,12,29,29,12,12,12,4,12,8,8,4,12,11,9,29,29,13,25,2,0,2,0,0,0,0,0,0,0,0,0,3,2,1,1,3,3,12,0,13,6,13,9,9,9,29,9,9,29,9,9,9,9,9,1,1,0,2,9,1,0,0,1,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,2,9,0,0,0,9,2,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,1,0,0,9,0,0,0,9,0,0,0,9,1,0,0,9,0,0,0,9,29,0,0,0,3,9,9,9,3,3,1,2,3,3,3,3,0,0,0,3,2,2,3,3,12,12,1,0,13,1,0,2,13,13,25,1,0,1,25,0,0,0,1,12,29,1,11,0,11,25,0,0,25,1,1,25,2,0,2,25,2,25,0,25,1,3,25,0,25,0,25,4,25,0,25,0,4,25,0,25,1,1,25,1,25,4,25,1,25,1,6,2,25,0,25,29,0,0,29,0,0,0,23,21,24,22,29,29,29,29,29,12,29,29,29
