"","geography_level","geography_name","geography_id","sex","isced","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"21","provincia","Chacabuco","p133","Hombre","Doctorado",2010,1259152.5838716,1259152.5838716,"[1016837, 1501468]","[1016837, 1501468]"
"22","provincia","Chacabuco","p133","Hombre","Doctorado",2011,697762.527028297,697762.527028297,"[697763, 697763]","[697763, 697763]"
"23","provincia","Chacabuco","p133","Hombre","Doctorado",2012,803608.24742268,803608.24742268,"[803608, 803608]","[803608, 803608]"
"24","provincia","Chacabuco","p133","Hombre","Doctorado",2013,697356.590541269,697356.590541269,"[697357, 697357]","[697357, 697357]"
"25","provincia","Chacabuco","p133","Hombre","Doctorado",2014,3031267.765776,3031267.765776,"[3031268, 3031268]","[3031268, 3031268]"
"26","provincia","Chacabuco","p133","Hombre","Doctorado",2015,1757130.56863456,1757130.56863456,"[1757131, 1757131]","[1757131, 1757131]"
"27","provincia","Colchagua","p63","Hombre","Doctorado",2010,1800000,1800000,"[1800000, 1800000]","[1800000, 1800000]"
"28","provincia","Concepción","p81","Hombre","Doctorado",2010,1181973.22019715,582076.700758011,"[457872, 2235765]","[430766, 2500000]"
"29","provincia","Concepción","p81","Hombre","Doctorado",2011,1821827.04041917,1857940.19445254,"[1095009, 2325193]","[1256042, 2525000]"
"30","provincia","Concepción","p81","Hombre","Doctorado",2012,2117687.06472155,2538969.48091583,"[949891, 2901607]","[853284, 3000000]"
"31","provincia","Concepción","p81","Hombre","Doctorado",2013,1209333.5704265,862684.206230464,"[199245, 4181498]","[199245, 4981119]"
"32","provincia","Concepción","p81","Hombre","Doctorado",2014,2534544.34704399,1881836.8977294,"[1641572, 3451561]","[1228726, 2931983]"
"33","provincia","Concepción","p81","Hombre","Doctorado",2015,1559697.78695598,2000541.22316436,"[971259, 2103889]","[351426, 2096445]"
"34","provincia","Copiapó","p31","Hombre","Doctorado",2011,2512083.01743745,2512083.01743745,"[2512083, 2512083]","[2512083, 2512083]"
"35","provincia","Copiapó","p31","Hombre","Doctorado",2012,1736707.61150018,1736707.61150018,"[1736708, 1736708]","[1736708, 1736708]"
"36","provincia","Cordillera","p152","Hombre","Doctorado",2011,854605.14855897,854605.14855897,"[703383, 996804]","[703383, 996804]"
"37","provincia","Cordillera","p152","Hombre","Doctorado",2012,1154818.10897515,1154818.10897515,"[950241, 1200000]","[950241, 1200000]"
"38","provincia","Cordillera","p152","Hombre","Doctorado",2013,1138890.30311372,1138890.30311372,"[862194, 1200000]","[862194, 1200000]"
"39","provincia","Cordillera","p152","Hombre","Doctorado",2014,980000,980000,"[980000, 980000]","[980000, 980000]"
"40","provincia","Curicó","p73","Hombre","Doctorado",2011,1507249.81046247,1507249.81046247,"[1507250, 1507250]","[1507250, 1507250]"
"41","provincia","Curicó","p73","Hombre","Doctorado",2012,1206745.30040545,1206745.30040545,"[1206745, 1206745]","[1206745, 1206745]"
"42","provincia","El Loa","p22","Hombre","Doctorado",2010,2798085.0024426,2798085.0024426,"[2798085, 2798085]","[2798085, 2798085]"
"43","provincia","El Loa","p22","Hombre","Doctorado",2011,2500000,2500000,"[2500000, 2500000]","[2500000, 2500000]"
"44","provincia","El Loa","p22","Hombre","Doctorado",2012,2500000,2500000,"[2500000, 2500000]","[2500000, 2500000]"
"45","provincia","El Loa","p22","Hombre","Doctorado",2013,1000000,1000000,"[1000000, 1000000]","[1000000, 1000000]"
"46","provincia","El Loa","p22","Hombre","Doctorado",2014,1500000,1500000,"[1500000, 1500000]","[1500000, 1500000]"
"47","provincia","Elqui","p41","Hombre","Doctorado",2011,2292560.58437529,2292560.58437529,"[2292561, 2292561]","[2292561, 2292561]"
"48","provincia","Elqui","p41","Hombre","Doctorado",2012,1000000,1000000,"[1000000, 1000000]","[1000000, 1000000]"
"49","provincia","Elqui","p41","Hombre","Doctorado",2013,567192.315020912,567192.315020912,"[400000, 2062808]","[400000, 2062808]"
"50","provincia","Elqui","p41","Hombre","Doctorado",2014,2300000,2300000,"[2300000, 2300000]","[2300000, 2300000]"
"51","provincia","Elqui","p41","Hombre","Doctorado",2015,1150703.10001926,1150703.10001926,"[1000271, 1500000]","[1000271, 1500000]"
"52","provincia","Iquique","p11","Hombre","Doctorado",2011,1500000,1500000,"[1500000, 1500000]","[1500000, 1500000]"
"53","provincia","Iquique","p11","Hombre","Doctorado",2012,1331749.4600432,1331749.4600432,"[700000, 2000000]","[700000, 2000000]"
"54","provincia","Iquique","p11","Hombre","Doctorado",2013,625000,625000,"[625000, 625000]","[625000, 625000]"
"55","provincia","Iquique","p11","Hombre","Doctorado",2014,1000000,1000000,"[1000000, 1000000]","[1000000, 1000000]"
"56","provincia","Iquique","p11","Hombre","Doctorado",2015,3002037.30532416,3002037.30532416,"[3000000, 3010187]","[3000000, 3010187]"
"57","provincia","Linares","p74","Hombre","Doctorado",2011,3014499.62092494,3014499.62092494,"[3014500, 3014500]","[3014500, 3014500]"
"58","provincia","Linares","p74","Hombre","Doctorado",2012,3016863.25101363,3016863.25101363,"[3016863, 3016863]","[3016863, 3016863]"
"59","provincia","Llanquihue","p101","Hombre","Doctorado",2010,2650000,2650000,"[2650000, 2650000]","[2650000, 2650000]"
"60","provincia","Llanquihue","p101","Hombre","Doctorado",2011,3500000,3500000,"[3500000, 3500000]","[3500000, 3500000]"
"61","provincia","Llanquihue","p101","Hombre","Doctorado",2015,1740386.89018534,1151472.22975169,"[552241, 3300893]","[552241, 3300893]"
"62","provincia","Los Andes","p53","Hombre","Doctorado",2012,1104961.34020619,1104961.34020619,"[1104961, 1104961]","[1104961, 1104961]"
"63","provincia","Los Andes","p53","Hombre","Doctorado",2013,996223.700773242,996223.700773242,"[996224, 996224]","[996224, 996224]"
"64","provincia","Magallanes","p121","Hombre","Doctorado",2010,1283260.68737405,1283260.68737405,"[800783, 1601566]","[800783, 1601566]"
"65","provincia","Magallanes","p121","Hombre","Doctorado",2011,6069192.57012888,6069192.57012888,"[6069193, 6069193]","[6069193, 6069193]"
"66","provincia","Magallanes","p121","Hombre","Doctorado",2012,1747086.67398954,1077966.97395147,"[1004510, 3555938]","[1004510, 3963758]"
"67","provincia","Magallanes","p121","Hombre","Doctorado",2013,2744143.46667539,2744143.46667538,"[2092070, 4483007]","[2092070, 4483007]"
"68","provincia","Magallanes","p121","Hombre","Doctorado",2014,1452082.78327414,1452082.78327414,"[1400000, 1499719]","[1400000, 1499719]"
"69","provincia","Magallanes","p121","Hombre","Doctorado",2015,1800000,1800000,"[1800000, 1800000]","[1800000, 1800000]"
"70","provincia","Maipo","p134","Hombre","Doctorado",2010,1630000,1630000,"[1630000, 1630000]","[1630000, 1630000]"
"71","provincia","Maipo","p134","Hombre","Doctorado",2014,1583808.88453966,1583808.88453966,"[1427929, 1612000]","[1427929, 1612000]"
"72","provincia","Maipo","p134","Hombre","Doctorado",2015,1516752.36033436,1516752.36033436,"[950257, 1800000]","[950257, 1800000]"
"73","provincia","Malleco","p92","Hombre","Doctorado",2013,161388.239525265,161388.239525265,"[161388, 161388]","[161388, 161388]"
"74","provincia","Marga Marga","p58","Hombre","Doctorado",2012,892490.932672438,892490.932672438,"[452030, 2212366]","[452030, 2212366]"
"75","provincia","Marga Marga","p58","Hombre","Doctorado",2013,971909.952534097,971909.952534097,"[398489, 2022738]","[398489, 2022738]"
"76","provincia","Marga Marga","p58","Hombre","Doctorado",2014,1479747.62340283,1186008.09383204,"[1000000, 3260393]","[1000000, 3419143]"
"77","provincia","Marga Marga","p58","Hombre","Doctorado",2015,2000000,2000000,"[2000000, 2000000]","[2000000, 2000000]"
"78","provincia","Melipilla","p135","Hombre","Doctorado",2014,599887.492968311,599887.492968311,"[599887, 599887]","[599887, 599887]"
"79","provincia","Melipilla","p135","Hombre","Doctorado",2015,350094.714053763,350094.714053763,"[350095, 350095]","[350095, 350095]"
"80","provincia","Ñuble","p84","Hombre","Doctorado",2012,5008835,5008835,"[5008835, 5008835]","[5008835, 5008835]"
"81","provincia","Ñuble","p84","Hombre","Doctorado",2014,1721996.51367099,1721996.51367099,"[1000000, 2499531]","[1000000, 2499531]"
"82","provincia","Ñuble","p84","Hombre","Doctorado",2015,2678363.71528191,2678363.71528191,"[1336563, 3000812]","[1336563, 3000812]"
"83","provincia","Osorno","p103","Hombre","Doctorado",2010,1500000,1500000,"[1000000, 2000000]","[1000000, 2000000]"
"84","provincia","Osorno","p103","Hombre","Doctorado",2011,1000000,1000000,"[1000000, 1000000]","[1000000, 1000000]"
"85","provincia","Osorno","p103","Hombre","Doctorado",2012,1263111.31163764,1263111.31163764,"[1200000, 1683653]","[1200000, 1683653]"
"86","provincia","Osorno","p103","Hombre","Doctorado",2013,2361843.3179523,2357042.04280573,"[988739, 2827000]","[815893, 2827000]"
"87","provincia","Osorno","p103","Hombre","Doctorado",2014,1476992.20036098,1476992.20036098,"[1456019, 1499719]","[1456019, 1499719]"
"88","provincia","Osorno","p103","Hombre","Doctorado",2015,600162.366949308,600162.366949308,"[600162, 600162]","[600162, 600162]"
"89","provincia","Petorca","p54","Hombre","Doctorado",2014,858859.2003032,858859.2003032,"[858859, 858859]","[858859, 858859]"
"90","provincia","Quillota","p55","Hombre","Doctorado",2012,700000,700000,"[700000, 700000]","[700000, 700000]"
"91","provincia","Quillota","p55","Hombre","Doctorado",2013,800000,800000,"[800000, 800000]","[800000, 800000]"
"92","provincia","Quillota","p55","Hombre","Doctorado",2014,2000000,2000000,"[2000000, 2000000]","[2000000, 2000000]"
"93","provincia","Quillota","p55","Hombre","Doctorado",2015,720000,720000,"[720000, 720000]","[720000, 720000]"
"94","provincia","San Felipe","p57","Hombre","Doctorado",2013,1444524.3661212,1444524.3661212,"[1394713, 1494336]","[1394713, 1494336]"
"95","provincia","San Felipe","p57","Hombre","Doctorado",2014,889833.114569662,559894.99343709,"[549897, 1559707]","[549897, 1559707]"
"96","provincia","San Felipe","p57","Hombre","Doctorado",2015,1833829.45456733,2000541.22316436,"[600162, 2900785]","[600162, 2900785]"
"97","provincia","Santiago","p131","Hombre","Doctorado",2010,1184373.23064553,1250163.97963896,"[873057, 1657770]","[788601, 1711513]"
"98","provincia","Santiago","p131","Hombre","Doctorado",2011,2541380.67564871,2524142.17160163,"[1950330, 3128781]","[1979010, 3265000]"
"99","provincia","Santiago","p131","Hombre","Doctorado",2012,2410766.47683621,1714216.2183971,"[1453207, 3772914]","[1304417, 3328606]"
"100","provincia","Santiago","p131","Hombre","Doctorado",2013,1591991.87674187,1367157.52589928,"[1093541, 2326736]","[705589, 2046615]"
"101","provincia","Santiago","p131","Hombre","Doctorado",2014,2388453.95673883,1616017.25008973,"[1588068, 3395673]","[1499719, 2526056]"
"102","provincia","Santiago","p131","Hombre","Doctorado",2015,2622651.19809078,2488161.95855664,"[1757021, 3375743]","[951842, 4001082]"
"103","provincia","Talca","p71","Hombre","Doctorado",2010,1498974.10845139,1498974.10845139,"[1498974, 1498974]","[1498974, 1498974]"
"104","provincia","Talca","p71","Hombre","Doctorado",2011,1061066.99195248,1061066.99195248,"[622997, 1507250]","[622997, 1507250]"
"105","provincia","Talca","p71","Hombre","Doctorado",2012,1714877.76641418,1714877.76641418,"[1206745, 2300000]","[1206745, 2300000]"
"106","provincia","Talca","p71","Hombre","Doctorado",2014,1649690.60566285,1649690.60566285,"[1299756, 1999625]","[1299756, 1999625]"
"107","provincia","Talca","p71","Hombre","Doctorado",2015,2935413.72574184,2500000,"[1500406, 4501218]","[1500406, 4501218]"
"108","provincia","Tamarugal","p12","Hombre","Doctorado",2012,80000,80000,"[80000, 80000]","[80000, 80000]"
"109","provincia","Tamarugal","p12","Hombre","Doctorado",2013,325000,325000,"[325000, 325000]","[325000, 325000]"
"110","provincia","Valdivia","p141","Hombre","Doctorado",2010,1301272.26463104,1301272.26463104,"[1301272, 1301272]","[1301272, 1301272]"
"111","provincia","Valdivia","p141","Hombre","Doctorado",2011,1434752.2622991,1448191.88220104,"[885487, 2045931]","[647922, 2200000]"
"112","provincia","Valdivia","p141","Hombre","Doctorado",2012,1282334.51805002,1232641.35706126,"[816557, 1780871]","[663205, 2000000]"
"113","provincia","Valdivia","p141","Hombre","Doctorado",2013,1492582.7169435,1460489.86007952,"[1001719, 1994672]","[692581, 2405400]"
"114","provincia","Valdivia","p141","Hombre","Doctorado",2014,1597848.90293753,1619847.48617056,"[721422, 2268914]","[641618, 2490427]"
"115","provincia","Valdivia","p141","Hombre","Doctorado",2015,939001.543737886,1005036.6613073,"[239438, 1608135]","[190051, 1791804]"
"116","provincia","Valparaíso","p51","Hombre","Doctorado",2010,1269600.99189428,1323088.77167754,"[795125, 1459512]","[727670, 1469872]"
"117","provincia","Valparaíso","p51","Hombre","Doctorado",2011,1374744.70287011,1488401.63594506,"[596173, 1899179]","[502417, 2034162]"
"118","provincia","Valparaíso","p51","Hombre","Doctorado",2012,1715137.0050784,1939983.6503035,"[1141176, 2482611]","[1106183, 2214865]"
"119","provincia","Valparaíso","p51","Hombre","Doctorado",2013,1789316.28207253,1756338.58709361,"[1088788, 2614633]","[1000000, 2690297]"
"120","provincia","Valparaíso","p51","Hombre","Doctorado",2014,1558680.37283489,1408527.97418106,"[827664, 2444854]","[800000, 2791797]"
"121","provincia","Valparaíso","p51","Hombre","Doctorado",2015,4057633.36592546,3903418.54510122,"[2378209, 5449374]","[2052076, 6022773]"
"122","provincia","Antofagasta","p21","Hombre","Educación preescolar",2011,250000,250000,"[250000, 250000]","[250000, 250000]"
"123","provincia","Arica","p151","Hombre","Educación preescolar",2010,404395.380700723,404395.380700723,"[404395, 404395]","[404395, 404395]"
"124","provincia","Arica","p151","Hombre","Educación preescolar",2011,296252.801757874,296252.801757874,"[120580, 398919]","[120580, 398919]"
"125","provincia","Aysén","p112","Hombre","Educación preescolar",2011,166036.663752301,166036.663752301,"[100483, 200967]","[100483, 200967]"
"126","provincia","Cachapoal","p61","Hombre","Educación preescolar",2010,135546.68500382,135546.68500382,"[120000, 174880]","[120000, 174880]"
"127","provincia","Cachapoal","p61","Hombre","Educación preescolar",2011,211014.973464746,211014.973464746,"[211015, 211015]","[211015, 211015]"
"128","provincia","Cardenal Caro","p62","Hombre","Educación preescolar",2011,200000,200000,"[200000, 200000]","[200000, 200000]"
"129","provincia","Cautín","p91","Hombre","Educación preescolar",2010,418021.156284868,418021.156284868,"[234031, 489665]","[234031, 489665]"
"130","provincia","Chacabuco","p133","Hombre","Educación preescolar",2010,370000,370000,"[370000, 370000]","[370000, 370000]"
"131","provincia","Chiloé","p102","Hombre","Educación preescolar",2010,62761.3623018202,62761.3623018202,"[62761, 62761]","[62761, 62761]"
"132","provincia","Chiloé","p102","Hombre","Educación preescolar",2011,182879.643669446,182879.643669446,"[182880, 182880]","[182880, 182880]"
"133","provincia","Choapa","p42","Hombre","Educación preescolar",2010,59958.9643380557,59958.9643380557,"[59959, 59959]","[59959, 59959]"
"134","provincia","Choapa","p42","Hombre","Educación preescolar",2011,100483.320697498,100483.320697498,"[100483, 100483]","[100483, 100483]"
"135","provincia","Colchagua","p63","Hombre","Educación preescolar",2010,175171.26639264,175171.26639264,"[175171, 175171]","[175171, 175171]"
"136","provincia","Concepción","p81","Hombre","Educación preescolar",2010,27721.6604453201,27721.6604453201,"[14034, 31978]","[14034, 31978]"
"137","provincia","Concepción","p81","Hombre","Educación preescolar",2011,95463.9945800867,102265.544530273,"[45138, 141241]","[29904, 154185]"
"138","provincia","Copiapó","p31","Hombre","Educación preescolar",2010,188133.853350067,188133.853350067,"[131847, 199863]","[131847, 199863]"
"139","provincia","Cordillera","p152","Hombre","Educación preescolar",2011,320000,320000,"[320000, 320000]","[320000, 320000]"
"140","provincia","Coyhaique","p111","Hombre","Educación preescolar",2011,300000,300000,"[300000, 300000]","[300000, 300000]"
"141","provincia","El Loa","p22","Hombre","Educación preescolar",2010,110000,110000,"[110000, 110000]","[110000, 110000]"
"142","provincia","El Loa","p22","Hombre","Educación preescolar",2011,70338.3244882486,70338.3244882486,"[70338, 70338]","[70338, 70338]"
"143","provincia","Elqui","p41","Hombre","Educación preescolar",2010,119917.928676111,119917.928676111,"[119918, 119918]","[119918, 119918]"
"144","provincia","Elqui","p41","Hombre","Educación preescolar",2011,40261.4014707507,40261.4014707507,"[30145, 148375]","[30145, 148375]"
"145","provincia","Huasco","p33","Hombre","Educación preescolar",2010,110000,110000,"[110000, 110000]","[110000, 110000]"
"146","provincia","Iquique","p11","Hombre","Educación preescolar",2011,207871.388266358,207871.388266358,"[150000, 299041]","[150000, 299041]"
"147","provincia","Limarí","p43","Hombre","Educación preescolar",2010,173000,173000,"[173000, 173000]","[173000, 173000]"
"148","provincia","Linares","p74","Hombre","Educación preescolar",2010,39281.4383211985,27718.7697850362,"[16176, 60059]","[16176, 60059]"
"149","provincia","Llanquihue","p101","Hombre","Educación preescolar",2010,60058.719906048,60058.719906048,"[60059, 60059]","[60059, 60059]"
"150","provincia","Los Andes","p53","Hombre","Educación preescolar",2011,10032,10032,"[10032, 10032]","[10032, 10032]"
"151","provincia","Magallanes","p121","Hombre","Educación preescolar",2011,299041.083012127,299041.083012127,"[299041, 299041]","[299041, 299041]"
"152","provincia","Maipo","p134","Hombre","Educación preescolar",2010,179497.608257414,182083.498334854,"[126142, 208247]","[130027, 207697]"
"153","provincia","Maipo","p134","Hombre","Educación preescolar",2011,185939.405705224,185939.405705224,"[185894, 186000]","[185894, 186000]"
"154","provincia","Malleco","p92","Hombre","Educación preescolar",2011,200000,200000,"[200000, 200000]","[200000, 200000]"
"155","provincia","Marga Marga","p58","Hombre","Educación preescolar",2010,120293.697416053,120293.697416053,"[39973, 220215]","[39973, 220215]"
"156","provincia","Marga Marga","p58","Hombre","Educación preescolar",2011,233907.639879166,233907.639879166,"[220000, 250000]","[220000, 250000]"
"157","provincia","Melipilla","p135","Hombre","Educación preescolar",2010,500000,500000,"[500000, 500000]","[500000, 500000]"
"158","provincia","Ñuble","p84","Hombre","Educación preescolar",2010,32031.3172832256,32031.3172832256,"[32031, 32031]","[32031, 32031]"
"159","provincia","Ñuble","p84","Hombre","Educación preescolar",2011,146316.320179268,146316.320179268,"[120000, 182880]","[120000, 182880]"
"160","provincia","Osorno","p103","Hombre","Educación preescolar",2010,67442.2940801655,44264.143980374,"[20000, 136907]","[20000, 169068]"
"161","provincia","Ranco","p142","Hombre","Educación preescolar",2010,104571.643374104,104571.643374104,"[7995, 180176]","[7995, 180176]"
"162","provincia","Ranco","p142","Hombre","Educación preescolar",2011,65314.1584533737,65314.1584533737,"[65314, 65314]","[65314, 65314]"
"163","provincia","San Antonio","p56","Hombre","Educación preescolar",2010,185872.789447973,185872.789447973,"[185873, 185873]","[185873, 185873]"
"164","provincia","San Felipe","p57","Hombre","Educación preescolar",2011,119946.283042948,142969.538956893,"[15000, 192656]","[15000, 199361]"
"165","provincia","Santiago","p131","Hombre","Educación preescolar",2010,205200.626345664,205200.626345664,"[160157, 250245]","[160157, 250245]"
"166","provincia","Santiago","p131","Hombre","Educación preescolar",2011,156165.750779648,180869.977255496,"[96854, 198874]","[60093, 214313]"
"167","provincia","Talagante","p136","Hombre","Educación preescolar",2010,200195.73302016,200195.73302016,"[200196, 200196]","[200196, 200196]"
"168","provincia","Talagante","p136","Hombre","Educación preescolar",2011,180000,180000,"[180000, 180000]","[180000, 180000]"
"169","provincia","Valdivia","p141","Hombre","Educación preescolar",2010,5065.32855607225,5065.32855607225,"[5065, 5065]","[5065, 5065]"
"170","provincia","Valparaíso","p51","Hombre","Educación preescolar",2010,170000,170000,"[170000, 170000]","[170000, 170000]"
"171","provincia","Valparaíso","p51","Hombre","Educación preescolar",2011,30000,30000,"[30000, 30000]","[30000, 30000]"
"172","provincia",NA,NA,"Hombre","Educación preescolar",2010,53127.6801329623,53127.6801329623,"[40039, 62800]","[40039, 62800]"
"173","provincia","Antofagasta","p21","Hombre","Educación Preescolar",2012,353461.538461538,353461.538461538,"[290000, 400000]","[290000, 400000]"
"174","provincia","Arauco","p82","Hombre","Educación Preescolar",2012,193870.489690722,193870.489690722,"[193870, 193870]","[193870, 193870]"
"175","provincia","Arica","p151","Hombre","Educación Preescolar",2012,80449.6866936968,80449.6866936968,"[80450, 80450]","[80450, 80450]"
"176","provincia","Bíobío","p83","Hombre","Educación Preescolar",2012,48269.8120162181,48269.8120162181,"[48270, 48270]","[48270, 48270]"
"177","provincia","Cachapoal","p61","Hombre","Educación Preescolar",2012,112554.115083722,112554.115083722,"[100562, 120000]","[100562, 120000]"
"178","provincia","Chañaral","p32","Hombre","Educación Preescolar",2012,200000,200000,"[200000, 200000]","[200000, 200000]"
"179","provincia","Choapa","p42","Hombre","Educación Preescolar",2012,139969.826585895,139969.826585895,"[60337, 180812]","[60337, 180812]"
"180","provincia","Concepción","p81","Hombre","Educación Preescolar",2012,35309.5855736289,36932.990589422,"[18225, 48000]","[12067, 48000]"
"181","provincia","Copiapó","p31","Hombre","Educación Preescolar",2012,30135.3092783505,30135.3092783505,"[30135, 30135]","[30135, 30135]"
"182","provincia","Cordillera","p152","Hombre","Educación Preescolar",2012,265736.792499958,265736.792499958,"[34263, 290000]","[34263, 290000]"
"183","provincia","Elqui","p41","Hombre","Educación Preescolar",2012,73089.4117740054,76790.2420385056,"[30169, 172202]","[30169, 198340]"
"184","provincia","Llanquihue","p101","Hombre","Educación Preescolar",2012,163735.180412371,163735.180412371,"[163735, 163735]","[163735, 163735]"
"185","provincia","Los Andes","p53","Hombre","Educación Preescolar",2012,196543.5527767,196543.5527767,"[193870, 200902]","[193870, 200902]"
"186","provincia","Maipo","p134","Hombre","Educación Preescolar",2012,294244.729082196,294244.729082196,"[294245, 294245]","[294245, 294245]"
"187","provincia","Melipilla","p135","Hombre","Educación Preescolar",2012,143962.264150943,143962.264150943,"[80000, 193000]","[80000, 193000]"
"188","provincia","Ñuble","p84","Hombre","Educación Preescolar",2012,200000,200000,"[200000, 200000]","[200000, 200000]"
"189","provincia","Osorno","p103","Hombre","Educación Preescolar",2012,119513.133318537,119513.133318537,"[87489, 140787]","[87489, 140787]"
"190","provincia","San Antonio","p56","Hombre","Educación Preescolar",2012,20000,20000,"[20000, 20000]","[20000, 20000]"
"191","provincia","San Felipe","p57","Hombre","Educación Preescolar",2012,136086.357096293,136086.357096293,"[40000, 226265]","[40000, 226265]"
"192","provincia","Santiago","p131","Hombre","Educación Preescolar",2012,136562.076940825,180878.526485745,"[36202, 190911]","[36202, 191068]"
"193","provincia","Talca","p71","Hombre","Educación Preescolar",2012,241082.474226804,241082.474226804,"[241082, 241082]","[241082, 241082]"
"194","provincia","Valdivia","p141","Hombre","Educación Preescolar",2012,56314.7806855878,56314.7806855878,"[56315, 56315]","[56315, 56315]"
"195","provincia","Antofagasta","p21","Hombre","Educación primaria (nivel 1)",2010,440704.307051421,250232.274591052,"[242133, 696830]","[230225, 594692]"
"196","provincia","Antofagasta","p21","Hombre","Educación primaria (nivel 1)",2011,362208.423589024,303864.299950998,"[269755, 487006]","[221373, 408201]"
"197","provincia","Arauco","p82","Hombre","Educación primaria (nivel 1)",2010,185994.140047511,139904.25012213,"[158313, 228435]","[121849, 156221]"
"198","provincia","Arauco","p82","Hombre","Educación primaria (nivel 1)",2011,174747.209392371,145875.724793523,"[132378, 233415]","[103347, 169087]"
"199","provincia","Arica","p151","Hombre","Educación primaria (nivel 1)",2010,198740.801066662,171150.828123301,"[172537, 232783]","[150000, 199863]"
"200","provincia","Arica","p151","Hombre","Educación primaria (nivel 1)",2011,245132.210491938,182114.57117822,"[188228, 395331]","[156941, 213495]"
"201","provincia","Aysén","p112","Hombre","Educación primaria (nivel 1)",2010,257890.197561621,219252.719336871,"[211331, 314404]","[150386, 255825]"
"202","provincia","Aysén","p112","Hombre","Educación primaria (nivel 1)",2011,288650.752021115,251720.046907958,"[214373, 428456]","[188582, 299041]"
"203","provincia","Bíobío","p83","Hombre","Educación primaria (nivel 1)",2010,291829.15574411,149980.436871332,"[164278, 501689]","[111042, 160626]"
"204","provincia","Bíobío","p83","Hombre","Educación primaria (nivel 1)",2011,172904.643458236,170230.429474609,"[138657, 200362]","[122560, 181769]"
"205","provincia","Cachapoal","p61","Hombre","Educación primaria (nivel 1)",2010,237689.295281859,195000,"[204944, 289162]","[179742, 212462]"
"206","provincia","Cachapoal","p61","Hombre","Educación primaria (nivel 1)",2011,226636.555628202,217714.758654729,"[201665, 248419]","[192878, 248402]"
"207","provincia","Capitán Prat","p113","Hombre","Educación primaria (nivel 1)",2010,281976.214190037,219849.535906204,"[185519, 400073]","[170000, 304706]"
"208","provincia","Capitán Prat","p113","Hombre","Educación primaria (nivel 1)",2011,118307.435644301,133000,"[25121, 179181]","[25121, 185894]"
"209","provincia","Cardenal Caro","p62","Hombre","Educación primaria (nivel 1)",2010,148901.74433461,149897.410845139,"[133710, 161122]","[135789, 174880]"
"210","provincia","Cardenal Caro","p62","Hombre","Educación primaria (nivel 1)",2011,187776.956825692,180372.532977308,"[167085, 212904]","[157357, 196126]"
