"","sexo","rama","provincia","2011","2013","2015"
"745","Hombre","Servicio Doméstico","Última Esperanza",199108,NA,NA
"746","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Valdivia",199108,2e+05,241000
"747","Hombre","Pesca","Valdivia",203895,150000,180000
"748","Hombre","Explotación de Minas y Canteras","Valdivia",348960,275000,350000
"749","Hombre","Industrias Manufactureras","Valdivia",220988,212000,260000
"750","Hombre","Electricidad, Gas y Agua","Valdivia",273500,335000,275000
"751","Hombre","Construcción","Valdivia",218800,210000,250000
"752","Hombre","Comercio","Valdivia",218800,210000,250000
"753","Hombre","Hoteles y Restaurantes","Valdivia",218800,210000,280000
"754","Hombre","Transporte, Almacenamiento y Comunicaciones","Valdivia",308100,250000,3e+05
"755","Hombre","Intermediación Financiera","Valdivia",547000,5e+05,550000
"756","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Valdivia",300850,3e+05,4e+05
"757","Hombre","Administración Pública y Defensa","Valdivia",328200,407500,4e+05
"758","Hombre","Enseñanza","Valdivia",382900,450000,420000
"759","Hombre","Servicios Sociales y de Salud","Valdivia",410250,350000,364453
"760","Hombre","Servicios Comunitarios, Sociales y Personales","Valdivia",205400,230000,250000
"761","Hombre","Servicio Doméstico","Valdivia",196920,180000,135000
"762","Hombre","Organizaciones y órganos Extraterritoriales","Valdivia",262560,380000,NA
"763","Hombre","Agricultura, Ganadería, Caza y Silvicultura","Valparaíso",207760,240000,263000
"764","Hombre","Pesca","Valparaíso",218800,180000,4e+05
"765","Hombre","Explotación de Minas y Canteras","Valparaíso",590760,619234,6e+05
"766","Hombre","Industrias Manufactureras","Valparaíso",306320,3e+05,3e+05
"767","Hombre","Electricidad, Gas y Agua","Valparaíso",273500,320000,560000
"768","Hombre","Construcción","Valparaíso",250987,257104,3e+05
"769","Hombre","Comercio","Valparaíso",257090,220000,250394
"770","Hombre","Hoteles y Restaurantes","Valparaíso",229740,217000,270000
"771","Hombre","Transporte, Almacenamiento y Comunicaciones","Valparaíso",328200,3e+05,369299
"772","Hombre","Intermediación Financiera","Valparaíso",1135616,1e+06,850000
"773","Hombre","Actividades Inmobiliarias, Empresariales y de Alquiler","Valparaíso",295380,465000,4e+05
"774","Hombre","Administración Pública y Defensa","Valparaíso",382900,484166,650000
"775","Hombre","Enseñanza","Valparaíso",382900,4e+05,5e+05
"776","Hombre","Servicios Sociales y de Salud","Valparaíso",317260,776500,490000
"777","Hombre","Servicios Comunitarios, Sociales y Personales","Valparaíso",218800,210000,250000
"778","Hombre","Servicio Doméstico","Valparaíso",231954,220000,250000
"779","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Antofagasta",547000,210000,2e+05
"780","Mujer","Pesca","Antofagasta",240680,84000,2e+05
"781","Mujer","Explotación de Minas y Canteras","Antofagasta",547000,5e+05,6e+05
"782","Mujer","Industrias Manufactureras","Antofagasta",318150,250000,250000
"783","Mujer","Electricidad, Gas y Agua","Antofagasta",382900,450000,3e+05
"784","Mujer","Construcción","Antofagasta",328200,4e+05,4e+05
"785","Mujer","Comercio","Antofagasta",240680,240000,3e+05
"786","Mujer","Hoteles y Restaurantes","Antofagasta",251811,260000,280000
"787","Mujer","Transporte, Almacenamiento y Comunicaciones","Antofagasta",382900,275000,4e+05
"788","Mujer","Intermediación Financiera","Antofagasta",656400,540000,6e+05
"789","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Antofagasta",328200,3e+05,350000
"790","Mujer","Administración Pública y Defensa","Antofagasta",437600,450000,5e+05
"791","Mujer","Enseñanza","Antofagasta",350080,350000,4e+05
"792","Mujer","Servicios Sociales y de Salud","Antofagasta",328200,335000,450000
"793","Mujer","Servicios Comunitarios, Sociales y Personales","Antofagasta",278970,250000,290000
"794","Mujer","Servicio Doméstico","Antofagasta",179950,2e+05,240000
"795","Mujer","Organizaciones y órganos Extraterritoriales","Antofagasta",328200,NA,NA
"796","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Arauco",160271,174000,180000
"797","Mujer","Pesca","Arauco",104710,42500,1e+05
"798","Mujer","Industrias Manufactureras","Arauco",159724,160000,110000
"799","Mujer","Comercio","Arauco",162022,150000,165966
"800","Mujer","Hoteles y Restaurantes","Arauco",170418,183000,196500
"801","Mujer","Transporte, Almacenamiento y Comunicaciones","Arauco",54700,260000,2e+05
"802","Mujer","Intermediación Financiera","Arauco",765800,7e+05,450000
"803","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Arauco",179416,179000,199000
"804","Mujer","Administración Pública y Defensa","Arauco",154254,180000,210000
"805","Mujer","Enseñanza","Arauco",198014,303488,3e+05
"806","Mujer","Servicios Sociales y de Salud","Arauco",306320,280000,346000
"807","Mujer","Servicios Comunitarios, Sociales y Personales","Arauco",157208,178000,194000
"808","Mujer","Servicio Doméstico","Arauco",87520,1e+05,150000
"809","Mujer","Organizaciones y órganos Extraterritoriales","Arauco",161912,210000,NA
"810","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Arica",202390,2e+05,150000
"811","Mujer","Pesca","Arica",196920,265000,NA
"812","Mujer","Explotación de Minas y Canteras","Arica",289910,310000,350000
"813","Mujer","Industrias Manufactureras","Arica",199108,150000,240000
"814","Mujer","Electricidad, Gas y Agua","Arica",328200,8e+05,NA
"815","Mujer","Construcción","Arica",202390,210000,340000
"816","Mujer","Comercio","Arica",218800,160000,2e+05
"817","Mujer","Hoteles y Restaurantes","Arica",199108,189000,2e+05
"818","Mujer","Transporte, Almacenamiento y Comunicaciones","Arica",218800,210000,220000
"819","Mujer","Intermediación Financiera","Arica",273500,290000,850000
"820","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Arica",204578,250000,3e+05
"821","Mujer","Administración Pública y Defensa","Arica",415720,400002,4e+05
"822","Mujer","Enseñanza","Arica",328200,3e+05,320000
"823","Mujer","Servicios Sociales y de Salud","Arica",328200,3e+05,480000
"824","Mujer","Servicios Comunitarios, Sociales y Personales","Arica",190890,180000,2e+05
"825","Mujer","Servicio Doméstico","Arica",131280,120000,155000
"826","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Aysén",209501,162000,50000
"827","Mujer","Pesca","Aysén",224270,243500,250000
"828","Mujer","Industrias Manufactureras","Aysén",217706,210003,156000
"829","Mujer","Electricidad, Gas y Agua","Aysén",382900,210000,3e+05
"830","Mujer","Construcción","Aysén",300850,450000,490000
"831","Mujer","Comercio","Aysén",202390,210000,241000
"832","Mujer","Hoteles y Restaurantes","Aysén",273500,210000,241500
"833","Mujer","Transporte, Almacenamiento y Comunicaciones","Aysén",318150,2e+05,350000
"834","Mujer","Intermediación Financiera","Aysén",1312800,230000,740000
"835","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Aysén",328200,215000,175000
"836","Mujer","Administración Pública y Defensa","Aysén",380165,425000,7e+05
"837","Mujer","Enseñanza","Aysén",284440,350000,354000
"838","Mujer","Servicios Sociales y de Salud","Aysén",415720,450000,4e+05
"839","Mujer","Servicios Comunitarios, Sociales y Personales","Aysén",581600,210000,250000
"840","Mujer","Servicio Doméstico","Aysén",109400,120000,145000
"841","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Bíobío",185980,2e+05,240000
"842","Mujer","Pesca","Bíobío",246150,5e+05,4e+05
"843","Mujer","Explotación de Minas y Canteras","Bíobío",76580,3e+05,8e+05
"844","Mujer","Industrias Manufactureras","Bíobío",196920,210000,241000
"845","Mujer","Electricidad, Gas y Agua","Bíobío",1094000,177000,240000
"846","Mujer","Construcción","Bíobío",205125,250000,380000
"847","Mujer","Comercio","Bíobío",196920,2e+05,233659
"848","Mujer","Hoteles y Restaurantes","Bíobío",199108,210000,240000
"849","Mujer","Transporte, Almacenamiento y Comunicaciones","Bíobío",192818,245026,241000
"850","Mujer","Intermediación Financiera","Bíobío",437600,5e+05,3e+05
"851","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Bíobío",410800,210000,250000
"852","Mujer","Administración Pública y Defensa","Bíobío",284440,380000,370712
"853","Mujer","Enseñanza","Bíobío",240680,260851,350000
"854","Mujer","Servicios Sociales y de Salud","Bíobío",251620,3e+05,3e+05
"855","Mujer","Servicios Comunitarios, Sociales y Personales","Bíobío",273500,1e+05,240000
"856","Mujer","Servicio Doméstico","Bíobío",109400,120000,130000
"857","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cachapoal",199108,210000,241000
"858","Mujer","Explotación de Minas y Canteras","Cachapoal",218800,3e+05,525000
"859","Mujer","Industrias Manufactureras","Cachapoal",200749,210000,250000
"860","Mujer","Electricidad, Gas y Agua","Cachapoal",196920,280000,270000
"861","Mujer","Construcción","Cachapoal",256378,210182,280000
"862","Mujer","Comercio","Cachapoal",199108,210000,238906
"863","Mujer","Hoteles y Restaurantes","Cachapoal",199108,210000,240500
"864","Mujer","Transporte, Almacenamiento y Comunicaciones","Cachapoal",218800,210000,250000
"865","Mujer","Intermediación Financiera","Cachapoal",273500,375000,4e+05
"866","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cachapoal",262560,210000,323662
"867","Mujer","Administración Pública y Defensa","Cachapoal",328200,380000,448214
"868","Mujer","Enseñanza","Cachapoal",273500,3e+05,4e+05
"869","Mujer","Servicios Sociales y de Salud","Cachapoal",273500,250000,350000
"870","Mujer","Servicios Comunitarios, Sociales y Personales","Cachapoal",200202,210000,242000
"871","Mujer","Servicio Doméstico","Cachapoal",140492,150000,2e+05
"872","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Capitán Prat",410800,6e+05,115000
"873","Mujer","Electricidad, Gas y Agua","Capitán Prat",656400,NA,NA
"874","Mujer","Construcción","Capitán Prat",204578,NA,7e+05
"875","Mujer","Comercio","Capitán Prat",193638,210000,6e+05
"876","Mujer","Hoteles y Restaurantes","Capitán Prat",513500,166500,240000
"877","Mujer","Transporte, Almacenamiento y Comunicaciones","Capitán Prat",410800,3e+05,3e+05
"878","Mujer","Intermediación Financiera","Capitán Prat",525120,9e+05,NA
"879","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Capitán Prat",273500,NA,NA
"880","Mujer","Administración Pública y Defensa","Capitán Prat",154528,990000,1e+06
"881","Mujer","Enseñanza","Capitán Prat",328200,873000,6e+05
"882","Mujer","Servicios Sociales y de Salud","Capitán Prat",1203400,225000,630000
"883","Mujer","Servicios Comunitarios, Sociales y Personales","Capitán Prat",185980,210000,350000
"884","Mujer","Servicio Doméstico","Capitán Prat",103930,168896,168000
"885","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cardenal Caro",164100,195000,240000
"886","Mujer","Pesca","Cardenal Caro",328640,1e+05,110000
"887","Mujer","Explotación de Minas y Canteras","Cardenal Caro",308100,NA,250000
"888","Mujer","Industrias Manufactureras","Cardenal Caro",164320,2e+05,110000
"889","Mujer","Construcción","Cardenal Caro",1094000,250000,NA
"890","Mujer","Comercio","Cardenal Caro",199108,195000,240000
"891","Mujer","Hoteles y Restaurantes","Cardenal Caro",218800,2e+05,250000
"892","Mujer","Transporte, Almacenamiento y Comunicaciones","Cardenal Caro",131280,120000,3e+05
"893","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cardenal Caro",821600,320000,275000
"894","Mujer","Administración Pública y Defensa","Cardenal Caro",339140,280000,280000
"895","Mujer","Enseñanza","Cardenal Caro",240680,245000,350000
"896","Mujer","Servicios Sociales y de Salud","Cardenal Caro",306320,3e+05,3e+05
"897","Mujer","Servicios Comunitarios, Sociales y Personales","Cardenal Caro",274594,250000,320000
"898","Mujer","Servicio Doméstico","Cardenal Caro",141126,120000,150000
"899","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cauquenes",127260,152000,190000
"900","Mujer","Pesca","Cauquenes",236210,145000,NA
"901","Mujer","Industrias Manufactureras","Cauquenes",102700,1e+05,160000
"902","Mujer","Comercio","Cauquenes",159185,2e+05,140500
"903","Mujer","Hoteles y Restaurantes","Cauquenes",153160,180000,220500
"904","Mujer","Intermediación Financiera","Cauquenes",178337,NA,242000
"905","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cauquenes",87520,405000,570000
"906","Mujer","Administración Pública y Defensa","Cauquenes",236960,4e+05,565000
"907","Mujer","Enseñanza","Cauquenes",218800,3e+05,295000
"908","Mujer","Servicios Sociales y de Salud","Cauquenes",239320,380000,360000
"909","Mujer","Servicios Comunitarios, Sociales y Personales","Cauquenes",236210,245000,1e+05
"910","Mujer","Servicio Doméstico","Cauquenes",98460,210000,150000
"911","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cautín",164100,134500,191000
"912","Mujer","Pesca","Cautín",207860,2e+05,240500
"913","Mujer","Industrias Manufactureras","Cautín",199108,150000,180000
"914","Mujer","Electricidad, Gas y Agua","Cautín",153160,160000,195000
"915","Mujer","Construcción","Cautín",218800,250000,260500
"916","Mujer","Comercio","Cautín",196920,180000,2e+05
"917","Mujer","Hoteles y Restaurantes","Cautín",196920,2e+05,240000
"918","Mujer","Transporte, Almacenamiento y Comunicaciones","Cautín",218800,210000,241000
"919","Mujer","Intermediación Financiera","Cautín",382900,360000,340000
"920","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cautín",201296,210000,268500
"921","Mujer","Administración Pública y Defensa","Cautín",273500,405000,4e+05
"922","Mujer","Enseñanza","Cautín",259825,3e+05,310000
"923","Mujer","Servicios Sociales y de Salud","Cautín",270765,320000,3e+05
"924","Mujer","Servicios Comunitarios, Sociales y Personales","Cautín",198014,190000,2e+05
"925","Mujer","Servicio Doméstico","Cautín",103315,130000,150000
"926","Mujer","Organizaciones y órganos Extraterritoriales","Cautín",80956,105000,NA
"927","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chacabuco",199108,210000,245000
"928","Mujer","Explotación de Minas y Canteras","Chacabuco",262560,198000,423500
"929","Mujer","Industrias Manufactureras","Chacabuco",218800,210000,241000
"930","Mujer","Construcción","Chacabuco",382900,250000,3e+05
"931","Mujer","Comercio","Chacabuco",205400,210000,240000
"932","Mujer","Hoteles y Restaurantes","Chacabuco",206630,150000,240000
"933","Mujer","Transporte, Almacenamiento y Comunicaciones","Chacabuco",199108,210000,342293
"934","Mujer","Intermediación Financiera","Chacabuco",437600,4e+05,250000
"935","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chacabuco",240680,3e+05,375000
"936","Mujer","Administración Pública y Defensa","Chacabuco",199108,420000,270000
"937","Mujer","Enseñanza","Chacabuco",262560,282500,3e+05
"938","Mujer","Servicios Sociales y de Salud","Chacabuco",277846,310000,342239
"939","Mujer","Servicios Comunitarios, Sociales y Personales","Chacabuco",153160,250000,210000
"940","Mujer","Servicio Doméstico","Chacabuco",205125,205000,240500
"941","Mujer","Pesca","Chañaral",164100,NA,250000
"942","Mujer","Explotación de Minas y Canteras","Chañaral",257090,350000,4e+05
"943","Mujer","Industrias Manufactureras","Chañaral",266965,150000,180000
"944","Mujer","Electricidad, Gas y Agua","Chañaral",172852,NA,214000
"945","Mujer","Construcción","Chañaral",601700,313000,725000
"946","Mujer","Comercio","Chañaral",206742,198000,242000
"947","Mujer","Hoteles y Restaurantes","Chañaral",240680,210000,241000
"948","Mujer","Transporte, Almacenamiento y Comunicaciones","Chañaral",426660,253500,3e+05
"949","Mujer","Intermediación Financiera","Chañaral",481360,725000,450000
"950","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chañaral",410250,210000,287500
"951","Mujer","Administración Pública y Defensa","Chañaral",437600,510000,365000
"952","Mujer","Enseñanza","Chañaral",311790,250000,3e+05
"953","Mujer","Servicios Sociales y de Salud","Chañaral",348986,4e+05,350000
"954","Mujer","Servicios Comunitarios, Sociales y Personales","Chañaral",150480,350000,250000
"955","Mujer","Servicio Doméstico","Chañaral",116320,135000,1e+05
"956","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Chiloé",102700,50000,1e+05
"957","Mujer","Pesca","Chiloé",201296,230000,241000
"958","Mujer","Industrias Manufactureras","Chiloé",199108,204960,241000
"959","Mujer","Electricidad, Gas y Agua","Chiloé",165741,250000,3e+05
"960","Mujer","Construcción","Chiloé",224270,180000,350000
"961","Mujer","Comercio","Chiloé",199108,180000,241000
"962","Mujer","Hoteles y Restaurantes","Chiloé",199108,186875,240000
"963","Mujer","Transporte, Almacenamiento y Comunicaciones","Chiloé",262560,210000,240500
"964","Mujer","Intermediación Financiera","Chiloé",410250,3e+05,375000
"965","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Chiloé",199108,217500,350000
"966","Mujer","Administración Pública y Defensa","Chiloé",199108,385000,515000
"967","Mujer","Enseñanza","Chiloé",328200,370000,320000
"968","Mujer","Servicios Sociales y de Salud","Chiloé",328200,3e+05,360000
"969","Mujer","Servicios Comunitarios, Sociales y Personales","Chiloé",355550,250000,247500
"970","Mujer","Servicio Doméstico","Chiloé",98460,120000,150000
"971","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Choapa",199108,2e+05,240000
"972","Mujer","Explotación de Minas y Canteras","Choapa",257090,385000,3e+05
"973","Mujer","Industrias Manufactureras","Choapa",131280,120000,130000
"974","Mujer","Comercio","Choapa",199108,187000,240000
"975","Mujer","Hoteles y Restaurantes","Choapa",199108,2e+05,240000
"976","Mujer","Transporte, Almacenamiento y Comunicaciones","Choapa",199108,282340,259102
"977","Mujer","Intermediación Financiera","Choapa",115964,850000,390000
"978","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Choapa",246150,210000,240000
"979","Mujer","Administración Pública y Defensa","Choapa",278970,573090,3e+05
"980","Mujer","Enseñanza","Choapa",218800,3e+05,380000
"981","Mujer","Servicios Sociales y de Salud","Choapa",273500,275000,390000
"982","Mujer","Servicios Comunitarios, Sociales y Personales","Choapa",207860,50000,74000
"983","Mujer","Servicio Doméstico","Choapa",131280,150000,127500
"984","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Colchagua",196920,2e+05,240000
"985","Mujer","Industrias Manufactureras","Colchagua",194732,210000,250000
"986","Mujer","Construcción","Colchagua",448540,240000,315000
"987","Mujer","Comercio","Colchagua",196920,195000,241000
"988","Mujer","Hoteles y Restaurantes","Colchagua",196920,210000,240000
"989","Mujer","Transporte, Almacenamiento y Comunicaciones","Colchagua",198014,210000,250000
"990","Mujer","Intermediación Financiera","Colchagua",273500,325000,450000
"991","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Colchagua",328200,210000,308000
"992","Mujer","Administración Pública y Defensa","Colchagua",324371,320000,345000
"993","Mujer","Enseñanza","Colchagua",273500,290000,350000
"994","Mujer","Servicios Sociales y de Salud","Colchagua",273500,3e+05,350000
"995","Mujer","Servicios Comunitarios, Sociales y Personales","Colchagua",169570,188000,245000
"996","Mujer","Servicio Doméstico","Colchagua",136750,140000,180000
"997","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Concepción",71890,88000,285000
"998","Mujer","Pesca","Concepción",196920,202500,250000
"999","Mujer","Explotación de Minas y Canteras","Concepción",306320,7e+05,1300000
"1000","Mujer","Industrias Manufactureras","Concepción",199108,2e+05,230000
"1001","Mujer","Electricidad, Gas y Agua","Concepción",161365,270000,6e+05
"1002","Mujer","Construcción","Concepción",328200,297867,315000
"1003","Mujer","Comercio","Concepción",204578,2e+05,230000
"1004","Mujer","Hoteles y Restaurantes","Concepción",211142,198000,225000
"1005","Mujer","Transporte, Almacenamiento y Comunicaciones","Concepción",328200,280000,280000
"1006","Mujer","Intermediación Financiera","Concepción",393840,4e+05,366892
"1007","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Concepción",218800,260000,257000
"1008","Mujer","Administración Pública y Defensa","Concepción",218800,293585,3e+05
"1009","Mujer","Enseñanza","Concepción",295380,310500,350000
"1010","Mujer","Servicios Sociales y de Salud","Concepción",304132,282000,320000
"1011","Mujer","Servicios Comunitarios, Sociales y Personales","Concepción",205400,2e+05,193000
"1012","Mujer","Servicio Doméstico","Concepción",128608,150000,170215
"1013","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Copiapó",199655,230000,350000
"1014","Mujer","Pesca","Copiapó",199655,230000,241000
"1015","Mujer","Explotación de Minas y Canteras","Copiapó",273500,4e+05,5e+05
"1016","Mujer","Industrias Manufactureras","Copiapó",246480,2e+05,260000
"1017","Mujer","Electricidad, Gas y Agua","Copiapó",255942,290000,358000
"1018","Mujer","Construcción","Copiapó",355550,245000,450000
"1019","Mujer","Comercio","Copiapó",218800,240000,250000
"1020","Mujer","Hoteles y Restaurantes","Copiapó",218800,210000,243000
"1021","Mujer","Transporte, Almacenamiento y Comunicaciones","Copiapó",373978,3e+05,4e+05
"1022","Mujer","Intermediación Financiera","Copiapó",382900,5e+05,4e+05
"1023","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Copiapó",273500,320000,320000
"1024","Mujer","Administración Pública y Defensa","Copiapó",382900,466000,580000
"1025","Mujer","Enseñanza","Copiapó",328200,350000,4e+05
"1026","Mujer","Servicios Sociales y de Salud","Copiapó",328200,350000,4e+05
"1027","Mujer","Servicios Comunitarios, Sociales y Personales","Copiapó",218800,280000,3e+05
"1028","Mujer","Servicio Doméstico","Copiapó",164100,180000,2e+05
"1029","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Cordillera",232640,157500,235500
"1030","Mujer","Pesca","Cordillera",76580,NA,NA
"1031","Mujer","Industrias Manufactureras","Cordillera",196920,210000,255000
"1032","Mujer","Electricidad, Gas y Agua","Cordillera",328200,250000,3e+05
"1033","Mujer","Construcción","Cordillera",378507,210000,320000
"1034","Mujer","Comercio","Cordillera",218800,2e+05,250000
"1035","Mujer","Hoteles y Restaurantes","Cordillera",199655,213442,250000
"1036","Mujer","Transporte, Almacenamiento y Comunicaciones","Cordillera",218800,3e+05,396410
"1037","Mujer","Intermediación Financiera","Cordillera",328200,280000,5e+05
"1038","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Cordillera",300850,3e+05,3e+05
"1039","Mujer","Administración Pública y Defensa","Cordillera",547000,310000,530000
"1040","Mujer","Enseñanza","Cordillera",273500,280000,310000
"1041","Mujer","Servicios Sociales y de Salud","Cordillera",295380,3e+05,390433
"1042","Mujer","Servicios Comunitarios, Sociales y Personales","Cordillera",202937,220000,220000
"1043","Mujer","Servicio Doméstico","Cordillera",193630,180000,2e+05
"1044","Mujer","Organizaciones y órganos Extraterritoriales","Cordillera",158630,198000,NA
"1045","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Coyhaique",221883,150000,160000
"1046","Mujer","Pesca","Coyhaique",218253,210000,340000
"1047","Mujer","Industrias Manufactureras","Coyhaique",199108,207500,167864
"1048","Mujer","Electricidad, Gas y Agua","Coyhaique",656400,262500,626500
"1049","Mujer","Construcción","Coyhaique",328200,440000,9e+05
"1050","Mujer","Comercio","Coyhaique",202390,210000,249000
"1051","Mujer","Hoteles y Restaurantes","Coyhaique",214971,202500,250000
"1052","Mujer","Transporte, Almacenamiento y Comunicaciones","Coyhaique",273500,250000,3e+05
"1053","Mujer","Intermediación Financiera","Coyhaique",382900,375000,4e+05
"1054","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Coyhaique",268030,3e+05,277000
"1055","Mujer","Administración Pública y Defensa","Coyhaique",492300,4e+05,6e+05
"1056","Mujer","Enseñanza","Coyhaique",350080,5e+05,4e+05
"1057","Mujer","Servicios Sociales y de Salud","Coyhaique",382900,4e+05,560000
"1058","Mujer","Servicios Comunitarios, Sociales y Personales","Coyhaique",204578,230000,281500
"1059","Mujer","Servicio Doméstico","Coyhaique",148470,150000,170000
"1060","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Curicó",199108,210000,241000
"1061","Mujer","Explotación de Minas y Canteras","Curicó",208954,NA,NA
"1062","Mujer","Industrias Manufactureras","Curicó",201296,210000,240000
"1063","Mujer","Electricidad, Gas y Agua","Curicó",273500,210000,280000
"1064","Mujer","Construcción","Curicó",300850,262500,7e+05
"1065","Mujer","Comercio","Curicó",199108,2e+05,240500
"1066","Mujer","Hoteles y Restaurantes","Curicó",199108,210000,240500
"1067","Mujer","Transporte, Almacenamiento y Comunicaciones","Curicó",339140,210000,260000
"1068","Mujer","Intermediación Financiera","Curicó",324371,450000,440000
"1069","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Curicó",326560,240000,3e+05
"1070","Mujer","Administración Pública y Defensa","Curicó",273500,380000,4e+05
"1071","Mujer","Enseñanza","Curicó",328200,280000,3e+05
"1072","Mujer","Servicios Sociales y de Salud","Curicó",306320,290000,3e+05
"1073","Mujer","Servicios Comunitarios, Sociales y Personales","Curicó",308100,210000,180000
"1074","Mujer","Servicio Doméstico","Curicó",131280,2e+05,181542
"1075","Mujer","Agricultura, Ganadería, Caza y Silvicultura","El Loa",184860,90000,250000
"1076","Mujer","Explotación de Minas y Canteras","El Loa",339140,415000,510000
"1077","Mujer","Industrias Manufactureras","El Loa",224270,1e+05,3e+05
"1078","Mujer","Electricidad, Gas y Agua","El Loa",519650,NA,6e+05
"1079","Mujer","Construcción","El Loa",273500,362500,7e+05
"1080","Mujer","Comercio","El Loa",230834,201500,250000
"1081","Mujer","Hoteles y Restaurantes","El Loa",240680,250000,3e+05
"1082","Mujer","Transporte, Almacenamiento y Comunicaciones","El Loa",317260,3e+05,325000
"1083","Mujer","Intermediación Financiera","El Loa",371960,3e+05,435000
"1084","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","El Loa",282231,368017,350000
"1085","Mujer","Administración Pública y Defensa","El Loa",343344,250000,362500
"1086","Mujer","Enseñanza","El Loa",300850,327500,4e+05
"1087","Mujer","Servicios Sociales y de Salud","El Loa",328200,350000,356678
"1088","Mujer","Servicios Comunitarios, Sociales y Personales","El Loa",273665,250000,405500
"1089","Mujer","Servicio Doméstico","El Loa",164320,2e+05,150000
"1090","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Elqui",169680,203500,240000
"1091","Mujer","Pesca","Elqui",199108,260000,NA
"1092","Mujer","Explotación de Minas y Canteras","Elqui",377430,3e+05,475000
"1093","Mujer","Industrias Manufactureras","Elqui",198014,2e+05,2e+05
"1094","Mujer","Electricidad, Gas y Agua","Elqui",196920,2e+05,352500
"1095","Mujer","Construcción","Elqui",199108,250000,3e+05
"1096","Mujer","Comercio","Elqui",196920,210000,240000
"1097","Mujer","Hoteles y Restaurantes","Elqui",196920,210000,240000
"1098","Mujer","Transporte, Almacenamiento y Comunicaciones","Elqui",198014,3e+05,290000
"1099","Mujer","Intermediación Financiera","Elqui",242351,357500,475000
"1100","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Elqui",240680,250000,350000
"1101","Mujer","Administración Pública y Defensa","Elqui",295380,325000,380000
"1102","Mujer","Enseñanza","Elqui",306320,263500,360000
"1103","Mujer","Servicios Sociales y de Salud","Elqui",245256,3e+05,320000
"1104","Mujer","Servicios Comunitarios, Sociales y Personales","Elqui",246150,250000,241000
"1105","Mujer","Servicio Doméstico","Elqui",163210,150000,180000
"1106","Mujer","Agricultura, Ganadería, Caza y Silvicultura","General Carrera",246480,210000,113168
"1107","Mujer","Industrias Manufactureras","General Carrera",184860,109000,90000
"1108","Mujer","Comercio","General Carrera",206219,220000,180000
"1109","Mujer","Hoteles y Restaurantes","General Carrera",821600,230000,247500
"1110","Mujer","Transporte, Almacenamiento y Comunicaciones","General Carrera",498320,302400,322500
"1111","Mujer","Intermediación Financiera","General Carrera",689220,NA,1950000
"1112","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","General Carrera",227170,NA,245000
"1113","Mujer","Administración Pública y Defensa","General Carrera",437600,530000,6e+05
"1114","Mujer","Enseñanza","General Carrera",426660,350000,350000
"1115","Mujer","Servicios Sociales y de Salud","General Carrera",475890,2e+05,675000
