"","sexo","rama","provincia","2011","2013","2015"
"1483","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Última Esperanza",201296,215000,241000
"1484","Mujer","Administración Pública y Defensa","Última Esperanza",328200,297500,4e+05
"1485","Mujer","Enseñanza","Última Esperanza",273500,225000,550000
"1486","Mujer","Servicios Sociales y de Salud","Última Esperanza",199108,350000,3e+05
"1487","Mujer","Servicios Comunitarios, Sociales y Personales","Última Esperanza",116320,325000,332500
"1488","Mujer","Servicio Doméstico","Última Esperanza",112682,140000,135000
"1489","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Valdivia",177228,180000,2e+05
"1490","Mujer","Pesca","Valdivia",202390,205000,180000
"1491","Mujer","Explotación de Minas y Canteras","Valdivia",175040,20000,NA
"1492","Mujer","Industrias Manufactureras","Valdivia",196920,150000,180000
"1493","Mujer","Electricidad, Gas y Agua","Valdivia",202390,250000,198000
"1494","Mujer","Construcción","Valdivia",366490,3e+05,350000
"1495","Mujer","Comercio","Valdivia",199108,180000,2e+05
"1496","Mujer","Hoteles y Restaurantes","Valdivia",199108,2e+05,2e+05
"1497","Mujer","Transporte, Almacenamiento y Comunicaciones","Valdivia",298662,210000,250000
"1498","Mujer","Intermediación Financiera","Valdivia",328200,385000,4e+05
"1499","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Valdivia",273500,245000,3e+05
"1500","Mujer","Administración Pública y Defensa","Valdivia",328200,320000,343000
"1501","Mujer","Enseñanza","Valdivia",306320,3e+05,3e+05
"1502","Mujer","Servicios Sociales y de Salud","Valdivia",327106,350000,350000
"1503","Mujer","Servicios Comunitarios, Sociales y Personales","Valdivia",228646,2e+05,205000
"1504","Mujer","Servicio Doméstico","Valdivia",133510,140000,130000
"1505","Mujer","Agricultura, Ganadería, Caza y Silvicultura","Valparaíso",196920,2e+05,246478
"1506","Mujer","Pesca","Valparaíso",196920,271500,NA
"1507","Mujer","Explotación de Minas y Canteras","Valparaíso",1094000,623000,1117500
"1508","Mujer","Industrias Manufactureras","Valparaíso",199108,181000,240000
"1509","Mujer","Construcción","Valparaíso",547000,210000,4e+05
"1510","Mujer","Comercio","Valparaíso",199108,180000,212086
"1511","Mujer","Hoteles y Restaurantes","Valparaíso",196920,2e+05,240000
"1512","Mujer","Transporte, Almacenamiento y Comunicaciones","Valparaíso",382900,280000,3e+05
"1513","Mujer","Intermediación Financiera","Valparaíso",656400,550000,6e+05
"1514","Mujer","Actividades Inmobiliarias, Empresariales y de Alquiler","Valparaíso",328200,250000,335000
"1515","Mujer","Administración Pública y Defensa","Valparaíso",355550,4e+05,410000
"1516","Mujer","Enseñanza","Valparaíso",350080,350000,365000
"1517","Mujer","Servicios Sociales y de Salud","Valparaíso",273500,3e+05,350000
"1518","Mujer","Servicios Comunitarios, Sociales y Personales","Valparaíso",218800,210000,247500
"1519","Mujer","Servicio Doméstico","Valparaíso",131280,150000,180000
"1520","Mujer","Organizaciones y órganos Extraterritoriales","Valparaíso",765800,NA,NA
