"","geography_level","geography_name","geography_id","year","mean_income","median_income","gini_income","lb_mean_income","ub_mean_income","lb_median_income","ub_median_income","lb_gini_income","ub_gini_income"
"561","provincia","Valparaíso","p51","2013",257330,155140,0.506,248109,267063,153033,160000,0.49,0.52
"562","provincia","Antofagasta","p21","2015",295390,206000,0.441,282722,308476,201760,211445,0.423,0.459
"563","provincia","Arauco","p82","2015",158974,116309,0.413,155266,163906,113778,118060,0.402,0.425
"564","provincia","Arica","p151","2015",221213,159083,0.423,210983,230158,152768,160678,0.407,0.442
"565","provincia","Aysén","p112","2015",246787,173611,0.406,234277,256955,166524,179344,0.385,0.422
"566","provincia","Bíobío","p83","2015",178876,127655,0.423,175465,182504,125870,129818,0.416,0.432
"567","provincia","Cachapoal","p61","2015",223103,165000,0.404,219533,227814,163960,166870,0.397,0.414
"568","provincia","Capitán Prat","p113","2015",320095,212083,0.453,253948,414309,194960,242042,0.35,0.578
"569","provincia","Cardenal Caro","p62","2015",173658,129610,0.395,164836,180902,123963,133939,0.376,0.412
"570","provincia","Cauquenes","p72","2015",163189,129802,0.356,158202,171751,126879,132050,0.338,0.382
"571","provincia","Cautín","p91","2015",172059,124124,0.419,169188,174644,122543,125012,0.412,0.426
"572","provincia","Chacabuco","p133","2015",209768,166362,0.373,200239,219642,160206,173189,0.35,0.398
"573","provincia","Chañaral","p32","2015",252054,184769,0.42,244562,261030,178125,191333,0.405,0.434
"574","provincia","Chiloé","p102","2015",202911,141500,0.441,197386,207605,139084,144963,0.428,0.451
"575","provincia","Choapa","p42","2015",196422,145000,0.432,187234,208124,135309,150794,0.41,0.452
"576","provincia","Colchagua","p63","2015",205977,148036,0.426,194885,217018,144408,150625,0.397,0.453
"577","provincia","Concepción","p81","2015",210730,144966,0.435,207552,214861,143194,146667,0.429,0.443
"578","provincia","Copiapó","p31","2015",277630,197395,0.425,271835,283718,192525,2e+05,0.418,0.433
"579","provincia","Cordillera","p152","2015",249063,187906,0.397,243288,253903,184286,191327,0.387,0.405
"580","provincia","Coyhaique","p111","2015",312580,212134,0.446,297839,333055,202704,220146,0.429,0.466
"581","provincia","Curicó","p73","2015",182620,143271,0.371,178576,186356,140106,145500,0.36,0.38
"582","provincia","El Loa","p22","2015",329976,238750,0.426,315410,348110,227297,248575,0.409,0.444
"583","provincia","Elqui","p41","2015",232262,160000,0.427,227529,237869,157675,161864,0.419,0.435
"584","provincia","General Carrera","p114","2015",260380,178310,0.439,236427,290249,152580,202029,0.407,0.472
"585","provincia","Huasco","p33","2015",203773,147500,0.404,195283,215708,143479,157230,0.386,0.426
"586","provincia","Iquique","p11","2015",260886,172441,0.462,250992,272588,168599,177337,0.443,0.479
"587","provincia","Limarí","p43","2015",161820,124664,0.391,155014,167162,123206,127468,0.372,0.406
"588","provincia","Linares","p74","2015",180475,136799,0.392,175025,186431,135009,139557,0.378,0.407
"589","provincia","Llanquihue","p101","2015",203133,144244,0.419,196700,208488,141691,145784,0.404,0.43
"590","provincia","Los Andes","p53","2015",229043,172001,0.392,219575,238017,166541,175262,0.375,0.409
"591","provincia","Magallanes","p121","2015",354605,240000,0.443,339245,368945,233825,250000,0.426,0.46
"592","provincia","Maipo","p134","2015",217573,161384,0.398,206675,229625,153845,165691,0.378,0.42
"593","provincia","Malleco","p92","2015",187288,119155,0.487,172517,207123,116930,122663,0.439,0.537
"594","provincia","Marga Marga","p58","2015",253712,175000,0.434,248021,262361,173147,177692,0.421,0.45
"595","provincia","Melipilla","p135","2015",208633,164580,0.353,200501,217009,155057,174229,0.335,0.371
"596","provincia","Ñuble","p84","2015",178515,125855,0.419,173343,184299,124513,128203,0.407,0.433
"597","provincia","Osorno","p103","2015",183397,136964,0.401,177477,190259,134803,139720,0.388,0.419
"598","provincia","Parinacota","p152","2015",174133,121325,0.448,158560,191199,110044,128522,0.409,0.487
"599","provincia","Petorca","p54","2015",168348,138721,0.335,163130,172881,135044,141842,0.321,0.35
"600","provincia","Quillota","p55","2015",197444,149271,0.389,190082,205209,146028,152307,0.371,0.406
"601","provincia","Ranco","p142","2015",186011,132684,0.42,177582,194884,126876,136263,0.399,0.442
"602","provincia","San Antonio","p56","2015",219688,164869,0.381,213406,226058,162354,169111,0.368,0.392
"603","provincia","San Felipe","p57","2015",185313,147421,0.37,180094,190877,143385,150260,0.358,0.384
"604","provincia","Santiago","p131","2015",402323,219321,0.531,396842,407904,217408,220900,0.527,0.536
"605","provincia","Talagante","p136","2015",237178,165536,0.438,221842,255820,157026,169048,0.401,0.47
"606","provincia","Talca","p71","2015",213490,150960,0.43,205081,220858,148160,153263,0.409,0.447
"607","provincia","Tamarugal","p12","2015",203148,160000,0.39,196618,209351,158732,166569,0.374,0.404
"608","provincia","Tierra del Fuego","p123","2015",356278,263438,0.418,333074,376577,240000,288735,0.393,0.441
"609","provincia","Tocopilla","p23","2015",225120,168333,0.404,218119,235075,165927,174941,0.391,0.419
"610","provincia","Última Esperanza","p124","2015",280370,180429,0.474,252198,308894,171000,188110,0.429,0.52
"611","provincia","Valdivia","p141","2015",186079,130590,0.427,181635,190758,128246,132056,0.414,0.438
"612","provincia","Valparaíso","p51","2015",277002,179115,0.468,269040,283594,175419,183943,0.456,0.478
