"","geography_level","geography_name","geography_id","year","sexo","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"551","provincia","Iquique","p11","2000","Mujer",180954,120000,"[161547, 213370]","[117914, 150000]"
"552","provincia","Limarí","p43","2000","Mujer",196502,100000,"[144486, 248041]","[95475, 104224]"
"553","provincia","Linares","p74","2000","Mujer",141641,100000,"[131509, 155371]","[100000, 105000]"
"554","provincia","Llanquihue","p101","2000","Mujer",175860,120000,"[156154, 201747]","[102391, 151124]"
"555","provincia","Los Andes","p53","2000","Mujer",181010,110893,"[133591, 252649]","[100000, 121350]"
"556","provincia","Magallanes","p121","2000","Mujer",322075,240291,"[264813, 408883]","[197782, 330000]"
"557","provincia","Maipo","p134","2000","Mujer",171911,130000,"[156822, 191203]","[120000, 150000]"
"558","provincia","Malleco","p92","2000","Mujer",128579,92970,"[116460, 143154]","[85653, 100000]"
"559","provincia","Marga Marga","p58","2000","Mujer",179117,128971,"[157820, 215764]","[112144, 133836]"
"560","provincia","Melipilla","p135","2000","Mujer",165856,100000,"[142993, 187590]","[100000, 117781]"
"561","provincia","Ñuble","p84","2000","Mujer",149246,127820,"[121359, 207546]","[84895, 160000]"
"562","provincia","Osorno","p103","2000","Mujer",202837,110000,"[153611, 258060]","[100000, 125000]"
"563","provincia","Petorca","p54","2000","Mujer",138679,90000,"[114081, 169985]","[80000, 100000]"
"564","provincia","Quillota","p55","2000","Mujer",184797,115000,"[150828, 227420]","[100137, 120000]"
"565","provincia","Ranco","p142","2000","Mujer",177497,100000,"[135174, 268534]","[89568, 120000]"
"566","provincia","San Antonio","p56","2000","Mujer",174493,120000,"[142021, 207729]","[102385, 132613]"
"567","provincia","San Felipe","p57","2000","Mujer",151961,100877,"[135701, 167231]","[100000, 120000]"
"568","provincia","Santiago","p131","2000","Mujer",260362,160000,"[247546, 275664]","[150000, 170000]"
"569","provincia","Talagante","p136","2000","Mujer",162311,120000,"[145066, 176491]","[109769, 123123]"
"570","provincia","Talca","p71","2000","Mujer",182155,120000,"[156154, 232875]","[100000, 146080]"
"571","provincia","Tamarugal","p12","2000","Mujer",161201,115000,"[138475, 192049]","[100142, 132613]"
"572","provincia","Tierra del Fuego","p123","2000","Mujer",180632,100000,"[137989, 224991]","[93229, 125000]"
"573","provincia","Tocopilla","p23","2000","Mujer",162016,107426,"[127914, 210720]","[100000, 144041]"
"574","provincia","Última Esperanza","p124","2000","Mujer",160011,109780,"[123519, 201244]","[96010, 126914]"
"575","provincia","Valdivia","p141","2000","Mujer",218678,100000,"[183461, 284168]","[96900, 133649]"
"576","provincia","Valparaíso","p51","2000","Mujer",177104,120000,"[158416, 210982]","[104957, 130000]"
"577","provincia","Antofagasta","p21","2003","Hombre",327763,240000,"[299425, 357217]","[200066, 254435]"
"578","provincia","Arauco","p82","2003","Hombre",215557,130000,"[195684, 273176]","[120000, 140000]"
"579","provincia","Arica","p151","2003","Hombre",247802,150000,"[214509, 303073]","[143363, 180000]"
"580","provincia","Aysén","p112","2003","Hombre",242755,160000,"[214906, 293353]","[143221, 192785]"
"581","provincia","Bíobío","p83","2003","Hombre",201169,140000,"[187368, 219055]","[120912, 145575]"
"582","provincia","Cachapoal","p61","2003","Hombre",247944,150000,"[228438, 266044]","[150000, 160359]"
"583","provincia","Cardenal Caro","p62","2003","Hombre",193811,139802,"[155672, 285521]","[120000, 184970]"
"584","provincia","Cauquenes","p72","2003","Hombre",162250,115000,"[142415, 183585]","[100000, 120000]"
"585","provincia","Cautín","p91","2003","Hombre",251659,126402,"[231134, 291862]","[120000, 135000]"
"586","provincia","Chacabuco","p133","2003","Hombre",266780,160000,"[234102, 306422]","[150000, 172304]"
"587","provincia","Chañaral","p32","2003","Hombre",307644,240000,"[282111, 340945]","[217787, 250000]"
"588","provincia","Chiloé","p102","2003","Hombre",246410,158080,"[227315, 268089]","[150000, 168934]"
"589","provincia","Choapa","p42","2003","Hombre",181394,120000,"[168176, 193908]","[118560, 137501]"
"590","provincia","Colchagua","p63","2003","Hombre",192642,120000,"[174585, 214532]","[117173, 120000]"
"591","provincia","Concepción","p81","2003","Hombre",302674,165759,"[277450, 335941]","[158080, 180000]"
"592","provincia","Copiapó","p31","2003","Hombre",236281,164660,"[211490, 274405]","[150000, 180000]"
"593","provincia","Cordillera","p152","2003","Hombre",352501,220000,"[304975, 401916]","[200000, 250000]"
"594","provincia","Coyhaique","p111","2003","Hombre",415064,200000,"[343052, 502027]","[196013, 250000]"
"595","provincia","Curicó","p73","2003","Hombre",205219,120000,"[188719, 231210]","[119339, 129050]"
"596","provincia","El Loa","p22","2003","Hombre",401189,300000,"[338622, 468487]","[278236, 346726]"
"597","provincia","Elqui","p41","2003","Hombre",310349,158080,"[268870, 356665]","[150000, 180000]"
"598","provincia","Huasco","p33","2003","Hombre",267982,160000,"[236242, 305407]","[150000, 180000]"
"599","provincia","Iquique","p11","2003","Hombre",349421,200000,"[295899, 413928]","[198740, 250000]"
"600","provincia","Limarí","p43","2003","Hombre",202433,120343,"[181512, 228315]","[120000, 140000]"
"601","provincia","Linares","p74","2003","Hombre",186113,116402,"[167956, 207267]","[115000, 120000]"
"602","provincia","Llanquihue","p101","2003","Hombre",282292,160000,"[254345, 311565]","[150000, 180000]"
"603","provincia","Los Andes","p53","2003","Hombre",309876,150000,"[251273, 395637]","[132337, 169296]"
"604","provincia","Magallanes","p121","2003","Hombre",361941,235595,"[306018, 445466]","[197600, 280000]"
"605","provincia","Maipo","p134","2003","Hombre",312711,160000,"[277617, 376516]","[158080, 180000]"
"606","provincia","Malleco","p92","2003","Hombre",192268,115000,"[173233, 211747]","[111438, 115000]"
"607","provincia","Marga Marga","p58","2003","Hombre",293637,197600,"[269772, 325578]","[180616, 200000]"
"608","provincia","Melipilla","p135","2003","Hombre",352190,150000,"[267934, 467693]","[137375, 158080]"
"609","provincia","Ñuble","p84","2003","Hombre",209433,118560,"[191468, 230293]","[115200, 120000]"
"610","provincia","Osorno","p103","2003","Hombre",239816,131866,"[215588, 269332]","[120551, 155695]"
"611","provincia","Petorca","p54","2003","Hombre",197401,120000,"[177709, 220241]","[120000, 140000]"
"612","provincia","Quillota","p55","2003","Hombre",229962,160000,"[216928, 251633]","[150000, 180000]"
"613","provincia","Ranco","p142","2003","Hombre",189008,120000,"[167644, 205684]","[118872, 139954]"
"614","provincia","San Antonio","p56","2003","Hombre",245127,170000,"[217272, 273338]","[150000, 193990]"
"615","provincia","San Felipe","p57","2003","Hombre",202182,130000,"[188683, 218761]","[120000, 140000]"
"616","provincia","Santiago","p131","2003","Hombre",517470,220000,"[485503, 570602]","[208849, 230000]"
"617","provincia","Talagante","p136","2003","Hombre",296038,180000,"[273783, 328489]","[160000, 195715]"
"618","provincia","Talca","p71","2003","Hombre",231843,126691,"[212104, 258699]","[120000, 141050]"
"619","provincia","Tamarugal","p12","2003","Hombre",226478,180000,"[205229, 250409]","[177840, 200000]"
"620","provincia","Tierra del Fuego","p123","2003","Hombre",607697,200000,"[340661, 982546]","[180000, 248575]"
"621","provincia","Tocopilla","p23","2003","Hombre",286702,250000,"[261882, 315113]","[226737, 258836]"
"622","provincia","Última Esperanza","p124","2003","Hombre",441977,200000,"[263491, 783286]","[180000, 220000]"
"623","provincia","Valdivia","p141","2003","Hombre",308433,148200,"[263222, 370011]","[130000, 150000]"
"624","provincia","Valparaíso","p51","2003","Hombre",278132,180000,"[247152, 310539]","[170000, 198860]"
"625","provincia","Antofagasta","p21","2003","Mujer",222163,140000,"[186935, 266512]","[120000, 158080]"
"626","provincia","Arauco","p82","2003","Mujer",170274,118560,"[151862, 189089]","[112000, 121559]"
"627","provincia","Arica","p151","2003","Mujer",188971,117317,"[156423, 225840]","[96859, 145509]"
"628","provincia","Aysén","p112","2003","Mujer",194202,130000,"[165080, 248413]","[113523, 153540]"
"629","provincia","Bíobío","p83","2003","Mujer",184062,115000,"[159598, 208810]","[112000, 122625]"
"630","provincia","Cachapoal","p61","2003","Mujer",166834,120000,"[155358, 181919]","[115649, 120000]"
"631","provincia","Cardenal Caro","p62","2003","Mujer",165092,138949,"[134911, 203251]","[124982, 160000]"
"632","provincia","Cauquenes","p72","2003","Mujer",133820,115104,"[113987, 156639]","[99921, 119316]"
"633","provincia","Cautín","p91","2003","Mujer",212641,115648,"[183496, 258684]","[113933, 120000]"
"634","provincia","Chacabuco","p133","2003","Mujer",199873,120000,"[172081, 239905]","[119244, 131003]"
"635","provincia","Chañaral","p32","2003","Mujer",203152,120000,"[162304, 244471]","[114761, 150000]"
"636","provincia","Chiloé","p102","2003","Mujer",188867,120000,"[170058, 205265]","[115000, 125000]"
"637","provincia","Choapa","p42","2003","Mujer",155470,115000,"[137812, 177578]","[100000, 118560]"
"638","provincia","Colchagua","p63","2003","Mujer",160004,113000,"[144081, 174735]","[103840, 115648]"
"639","provincia","Concepción","p81","2003","Mujer",221939,130000,"[194751, 267370]","[120000, 140000]"
"640","provincia","Copiapó","p31","2003","Mujer",170134,118560,"[145547, 194918]","[110544, 121575]"
"641","provincia","Cordillera","p152","2003","Mujer",209516,155559,"[184390, 251986]","[140000, 180000]"
"642","provincia","Coyhaique","p111","2003","Mujer",300386,197600,"[244824, 340868]","[136993, 257662]"
"643","provincia","Curicó","p73","2003","Mujer",149341,105000,"[130257, 175384]","[100000, 114897]"
"644","provincia","El Loa","p22","2003","Mujer",289607,150000,"[210711, 432083]","[120000, 200000]"
"645","provincia","Elqui","p41","2003","Mujer",213779,120000,"[189410, 246553]","[115000, 134920]"
"646","provincia","Huasco","p33","2003","Mujer",170994,115000,"[149624, 191762]","[109190, 140000]"
"647","provincia","Iquique","p11","2003","Mujer",263678,160000,"[208183, 331667]","[142291, 190000]"
"648","provincia","Limarí","p43","2003","Mujer",159828,118560,"[143625, 174421]","[115000, 120000]"
"649","provincia","Linares","p74","2003","Mujer",146156,97866,"[133892, 160670]","[90000, 101552]"
"650","provincia","Llanquihue","p101","2003","Mujer",210639,136369,"[186916, 236522]","[120000, 150000]"
"651","provincia","Los Andes","p53","2003","Mujer",174737,120000,"[149954, 203541]","[115000, 120000]"
"652","provincia","Magallanes","p121","2003","Mujer",235450,159826,"[184904, 278756]","[129731, 195203]"
"653","provincia","Maipo","p134","2003","Mujer",182046,120000,"[158795, 206754]","[120000, 141640]"
"654","provincia","Malleco","p92","2003","Mujer",170750,111651,"[155242, 191182]","[101595, 117050]"
"655","provincia","Marga Marga","p58","2003","Mujer",182700,120000,"[162462, 205359]","[120000, 134784]"
"656","provincia","Melipilla","p135","2003","Mujer",179356,120000,"[162268, 200401]","[117393, 139202]"
"657","provincia","Ñuble","p84","2003","Mujer",150544,110000,"[138220, 164138]","[100000, 115000]"
"658","provincia","Osorno","p103","2003","Mujer",203802,120000,"[168574, 246191]","[104889, 150000]"
"659","provincia","Petorca","p54","2003","Mujer",157763,115917,"[137971, 182427]","[111193, 120000]"
"660","provincia","Quillota","p55","2003","Mujer",176300,120000,"[158068, 198391]","[119244, 129833]"
"661","provincia","Ranco","p142","2003","Mujer",153542,100000,"[129629, 186499]","[83212, 120000]"
"662","provincia","San Antonio","p56","2003","Mujer",151433,110000,"[130998, 176316]","[98800, 118560]"
"663","provincia","San Felipe","p57","2003","Mujer",156211,115000,"[144527, 171589]","[111000, 118560]"
"664","provincia","Santiago","p131","2003","Mujer",290738,178968,"[277877, 303844]","[170000, 180000]"
"665","provincia","Talagante","p136","2003","Mujer",199517,120000,"[179126, 230172]","[120000, 140000]"
"666","provincia","Talca","p71","2003","Mujer",230846,110000,"[164271, 370403]","[96571, 115465]"
"667","provincia","Tamarugal","p12","2003","Mujer",150638,120000,"[132935, 170262]","[106000, 130296]"
"668","provincia","Tierra del Fuego","p123","2003","Mujer",284577,180000,"[214306, 331666]","[150000, 240119]"
"669","provincia","Tocopilla","p23","2003","Mujer",199990,139888,"[162396, 253444]","[118000, 181469]"
"670","provincia","Última Esperanza","p124","2003","Mujer",184204,115079,"[136053, 232566]","[112051, 140000]"
"671","provincia","Valdivia","p141","2003","Mujer",205442,120000,"[178064, 239368]","[115000, 138320]"
"672","provincia","Valparaíso","p51","2003","Mujer",212617,130000,"[193176, 249091]","[120000, 141108]"
"673","provincia","Antofagasta","p21","2006","Hombre",362352,252500,"[326047, 410911]","[226720, 282800]"
"674","provincia","Arauco","p82","2006","Hombre",182087,136350,"[168811, 195009]","[135441, 138320]"
"675","provincia","Arica","p151","2006","Hombre",240288,181800,"[216494, 267202]","[158080, 199910]"
"676","provincia","Aysén","p112","2006","Hombre",343001,258500,"[314420, 380215]","[237120, 296400]"
"677","provincia","Bíobío","p83","2006","Hombre",251484,151500,"[231117, 275819]","[141400, 158080]"
"678","provincia","Cachapoal","p61","2006","Hombre",284788,171700,"[265974, 301779]","[158988, 181800]"
"679","provincia","Cardenal Caro","p62","2006","Hombre",206763,138320,"[190415, 229103]","[136350, 142656]"
"680","provincia","Cauquenes","p72","2006","Hombre",173084,136350,"[154845, 194252]","[131300, 140332]"
"681","provincia","Cautín","p91","2006","Hombre",257876,151500,"[237393, 278126]","[143730, 158080]"
"682","provincia","Chacabuco","p133","2006","Hombre",340007,189565,"[289812, 400327]","[181800, 197600]"
"683","provincia","Chañaral","p32","2006","Hombre",354358,262600,"[315391, 402832]","[241624, 303000]"
"684","provincia","Chiloé","p102","2006","Hombre",255796,161600,"[235569, 285077]","[158080, 179435]"
"685","provincia","Choapa","p42","2006","Hombre",243280,161642,"[219166, 275355]","[158080, 181800]"
"686","provincia","Colchagua","p63","2006","Hombre",217527,138370,"[203076, 231485]","[136350, 141400]"
"687","provincia","Concepción","p81","2006","Hombre",326877,181800,"[295438, 355628]","[181800, 197600]"
"688","provincia","Copiapó","p31","2006","Hombre",379191,252500,"[332860, 429012]","[229551, 291681]"
"689","provincia","Cordillera","p152","2006","Hombre",393341,237120,"[337102, 483886]","[202000, 252500]"
"690","provincia","Coyhaique","p111","2006","Hombre",302938,200006,"[262480, 347160]","[181800, 240232]"
"691","provincia","Curicó","p73","2006","Hombre",284626,144367,"[257742, 323504]","[141004, 151500]"
"692","provincia","El Loa","p22","2006","Hombre",383469,284855,"[331272, 433445]","[237148, 342797]"
"693","provincia","Elqui","p41","2006","Hombre",306342,176346,"[272427, 348121]","[158080, 181800]"
"694","provincia","Huasco","p33","2006","Hombre",288816,181800,"[262925, 317760]","[181800, 197600]"
"695","provincia","Iquique","p11","2006","Hombre",311507,232300,"[287156, 343009]","[202000, 282638]"
"696","provincia","Limarí","p43","2006","Hombre",195341,136922,"[180017, 210733]","[136350, 149101]"
"697","provincia","Linares","p74","2006","Hombre",186402,136350,"[173167, 202231]","[131300, 136350]"
"698","provincia","Llanquihue","p101","2006","Hombre",287628,181800,"[259321, 335350]","[169683, 187307]"
"699","provincia","Los Andes","p53","2006","Hombre",314409,202000,"[279832, 353915]","[191900, 216364]"
"700","provincia","Magallanes","p121","2006","Hombre",378101,268706,"[336805, 444952]","[252500, 303000]"
"701","provincia","Maipo","p134","2006","Hombre",280212,181800,"[252713, 312407]","[176018, 202000]"
"702","provincia","Malleco","p92","2006","Hombre",205651,131300,"[189143, 224765]","[131300, 136350]"
"703","provincia","Marga Marga","p58","2006","Hombre",294848,197600,"[263940, 350481]","[181800, 202000]"
"704","provincia","Melipilla","p135","2006","Hombre",278852,161600,"[238425, 369682]","[151500, 181800]"
"705","provincia","Ñuble","p84","2006","Hombre",224811,136350,"[205859, 247081]","[136350, 138370]"
"706","provincia","Osorno","p103","2006","Hombre",236584,149652,"[215020, 298732]","[138344, 156736]"
"707","provincia","Petorca","p54","2006","Hombre",244489,151500,"[226105, 268997]","[151500, 161600]"
"708","provincia","Quillota","p55","2006","Hombre",247677,161600,"[227507, 266818]","[157277, 181708]"
"709","provincia","Ranco","p142","2006","Hombre",230173,136350,"[198891, 276562]","[133241, 140174]"
"710","provincia","San Antonio","p56","2006","Hombre",269011,181800,"[234236, 303453]","[161600, 181976]"
"711","provincia","San Felipe","p57","2006","Hombre",207681,151500,"[193943, 220493]","[151500, 151500]"
"712","provincia","Santiago","p131","2006","Hombre",476029,242400,"[455964, 498803]","[236180, 252500]"
"713","provincia","Talagante","p136","2006","Hombre",306977,181800,"[269050, 372823]","[181800, 193999]"
"714","provincia","Talca","p71","2006","Hombre",233210,141400,"[211893, 253164]","[136350, 151500]"
"715","provincia","Tamarugal","p12","2006","Hombre",292354,197600,"[244632, 367155]","[181800, 216419]"
"716","provincia","Tierra del Fuego","p123","2006","Hombre",367728,197698,"[285904, 500706]","[181800, 202000]"
"717","provincia","Tocopilla","p23","2006","Hombre",302756,252500,"[271965, 330335]","[216505, 261243]"
"718","provincia","Última Esperanza","p124","2006","Hombre",248287,177840,"[203070, 328955]","[151500, 202000]"
"719","provincia","Valdivia","p141","2006","Hombre",259304,157560,"[237591, 294204]","[151500, 165640]"
"720","provincia","Valparaíso","p51","2006","Hombre",323471,195492,"[295959, 347688]","[181800, 202000]"
"721","provincia","Antofagasta","p21","2006","Mujer",215025,161600,"[190044, 245373]","[151500, 181800]"
"722","provincia","Arauco","p82","2006","Mujer",153242,111100,"[136715, 174443]","[100977, 121200]"
"723","provincia","Arica","p151","2006","Mujer",154078,136350,"[139322, 170143]","[121200, 148018]"
"724","provincia","Aysén","p112","2006","Mujer",218779,158080,"[184647, 264332]","[141400, 188612]"
"725","provincia","Bíobío","p83","2006","Mujer",171195,131300,"[151795, 188959]","[121200, 136350]"
"726","provincia","Cachapoal","p61","2006","Mujer",196813,136350,"[181002, 212825]","[136350, 141400]"
"727","provincia","Cardenal Caro","p62","2006","Mujer",181274,118560,"[153412, 229895]","[109080, 129280]"
"728","provincia","Cauquenes","p72","2006","Mujer",133493,101053,"[111373, 160002]","[93229, 109080]"
"729","provincia","Cautín","p91","2006","Mujer",217633,134162,"[191649, 240191]","[121200, 138575]"
"730","provincia","Chacabuco","p133","2006","Mujer",211965,154814,"[193532, 238437]","[148525, 181800]"
"731","provincia","Chañaral","p32","2006","Mujer",175436,136639,"[155278, 205015]","[121200, 149463]"
"732","provincia","Chiloé","p102","2006","Mujer",191285,136350,"[174904, 212186]","[130530, 137384]"
"733","provincia","Choapa","p42","2006","Mujer",196744,136350,"[172264, 230165]","[128363, 136350]"
"734","provincia","Colchagua","p63","2006","Mujer",173441,129089,"[160338, 190222]","[121200, 135845]"
"735","provincia","Concepción","p81","2006","Mujer",233428,141400,"[214913, 252384]","[136350, 151500]"
"736","provincia","Copiapó","p31","2006","Mujer",234817,141400,"[185044, 316100]","[129579, 154954]"
"737","provincia","Cordillera","p152","2006","Mujer",245935,161600,"[214390, 274977]","[151500, 181800]"
"738","provincia","Coyhaique","p111","2006","Mujer",222559,151500,"[187208, 250540]","[136350, 181303]"
"739","provincia","Curicó","p73","2006","Mujer",233877,138370,"[196149, 302399]","[136350, 151500]"
"740","provincia","El Loa","p22","2006","Mujer",260671,178618,"[210243, 325749]","[153899, 202000]"
"741","provincia","Elqui","p41","2006","Mujer",197778,136350,"[171257, 231792]","[129974, 136350]"
"742","provincia","Huasco","p33","2006","Mujer",223108,136350,"[193558, 258398]","[124339, 158201]"
"743","provincia","Iquique","p11","2006","Mujer",199882,151500,"[180910, 230100]","[139809, 181800]"
"744","provincia","Limarí","p43","2006","Mujer",170903,136350,"[155726, 188072]","[131300, 136350]"
"745","provincia","Linares","p74","2006","Mujer",152745,121200,"[140943, 167825]","[109682, 126250]"
"746","provincia","Llanquihue","p101","2006","Mujer",222927,151500,"[204472, 251075]","[141400, 161600]"
"747","provincia","Los Andes","p53","2006","Mujer",192186,136350,"[165928, 218824]","[130254, 145095]"
"748","provincia","Magallanes","p121","2006","Mujer",294126,161600,"[209642, 389666]","[140259, 177002]"
"749","provincia","Maipo","p134","2006","Mujer",195946,138370,"[173862, 226615]","[136350, 151500]"
"750","provincia","Malleco","p92","2006","Mujer",196287,111100,"[171930, 232072]","[106434, 121200]"
"751","provincia","Marga Marga","p58","2006","Mujer",181192,136350,"[164958, 198957]","[131300, 151500]"
"752","provincia","Melipilla","p135","2006","Mujer",187473,131300,"[162167, 223976]","[127055, 136350]"
"753","provincia","Ñuble","p84","2006","Mujer",169382,121200,"[154182, 187159]","[114515, 131300]"
"754","provincia","Osorno","p103","2006","Mujer",220106,129085,"[161605, 345301]","[111100, 136350]"
"755","provincia","Petorca","p54","2006","Mujer",171114,136350,"[157477, 190900]","[123599, 136350]"
"756","provincia","Quillota","p55","2006","Mujer",179937,136350,"[156139, 204389]","[131300, 136350]"
"757","provincia","Ranco","p142","2006","Mujer",175237,119035,"[152673, 208841]","[104467, 136350]"
"758","provincia","San Antonio","p56","2006","Mujer",188315,121200,"[164674, 237094]","[114798, 131300]"
"759","provincia","San Felipe","p57","2006","Mujer",159141,135340,"[143808, 177261]","[128348, 136350]"
"760","provincia","Santiago","p131","2006","Mujer",316166,191900,"[302460, 330635]","[181800, 197600]"
"761","provincia","Talagante","p136","2006","Mujer",214209,141400,"[187049, 261298]","[136350, 151020]"
"762","provincia","Talca","p71","2006","Mujer",201720,136350,"[186055, 218936]","[136350, 151500]"
"763","provincia","Tamarugal","p12","2006","Mujer",181917,126250,"[155328, 245505]","[121200, 139191]"
"764","provincia","Tierra del Fuego","p123","2006","Mujer",272144,161600,"[213912, 342914]","[148200, 181800]"
"765","provincia","Tocopilla","p23","2006","Mujer",198571,136350,"[172728, 227393]","[135215, 151500]"
"766","provincia","Última Esperanza","p124","2006","Mujer",201998,139830,"[162682, 243552]","[126250, 151500]"
"767","provincia","Valdivia","p141","2006","Mujer",199408,136350,"[170139, 227403]","[118560, 136350]"
"768","provincia","Valparaíso","p51","2006","Mujer",246817,136350,"[204916, 280887]","[131300, 141930]"
"769","provincia","Antofagasta","p21","2009","Hombre",474559,331500,"[427825, 523079]","[309400, 386750]"
"770","provincia","Arauco","p82","2009","Hombre",268185,209687,"[250527, 297087]","[198900, 221000]"
"771","provincia","Arica","p151","2009","Hombre",416601,331500,"[375561, 463928]","[276250, 331500]"
"772","provincia","Aysén","p112","2009","Hombre",371618,276250,"[331926, 423332]","[246480, 308100]"
"773","provincia","Bíobío","p83","2009","Hombre",306106,209950,"[278393, 336050]","[198900, 221000]"
"774","provincia","Cachapoal","p61","2009","Hombre",382714,221000,"[357968, 411484]","[221000, 243100]"
"775","provincia","Cardenal Caro","p62","2009","Hombre",286233,198900,"[259589, 317070]","[189892, 208587]"
"776","provincia","Cauquenes","p72","2009","Hombre",228518,182325,"[212873, 243551]","[176800, 182325]"
"777","provincia","Cautín","p91","2009","Hombre",363041,198900,"[326153, 415981]","[187850, 211617]"
"778","provincia","Chacabuco","p133","2009","Hombre",464450,276250,"[397759, 553247]","[245213, 308941]"
"779","provincia","Chañaral","p32","2009","Hombre",475704,386750,"[437078, 527854]","[331500, 442000]"
"780","provincia","Chiloé","p102","2009","Hombre",297318,205400,"[277326, 324150]","[205400, 221000]"
"781","provincia","Choapa","p42","2009","Hombre",314043,211641,"[283269, 342687]","[201524, 221000]"
"782","provincia","Colchagua","p63","2009","Hombre",288074,182325,"[267665, 313597]","[182325, 187850]"
"783","provincia","Concepción","p81","2009","Hombre",385441,243100,"[359842, 412134]","[221000, 260704]"
"784","provincia","Copiapó","p31","2009","Hombre",392005,331500,"[348997, 449018]","[276250, 367230]"
"785","provincia","Cordillera","p152","2009","Hombre",334838,255506,"[305026, 376633]","[235487, 276250]"
"786","provincia","Coyhaique","p111","2009","Hombre",485722,291744,"[396802, 566149]","[252968, 332097]"
"787","provincia","Curicó","p73","2009","Hombre",364068,188950,"[318336, 416884]","[182325, 209950]"
"788","provincia","El Loa","p22","2009","Hombre",576649,429268,"[525031, 626186]","[386750, 505196]"
"789","provincia","Elqui","p41","2009","Hombre",403273,246480,"[371474, 441647]","[232050, 276250]"
"790","provincia","Huasco","p33","2009","Hombre",363278,276250,"[326779, 394706]","[243100, 309400]"
"791","provincia","Iquique","p11","2009","Hombre",429028,309400,"[392733, 479130]","[292653, 331500]"
"792","provincia","Limarí","p43","2009","Hombre",255562,198900,"[245555, 270919]","[187850, 205400]"
"793","provincia","Linares","p74","2009","Hombre",250395,182325,"[235388, 273737]","[182325, 182325]"
"794","provincia","Llanquihue","p101","2009","Hombre",337210,209950,"[296249, 390074]","[198900, 221000]"
"795","provincia","Los Andes","p53","2009","Hombre",358953,276250,"[324788, 409426]","[250206, 303469]"
"796","provincia","Magallanes","p121","2009","Hombre",529972,322337,"[438349, 729854]","[308511, 380781]"
"797","provincia","Maipo","p134","2009","Hombre",327755,243100,"[307120, 354564]","[226872, 254150]"
"798","provincia","Malleco","p92","2009","Hombre",253578,182325,"[230832, 285085]","[177850, 185130]"
"799","provincia","Marga Marga","p58","2009","Hombre",389256,300608,"[360569, 428832]","[262499, 330142]"
"800","provincia","Melipilla","p135","2009","Hombre",338033,221000,"[306324, 373346]","[203856, 243100]"
"801","provincia","Ñuble","p84","2009","Hombre",271238,187850,"[254082, 289777]","[182325, 198900]"
"802","provincia","Osorno","p103","2009","Hombre",316837,198900,"[275174, 375583]","[195999, 212924]"
"803","provincia","Petorca","p54","2009","Hombre",283587,221000,"[265857, 305698]","[198900, 221000]"
"804","provincia","Quillota","p55","2009","Hombre",325754,221000,"[304027, 365239]","[205401, 243100]"
"805","provincia","Ranco","p142","2009","Hombre",254962,186966,"[230941, 284219]","[182325, 198900]"
"806","provincia","San Antonio","p56","2009","Hombre",321524,225535,"[299893, 351300]","[221000, 255159]"
"807","provincia","San Felipe","p57","2009","Hombre",310972,221000,"[292423, 335093]","[220610, 221000]"
"808","provincia","Santiago","p131","2009","Hombre",710158,331500,"[674282, 758404]","[331500, 337282]"
"809","provincia","Talagante","p136","2009","Hombre",353726,232008,"[328931, 378278]","[221000, 243100]"
"810","provincia","Talca","p71","2009","Hombre",332064,205400,"[305602, 352156]","[198900, 221000]"
"811","provincia","Tamarugal","p12","2009","Hombre",323560,265200,"[295206, 359239]","[232693, 278619]"
"812","provincia","Tierra del Fuego","p123","2009","Hombre",598808,410800,"[478246, 757986]","[331500, 505172]"
"813","provincia","Tocopilla","p23","2009","Hombre",478731,331500,"[427890, 524990]","[330340, 381057]"
"814","provincia","Última Esperanza","p124","2009","Hombre",406028,302150,"[340367, 479052]","[267020, 331500]"
"815","provincia","Valdivia","p141","2009","Hombre",343475,205400,"[303079, 375679]","[198900, 221000]"
"816","provincia","Valparaíso","p51","2009","Hombre",419354,265200,"[382527, 463129]","[243100, 276250]"
"817","provincia","Antofagasta","p21","2009","Mujer",266752,209950,"[238188, 296412]","[198900, 221000]"
"818","provincia","Arauco","p82","2009","Mujer",225760,165750,"[200787, 246867]","[154700, 176596]"
"819","provincia","Arica","p151","2009","Mujer",298879,213067,"[261271, 334188]","[186745, 239626]"
"820","provincia","Aysén","p112","2009","Mujer",329037,209950,"[275905, 399351]","[198900, 221000]"
"821","provincia","Bíobío","p83","2009","Mujer",245515,182325,"[217285, 272805]","[176800, 198900]"
"822","provincia","Cachapoal","p61","2009","Mujer",259826,198900,"[245132, 273774]","[185287, 198900]"
"823","provincia","Cardenal Caro","p62","2009","Mujer",220136,182325,"[197145, 247237]","[179424, 182325]"
"824","provincia","Cauquenes","p72","2009","Mujer",204258,164464,"[182041, 234079]","[143084, 176800]"
"825","provincia","Cautín","p91","2009","Mujer",262887,182325,"[243408, 284518]","[176800, 182325]"
"826","provincia","Chacabuco","p133","2009","Mujer",357047,217301,"[298303, 430049]","[198900, 243409]"
"827","provincia","Chañaral","p32","2009","Mujer",259550,184828,"[209642, 336300]","[176800, 208845]"
"828","provincia","Chiloé","p102","2009","Mujer",241455,182325,"[222397, 264153]","[182325, 182325]"
"829","provincia","Choapa","p42","2009","Mujer",204274,175695,"[175478, 229715]","[146236, 182325]"
