"","sexo","oficio_id","provincia","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"433","Mujer","Comerciantes y Vendedores","Antofagasta",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Mujer","Empleados de Oficina","Antofagasta",24160,NA,NA,113157,120480,NA,170000,190028,243100,306320,3e+05,350000
"435","Mujer","Ff.aa.","Antofagasta",70064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Mujer","Miembros del Poder Ejecutivo","Antofagasta",257400,NA,NA,NA,NA,NA,NA,NA,410800,NA,NA,NA
"437","Mujer","Oficiales, Operarios y Artesanos","Antofagasta",32395,NA,74970,NA,NA,80347,NA,NA,NA,NA,NA,NA
"438","Mujer","Operadores y Montadores","Antofagasta",132880,53650,90780,NA,NA,180000,NA,NA,NA,NA,NA,NA
"439","Mujer","Profesionales y Científicos","Antofagasta",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Mujer","Técnicos y Profesionales Nivel Medio","Antofagasta",40940,150220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Mujer","Trabajadores No Calificados","Antofagasta",59400,38628,NA,61290,79260,NA,92000,130904,182325,205400,201219,250000
"442","Mujer","Agricultores y  y Trabajadores Calificados","Arauco",25972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Mujer","Empleados de Oficina","Arauco",18120,NA,NA,1e+05,120480,NA,120000,121200,182325,196920,2e+05,250000
"444","Mujer","Ff.aa.","Arauco",62212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Mujer","Profesionales y Científicos","Arauco",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Mujer","Técnicos y Profesionales Nivel Medio","Arauco",39600,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Mujer","Agricultores y  y Trabajadores Calificados","Arica",32204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Mujer","Comerciantes y Vendedores","Arica",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Mujer","Empleados de Oficina","Arica",24764,NA,NA,90000,120480,NA,140000,141400,182325,260736,250000,250000
"450","Mujer","Ff.aa.","Arica",90322,NA,166005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Mujer","Miembros del Poder Ejecutivo","Arica",573111,NA,NA,NA,NA,NA,NA,NA,308100,NA,NA,NA
"452","Mujer","Oficiales, Operarios y Artesanos","Arica",28388,NA,62790,NA,NA,18260,NA,NA,NA,NA,NA,NA
"453","Mujer","Profesionales y Científicos","Arica",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Mujer","Técnicos y Profesionales Nivel Medio","Arica",49500,107300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Mujer","Comerciantes y Vendedores","Aysén",59400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Mujer","Empleados de Oficina","Aysén",32012,NA,NA,88000,159636,NA,164296,222200,221000,380165,3e+05,350000
"457","Mujer","Ff.aa.","Aysén",74896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Mujer","Oficiales, Operarios y Artesanos","Aysén",43488,NA,52479,NA,NA,109560,NA,NA,NA,NA,NA,NA
"459","Mujer","Profesionales y Científicos","Aysén",62816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Mujer","Técnicos y Profesionales Nivel Medio","Aysén",99000,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Mujer","Agricultores y  y Trabajadores Calificados","Bíobío",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Mujer","Empleados de Oficina","Bíobío",19932,NA,NA,93608,105377,NA,120000,151500,194719,200532,220000,260000
"463","Mujer","Ff.aa.","Bíobío",48320,NA,NA,NA,NA,190000,NA,NA,NA,NA,NA,NA
"464","Mujer","Miembros del Poder Ejecutivo","Bíobío",108720,NA,NA,NA,NA,NA,NA,NA,205400,NA,NA,NA
"465","Mujer","Oficiales, Operarios y Artesanos","Bíobío",31408,NA,45390,NA,NA,91300,NA,NA,NA,NA,NA,NA
"466","Mujer","Profesionales y Científicos","Bíobío",49528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Mujer","Técnicos y Profesionales Nivel Medio","Bíobío",36240,68672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Mujer","Agricultores y  y Trabajadores Calificados","Cachapoal",34790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Mujer","Comerciantes y Vendedores","Cachapoal",43488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Mujer","Empleados de Oficina","Cachapoal",24160,NA,NA,1e+05,120480,NA,145000,151500,198900,207860,250000,294444
"471","Mujer","Ff.aa.","Cachapoal",57380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Mujer","Oficiales, Operarios y Artesanos","Cachapoal",28992,NA,55692,NA,NA,105000,NA,NA,NA,NA,NA,NA
"473","Mujer","Profesionales y Científicos","Cachapoal",49277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Mujer","Técnicos y Profesionales Nivel Medio","Cachapoal",42280,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Mujer","Agricultores y  y Trabajadores Calificados","Cardenal Caro",9900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Mujer","Empleados de Oficina","Cardenal Caro",22348,NA,NA,80000,100400,NA,142500,136350,187850,300850,210000,252000
"477","Mujer","Ff.aa.","Cardenal Caro",57078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Mujer","Oficiales, Operarios y Artesanos","Cardenal Caro",9900,NA,22695,NA,NA,127820,NA,NA,NA,NA,NA,NA
"479","Mujer","Profesionales y Científicos","Cardenal Caro",50736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Mujer","Técnicos y Profesionales Nivel Medio","Cardenal Caro",39600,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Mujer","Agricultores y  y Trabajadores Calificados","Cauquenes",6460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Mujer","Empleados de Oficina","Cauquenes",22590,NA,NA,77500,119476,NA,115000,136350,198900,199108,210000,250000
"483","Mujer","Ff.aa.","Cauquenes",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Mujer","Oficiales, Operarios y Artesanos","Cauquenes",12080,NA,15130,NA,NA,45650,NA,NA,NA,NA,NA,NA
"485","Mujer","Profesionales y Científicos","Cauquenes",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Mujer","Técnicos y Profesionales Nivel Medio","Cauquenes",34874,53650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Mujer","Agricultores y  y Trabajadores Calificados","Cautín",17574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Mujer","Empleados de Oficina","Cautín",21744,NA,NA,1e+05,105922,NA,120000,140390,182325,218800,220000,250000
"489","Mujer","Ff.aa.","Cautín",60400,NA,160650,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Mujer","Oficiales, Operarios y Artesanos","Cautín",29700,NA,50224,NA,NA,66393,NA,NA,NA,NA,NA,NA
"491","Mujer","Profesionales y Científicos","Cautín",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Mujer","Técnicos y Profesionales Nivel Medio","Cautín",39600,77125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Mujer","Agricultores y  y Trabajadores Calificados","Chacabuco",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Mujer","Comerciantes y Vendedores","Chacabuco",36300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Mujer","Empleados de Oficina","Chacabuco",24160,NA,NA,1e+05,142888,NA,150000,181800,221000,218800,295000,342239
"496","Mujer","Ff.aa.","Chacabuco",43488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Mujer","Oficiales, Operarios y Artesanos","Chacabuco",25972,NA,60520,NA,NA,109560,NA,NA,NA,NA,NA,NA
"498","Mujer","Profesionales y Científicos","Chacabuco",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Mujer","Técnicos y Profesionales Nivel Medio","Chacabuco",59400,83050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Mujer","Agricultores y  y Trabajadores Calificados","Chañaral",24750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Mujer","Empleados de Oficina","Chañaral",24160,NA,NA,115000,110440,NA,117500,144935,201662,260919,265000,3e+05
"502","Mujer","Ff.aa.","Chañaral",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Mujer","Profesionales y Científicos","Chañaral",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Mujer","Técnicos y Profesionales Nivel Medio","Chañaral",35640,105666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Mujer","Agricultores y  y Trabajadores Calificados","Chiloé",29700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Mujer","Empleados de Oficina","Chiloé",29596,NA,NA,1e+05,140560,NA,150000,161600,198900,218800,250000,3e+05
"507","Mujer","Ff.aa.","Chiloé",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Mujer","Oficiales, Operarios y Artesanos","Chiloé",32616,NA,59007,NA,NA,95000,NA,NA,NA,NA,NA,NA
"509","Mujer","Profesionales y Científicos","Chiloé",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Mujer","Técnicos y Profesionales Nivel Medio","Chiloé",31408,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Mujer","Agricultores y  y Trabajadores Calificados","Choapa",29700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Mujer","Empleados de Oficina","Choapa",14496,NA,NA,80000,100400,NA,125000,162356,182325,218800,220000,3e+05
"513","Mujer","Ff.aa.","Choapa",65232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Mujer","Oficiales, Operarios y Artesanos","Choapa",19800,NA,34978,NA,NA,108432,NA,NA,NA,NA,NA,NA
"515","Mujer","Profesionales y Científicos","Choapa",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Mujer","Técnicos y Profesionales Nivel Medio","Choapa",33692,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Mujer","Agricultores y  y Trabajadores Calificados","Colchagua",29700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Mujer","Comerciantes y Vendedores","Colchagua",41072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Mujer","Empleados de Oficina","Colchagua",19081,NA,NA,99500,120480,NA,142500,151500,182325,202390,255000,280000
"520","Mujer","Ff.aa.","Colchagua",55742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Mujer","Oficiales, Operarios y Artesanos","Colchagua",55672,NA,30260,NA,NA,91300,NA,NA,NA,NA,NA,NA
"522","Mujer","Profesionales y Científicos","Colchagua",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Mujer","Técnicos y Profesionales Nivel Medio","Colchagua",33824,75110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Mujer","Agricultores y  y Trabajadores Calificados","Concepción",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Mujer","Comerciantes y Vendedores","Concepción",42884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Mujer","Empleados de Oficina","Concepción",19564,NA,NA,93608,129516,NA,150000,151500,209950,218800,250000,280000
"527","Mujer","Ff.aa.","Concepción",58692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Mujer","Oficiales, Operarios y Artesanos","Concepción",36240,NA,53550,NA,NA,81085,NA,NA,NA,NA,NA,NA
"529","Mujer","Profesionales y Científicos","Concepción",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Mujer","Técnicos y Profesionales Nivel Medio","Concepción",39600,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Mujer","Trabajadores No Calificados","Concepción",33220,28971,NA,50000,63754,NA,80000,80800,138125,161912,160000,194000
"532","Mujer","Agricultores y  y Trabajadores Calificados","Copiapó",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Mujer","Comerciantes y Vendedores","Copiapó",35032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Mujer","Empleados de Oficina","Copiapó",30200,NA,NA,125000,138552,NA,146612,181800,221000,262560,310738,340625
"535","Mujer","Ff.aa.","Copiapó",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Mujer","Miembros del Poder Ejecutivo","Copiapó",229520,NA,NA,NA,NA,NA,NA,NA,552500,NA,NA,NA
"537","Mujer","Oficiales, Operarios y Artesanos","Copiapó",26040,NA,90780,NA,NA,1e+05,NA,NA,NA,NA,NA,NA
"538","Mujer","Profesionales y Científicos","Copiapó",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Mujer","Técnicos y Profesionales Nivel Medio","Copiapó",39600,59015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Mujer","Agricultores y  y Trabajadores Calificados","Cordillera",33824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Mujer","Comerciantes y Vendedores","Cordillera",102740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Mujer","Empleados de Oficina","Cordillera",31408,NA,NA,125000,170680,NA,2e+05,191900,226525,275141,280000,312500
"543","Mujer","Ff.aa.","Cordillera",60400,NA,171360,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Mujer","Miembros del Poder Ejecutivo","Cordillera",120800,NA,NA,NA,NA,NA,NA,NA,410800,NA,NA,NA
"545","Mujer","Oficiales, Operarios y Artesanos","Cordillera",38524,NA,74970,NA,NA,110000,NA,NA,NA,NA,NA,NA
"546","Mujer","Profesionales y Científicos","Cordillera",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Mujer","Técnicos y Profesionales Nivel Medio","Cordillera",45904,68672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Mujer","Trabajadores No Calificados","Cordillera",79200,42920,NA,90000,80320,NA,106018,126250,163504,196920,2e+05,216000
"549","Mujer","Agricultores y  y Trabajadores Calificados","Coyhaique",29700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Mujer","Empleados de Oficina","Coyhaique",24160,NA,NA,120000,120480,NA,257311,181800,198900,270218,290000,380000
"551","Mujer","Ff.aa.","Coyhaique",113552,NA,203490,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Mujer","Miembros del Poder Ejecutivo","Coyhaique",159708,NA,NA,NA,NA,NA,NA,NA,663000,NA,NA,NA
"553","Mujer","Oficiales, Operarios y Artesanos","Coyhaique",48320,NA,60520,NA,NA,45650,NA,NA,NA,NA,NA,NA
"554","Mujer","Profesionales y Científicos","Coyhaique",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Mujer","Técnicos y Profesionales Nivel Medio","Coyhaique",32209,69745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Mujer","Agricultores y  y Trabajadores Calificados","Curicó",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Mujer","Comerciantes y Vendedores","Curicó",36844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Mujer","Empleados de Oficina","Curicó",20168,NA,NA,85000,120480,NA,140000,164890,187850,218800,217634,275000
"559","Mujer","Ff.aa.","Curicó",70668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Mujer","Miembros del Poder Ejecutivo","Curicó",277200,NA,NA,NA,NA,NA,NA,NA,303875,NA,NA,NA
"561","Mujer","Oficiales, Operarios y Artesanos","Curicó",34428,NA,42840,NA,NA,80000,NA,NA,NA,NA,NA,NA
"562","Mujer","Profesionales y Científicos","Curicó",40468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Mujer","Técnicos y Profesionales Nivel Medio","Curicó",37920,63307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Mujer","Trabajadores No Calificados","Curicó",31408,41418,NA,56782,64321,NA,76000,121200,173485,185980,210000,240000
"565","Mujer","Agricultores y  y Trabajadores Calificados","El Loa",19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Mujer","Empleados de Oficina","El Loa",25542,NA,NA,90000,160640,NA,150000,232300,243100,273500,320000,4e+05
"567","Mujer","Ff.aa.","El Loa",47716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Mujer","Miembros del Poder Ejecutivo","El Loa",495000,NA,NA,NA,NA,NA,NA,NA,386750,NA,NA,NA
"569","Mujer","Profesionales y Científicos","El Loa",45904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Mujer","Técnicos y Profesionales Nivel Medio","El Loa",79200,107300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Mujer","Agricultores y  y Trabajadores Calificados","Elqui",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Mujer","Comerciantes y Vendedores","Elqui",104450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Mujer","Empleados de Oficina","Elqui",24160,NA,NA,94254,130520,NA,140000,151500,215475,218800,250000,3e+05
"574","Mujer","Ff.aa.","Elqui",54360,NA,74970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Mujer","Miembros del Poder Ejecutivo","Elqui",594000,NA,NA,NA,NA,NA,NA,NA,276250,NA,NA,NA
"576","Mujer","Oficiales, Operarios y Artesanos","Elqui",30804,NA,30260,NA,NA,109560,NA,NA,NA,NA,NA,NA
"577","Mujer","Profesionales y Científicos","Elqui",44092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Mujer","Técnicos y Profesionales Nivel Medio","Elqui",41580,83158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Mujer","Trabajadores No Calificados","Elqui",31408,32190,NA,60000,76952,NA,90000,101000,165750,164100,2e+05,220000
"580","Mujer","Agricultores y  y Trabajadores Calificados","Huasco",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Mujer","Empleados de Oficina","Huasco",17028,NA,NA,103000,105420,NA,138000,151500,187850,240680,240000,280000
"582","Mujer","Ff.aa.","Huasco",84560,NA,107100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Mujer","Miembros del Poder Ejecutivo","Huasco",241600,NA,NA,NA,NA,NA,NA,NA,393120,NA,NA,NA
"584","Mujer","Oficiales, Operarios y Artesanos","Huasco",118800,NA,47328,NA,NA,91300,NA,NA,NA,NA,NA,NA
"585","Mujer","Profesionales y Científicos","Huasco",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Mujer","Técnicos y Profesionales Nivel Medio","Huasco",32012,53650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Mujer","Agricultores y  y Trabajadores Calificados","Iquique",56880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Mujer","Comerciantes y Vendedores","Iquique",12080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Mujer","Empleados de Oficina","Iquique",36240,NA,NA,170000,150600,NA,170000,151500,221000,280383,3e+05,310000
"590","Mujer","Ff.aa.","Iquique",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Mujer","Miembros del Poder Ejecutivo","Iquique",396000,NA,NA,NA,NA,NA,NA,NA,205400,NA,NA,NA
"592","Mujer","Oficiales, Operarios y Artesanos","Iquique",106304,NA,60520,NA,NA,104650,NA,NA,NA,NA,NA,NA
"593","Mujer","Operadores y Montadores","Iquique",43488,55635,69615,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Mujer","Profesionales y Científicos","Iquique",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Mujer","Técnicos y Profesionales Nivel Medio","Iquique",38656,150220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Mujer","Agricultores y  y Trabajadores Calificados","Limarí",32616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Mujer","Comerciantes y Vendedores","Limarí",41555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Mujer","Empleados de Oficina","Limarí",24160,NA,NA,82500,100902,NA,149000,136350,182325,196920,220000,280000
"599","Mujer","Ff.aa.","Limarí",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Mujer","Oficiales, Operarios y Artesanos","Limarí",38464,NA,38556,NA,NA,75000,NA,NA,NA,NA,NA,NA
"601","Mujer","Profesionales y Científicos","Limarí",37448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Mujer","Técnicos y Profesionales Nivel Medio","Limarí",36240,85840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Mujer","Agricultores y  y Trabajadores Calificados","Linares",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Mujer","Comerciantes y Vendedores","Linares",33824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Mujer","Empleados de Oficina","Linares",16248,NA,NA,90000,122625,NA,120000,139380,182325,218800,240000,250000
"606","Mujer","Ff.aa.","Linares",54360,NA,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA
"607","Mujer","Miembros del Poder Ejecutivo","Linares",72480,NA,NA,NA,NA,NA,NA,NA,221000,NA,NA,NA
"608","Mujer","Oficiales, Operarios y Artesanos","Linares",23556,NA,32130,NA,NA,78346,NA,NA,NA,NA,NA,NA
"609","Mujer","Profesionales y Científicos","Linares",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Mujer","Técnicos y Profesionales Nivel Medio","Linares",34428,77256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Mujer","Agricultores y  y Trabajadores Calificados","Llanquihue",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Mujer","Comerciantes y Vendedores","Llanquihue",24348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Mujer","Empleados de Oficina","Llanquihue",22952,NA,NA,101750,143070,NA,125000,171700,221000,218800,250000,3e+05
"614","Mujer","Ff.aa.","Llanquihue",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Mujer","Oficiales, Operarios y Artesanos","Llanquihue",31408,NA,73236,NA,NA,1e+05,NA,NA,NA,NA,NA,NA
"616","Mujer","Operadores y Montadores","Llanquihue",54360,42920,74970,NA,NA,85000,NA,NA,NA,NA,NA,NA
"617","Mujer","Profesionales y Científicos","Llanquihue",42884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Mujer","Técnicos y Profesionales Nivel Medio","Llanquihue",51084,96570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Mujer","Trabajadores No Calificados","Llanquihue",24160,32190,NA,50000,60240,NA,78000,101000,125179,164100,150000,180000
"620","Mujer","Agricultores y  y Trabajadores Calificados","Los Andes",26040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Mujer","Empleados de Oficina","Los Andes",24160,NA,NA,90000,119470,NA,140164,151500,185088,218800,240000,3e+05
"622","Mujer","Ff.aa.","Los Andes",27542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Mujer","Profesionales y Científicos","Los Andes",86212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Mujer","Agricultores y  y Trabajadores Calificados","Magallanes",89100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Mujer","Empleados de Oficina","Magallanes",25972,NA,NA,1e+05,119978,NA,2e+05,202000,187850,273500,3e+05,350000
"626","Mujer","Ff.aa.","Magallanes",84560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Mujer","Oficiales, Operarios y Artesanos","Magallanes",36240,NA,66938,NA,NA,120000,NA,NA,NA,NA,NA,NA
"628","Mujer","Profesionales y Científicos","Magallanes",50736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Mujer","Técnicos y Profesionales Nivel Medio","Magallanes",39600,150220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Mujer","Agricultores y  y Trabajadores Calificados","Maipo",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Mujer","Comerciantes y Vendedores","Maipo",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Mujer","Empleados de Oficina","Maipo",30200,NA,NA,120000,150600,NA,170000,181800,209950,242868,250000,305000
"633","Mujer","Ff.aa.","Maipo",57380,NA,NA,NA,NA,280000,NA,NA,NA,NA,NA,NA
"634","Mujer","Miembros del Poder Ejecutivo","Maipo",188100,NA,NA,NA,NA,NA,NA,NA,302445,NA,NA,NA
"635","Mujer","Oficiales, Operarios y Artesanos","Maipo",32012,NA,75650,NA,NA,91300,NA,NA,NA,NA,NA,NA
"636","Mujer","Profesionales y Científicos","Maipo",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Mujer","Técnicos y Profesionales Nivel Medio","Maipo",31408,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Mujer","Agricultores y  y Trabajadores Calificados","Malleco",19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Mujer","Empleados de Oficina","Malleco",18120,NA,NA,78438,100400,NA,115000,138370,182325,220988,255000,270000
"640","Mujer","Ff.aa.","Malleco",62816,NA,NA,NA,NA,2e+05,NA,NA,NA,NA,NA,NA
"641","Mujer","Oficiales, Operarios y Artesanos","Malleco",21744,NA,41769,NA,NA,88867,NA,NA,NA,NA,NA,NA
"642","Mujer","Profesionales y Científicos","Malleco",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Mujer","Técnicos y Profesionales Nivel Medio","Malleco",79200,87450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Mujer","Agricultores y  y Trabajadores Calificados","Marga Marga",34136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Mujer","Empleados de Oficina","Marga Marga",24764,NA,NA,120000,120480,NA,145000,161600,221000,218800,250000,271820
"646","Mujer","Ff.aa.","Marga Marga",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Mujer","Oficiales, Operarios y Artesanos","Marga Marga",50354,NA,62118,NA,NA,133040,NA,NA,NA,NA,NA,NA
"648","Mujer","Profesionales y Científicos","Marga Marga",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Mujer","Técnicos y Profesionales Nivel Medio","Marga Marga",54326,64380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Mujer","Agricultores y  y Trabajadores Calificados","Melipilla",34428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
