"","sexo","oficio","provincia","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"403","Hombre","Trabajadores de Artes Mecánicas y Otros","Tocopilla",57007,118237,124132,185226,208048,214684,271555,280286,384859,475472,443933,438719
"404","Hombre","Trabajadores de Servicios y Vendedores","Tocopilla",74775,75110,124104,154411,181765,248063,196654,294550,357492,451498,491929,457857
"405","Hombre","Empleados de Oficina","Última Esperanza",29525,87557,139866,251620,223582,227909,249745,211292,321923,616287,355714,469012
"406","Hombre","Fuerzas Armadas","Última Esperanza",160037,197611,174038,220400,150600,351667,353860,353500,879212,820500,614703,708300
"407","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Última Esperanza",100506,202827,106080,260500,234581,215935,176050,211769,415565,453296,342148,467369
"408","Hombre","Profesionales, Científicos e Intelectuales","Última Esperanza",96144,143067,362383,310414,606350,300664,499400,435743,902968,804627,739000,1119078
"409","Hombre","Técnicos y Profesionales de Nivel Medio","Última Esperanza",72600,123395,206841,247558,461149,283000,308754,194928,521560,703674,1885458,748114
"410","Hombre","Trabajadores Agropecuarios y Pesqueros","Última Esperanza",42846,80496,227426,134798,193141,177390,196219,167234,605930,244726,287244,514245
"411","Hombre","Trabajadores de Artes Mecánicas y Otros","Última Esperanza",38925,89559,125073,153900,191357,175419,215947,244948,361828,405236,298576,390840
"412","Hombre","Trabajadores de Servicios y Vendedores","Última Esperanza",73465,120425,96351,162630,130751,155222,236609,277313,297127,429435,459849,364945
"413","Hombre","Empleados de Oficina","Valdivia",36486,100911,122553,168149,267290,235442,180011,318510,452047,306851,297793,350483
"414","Hombre","Fuerzas Armadas","Valdivia",126898,87986,222232,158187,145580,238125,3e+05,536226,724880,769778,566000,515000
"415","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valdivia",360537,202359,483236,615192,365676,352021,617433,832882,796185,893043,667231,662112
"416","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Valdivia",66742,83585,120149,136254,207078,178307,221559,216983,309227,368031,291090,347498
"417","Hombre","Profesionales, Científicos e Intelectuales","Valdivia",89799,311061,253901,280750,732705,480352,696004,558345,623854,827466,875183,765440
"418","Hombre","Técnicos y Profesionales de Nivel Medio","Valdivia",90271,123185,218342,401448,286977,300833,298504,468279,437565,482941,588971,475090
"419","Hombre","Trabajadores Agropecuarios y Pesqueros","Valdivia",43932,131028,119847,117422,95025,121786,133984,175650,223579,344999,185722,204326
"420","Hombre","Trabajadores de Artes Mecánicas y Otros","Valdivia",50301,77054,103081,118876,140906,153008,201391,197414,280363,317213,247464,295279
"421","Hombre","Trabajadores de Servicios y Vendedores","Valdivia",57273,87551,86626,335150,114185,167742,156452,222048,269177,315434,285465,354232
"422","Hombre","Empleados de Oficina","Valparaíso",48839,103832,145183,194304,217586,247912,243906,223237,349155,344093,326792,432441
"423","Hombre","Fuerzas Armadas","Valparaíso",209595,137151,121380,153811,194466,241093,525562,434300,441749,713288,689582,734245
"424","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valparaíso",759417,890397,429185,748415,673884,526956,679744,1059374,822762,852066,1213085,993398
"425","Hombre","Operadores y Montadores de Instalaciones y Máquinas","Valparaíso",84780,102630,147188,220155,200610,230008,235631,315254,328263,370758,419322,403652
"426","Hombre","Profesionales, Científicos e Intelectuales","Valparaíso",109578,419343,350487,563305,674539,714857,584412,1027421,1364284,1207297,1196547,1207540
"427","Hombre","Técnicos y Profesionales de Nivel Medio","Valparaíso",83073,237636,216373,238096,385786,304383,341925,372684,473901,545704,771376,653032
"428","Hombre","Trabajadores Agropecuarios y Pesqueros","Valparaíso",43480,106425,68175,144132,143185,140369,285391,215180,276693,278795,201904,528640
"429","Hombre","Trabajadores de Artes Mecánicas y Otros","Valparaíso",60917,91659,116875,146353,195131,203967,230887,260067,340180,366382,303101,346710
"430","Hombre","Trabajadores de Servicios y Vendedores","Valparaíso",65627,118603,100759,136058,199320,180017,220157,208695,276762,294344,259379,332654
"431","Hombre","Trabajadores No Calificados","Valparaíso",65538,65913,68974,92326,111602,124074,146024,152051,212905,225184,247652,264035
"432","Mujer","Empleados de Oficina","Antofagasta",42831,104084,116989,134886,137681,170780,187790,220889,252144,337921,328011,479324
"433","Mujer","Fuerzas Armadas","Antofagasta",85085,NA,NA,NA,NA,NA,NA,NA,NA,1203400,480000,NA
"434","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Antofagasta",257400,108933,308223,514775,494451,422178,362653,1271115,909025,996917,536540,653533
"435","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Antofagasta",132880,147340,90780,270000,120480,197692,222137,372070,374605,535275,414211,414091
"436","Mujer","Profesionales, Científicos e Intelectuales","Antofagasta",79674,116248,217669,287525,358165,381288,480361,447209,610481,725056,836478,736290
"437","Mujer","Técnicos y Profesionales de Nivel Medio","Antofagasta",79633,133566,105283,200481,253338,209189,279079,267277,310024,468005,636760,881546
"438","Mujer","Trabajadores Agropecuarios y Pesqueros","Antofagasta",62014,NA,89964,NA,72821,87217,96732,76689,213226,389740,225000,220000
"439","Mujer","Trabajadores de Artes Mecánicas y Otros","Antofagasta",32395,73230,79019,136528,100018,127862,185220,136880,261682,382922,275695,280333
"440","Mujer","Trabajadores de Servicios y Vendedores","Antofagasta",99000,72473,86092,124724,117953,144551,140748,215227,270789,315008,254494,282106
"441","Mujer","Trabajadores No Calificados","Antofagasta",59400,40606,52053,78237,85576,91623,93654,131181,205051,215524,201890,249327
"442","Mujer","Empleados de Oficina","Arauco",40138,63268,84950,103066,136468,127474,146273,132835,209286,214509,241918,263301
"443","Mujer","Fuerzas Armadas","Arauco",65165,71891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Mujer","Profesionales, Científicos e Intelectuales","Arauco",39392,128058,147886,206791,239877,340967,294323,359767,507098,564971,594694,701897
"445","Mujer","Técnicos y Profesionales de Nivel Medio","Arauco",71590,56640,94365,138900,230787,210236,192904,175292,247205,299904,391093,390055
"446","Mujer","Trabajadores Agropecuarios y Pesqueros","Arauco",26017,59257,44327,67098,43584,82772,87220,69822,130382,146901,140533,134217
"447","Mujer","Empleados de Oficina","Arica",41563,87553,154714,99609,139207,126760,132208,169552,207624,292572,275838,348311
"448","Mujer","Fuerzas Armadas","Arica",95163,NA,166005,NA,NA,NA,480000,NA,NA,NA,336667,NA
"449","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Arica",573111,614657,454575,243117,252462,241554,229140,310456,409834,448422,325745,377817
"450","Mujer","Profesionales, Científicos e Intelectuales","Arica",60942,143733,163882,187769,217503,431085,345073,255757,461834,554732,654406,793008
"451","Mujer","Técnicos y Profesionales de Nivel Medio","Arica",69581,153965,144858,145000,130592,226795,315084,193471,264663,388539,370375,458754
"452","Mujer","Trabajadores Agropecuarios y Pesqueros","Arica",35947,77174,129646,152029,124998,99593,118730,91609,328008,382654,186304,174883
"453","Mujer","Trabajadores de Artes Mecánicas y Otros","Arica",31106,70615,187316,63950,108660,22463,85202,104290,185882,282555,150371,262200
"454","Mujer","Trabajadores de Servicios y Vendedores","Arica",74632,85895,113115,107040,110448,109262,135066,140914,217046,262383,210972,232107
"455","Mujer","Empleados de Oficina","Aysén",37298,120176,76041,132203,201067,160337,225104,295342,251567,432389,336556,447038
"456","Mujer","Fuerzas Armadas","Aysén",74755,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,850000
"457","Mujer","Profesionales, Científicos e Intelectuales","Aysén",75940,105439,190833,224987,322016,383091,400101,482022,555552,726499,811498,1047000
"458","Mujer","Técnicos y Profesionales de Nivel Medio","Aysén",98924,64380,104530,126500,289289,217700,310567,291433,412330,512538,443232,290357
"459","Mujer","Trabajadores de Artes Mecánicas y Otros","Aysén",42366,55558,60024,59408,96234,111334,149312,173810,151748,215329,221306,207750
"460","Mujer","Trabajadores de Servicios y Vendedores","Aysén",59400,61446,186980,68689,130382,146142,166061,200855,239663,329585,243435,297357
"461","Mujer","Empleados de Oficina","Bíobío",21548,62702,104964,120542,142384,139648,129252,171190,245891,247302,244663,302329
"462","Mujer","Fuerzas Armadas","Bíobío",53394,NA,NA,NA,NA,190000,NA,NA,NA,508710,NA,160000
"463","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Bíobío",108720,209762,166097,489424,299069,209554,268563,295021,397385,334543,271274,364968
"464","Mujer","Profesionales, Científicos e Intelectuales","Bíobío",73429,109360,151175,264469,296054,293299,336275,377519,476041,525426,548987,694000
"465","Mujer","Técnicos y Profesionales de Nivel Medio","Bíobío",106759,77614,90061,169098,174644,193567,186961,223967,251042,318459,360348,360772
"466","Mujer","Trabajadores Agropecuarios y Pesqueros","Bíobío",30603,85158,60677,76225,977500,72805,113671,120841,272860,208544,154928,201862
"467","Mujer","Trabajadores de Artes Mecánicas y Otros","Bíobío",26576,43027,49686,119104,95131,97581,121763,86499,129911,131243,162100,188801
"468","Mujer","Empleados de Oficina","Cachapoal",32050,82039,129570,123795,150296,140680,155111,200426,223423,254053,290123,334994
"469","Mujer","Fuerzas Armadas","Cachapoal",71919,NA,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA
"470","Mujer","Profesionales, Científicos e Intelectuales","Cachapoal",66349,156685,221446,183896,367524,312551,337952,396351,477300,569648,570446,720377
"471","Mujer","Técnicos y Profesionales de Nivel Medio","Cachapoal",76912,128608,143213,171582,176291,205578,276367,275712,306369,385021,338347,443342
"472","Mujer","Trabajadores Agropecuarios y Pesqueros","Cachapoal",35228,74285,NA,73090,83248,87640,111311,178609,180990,164914,210701,274823
"473","Mujer","Trabajadores de Artes Mecánicas y Otros","Cachapoal",35449,56058,52784,75029,102921,137249,116767,148049,201533,240535,164546,217893
"474","Mujer","Trabajadores de Servicios y Vendedores","Cachapoal",43998,85764,85965,101605,117044,127298,143121,145003,235157,215429,209056,238518
"475","Mujer","Empleados de Oficina","Cardenal Caro",28388,53650,85144,77500,118640,110691,140800,140785,229617,293301,247463,306038
"476","Mujer","Fuerzas Armadas","Cardenal Caro",58180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Mujer","Profesionales, Científicos e Intelectuales","Cardenal Caro",53595,77792,139230,117750,212848,224469,383500,357035,445759,697110,497381,587324
"478","Mujer","Técnicos y Profesionales de Nivel Medio","Cardenal Caro",72050,86555,NA,182750,218872,134737,162528,235344,281750,389464,368692,372875
"479","Mujer","Trabajadores Agropecuarios y Pesqueros","Cardenal Caro",9900,NA,90780,40860,NA,125414,NA,99429,172374,175386,198067,175000
"480","Mujer","Trabajadores de Artes Mecánicas y Otros","Cardenal Caro",9900,NA,22695,19068,113444,129342,103740,97065,259295,160441,130000,156667
"481","Mujer","Empleados de Oficina","Cauquenes",31992,64380,146138,83333,148027,140708,150173,183686,251439,183630,326182,302102
"482","Mujer","Fuerzas Armadas","Cauquenes",57742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Mujer","Profesionales, Científicos e Intelectuales","Cauquenes",59155,111771,118774,226500,179047,337365,367170,425462,450750,506174,516000,650373
"484","Mujer","Técnicos y Profesionales de Nivel Medio","Cauquenes",30438,53650,110452,111000,79818,184124,248596,259633,276388,369225,406000,463619
"485","Mujer","Trabajadores Agropecuarios y Pesqueros","Cauquenes",6460,29355,69754,NA,56206,74577,77870,86564,107449,204184,105625,193583
"486","Mujer","Trabajadores de Artes Mecánicas y Otros","Cauquenes",13915,57166,27063,22628,46641,63687,79596,48906,98346,123659,91000,126667
"487","Mujer","Empleados de Oficina","Cautín",34458,72469,88260,115828,125185,133556,147638,168342,191611,241679,285323,269883
"488","Mujer","Fuerzas Armadas","Cautín",72583,NA,160650,NA,NA,NA,NA,NA,NA,678280,NA,NA
"489","Mujer","Profesionales, Científicos e Intelectuales","Cautín",71784,103049,203386,164640,295841,304567,409255,408435,477972,560611,643059,715322
"490","Mujer","Técnicos y Profesionales de Nivel Medio","Cautín",68524,92317,153478,197359,187838,227576,233348,269239,278754,399501,358038,339083
"491","Mujer","Trabajadores Agropecuarios y Pesqueros","Cautín",23964,54905,24124,117964,75484,93631,73888,122917,174169,209542,114623,173946
"492","Mujer","Trabajadores de Artes Mecánicas y Otros","Cautín",46555,48162,154161,67317,80982,95245,113686,96527,149277,159778,120806,188357
"493","Mujer","Empleados de Oficina","Chacabuco",29565,72875,103718,112221,167559,189938,169026,182646,235595,260044,300692,416271
"494","Mujer","Fuerzas Armadas","Chacabuco",51041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Mujer","Profesionales, Científicos e Intelectuales","Chacabuco",60952,65609,149568,225000,207398,286262,522689,514136,529064,768850,467063,715699
"496","Mujer","Técnicos y Profesionales de Nivel Medio","Chacabuco",82562,118268,99422,133800,303349,203100,364080,296660,353951,306040,339444,363385
"497","Mujer","Trabajadores Agropecuarios y Pesqueros","Chacabuco",46078,54196,55465,110000,108342,135203,141474,140243,180115,144408,190000,NA
"498","Mujer","Trabajadores de Artes Mecánicas y Otros","Chacabuco",34408,55291,60520,89122,82268,120020,122449,174850,188253,167183,94250,148533
"499","Mujer","Trabajadores de Servicios y Vendedores","Chacabuco",41201,50634,76600,101202,120543,132174,154190,179263,253904,228230,229630,249468
"500","Mujer","Empleados de Oficina","Chañaral",25329,95165,120717,124667,133030,160714,148262,175995,247915,333106,301850,344930
"501","Mujer","Fuerzas Armadas","Chañaral",84560,NA,NA,NA,180720,NA,NA,NA,NA,NA,NA,NA
"502","Mujer","Profesionales, Científicos e Intelectuales","Chañaral",86171,142244,113928,218333,220504,315416,337000,403266,555479,658363,778667,798077
"503","Mujer","Técnicos y Profesionales de Nivel Medio","Chañaral",50416,113014,126781,193000,172233,174267,347500,238766,334815,434391,491500,481818
"504","Mujer","Trabajadores Agropecuarios y Pesqueros","Chañaral",24750,NA,NA,NA,140560,97773,82357,19760,NA,185980,NA,162000
"505","Mujer","Empleados de Oficina","Chiloé",33084,83315,86572,111113,153190,152893,181271,190173,236219,271346,274171,342527
"506","Mujer","Fuerzas Armadas","Chiloé",51390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Mujer","Profesionales, Científicos e Intelectuales","Chiloé",47783,141994,163595,169500,322932,327552,442869,395717,580285,696230,638060,777983
"508","Mujer","Técnicos y Profesionales de Nivel Medio","Chiloé",58584,76988,93891,175000,251000,215505,210594,292460,272603,438393,340357,411413
"509","Mujer","Trabajadores Agropecuarios y Pesqueros","Chiloé",66538,100972,45390,120000,92349,90966,100613,110517,143713,196714,139562,161606
"510","Mujer","Trabajadores de Artes Mecánicas y Otros","Chiloé",32012,15656,63546,55645,242353,93874,112758,121293,175450,216083,173051,139858
"511","Mujer","Empleados de Oficina","Choapa",22549,75110,75246,83398,124678,131843,158402,177798,213735,252187,219798,306115
"512","Mujer","Fuerzas Armadas","Choapa",57984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Mujer","Profesionales, Científicos e Intelectuales","Choapa",35111,53650,129451,162402,243905,308952,393385,453826,412954,606328,682184,690943
"514","Mujer","Técnicos y Profesionales de Nivel Medio","Choapa",38077,72964,133867,113509,131206,247200,161069,185992,288819,356047,440322,382275
"515","Mujer","Trabajadores Agropecuarios y Pesqueros","Choapa",33000,NA,92655,53118,50200,73867,101034,102704,253615,200804,115788,143944
"516","Mujer","Trabajadores de Artes Mecánicas y Otros","Choapa",19800,18934,32473,40457,81371,121937,126821,98666,216865,207468,173000,195375
"517","Mujer","Empleados de Oficina","Colchagua",20635,58629,113796,126870,177771,153348,165620,173180,212354,241368,284941,288796
"518","Mujer","Fuerzas Armadas","Colchagua",57344,NA,NA,NA,NA,NA,NA,NA,NA,NA,227000,NA
"519","Mujer","Profesionales, Científicos e Intelectuales","Colchagua",47988,149343,162174,184826,274256,269923,343719,376673,479348,511467,560030,673066
"520","Mujer","Técnicos y Profesionales de Nivel Medio","Colchagua",42717,80475,78317,152410,133461,214228,207533,210288,299579,538027,345871,386460
"521","Mujer","Trabajadores Agropecuarios y Pesqueros","Colchagua",26475,61056,22695,66584,79004,86691,97933,123041,208321,191833,198472,243250
"522","Mujer","Trabajadores de Artes Mecánicas y Otros","Colchagua",49889,49150,41846,74096,121282,90427,124157,147475,197825,198887,133081,159476
"523","Mujer","Trabajadores de Servicios y Vendedores","Colchagua",39864,80131,108054,85912,126195,115249,132072,136558,211358,220880,199493,247999
"524","Mujer","Empleados de Oficina","Concepción",22825,78886,117406,121559,154839,166400,165533,189777,274127,266837,299502,306067
"525","Mujer","Fuerzas Armadas","Concepción",65062,NA,NA,5000,NA,NA,375000,181800,663000,514180,4e+05,NA
"526","Mujer","Profesionales, Científicos e Intelectuales","Concepción",57817,129821,217777,226779,318696,321970,468194,470692,524970,719969,655852,706717
"527","Mujer","Técnicos y Profesionales de Nivel Medio","Concepción",80412,92374,135135,139481,232625,206392,228437,302448,312435,345170,358947,409689
"528","Mujer","Trabajadores Agropecuarios y Pesqueros","Concepción",44291,57565,75650,48494,103328,70526,65939,97466,143838,130661,129645,200667
"529","Mujer","Trabajadores de Artes Mecánicas y Otros","Concepción",53323,65222,129677,104322,92707,93622,115504,123074,165156,166999,170954,166730
"530","Mujer","Trabajadores de Servicios y Vendedores","Concepción",65513,65854,72509,85526,104304,113020,129344,152860,201542,238842,205448,250902
"531","Mujer","Trabajadores No Calificados","Concepción",33220,32897,38439,54265,67985,76409,81505,90888,136779,153650,153666,188560
"532","Mujer","Empleados de Oficina","Copiapó",33560,88690,113760,126644,152812,159779,167672,202600,236398,298094,344835,374804
"533","Mujer","Fuerzas Armadas","Copiapó",92660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Copiapó",229520,127331,140824,518047,274321,770741,257355,306172,540989,511565,569857,429964
"535","Mujer","Profesionales, Científicos e Intelectuales","Copiapó",104780,210120,195746,234708,356286,273690,359786,558842,558126,714322,718736,882597
"536","Mujer","Técnicos y Profesionales de Nivel Medio","Copiapó",57495,64087,126214,147125,603964,178222,278554,220578,301975,417938,513725,550259
"537","Mujer","Trabajadores Agropecuarios y Pesqueros","Copiapó",41825,118112,89412,156000,154020,106342,143108,188850,239216,227847,238000,328350
"538","Mujer","Trabajadores de Artes Mecánicas y Otros","Copiapó",26040,112190,87341,91566,103923,98593,99100,142539,206142,238861,134516,217672
"539","Mujer","Trabajadores de Servicios y Vendedores","Copiapó",36838,62101,82311,75014,137474,127922,141870,147091,225815,276061,267744,297506
"540","Mujer","Empleados de Oficina","Cordillera",34020,93936,112770,147508,250962,200262,235560,206169,255186,321460,315055,359216
"541","Mujer","Fuerzas Armadas","Cordillera",79087,NA,171360,NA,NA,NA,NA,NA,NA,NA,NA,550000
"542","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Cordillera",191280,527603,561162,544800,542004,397221,947676,412340,509166,560580,255211,401882
"543","Mujer","Profesionales, Científicos e Intelectuales","Cordillera",93960,139918,223146,273111,472591,425345,453278,550136,643939,590349,616351,715740
"544","Mujer","Técnicos y Profesionales de Nivel Medio","Cordillera",68060,131391,211610,164050,436716,261662,362818,292948,329690,371213,374079,486551
"545","Mujer","Trabajadores Agropecuarios y Pesqueros","Cordillera",83071,41808,73899,NA,71297,472350,309666,167330,159672,295380,115000,313750
"546","Mujer","Trabajadores de Artes Mecánicas y Otros","Cordillera",94652,57334,88932,139477,287359,155562,159796,165947,241616,173678,236958,169241
"547","Mujer","Trabajadores de Servicios y Vendedores","Cordillera",102740,85957,128593,116994,123710,132952,152687,203139,259516,244209,227934,265319
"548","Mujer","Trabajadores No Calificados","Cordillera",83315,42124,62319,95924,92960,97575,115209,134819,157826,194781,188927,208331
"549","Mujer","Empleados de Oficina","Coyhaique",28107,78997,121968,121811,132292,244114,209385,211037,420834,334677,329734,428477
"550","Mujer","Fuerzas Armadas","Coyhaique",116522,NA,203490,NA,451800,NA,NA,NA,NA,NA,NA,NA
"551","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Coyhaique",159708,212726,223276,443445,401238,331980,414516,460207,705727,770000,588103,654931
"552","Mujer","Profesionales, Científicos e Intelectuales","Coyhaique",84484,128760,181475,315780,285558,713970,536230,500048,898720,1021345,934689,899842
"553","Mujer","Técnicos y Profesionales de Nivel Medio","Coyhaique",70409,79494,184426,184981,280946,259333,372800,184760,566426,508245,468830,515138
"554","Mujer","Trabajadores Agropecuarios y Pesqueros","Coyhaique",27972,NA,164273,136585,273700,65000,199929,245222,477360,279292,158017,181545
"555","Mujer","Trabajadores de Artes Mecánicas y Otros","Coyhaique",50333,54039,50577,99306,56386,83706,187290,145730,151580,186477,191570,196331
"556","Mujer","Empleados de Oficina","Curicó",28274,73832,85892,94032,129949,158575,143971,193577,317758,239500,269434,295424
"557","Mujer","Fuerzas Armadas","Curicó",80416,NA,NA,NA,NA,NA,NA,16160,NA,NA,NA,NA
"558","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Curicó",277200,270163,501942,269891,287259,295764,279612,291877,528292,424841,285237,262692
"559","Mujer","Profesionales, Científicos e Intelectuales","Curicó",61868,98375,163327,198750,272863,329758,397714,401279,681834,700320,600832,632267
"560","Mujer","Técnicos y Profesionales de Nivel Medio","Curicó",80800,70831,95992,132699,162589,242855,194018,222677,329335,390536,387677,420614
"561","Mujer","Trabajadores Agropecuarios y Pesqueros","Curicó",30529,43878,45613,100185,157558,87926,72200,330423,181979,174266,196071,217202
"562","Mujer","Trabajadores de Artes Mecánicas y Otros","Curicó",35153,35878,51490,57658,68057,84303,93282,188861,173300,222205,123679,141515
"563","Mujer","Trabajadores de Servicios y Vendedores","Curicó",40350,56697,63976,76236,116220,127770,112177,164636,261183,241678,202293,236003
"564","Mujer","Trabajadores No Calificados","Curicó",31408,43736,48288,56691,67931,88450,81012,109320,159548,169094,186381,213058
"565","Mujer","Empleados de Oficina","El Loa",27682,92655,116270,132138,152211,180045,167333,256902,298368,309409,351474,378717
"566","Mujer","Fuerzas Armadas","El Loa",62061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","El Loa",495000,172468,93208,151182,328017,321148,622487,574542,697840,775598,353882,868750
"568","Mujer","Profesionales, Científicos e Intelectuales","El Loa",62281,205515,253923,304164,399377,378846,417864,816385,931295,683444,704134,893298
"569","Mujer","Técnicos y Profesionales de Nivel Medio","El Loa",122587,100862,105976,120917,280306,291208,314084,304521,341504,677691,519021,552458
"570","Mujer","Trabajadores Agropecuarios y Pesqueros","El Loa",21906,60231,22695,37618,90733,52600,166333,126427,184977,158158,114000,230000
"571","Mujer","Empleados de Oficina","Elqui",26628,73781,89224,126778,215607,145867,173057,160313,248435,265993,260177,335673
"572","Mujer","Fuerzas Armadas","Elqui",58051,NA,74970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Elqui",613800,223976,221844,577882,428820,337951,365248,369899,350805,726778,374680,429954
"574","Mujer","Profesionales, Científicos e Intelectuales","Elqui",58186,115569,142512,241845,303818,269142,336145,444227,430826,505487,615866,697230
"575","Mujer","Técnicos y Profesionales de Nivel Medio","Elqui",67743,94884,133775,164728,162552,189051,270105,304372,309700,351125,375770,479421
"576","Mujer","Trabajadores Agropecuarios y Pesqueros","Elqui",36477,40462,66368,71256,125663,97324,119557,139140,191444,162139,225967,167778
"577","Mujer","Trabajadores de Artes Mecánicas y Otros","Elqui",29976,45724,44187,35452,134716,178490,122978,167159,228644,194523,173075,157996
"578","Mujer","Trabajadores de Servicios y Vendedores","Elqui",104450,88234,66164,102309,139170,119208,108816,142922,260515,208909,218060,233154
"579","Mujer","Trabajadores No Calificados","Elqui",31408,39651,50683,61748,75980,80944,86388,102420,160958,163566,177488,195609
"580","Mujer","Empleados de Oficina","Huasco",17819,67543,88599,105030,123326,146819,145131,172097,242811,268054,279140,269850
"581","Mujer","Fuerzas Armadas","Huasco",89555,NA,107100,NA,NA,NA,NA,NA,NA,NA,NA,7e+05
"582","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Huasco",241600,111214,140117,207620,208201,167992,239813,317087,393120,552698,238484,340962
"583","Mujer","Profesionales, Científicos e Intelectuales","Huasco",60956,109542,181001,174000,235595,273647,442281,515905,465918,676911,567810,524941
"584","Mujer","Técnicos y Profesionales de Nivel Medio","Huasco",39187,57454,130019,128667,175381,146872,212440,290148,329632,359051,443128,413155
"585","Mujer","Trabajadores Agropecuarios y Pesqueros","Huasco",25215,100378,38741,77162,101176,105533,167217,147568,309586,324454,334250,263667
"586","Mujer","Trabajadores de Artes Mecánicas y Otros","Huasco",118800,50815,56917,NA,84882,86008,113140,127494,197232,217996,145846,178500
"587","Mujer","Empleados de Oficina","Iquique",76321,77377,132143,174870,161403,170439,209408,187620,286193,333359,348412,363916
"588","Mujer","Fuerzas Armadas","Iquique",82398,NA,NA,NA,NA,NA,NA,NA,NA,485736,335000,590000
"589","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Iquique",819250,257372,264235,491935,364348,335254,247752,323727,346840,423341,438750,445236
"590","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Iquique",43488,55635,105145,367740,164683,NA,213246,282800,154700,444886,487500,335833
"591","Mujer","Profesionales, Científicos e Intelectuales","Iquique",93063,197400,175196,372220,253662,246955,480388,371536,531428,724387,843363,857701
"592","Mujer","Técnicos y Profesionales de Nivel Medio","Iquique",90219,163672,158762,219177,400004,282278,215409,176208,313350,450259,541702,484951
"593","Mujer","Trabajadores Agropecuarios y Pesqueros","Iquique",51208,NA,60520,115578,107930,114536,109960,126623,NA,310001,222500,215000
"594","Mujer","Trabajadores de Artes Mecánicas y Otros","Iquique",106304,70070,61776,307192,484525,233905,109921,192801,208266,291161,186259,240525
"595","Mujer","Trabajadores de Servicios y Vendedores","Iquique",12080,98234,121994,149022,178370,132516,141612,157040,266835,264102,278715,284599
"596","Mujer","Empleados de Oficina","Limarí",22928,50237,94597,96911,117346,112918,163463,147272,219379,198865,247148,286946
"597","Mujer","Fuerzas Armadas","Limarí",69339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Mujer","Profesionales, Científicos e Intelectuales","Limarí",63912,121096,162449,336158,214220,260150,337524,371308,497598,500713,550503,641465
"599","Mujer","Técnicos y Profesionales de Nivel Medio","Limarí",40915,104642,68114,123500,239276,201043,142684,238335,261678,270274,362957,366114
"600","Mujer","Trabajadores Agropecuarios y Pesqueros","Limarí",31324,50969,48331,72334,79889,84321,88252,174468,140843,190824,155571,193515
"601","Mujer","Trabajadores de Artes Mecánicas y Otros","Limarí",71148,31190,35214,63064,56895,100144,108541,201113,210350,204291,94739,163230
"602","Mujer","Trabajadores de Servicios y Vendedores","Limarí",41555,87709,55586,75812,92900,106305,103499,143625,185741,180214,185722,200763
"603","Mujer","Empleados de Oficina","Linares",38610,61224,84951,103487,149484,125160,146469,175304,213038,243592,248612,302769
"604","Mujer","Fuerzas Armadas","Linares",55805,NA,NA,NA,NA,153333,NA,NA,309400,218800,NA,598484
"605","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Linares",72480,177670,201143,263743,146691,222791,270609,186515,347533,207614,230294,278047
"606","Mujer","Profesionales, Científicos e Intelectuales","Linares",78416,113756,147009,173136,210899,256716,295003,337908,476562,513368,536663,602463
"607","Mujer","Técnicos y Profesionales de Nivel Medio","Linares",51511,84659,101436,184993,166229,149833,177952,196582,255495,433853,316049,402374
"608","Mujer","Trabajadores Agropecuarios y Pesqueros","Linares",35801,332690,93952,87044,94870,102265,69929,122063,191753,151242,200946,211803
