"","sexo","oficio","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"1509","Mujer","Técnicos y Profesionales de Nivel Medio","La Florida",80856,142065,165088,215292,284479,314756,366804,294876,304591,377797,482184,451978
"1510","Mujer","Trabajadores Agropecuarios y Pesqueros","La Florida",44850,NA,90780,408600,NA,NA,1580800,NA,NA,NA,NA,NA
"1511","Mujer","Trabajadores de Artes Mecánicas y Otros","La Florida",42322,61987,101108,144700,173748,110033,190854,281272,293616,155842,172778,271571
"1512","Mujer","Empleados de Oficina","La Granja",30089,69639,123016,115922,149565,147462,182989,198996,213201,314890,263600,338367
"1513","Mujer","Fuerzas Armadas","La Granja",39784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","Mujer","Profesionales, Científicos e Intelectuales","La Granja",54461,98256,145973,155000,216111,373824,438333,339921,1350700,321167,691667,570909
"1515","Mujer","Técnicos y Profesionales de Nivel Medio","La Granja",40231,89917,183610,133797,202305,178043,242612,194593,295835,510745,337991,416632
"1516","Mujer","Trabajadores Agropecuarios y Pesqueros","La Granja",36643,NA,NA,NA,NA,85000,NA,NA,77350,328200,220000,NA
"1517","Mujer","Trabajadores de Artes Mecánicas y Otros","La Granja",31408,75802,91791,97621,131133,100849,104092,187285,216409,397852,196250,188571
"1518","Mujer","Trabajadores de Servicios y Vendedores","La Granja",38907,54791,81191,124382,124141,132804,146349,199377,230522,194155,230593,275911
"1519","Mujer","Empleados de Oficina","La Ligua",39356,60088,157031,107200,129086,105000,167500,211992,210653,290791,218889,280865
"1520","Mujer","Fuerzas Armadas","La Ligua",47112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","Mujer","Profesionales, Científicos e Intelectuales","La Ligua",45300,123395,127021,240200,233737,326000,301133,519589,370536,714747,455000,620076
"1522","Mujer","Técnicos y Profesionales de Nivel Medio","La Ligua",39466,103723,171360,89315,262534,159450,240830,386008,315478,448540,385000,311584
"1523","Mujer","Trabajadores Agropecuarios y Pesqueros","La Ligua",59520,8155,NA,91573,NA,59714,112082,98583,228879,198561,161556,177870
"1524","Mujer","Trabajadores de Artes Mecánicas y Otros","La Ligua",38656,123495,63420,128467,113220,77689,139171,139580,152240,172224,121667,180481
"1525","Mujer","Empleados de Oficina","La Pintana",30003,51638,94605,125832,153087,127353,160000,169007,219220,204168,239044,264618
"1526","Mujer","Fuerzas Armadas","La Pintana",36844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","Mujer","Profesionales, Científicos e Intelectuales","La Pintana",51103,50431,107100,255472,NA,4e+05,245000,432026,371598,492300,525000,680000
"1528","Mujer","Técnicos y Profesionales de Nivel Medio","La Pintana",44088,47212,110670,123143,214414,136250,179031,173864,187961,406020,319429,274923
"1529","Mujer","Trabajadores Agropecuarios y Pesqueros","La Pintana",28024,84151,NA,70000,NA,1e+05,29640,131300,143780,196920,210000,NA
"1530","Mujer","Trabajadores de Artes Mecánicas y Otros","La Pintana",84560,59750,72824,102712,125603,108721,96060,187523,122889,176210,231886,160200
"1531","Mujer","Empleados de Oficina","La Reina",37235,141577,138778,237431,216998,274764,379078,318979,361573,470840,433029,529300
"1532","Mujer","Fuerzas Armadas","La Reina",124356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Reina",600360,565066,626008,438200,1284148,1726533,1600246,1883059,2310150,2062216,1338055,1010000
"1534","Mujer","Profesionales, Científicos e Intelectuales","La Reina",135901,290800,520095,446149,872688,639695,663460,788285,1027787,1343694,1049401,1213572
"1535","Mujer","Técnicos y Profesionales de Nivel Medio","La Reina",122094,337595,299613,353084,401147,387856,710626,680454,602603,590204,721126,1303571
"1536","Mujer","Trabajadores Agropecuarios y Pesqueros","La Reina",39582,NA,NA,NA,NA,NA,NA,592800,NA,165741,4e+05,180000
"1537","Mujer","Trabajadores de Artes Mecánicas y Otros","La Reina",24160,97160,90780,131944,160277,134515,174791,152303,552500,796372,150000,238614
"1538","Mujer","Trabajadores de Servicios y Vendedores","La Reina",31408,220335,249656,238175,210183,251781,217913,197198,246772,309860,248457,460780
"1539","Mujer","Trabajadores No Calificados","La Reina",217440,51928,110880,110812,125892,137146,156425,159633,204419,188086,215636,342143
"1540","Mujer","Empleados de Oficina","La Serena",25320,81432,89586,111720,156998,158067,173545,189939,267907,296902,238898,348641
"1541","Mujer","Fuerzas Armadas","La Serena",58260,NA,74970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","La Serena",722700,133195,288767,721394,516468,549933,826732,462158,446225,493003,428160,540000
"1543","Mujer","Profesionales, Científicos e Intelectuales","La Serena",68266,120295,155408,254152,378780,284039,439230,519460,521073,580108,625179,773844
"1544","Mujer","Técnicos y Profesionales de Nivel Medio","La Serena",52146,80260,182967,153687,155731,243857,568111,491209,253469,418423,391417,448337
"1545","Mujer","Trabajadores Agropecuarios y Pesqueros","La Serena",44114,36851,34074,62865,NA,22825,356670,162610,186745,173838,93078,181200
"1546","Mujer","Trabajadores de Artes Mecánicas y Otros","La Serena",32978,38333,58412,40860,146155,113491,80362,429286,246273,140630,134997,146994
"1547","Mujer","Trabajadores de Servicios y Vendedores","La Serena",148500,69295,64064,104863,169549,116051,125355,185076,273439,212806,214147,243590
"1548","Mujer","Trabajadores No Calificados","La Serena",31408,38250,51641,63805,76564,90805,87554,95135,157346,174405,157175,198654
"1549","Mujer","Empleados de Oficina","La Unión",24502,67599,96390,130000,119309,204800,176000,168396,183062,266216,285307,357593
"1550","Mujer","Fuerzas Armadas","La Unión",69643,NA,NA,NA,NA,NA,NA,NA,132600,NA,NA,NA
"1551","Mujer","Profesionales, Científicos e Intelectuales","La Unión",78520,152153,170289,209000,491960,356543,259600,355214,377081,645634,550735,515994
"1552","Mujer","Técnicos y Profesionales de Nivel Medio","La Unión",139520,64380,171360,NA,178210,210000,136000,267326,325975,355140,417786,318400
"1553","Mujer","Trabajadores Agropecuarios y Pesqueros","La Unión",57984,489250,NA,NA,351900,107822,90264,120771,205400,120741,120000,138701
"1554","Mujer","Trabajadores de Artes Mecánicas y Otros","La Unión",36240,13699,36164,135860,NA,246510,134340,98800,NA,259004,75000,103333
"1555","Mujer","Empleados de Oficina","Lampa",29310,63307,153153,NA,136051,165862,142257,170379,195999,278970,285231,339364
"1556","Mujer","Fuerzas Armadas","Lampa",46629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","Mujer","Profesionales, Científicos e Intelectuales","Lampa",47716,61068,214200,NA,173090,221667,603760,373700,599274,703908,463888,1034286
"1558","Mujer","Técnicos y Profesionales de Nivel Medio","Lampa",62926,181022,133875,NA,307071,2e+05,146821,258882,256548,229164,6e+05,4e+05
"1559","Mujer","Trabajadores Agropecuarios y Pesqueros","Lampa",71572,54415,66810,NA,89356,92868,139280,136350,NA,136750,160000,NA
"1560","Mujer","Trabajadores de Artes Mecánicas y Otros","Lampa",26065,61302,NA,NA,62008,121193,129715,125057,202540,170654,150000,245000
"1561","Mujer","Trabajadores de Servicios y Vendedores","Lampa",33118,48830,75481,NA,112537,117356,143719,141731,218538,189606,239692,326000
"1562","Mujer","Empleados de Oficina","Las Condes",45969,199859,236543,261954,254736,312480,323302,403456,525664,752130,540189,684996
"1563","Mujer","Fuerzas Armadas","Las Condes",137263,NA,NA,350000,NA,NA,5e+05,NA,NA,714224,NA,1177042
"1564","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Las Condes",399750,741039,2690449,1854662,1458956,1137056,1986877,1521532,1411021,2179858,1857857,1908681
"1565","Mujer","Profesionales, Científicos e Intelectuales","Las Condes",141262,230774,397340,790734,686284,764745,709710,979472,980944,1199373,1216716,1142259
"1566","Mujer","Técnicos y Profesionales de Nivel Medio","Las Condes",158631,244225,251163,493233,422260,503502,748498,849121,1316375,1160185,872991,847299
"1567","Mujer","Trabajadores Agropecuarios y Pesqueros","Las Condes",75127,NA,NA,163440,NA,NA,132000,NA,NA,568200,NA,1199026
"1568","Mujer","Empleados de Oficina","Lebu",13208,80690,59762,108329,120480,91600,180708,138740,203838,238920,236667,244444
"1569","Mujer","Fuerzas Armadas","Lebu",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","Mujer","Profesionales, Científicos e Intelectuales","Lebu",33220,150220,146727,197906,234434,224429,273333,368361,454892,619309,625000,824435
"1571","Mujer","Técnicos y Profesionales de Nivel Medio","Lebu",35504,75109,54086,57000,206761,192857,194500,335006,254150,314848,NA,413516
"1572","Mujer","Trabajadores Agropecuarios y Pesqueros","Lebu",36240,42076,NA,NA,31280,86605,72940,45010,123688,129024,62600,119500
"1573","Mujer","Empleados de Oficina","Linares",17182,65051,67141,106258,128378,123733,140606,190012,171828,216898,232571,284002
"1574","Mujer","Fuerzas Armadas","Linares",55536,NA,NA,NA,NA,115000,NA,NA,309400,218800,NA,NA
"1575","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Linares",72480,232394,194168,297968,267183,316507,448958,196189,NA,193989,250000,384000
"1576","Mujer","Profesionales, Científicos e Intelectuales","Linares",55971,160950,146727,173074,215714,278286,299300,401171,618275,458650,607538,653607
"1577","Mujer","Técnicos y Profesionales de Nivel Medio","Linares",48734,68672,99246,132938,165924,184667,208950,134887,221765,509805,356000,348231
"1578","Mujer","Trabajadores Agropecuarios y Pesqueros","Linares",26164,NA,226950,65500,206865,100500,48000,87391,NA,154011,187006,183530
"1579","Mujer","Trabajadores de Servicios y Vendedores","Linares",34911,62062,47229,83222,144674,157367,121135,130454,231626,195887,194065,248636
"1580","Mujer","Empleados de Oficina","Llanquihue",105040,51432,154224,NA,NA,NA,167984,174326,181851,180510,161000,296856
"1581","Mujer","Fuerzas Armadas","Llanquihue",77916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","Mujer","Profesionales, Científicos e Intelectuales","Llanquihue",43891,97135,141372,NA,NA,NA,355500,496343,568891,1203400,586000,1063715
"1583","Mujer","Técnicos y Profesionales de Nivel Medio","Llanquihue",118800,NA,118881,NA,NA,NA,339136,295031,338836,447903,390887,385636
"1584","Mujer","Trabajadores de Artes Mecánicas y Otros","Llanquihue",38052,NA,NA,NA,NA,NA,96512,118587,75010,177311,153000,220250
"1585","Mujer","Empleados de Oficina","Lo Prado",35756,85456,111489,141405,163124,165775,185184,227726,287476,245734,292458,353801
"1586","Mujer","Fuerzas Armadas","Lo Prado",78840,NA,NA,NA,NA,NA,NA,286817,NA,NA,NA,NA
"1587","Mujer","Profesionales, Científicos e Intelectuales","Lo Prado",50901,233910,235620,218571,280171,303153,276667,524776,675724,437600,520909,397024
"1588","Mujer","Técnicos y Profesionales de Nivel Medio","Lo Prado",65151,199399,149356,235746,165561,174800,199946,210638,382697,479267,314444,386778
"1589","Mujer","Trabajadores Agropecuarios y Pesqueros","Lo Prado",39369,NA,NA,35000,NA,NA,92000,NA,NA,NA,NA,NA
"1590","Mujer","Trabajadores de Artes Mecánicas y Otros","Lo Prado",38173,62426,108732,137748,137454,169698,105711,227171,201227,258983,137500,127500
"1591","Mujer","Empleados de Oficina","Longaví",100322,70818,84020,90000,NA,NA,110342,169680,215475,114870,236667,283291
"1592","Mujer","Fuerzas Armadas","Longaví",61887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","Mujer","Profesionales, Científicos e Intelectuales","Longaví",39381,122858,119095,NA,NA,155000,284250,353500,302033,902550,8e+05,522769
"1594","Mujer","Técnicos y Profesionales de Nivel Medio","Longaví",50069,87628,101745,163440,119476,145000,150500,252500,268515,340508,242833,578714
"1595","Mujer","Trabajadores Agropecuarios y Pesqueros","Longaví",36844,NA,56763,81720,NA,85100,77802,99577,180619,164720,144935,50000
"1596","Mujer","Empleados de Oficina","Los Álamos",10067,NA,92284,NA,NA,146062,101500,123557,160501,192270,191800,218000
"1597","Mujer","Fuerzas Armadas","Los Álamos",88184,71891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598","Mujer","Profesionales, Científicos e Intelectuales","Los Álamos",32777,98001,137088,NA,NA,255066,313929,396526,479669,342787,525714,586667
"1599","Mujer","Técnicos y Profesionales de Nivel Medio","Los Álamos",32733,37555,85680,NA,NA,556500,181875,181800,206058,328200,262000,234000
"1600","Mujer","Empleados de Oficina","Los Andes",20778,103120,100479,115168,120782,178000,148090,218311,264195,288573,327000,359276
"1601","Mujer","Fuerzas Armadas","Los Andes",27542,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA
"1602","Mujer","Profesionales, Científicos e Intelectuales","Los Andes",86212,102539,185477,163996,225316,329135,357004,455851,441128,892012,544130,631876
"1603","Mujer","Trabajadores Agropecuarios y Pesqueros","Los Andes",26040,61516,NA,NA,NA,115000,NA,178433,386750,199108,NA,280000
"1604","Mujer","Empleados de Oficina","Los Ángeles",23130,78296,106922,118361,119932,156250,132731,178593,371655,290846,254351,297713
"1605","Mujer","Fuerzas Armadas","Los Ángeles",51239,NA,NA,NA,NA,NA,NA,NA,NA,508710,NA,NA
"1606","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Los Ángeles",108720,227501,310165,352150,500802,279987,493492,367705,252280,329572,470000,309091
"1607","Mujer","Profesionales, Científicos e Intelectuales","Los Ángeles",84450,177940,174053,418444,341576,419133,349050,439788,615239,527007,552170,678480
"1608","Mujer","Técnicos y Profesionales de Nivel Medio","Los Ángeles",115656,53650,NA,163654,190648,243168,282756,311071,254977,319823,394192,400156
"1609","Mujer","Trabajadores Agropecuarios y Pesqueros","Los Ángeles",31677,43993,NA,128000,977500,NA,124120,158080,579800,231956,152500,219443
"1610","Mujer","Trabajadores de Artes Mecánicas y Otros","Los Ángeles",26576,42402,66158,152428,125053,85000,153200,126339,10270,161062,181000,209367
"1611","Mujer","Empleados de Oficina","Los Vilos",13691,85840,77062,NA,153784,121889,120455,154606,210424,165331,238823,251476
"1612","Mujer","Fuerzas Armadas","Los Vilos",65232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","Mujer","Profesionales, Científicos e Intelectuales","Los Vilos",37868,NA,133072,NA,296180,414000,386667,708625,414719,87520,706000,559373
"1614","Mujer","Técnicos y Profesionales de Nivel Medio","Los Vilos",40270,53650,130662,NA,180017,303000,150000,184109,288003,426660,267500,334286
"1615","Mujer","Trabajadores Agropecuarios y Pesqueros","Los Vilos",33000,NA,102770,NA,NA,54780,107806,237120,107835,205400,75082,2e+05
"1616","Mujer","Trabajadores de Artes Mecánicas y Otros","Los Vilos",19800,NA,38292,NA,110783,182600,179482,66893,238778,164100,190667,255000
"1617","Mujer","Empleados de Oficina","Lota",32009,70518,104958,102222,102408,130836,95000,159243,254764,234845,264111,279821
"1618","Mujer","Fuerzas Armadas","Lota",89188,NA,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA
"1619","Mujer","Profesionales, Científicos e Intelectuales","Lota",46140,73929,89964,165333,172401,228818,260000,399253,616958,437600,832681,615333
"1620","Mujer","Técnicos y Profesionales de Nivel Medio","Lota",34478,66884,83002,158333,256020,NA,144750,159782,209838,274229,279578,367436
"1621","Mujer","Trabajadores Agropecuarios y Pesqueros","Lota",31074,23177,NA,NA,27108,87333,72320,106050,198900,160453,152000,260333
"1622","Mujer","Empleados de Oficina","Machalí",36197,53650,240975,1e+05,141868,144496,164806,139302,281775,396271,344000,362911
"1623","Mujer","Fuerzas Armadas","Machalí",87978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","Mujer","Profesionales, Científicos e Intelectuales","Machalí",69460,NA,310503,198000,576057,357143,410400,469650,498401,561085,746969,832317
"1625","Mujer","Técnicos y Profesionales de Nivel Medio","Machalí",53152,128760,91375,181250,115484,222000,316412,160186,279588,603048,348858,519101
"1626","Mujer","Trabajadores Agropecuarios y Pesqueros","Machalí",25021,NA,NA,NA,NA,107000,3e+05,NA,11050,81186,230000,216667
"1627","Mujer","Trabajadores de Servicios y Vendedores","Machalí",34611,32382,109310,85941,102682,125522,205330,142917,283972,312805,201000,234476
"1628","Mujer","Empleados de Oficina","Macul",30537,99188,162473,196411,213057,185400,203305,264068,278400,300324,333850,407261
"1629","Mujer","Fuerzas Armadas","Macul",80234,NA,NA,NA,NA,NA,NA,171515,442000,NA,NA,NA
"1630","Mujer","Profesionales, Científicos e Intelectuales","Macul",83757,132144,194779,292946,323771,437438,493790,292357,529500,583972,713994,725101
"1631","Mujer","Técnicos y Profesionales de Nivel Medio","Macul",69521,194843,188138,245505,267119,281720,313665,257207,368879,338606,426818,562273
"1632","Mujer","Trabajadores Agropecuarios y Pesqueros","Macul",68313,NA,NA,170000,NA,NA,NA,NA,172933,NA,20000,NA
"1633","Mujer","Trabajadores de Artes Mecánicas y Otros","Macul",89100,46578,301724,94147,378497,170155,175190,147991,543413,634490,174700,255681
"1634","Mujer","Trabajadores de Servicios y Vendedores","Macul",41676,92281,124493,171833,165281,172390,241681,196390,263921,247373,247733,263321
"1635","Mujer","Trabajadores No Calificados","Macul",48320,53839,55896,76346,97039,112564,109198,125805,150442,179155,188781,235250
"1636","Mujer","Empleados de Oficina","Maipú",31909,84597,162855,150243,200577,197293,236331,232932,308674,331117,316299,389852
"1637","Mujer","Fuerzas Armadas","Maipú",82665,NA,NA,NA,NA,NA,NA,479750,NA,NA,NA,NA
"1638","Mujer","Profesionales, Científicos e Intelectuales","Maipú",98814,120483,235633,209706,356876,328698,325398,504077,636359,660361,649681,695975
"1639","Mujer","Técnicos y Profesionales de Nivel Medio","Maipú",47837,85629,175001,182618,336974,295878,215768,338620,361819,403721,443189,432744
"1640","Mujer","Trabajadores Agropecuarios y Pesqueros","Maipú",68839,NA,NA,NA,NA,NA,NA,50500,NA,NA,395000,NA
"1641","Mujer","Trabajadores de Servicios y Vendedores","Maipú",45272,73351,142715,149897,136226,173733,137219,173769,299000,237534,274495,313470
"1642","Mujer","Empleados de Oficina","María Pinto",27476,96570,90142,NA,206221,175000,145429,147544,230910,NA,333571,412309
"1643","Mujer","Fuerzas Armadas","María Pinto",26812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","María Pinto",48320,NA,214200,102150,314920,245739,151164,816750,522692,NA,550000,4e+05
"1645","Mujer","Profesionales, Científicos e Intelectuales","María Pinto",54360,51862,139230,NA,391560,248750,236667,226677,255992,656400,625000,666667
"1646","Mujer","Técnicos y Profesionales de Nivel Medio","María Pinto",9900,NA,79790,52000,193228,173759,247128,303000,358290,NA,8e+05,375667
"1647","Mujer","Trabajadores Agropecuarios y Pesqueros","María Pinto",32082,NA,60520,40860,76611,104420,90698,154025,189182,191450,NA,347500
"1648","Mujer","Trabajadores de Artes Mecánicas y Otros","María Pinto",23760,NA,69615,NA,46184,82500,105168,89908,217654,129402,NA,155000
"1649","Mujer","Empleados de Oficina","Mariquina",17919,79760,74970,NA,NA,NA,169440,137718,351875,256355,242874,280333
"1650","Mujer","Fuerzas Armadas","Mariquina",39431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","Mujer","Profesionales, Científicos e Intelectuales","Mariquina",34030,78544,291848,NA,NA,NA,363833,340033,451277,535724,447000,770833
"1652","Mujer","Técnicos y Profesionales de Nivel Medio","Mariquina",67716,55319,NA,NA,NA,NA,152500,133320,217132,348771,491610,284125
"1653","Mujer","Trabajadores Agropecuarios y Pesqueros","Mariquina",40044,215270,NA,NA,NA,NA,244036,111625,109200,116393,64333,221833
"1654","Mujer","Trabajadores de Artes Mecánicas y Otros","Mariquina",32616,24092,62320,NA,NA,NA,110235,72795,187850,161023,71333,15000
"1655","Mujer","Empleados de Oficina","Maullín",20083,107300,NA,75667,NA,80000,107500,134835,206082,164553,330146,352706
"1656","Mujer","Trabajadores Agropecuarios y Pesqueros","Maullín",21352,46968,39338,224730,NA,40820,48083,107704,88137,126663,117500,150000
"1657","Mujer","Trabajadores de Artes Mecánicas y Otros","Maullín",10268,NA,NA,20430,351900,67294,NA,76174,184556,128429,106667,2e+05
"1658","Mujer","Empleados de Oficina","Mejillones",47162,132402,97172,108250,120971,135000,180313,193920,289520,258913,360000,1035000
"1659","Mujer","Fuerzas Armadas","Mejillones",41072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","Mujer","Profesionales, Científicos e Intelectuales","Mejillones",54763,80475,168861,290000,297519,239044,587333,444400,NA,266207,524000,536667
"1661","Mujer","Técnicos y Profesionales de Nivel Medio","Mejillones",237600,NA,58905,NA,205619,203900,3e+05,156000,273033,547000,293333,4e+05
"1662","Mujer","Trabajadores Agropecuarios y Pesqueros","Mejillones",72770,NA,89964,NA,69728,52000,86667,103525,182325,NA,NA,NA
"1663","Mujer","Trabajadores de Artes Mecánicas y Otros","Mejillones",9350,180436,76837,612900,107210,110116,223320,111400,226752,616200,NA,3e+05
"1664","Mujer","Empleados de Oficina","Melipilla",25485,69530,96390,144370,138217,185636,176616,240885,212040,232151,339937,299166
"1665","Mujer","Fuerzas Armadas","Melipilla",128215,NA,192780,NA,200800,NA,NA,NA,NA,NA,NA,NA
"1666","Mujer","Profesionales, Científicos e Intelectuales","Melipilla",54058,87986,133637,276250,215214,400609,359534,695038,632802,465421,557077,590769
"1667","Mujer","Técnicos y Profesionales de Nivel Medio","Melipilla",53324,50431,133875,142226,165660,156227,205000,322872,483783,271449,336884,439288
"1668","Mujer","Trabajadores Agropecuarios y Pesqueros","Melipilla",39225,NA,58905,NA,162917,194200,114667,114942,NA,244920,171667,354000
"1669","Mujer","Empleados de Oficina","Molina",24160,NA,95311,82500,150026,157250,117918,182473,241995,217862,182429,268500
"1670","Mujer","Fuerzas Armadas","Molina",120800,NA,NA,NA,NA,NA,NA,16160,NA,NA,NA,NA
"1671","Mujer","Técnicos y Profesionales de Nivel Medio","Molina",59400,NA,125154,119076,140476,NA,222500,178528,587632,129940,525000,494200
"1672","Mujer","Trabajadores Agropecuarios y Pesqueros","Molina",27166,43054,42268,108167,NA,91053,75914,164700,128338,173370,213462,3e+05
"1673","Mujer","Empleados de Oficina","Mostazal",38886,54110,NA,286667,132183,142551,127818,181169,231386,193159,214000,294636
"1674","Mujer","Fuerzas Armadas","Mostazal",75299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","Mujer","Profesionales, Científicos e Intelectuales","Mostazal",67044,59015,NA,216667,225900,246000,225000,373700,522886,735051,450000,820000
"1676","Mujer","Técnicos y Profesionales de Nivel Medio","Mostazal",35749,92272,NA,230000,NA,116142,171267,369582,242092,285731,323400,226523
"1677","Mujer","Trabajadores Agropecuarios y Pesqueros","Mostazal",31637,NA,NA,55808,69485,85592,114352,136350,NA,127998,173561,360000
"1678","Mujer","Empleados de Oficina","Mulchén",13633,44673,152618,181438,132193,113994,127650,124679,206125,NA,232166,238600
"1679","Mujer","Fuerzas Armadas","Mulchén",62011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","Mujer","Profesionales, Científicos e Intelectuales","Mulchén",33019,150427,128520,240766,202557,283608,333178,640197,442618,1641000,529289,598333
"1681","Mujer","Técnicos y Profesionales de Nivel Medio","Mulchén",78286,46139,92106,136016,158652,135714,197900,273350,270544,218142,605000,268000
"1682","Mujer","Trabajadores Agropecuarios y Pesqueros","Mulchén",24160,NA,107780,NA,NA,60000,66447,105580,NA,NA,210000,230000
"1683","Mujer","Empleados de Oficina","Natales",38629,53650,93095,125778,139036,126725,130346,245818,234334,756383,330899,349141
"1684","Mujer","Fuerzas Armadas","Natales",67577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","Mujer","Profesionales, Científicos e Intelectuales","Natales",34361,319735,174787,223333,363237,287125,477938,526380,733720,1296190,660000,900521
"1686","Mujer","Técnicos y Profesionales de Nivel Medio","Natales",118990,85840,173065,218333,242478,3e+05,315111,359547,422994,509364,462143,522211
"1687","Mujer","Trabajadores Agropecuarios y Pesqueros","Natales",23600,73825,75197,61777,106177,101694,163404,97702,193412,141810,NA,323222
"1688","Mujer","Trabajadores de Artes Mecánicas y Otros","Natales",18720,9785,55887,169569,30302,70447,101667,94850,133510,173297,176667,306667
"1689","Mujer","Empleados de Oficina","Nogales",31126,48285,88114,91250,160339,103570,112500,185840,245862,199364,253333,376328
"1690","Mujer","Fuerzas Armadas","Nogales",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","Mujer","Profesionales, Científicos e Intelectuales","Nogales",28992,42920,119952,1e+05,126504,426667,263333,303000,330126,496676,1400000,250000
"1692","Mujer","Técnicos y Profesionales de Nivel Medio","Nogales",35504,NA,78071,NA,188752,150000,146906,161926,378377,338800,NA,347889
"1693","Mujer","Trabajadores Agropecuarios y Pesqueros","Nogales",25066,NA,55692,57333,80320,105610,128813,117355,508062,450803,235000,218000
"1694","Mujer","Empleados de Oficina","Ñuñoa",67863,122265,131231,210424,269277,265091,308877,352962,376683,375078,583390,457062
"1695","Mujer","Fuerzas Armadas","Ñuñoa",121755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Ñuñoa",233547,532304,907525,969692,1201116,781469,1068176,1231034,468910,2072486,1360000,1257188
"1697","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Ñuñoa",60400,130040,178670,86667,333410,172218,141136,161600,656067,NA,525000,540000
"1698","Mujer","Profesionales, Científicos e Intelectuales","Ñuñoa",150615,249842,292227,386785,604582,617491,593451,823961,635192,1104553,993152,1138163
"1699","Mujer","Técnicos y Profesionales de Nivel Medio","Ñuñoa",128768,151517,235878,356580,456242,428512,395821,483544,672074,683176,832241,748034
"1700","Mujer","Trabajadores Agropecuarios y Pesqueros","Ñuñoa",61344,NA,NA,612900,NA,NA,NA,59280,NA,NA,NA,NA
"1701","Mujer","Trabajadores de Artes Mecánicas y Otros","Ñuñoa",31166,56762,218250,173479,238188,196086,282120,166026,369720,123240,192372,291875
"1702","Mujer","Trabajadores de Servicios y Vendedores","Ñuñoa",66440,162745,102259,261789,258140,214762,151162,233798,283633,452679,252694,346300
"1703","Mujer","Empleados de Oficina","Osorno",23275,75107,107782,104000,159949,136667,158622,186776,245941,293010,287371,266472
"1704","Mujer","Fuerzas Armadas","Osorno",112873,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,NA
"1705","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Osorno",175160,124519,239946,498832,470938,768478,266712,257209,325536,364747,506120,171235
"1706","Mujer","Profesionales, Científicos e Intelectuales","Osorno",68252,174968,140658,147792,213031,346655,397200,923313,414004,727624,695206,701353
"1707","Mujer","Técnicos y Profesionales de Nivel Medio","Osorno",57370,102330,145836,120890,164996,231292,424898,247146,359426,578399,372640,452102
"1708","Mujer","Trabajadores Agropecuarios y Pesqueros","Osorno",18551,58710,NA,25538,58650,1e+05,59280,59280,82160,742807,241667,221167
"1709","Mujer","Trabajadores de Artes Mecánicas y Otros","Osorno",36869,47999,68556,70384,99386,94765,117462,49785,250968,289956,107556,208083
"1710","Mujer","Trabajadores de Servicios y Vendedores","Osorno",19979,45400,92045,92365,100711,82128,134760,142339,216297,211212,200920,231058
"1711","Mujer","Empleados de Oficina","Ovalle",23498,56278,99756,107000,158130,116958,203634,154446,175897,229939,255120,301571
"1712","Mujer","Fuerzas Armadas","Ovalle",70765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","Mujer","Profesionales, Científicos e Intelectuales","Ovalle",71002,145928,146941,474008,249996,275736,342343,330145,459231,549134,527310,678492
