"","geography_level","geography_name","geography_id","sex","company_size","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"14693","comuna","San Nicolás","294","Mujer","200 y más personas",2010,399726.428920371,399726.428920371,"[399726, 399726]","[399726, 399726]"
"14694","comuna","San Nicolás","294","Mujer","200 y más personas",2013,407492.659737914,407492.659737914,"[407493, 407493]","[407493, 407493]"
"14695","comuna","San Nicolás","294","Mujer","200 y más personas",2014,414273.26132272,414273.26132272,"[414273, 414273]","[414273, 414273]"
"14696","comuna","San Pablo","295","Mujer","200 y más personas",2011,140000,140000,"[140000, 140000]","[140000, 140000]"
"14697","comuna","San Pablo","295","Mujer","200 y más personas",2012,160000,160000,"[160000, 160000]","[160000, 160000]"
"14698","comuna","San Pablo","295","Mujer","200 y más personas",2013,105142.340713963,105142.340713963,"[105142, 105142]","[105142, 105142]"
"14699","comuna","San Pedro","296","Mujer","200 y más personas",2010,274666.666666667,280000,"[250000, 294000]","[250000, 294000]"
"14700","comuna","San Pedro","296","Mujer","200 y más personas",2011,233750,237500,"[225000, 240000]","[220000, 240000]"
"14701","comuna","San Pedro","296","Mujer","200 y más personas",2012,230785.168323071,205536.764246673,"[194396, 267841]","[189063, 300000]"
"14702","comuna","San Pedro","296","Mujer","200 y más personas",2013,199244.740154648,199244.740154648,"[199245, 199245]","[199245, 199245]"
"14703","comuna","San Pedro","296","Mujer","200 y más personas",2014,439917.494843428,439917.494843428,"[279947, 599887]","[279947, 599887]"
"14704","comuna","San Pedro","296","Mujer","200 y más personas",2015,250067.652895545,250067.652895545,"[250068, 250068]","[250068, 250068]"
"14705","comuna","San Pedro de Atacama","297","Mujer","200 y más personas",2010,205200.626345664,205200.626345664,"[180176, 230225]","[180176, 230225]"
"14706","comuna","San Pedro de Atacama","297","Mujer","200 y más personas",2011,241609.686595986,205331.270242463,"[182000, 330714]","[182000, 380000]"
"14707","comuna","San Pedro de la Paz","298","Mujer","200 y más personas",2010,544034.645835733,452726.451337256,"[383556, 739512]","[273459, 859659]"
"14708","comuna","San Pedro de la Paz","298","Mujer","200 y más personas",2011,690044.478367484,534207.303739975,"[462775, 921274]","[279301, 823963]"
"14709","comuna","San Pedro de la Paz","298","Mujer","200 y más personas",2012,902759.708092698,615283.306565727,"[541936, 1290953]","[400635, 1394579]"
"14710","comuna","San Pedro de la Paz","298","Mujer","200 y más personas",2013,625280.21503845,507223.008353222,"[420149, 1003043]","[298979, 916096]"
"14711","comuna","San Pedro de la Paz","298","Mujer","200 y más personas",2014,639720.503364293,368182.74819868,"[396435, 1039121]","[257013, 709333]"
"14712","comuna","San Pedro de la Paz","298","Mujer","200 y más personas",2015,651774.52675031,414287.915601906,"[418556, 1164156]","[397502, 772379]"
"14713","comuna","San Ramón","300","Mujer","200 y más personas",2010,257030.673979413,253006.143347746,"[213168, 369739]","[178130, 300294]"
"14714","comuna","San Ramón","300","Mujer","200 y más personas",2011,204627.117760039,181256.084794173,"[159189, 252505]","[139553, 204904]"
