"","sex","company_size","geography_name","geography_id","year","weighted_median"
"1855","Mujer","Menos de 5","Marga Marga","p58",2013,100129.795907022
"1856","Mujer","Menos de 5","Marga Marga","p58",2014,119977.498593662
"1857","Mujer","Menos de 5","Marga Marga","p58",2015,200004.842831225
"1858","Mujer","Menos de 5","Melipilla","p135",2010,119917.928676111
"1859","Mujer","Menos de 5","Melipilla","p135",2011,99077.691937987
"1860","Mujer","Menos de 5","Melipilla","p135",2012,62727.197856564
"1861","Mujer","Menos de 5","Melipilla","p135",2013,199244.740154648
"1862","Mujer","Menos de 5","Melipilla","p135",2014,153752.288173145
"1863","Mujer","Menos de 5","Melipilla","p135",2015,200404.614143246
"1864","Mujer","Menos de 5","Ñuble","p84",2010,55979.705633848
"1865","Mujer","Menos de 5","Ñuble","p84",2011,53043.9245673779
"1866","Mujer","Menos de 5","Ñuble","p84",2012,70393.4758569847
"1867","Mujer","Menos de 5","Ñuble","p84",2013,84641.0686566484
"1868","Mujer","Menos de 5","Ñuble","p84",2014,169983.629201852
"1869","Mujer","Menos de 5","Ñuble","p84",2015,116099.80784747
"1870","Mujer","Menos de 5","Osorno","p103",2010,71062.2239513353
"1871","Mujer","Menos de 5","Osorno","p103",2011,100483.320697498
"1872","Mujer","Menos de 5","Osorno","p103",2012,99669.425007665
"1873","Mujer","Menos de 5","Osorno","p103",2013,99622.3700773242
"1874","Mujer","Menos de 5","Osorno","p103",2014,150676.020484238
"1875","Mujer","Menos de 5","Osorno","p103",2015,216494.95074792
"1876","Mujer","Menos de 5","Parinacota","p152",2010,61132.4336055512
"1877","Mujer","Menos de 5","Parinacota","p152",2011,49585.5942204669
"1878","Mujer","Menos de 5","Parinacota","p152",2012,133769.42794607
"1879","Mujer","Menos de 5","Parinacota","p152",2013,139471.318108254
"1880","Mujer","Menos de 5","Parinacota","p152",2014,96440.3403799769
"1881","Mujer","Menos de 5","Parinacota","p152",2015,150000
"1882","Mujer","Menos de 5","Petorca","p54",2010,117063.872908955
"1883","Mujer","Menos de 5","Petorca","p54",2011,117118.388757812
"1884","Mujer","Menos de 5","Petorca","p54",2012,147905.980271798
"1885","Mujer","Menos de 5","Petorca","p54",2013,99622.3700773242
"1886","Mujer","Menos de 5","Petorca","p54",2014,121984.0881564
"1887","Mujer","Menos de 5","Petorca","p54",2015,106749.649824456
"1888","Mujer","Menos de 5","Quillota","p55",2010,90039.2004611471
"1889","Mujer","Menos de 5","Quillota","p55",2011,83680.6439190288
"1890","Mujer","Menos de 5","Quillota","p55",2012,121474.36756083
"1891","Mujer","Menos de 5","Quillota","p55",2013,99969.0413329037
"1892","Mujer","Menos de 5","Quillota","p55",2014,200986.631070664
"1893","Mujer","Menos de 5","Quillota","p55",2015,100000
"1894","Mujer","Menos de 5","Ranco","p142",2010,80000
"1895","Mujer","Menos de 5","Ranco","p142",2011,77742.9466039781
"1896","Mujer","Menos de 5","Ranco","p142",2012,80096.3697382397
"1897","Mujer","Menos de 5","Ranco","p142",2013,85204.2811165447
"1898","Mujer","Menos de 5","Ranco","p142",2014,50198.1649735695
"1899","Mujer","Menos de 5","Ranco","p142",2015,80091.5872160009
"1900","Mujer","Menos de 5","San Antonio","p56",2010,64191.3105418838
"1901","Mujer","Menos de 5","San Antonio","p56",2011,170350.319571167
"1902","Mujer","Menos de 5","San Antonio","p56",2012,180140.122532854
"1903","Mujer","Menos de 5","San Antonio","p56",2013,131350.229907782
"1904","Mujer","Menos de 5","San Antonio","p56",2014,200000
"1905","Mujer","Menos de 5","San Antonio","p56",2015,200077.907144126
"1906","Mujer","Menos de 5","San Felipe","p57",2010,85129.228009644
