"","geography_level","geography_name","geography_id","sex","work_day","year","weighted_mean","weighted_median","lb_weighted_mean","ub_weighted_mean","lb_weighted_median","ub_weighted_median","ci_weighted_mean","ci_weighted_median"
"159","provincia","Linares","p74","Hombre","Completa",2013,339735.601163834,234875.786049528,294724,384257,210000,250178,"[294724, 384257]","[210000, 250178]"
"160","provincia","Linares","p74","Hombre","Completa",2014,346976.499828345,249953.12207013,309665,377296,229712,266134,"[309665, 377296]","[229712, 266134]"
"161","provincia","Linares","p74","Hombre","Completa",2015,386161.980868268,300081.183474654,345235,428830,274377,306476,"[345235, 428830]","[274377, 306476]"
"162","provincia","Llanquihue","p101","Hombre","Completa",2010,377311.068765221,249829.018075232,331782,422297,230893,269815,"[331782, 422297]","[230893, 269815]"
"163","provincia","Llanquihue","p101","Hombre","Completa",2011,455158.970644774,309009.119112532,416757,515225,299041,349151,"[416757, 515225]","[299041, 349151]"
"164","provincia","Llanquihue","p101","Hombre","Completa",2012,574164.816136461,316790.449354381,462837,722603,300613,351579,"[462837, 722603]","[300613, 351579]"
"165","provincia","Llanquihue","p101","Hombre","Completa",2013,481990.328768016,331377.672513815,439633,553476,299987,350000,"[439633, 553476]","[299987, 350000]"
"166","provincia","Llanquihue","p101","Hombre","Completa",2014,592535.040732626,353647.9060072,508512,746197,321538,401857,"[508512, 746197]","[321538, 401857]"
"167","provincia","Llanquihue","p101","Hombre","Completa",2015,743481.091033692,410058.873404969,626529,890140,394731,480068,"[626529, 890140]","[394731, 480068]"
"168","provincia","Los Andes","p53","Hombre","Completa",2010,550204.338812228,342427.844023673,471155,732407,299795,369509,"[471155, 732407]","[299795, 369509]"
"169","provincia","Los Andes","p53","Hombre","Completa",2011,509046.010721767,348881.263514149,454619,550697,320256,388753,"[454619, 550697]","[320256, 388753]"
"170","provincia","Los Andes","p53","Hombre","Completa",2012,488618.215316501,351967.379284924,458388,526827,331488,381714,"[458388, 526827]","[331488, 381714]"
"171","provincia","Los Andes","p53","Hombre","Completa",2013,506131.969129689,389256.283319369,464863,563625,356354,403761,"[464863, 563625]","[356354, 403761]"
"172","provincia","Los Andes","p53","Hombre","Completa",2014,570782.660943171,405257.120238553,524689,626999,386829,449867,"[524689, 626999]","[386829, 449867]"
