"","sex","geography_name","geography_id","year","weighted_mean"
"519","Mujer","Osorno","p103",2011,296268.572073011
"520","Mujer","Osorno","p103",2012,297960.854803312
"521","Mujer","Osorno","p103",2013,328886.965236409
"522","Mujer","Osorno","p103",2014,330388.39626334
"523","Mujer","Osorno","p103",2015,398645.320294408
"524","Mujer","Parinacota","p152",2010,90952.4321180557
"525","Mujer","Parinacota","p152",2011,59555.6770116633
"526","Mujer","Parinacota","p152",2012,126579.294901514
"527","Mujer","Parinacota","p152",2013,199657.229138585
"528","Mujer","Parinacota","p152",2014,150633.438119954
"529","Mujer","Parinacota","p152",2015,195135.824832976
"530","Mujer","Petorca","p54",2010,186262.38030744
"531","Mujer","Petorca","p54",2011,224585.854618721
"532","Mujer","Petorca","p54",2012,250085.567971837
"533","Mujer","Petorca","p54",2013,301806.655413218
"534","Mujer","Petorca","p54",2014,257399.996107862
"535","Mujer","Petorca","p54",2015,295961.613462347
"536","Mujer","Quillota","p55",2010,203332.182471745
"537","Mujer","Quillota","p55",2011,212155.461861814
"538","Mujer","Quillota","p55",2012,242950.408779888
"539","Mujer","Quillota","p55",2013,266507.530540106
"540","Mujer","Quillota","p55",2014,308081.50319341
"541","Mujer","Quillota","p55",2015,296830.601767158
"542","Mujer","Ranco","p142",2010,152487.1340996
"543","Mujer","Ranco","p142",2011,169328.055031547
"544","Mujer","Ranco","p142",2012,204724.290188415
"545","Mujer","Ranco","p142",2013,213985.151421587
"546","Mujer","Ranco","p142",2014,211030.616196279
"547","Mujer","Ranco","p142",2015,254231.994053547
"548","Mujer","San Antonio","p56",2010,188363.035574104
"549","Mujer","San Antonio","p56",2011,247059.583860773
"550","Mujer","San Antonio","p56",2012,317385.440549716
"551","Mujer","San Antonio","p56",2013,313278.539669266
"552","Mujer","San Antonio","p56",2014,359773.752594953
"553","Mujer","San Antonio","p56",2015,401629.947655461
"554","Mujer","San Felipe","p57",2010,230622.325113832
"555","Mujer","San Felipe","p57",2011,213067.674791776
"556","Mujer","San Felipe","p57",2012,262171.533550476
"557","Mujer","San Felipe","p57",2013,291028.436756468
"558","Mujer","San Felipe","p57",2014,329283.889710445
"559","Mujer","San Felipe","p57",2015,275226.047857931
"560","Mujer","Santiago","p131",2010,353792.174112763
"561","Mujer","Santiago","p131",2011,374851.355681703
"562","Mujer","Santiago","p131",2012,424625.22711282
"563","Mujer","Santiago","p131",2013,441923.589182117
"564","Mujer","Santiago","p131",2014,468690.845847646
"565","Mujer","Santiago","p131",2015,483288.011015168
"566","Mujer","Talagante","p136",2010,257170.29475337
"567","Mujer","Talagante","p136",2011,281275.165016079
"568","Mujer","Talagante","p136",2012,283597.523557298
"569","Mujer","Talagante","p136",2013,359342.367408672
"570","Mujer","Talagante","p136",2014,371431.975206461
"571","Mujer","Talagante","p136",2015,402651.086519751
"572","Mujer","Talca","p71",2010,220157.231723915
"573","Mujer","Talca","p71",2011,264660.997416584
"574","Mujer","Talca","p71",2012,253425.083753201
"575","Mujer","Talca","p71",2013,315589.651667016
"576","Mujer","Talca","p71",2014,308892.031290318
"577","Mujer","Talca","p71",2015,352475.170351789
"578","Mujer","Tamarugal","p12",2010,194088.878266646
"579","Mujer","Tamarugal","p12",2011,241176.07387953
"580","Mujer","Tamarugal","p12",2012,251761.296798228
"581","Mujer","Tamarugal","p12",2013,269578.772399143
"582","Mujer","Tamarugal","p12",2014,291111.809813757
"583","Mujer","Tamarugal","p12",2015,365598.038169999
"584","Mujer","Tierra del Fuego","p123",2010,460273.697973415
"585","Mujer","Tierra del Fuego","p123",2011,281787.235620936
"586","Mujer","Tierra del Fuego","p123",2012,340000
"587","Mujer","Tierra del Fuego","p123",2013,368000
"588","Mujer","Tierra del Fuego","p123",2014,887646.215742468
"589","Mujer","Tierra del Fuego","p123",2015,827287.50839247
"590","Mujer","Tocopilla","p23",2010,298405.393518053
"591","Mujer","Tocopilla","p23",2011,425382.659467716
"592","Mujer","Tocopilla","p23",2012,279687.298924756
"593","Mujer","Tocopilla","p23",2013,270472.712164767
"594","Mujer","Tocopilla","p23",2014,346877.717932672
"595","Mujer","Tocopilla","p23",2015,368660.897376078
"596","Mujer","Última Esperanza","p124",2010,291721.616396792
"597","Mujer","Última Esperanza","p124",2011,299216.148348462
"598","Mujer","Última Esperanza","p124",2012,679825.781578302
"599","Mujer","Última Esperanza","p124",2013,551384.11089715
"600","Mujer","Última Esperanza","p124",2014,660572.52876223
"601","Mujer","Última Esperanza","p124",2015,744639.91353523
"602","Mujer","Valdivia","p141",2010,249081.064115609
"603","Mujer","Valdivia","p141",2011,266854.287674324
"604","Mujer","Valdivia","p141",2012,296310.488267511
"605","Mujer","Valdivia","p141",2013,317906.871705593
"606","Mujer","Valdivia","p141",2014,341406.452262422
"607","Mujer","Valdivia","p141",2015,374093.930427748
"608","Mujer","Valparaíso","p51",2010,258492.594689537
"609","Mujer","Valparaíso","p51",2011,268449.562006729
"610","Mujer","Valparaíso","p51",2012,336593.828783352
"611","Mujer","Valparaíso","p51",2013,413257.593675103
"612","Mujer","Valparaíso","p51",2014,509073.042211774
"613","Mujer","Valparaíso","p51",2015,447609.016234528
"614","Mujer",NA,NA,2010,133880.475690424
"615","Mujer",NA,NA,2011,124326.330603654
"616","Mujer",NA,NA,2012,182511.13069576
