"","geography_level","geography_name","geography_id","sex","work_day","year","weighted_mean","weighted_median","lb_weighted_mean","ub_weighted_mean","lb_weighted_median","ub_weighted_median","ci_weighted_mean","ci_weighted_median"
"106","comuna","Calbuco",20,"Hombre","Completa",2014,1193430.41058893,300000,397901,2460117,260831,356653,"[397901, 2460117]","[260831, 356653]"
"107","comuna","Calbuco",20,"Hombre","Completa",2015,512890.859274513,388242.900612898,394777,712131,331853,501614,"[394777, 712131]","[331853, 501614]"
"108","comuna","Caldera",21,"Hombre","Completa",2010,343088.014472821,305398.800128512,273034,395314,243397,382628,"[273034, 395314]","[243397, 382628]"
"109","comuna","Caldera",21,"Hombre","Completa",2011,407846.083740925,319072.402812883,329621,495527,260000,527234,"[329621, 495527]","[260000, 527234]"
"110","comuna","Caldera",21,"Hombre","Completa",2012,515164.126143347,309228.228576698,360525,669464,251004,510000,"[360525, 669464]","[251004, 510000]"
"111","comuna","Caldera",21,"Hombre","Completa",2013,480699.260540625,399849.01792703,397204,590366,314729,499728,"[397204, 590366]","[314729, 499728]"
"112","comuna","Caldera",21,"Hombre","Completa",2014,490920.735756593,401362.867930171,396868,661100,342643,502467,"[396868, 661100]","[342643, 502467]"
"113","comuna","Caldera",21,"Hombre","Completa",2015,521129.385414368,442787.942931927,426832,630858,351365,600571,"[426832, 630858]","[351365, 600571]"
"114","comuna","Calera",22,"Hombre","Completa",2010,404512.288026777,280236.710913481,321741,497355,203476,365715,"[321741, 497355]","[203476, 365715]"
"115","comuna","Calera",22,"Hombre","Completa",2011,292616.224906346,210000,245712,342973,193191,261759,"[245712, 342973]","[193191, 261759]"
"116","comuna","Calera",22,"Hombre","Completa",2012,440089.507404696,261502.739637149,336100,546909,216954,301124,"[336100, 546909]","[216954, 301124]"
"117","comuna","Calera",22,"Hombre","Completa",2013,541005.416950415,340506.20167161,382830,771812,281318,398489,"[382830, 771812]","[281318, 398489]"
"118","comuna","Calera",22,"Hombre","Completa",2014,559122.647839381,438638.541221,486458,657104,358669,529461,"[486458, 657104]","[358669, 529461]"
"119","comuna","Calera",22,"Hombre","Completa",2015,499594.778546647,350094.714053763,413344,598816,301222,500071,"[413344, 598816]","[301222, 500071]"
"120","comuna","Calera de Tango",23,"Hombre","Completa",2010,693828.36171462,300293.59953024,273671,1127272,169666,1031759,"[273671, 1127272]","[169666, 1031759]"
"121","comuna","Calera de Tango",23,"Hombre","Completa",2011,1023285.59859397,371788.286580743,444588,1494255,226087,1406766,"[444588, 1494255]","[226087, 1406766]"
"122","comuna","Calera de Tango",23,"Hombre","Completa",2012,774463.36475995,384184.96475304,302527,1519313,271518,886794,"[302527, 1519313]","[271518, 886794]"
"123","comuna","Calera de Tango",23,"Hombre","Completa",2013,551190.613345385,332116.115680074,308771,910003,210285,801085,"[308771, 910003]","[210285, 801085]"
"124","comuna","Calera de Tango",23,"Hombre","Completa",2014,668044.780688326,404169.035436801,371126,1139883,227345,808338,"[371126, 1139883]","[227345, 808338]"
"125","comuna","Calera de Tango",23,"Hombre","Completa",2015,809504.282557938,577342.901122784,479347,1306919,403121,679005,"[479347, 1306919]","[403121, 679005]"
"126","comuna","Calle Larga",24,"Hombre","Completa",2010,233791.480496008,210386.749402302,196800,285067,171820,260105,"[196800, 285067]","[171820, 260105]"
"127","comuna","Calle Larga",24,"Hombre","Completa",2011,390933.976123433,229475.258188013,292777,523778,200967,315867,"[292777, 523778]","[200967, 315867]"
"128","comuna","Calle Larga",24,"Hombre","Completa",2012,384904.619457989,281573.903427939,295823,496530,229792,308996,"[295823, 496530]","[229792, 308996]"
"129","comuna","Calle Larga",24,"Hombre","Completa",2013,646549.038094189,280379.575237236,363986,1018054,249245,424896,"[363986, 1018054]","[249245, 424896]"
"130","comuna","Calle Larga",24,"Hombre","Completa",2014,380801.154587533,297159.691629522,308025,452449,252981,353306,"[308025, 452449]","[252981, 353306]"
"131","comuna","Calle Larga",24,"Hombre","Completa",2015,453617.181741829,373416.639966922,384857,548326,321304,454478,"[384857, 548326]","[321304, 454478]"
"132","comuna","Camarones",25,"Hombre","Completa",2010,220183.7873333,165000,168485,277537,117083,299010,"[168485, 277537]","[117083, 299010]"
"133","comuna","Camarones",25,"Hombre","Completa",2011,199366.027285667,182147.727272727,146858,277768,80387,291635,"[146858, 277768]","[80387, 291635]"
"134","comuna","Camarones",25,"Hombre","Completa",2012,244566.554136643,103556.112538031,112764,385915,65365,170000,"[112764, 385915]","[65365, 170000]"
"135","comuna","Camarones",25,"Hombre","Completa",2013,76353.4386579307,44059.6475372799,35048,148451,32044,185251,"[35048, 148451]","[32044, 185251]"
"136","comuna","Camiña",26,"Hombre","Completa",2011,155399.714148976,68591.6622441243,69937,311459,32615,291402,"[69937, 311459]","[32615, 291402]"
"137","comuna","Camiña",26,"Hombre","Completa",2012,217329.512409386,160899.373387394,96211,362642,45170,302893,"[96211, 362642]","[45170, 302893]"
"138","comuna","Camiña",26,"Hombre","Completa",2013,157463.172164483,125169.453230909,94253,253697,76979,145447,"[94253, 253697]","[76979, 145447]"
"139","comuna","Camiña",26,"Hombre","Completa",2014,175555.555555556,150000,119250,256472,110000,210000,"[119250, 256472]","[110000, 210000]"
"140","comuna","Camiña",26,"Hombre","Completa",2015,83385.2436186646,98605.2045255984,60595,117479,41666,120000,"[60595, 117479]","[41666, 120000]"
"141","comuna","Canela",27,"Hombre","Completa",2010,519044.731446723,323507.756614612,356147,756685,249829,430000,"[356147, 756685]","[249829, 430000]"
"142","comuna","Canela",27,"Hombre","Completa",2011,436270.453012768,349352.517126303,302238,625132,206074,398721,"[302238, 625132]","[206074, 398721]"
"143","comuna","Canela",27,"Hombre","Completa",2012,371136.770953041,296330.586938941,274637,473671,216524,399346,"[274637, 473671]","[216524, 399346]"
"144","comuna","Canela",27,"Hombre","Completa",2013,442647.57560898,354905.743146748,364328,535403,300349,600813,"[364328, 535403]","[300349, 600813]"
"145","comuna","Canela",27,"Hombre","Completa",2014,488842.508691525,343585.078371213,368624,593844,252606,424683,"[368624, 593844]","[252606, 424683]"
"146","comuna","Canela",27,"Hombre","Completa",2015,769055.674259321,392325.732334011,359799,1262081,206683,548475,"[359799, 1262081]","[206683, 548475]"
"147","comuna","Cañete",28,"Hombre","Completa",2010,297091.222119561,200024.952010908,241528,354137,164777,259822,"[241528, 354137]","[164777, 259822]"
"148","comuna","Cañete",28,"Hombre","Completa",2011,257699.196827478,186075.813706581,198195,308205,160000,215766,"[198195, 308205]","[160000, 215766]"
"149","comuna","Cañete",28,"Hombre","Completa",2012,324714.7291506,180397.791218552,214036,482551,154370,200902,"[214036, 482551]","[154370, 200902]"
"150","comuna","Cañete",28,"Hombre","Completa",2013,300245.820402678,214968.360103619,214103,445007,184810,254286,"[214103, 445007]","[184810, 254286]"
"151","comuna","Cañete",28,"Hombre","Completa",2014,300119.023796883,205601.957871307,211706,425823,176844,227345,"[211706, 425823]","[176844, 227345]"
