year,region_id,cie_10_id,sex_id,casualities_count,casualities_rate_per_100_inhabitants
2012,12,B20-B24,1,1,0.0132
2012,12,V01-V99,2,18,0.2144
2012,12,V01-V99,1,6,0.07919999999999999
2012,12,X60-X84,2,16,0.1906
2012,12,X60-X84,1,6,0.07919999999999999
2013,12,C00-D48,2,143,1.702
2013,12,C00-D48,1,116,1.472
2013,12,E00-E90,2,21,0.24989999999999998
2013,12,E00-E90,1,15,0.19030000000000002
2013,12,I00-I99,2,175,2.0828
2013,12,I00-I99,1,116,1.472
2013,12,J00-J99,2,36,0.4285
2013,12,J00-J99,1,29,0.368
2013,12,K00-K93,2,56,0.6665000000000001
2013,12,K00-K93,1,32,0.4061
2013,12,V01-Y98,2,71,0.845
2013,12,V01-Y98,1,16,0.203
2013,12,B20-B24,2,2,0.023799999999999998
2013,12,B20-B24,1,0,0
2013,12,V01-V99,2,17,0.2023
2013,12,V01-V99,1,3,0.0381
2013,12,X60-X84,2,13,0.1547
2013,12,X60-X84,1,3,0.0381
2014,12,C00-D48,2,175,2.0725
2014,12,C00-D48,1,118,1.4878
2014,12,E00-E90,2,20,0.2369
2014,12,E00-E90,1,23,0.29
2014,12,I00-I99,2,160,1.8949
2014,12,I00-I99,1,143,1.8031
2014,12,J00-J99,2,61,0.7223999999999999
2014,12,J00-J99,1,32,0.4035
2014,12,K00-K93,2,58,0.6869
2014,12,K00-K93,1,27,0.3404
2014,12,V01-Y98,2,71,0.8409
2014,12,V01-Y98,1,17,0.2143
2014,12,B20-B24,2,4,0.047400000000000005
2014,12,B20-B24,1,0,0
2014,12,V01-V99,2,13,0.154
2014,12,V01-V99,1,7,0.0883
2014,12,X60-X84,2,18,0.2132
2014,12,X60-X84,1,3,0.0378
