"172","Paredones","Mujer",49377,48947,68141,NA,NA,182487,NA,162027,218935,216162,381653,304190
"173","Parral","Hombre",68900,95366,101280,138135,129002,161190,177159,232216,321586,267935,232486,329314
"174","Parral","Mujer",44522,75778,103624,138135,143709,128716,195181,157422,261202,197765,247821,266281
"175","Pelarco","Hombre",48687,59440,72135,82294,103188,152932,128766,174850,213272,243209,234929,311929
"176","Pelarco","Mujer",23806,55198,54806,82294,82871,109462,82106,178190,189920,198097,228332,285698
"177","Pelluhue","Hombre",83006,41682,67176,NA,84471,130860,205768,180845,224383,244598,238118,340190
"178","Pelluhue","Mujer",55021,29225,76535,NA,56854,130034,154059,147371,155118,186266,146172,347645
"179","Peñaflor","Hombre",78757,148156,126433,135140,212682,221926,336999,254667,422214,487387,457452,520386
"180","Peñaflor","Mujer",67120,100950,91825,135140,169892,168065,238783,221297,268886,407435,320186,319054
"181","Peñalolén","Hombre",59873,99180,211577,163198,327548,299642,339732,375250,533852,442265,374878,641396
"182","Peñalolén","Mujer",39706,68476,127349,163198,161257,206719,202047,235749,288291,343538,249113,387089
"183","Penco","Hombre",68317,78066,122006,152549,153323,156548,219641,207818,300828,245277,350736,370295
"184","Penco","Mujer",42159,79508,88997,152549,120600,119937,138505,160138,211766,209163,211472,261078
"185","Pica","Hombre",73997,121336,95514,199350,234935,306372,222477,244486,369242,349391,301987,378256
"186","Pica","Mujer",49987,71494,73858,199350,183325,167611,187269,195552,228001,347498,225745,340766
"187","Pirque","Hombre",135595,92953,192067,NA,404025,575226,587492,357458,558902,274855,413312,855714
"188","Pirque","Mujer",79841,89093,106716,NA,268826,200857,382562,225460,266358,284672,521784,621756
"189","Pitrufquén","Hombre",73159,97756,NA,117671,253582,216757,170205,255244,272261,367733,300483,348707
"190","Pitrufquén","Mujer",68844,83752,NA,117671,121242,134426,125593,175386,220407,165742,283773,255231
"191","Porvenir","Hombre",59679,116186,170916,186618,686198,266200,607697,303554,630659,816003,449858,492941
"192","Porvenir","Mujer",43549,89148,126812,186618,157125,180632,284577,289799,577282,369006,355981,424181
"193","Pozo Almonte","Hombre",102967,128010,105910,185809,225799,237396,245724,373705,382815,433572,433824,449684
"194","Pozo Almonte","Mujer",23120,23606,50928,185809,167467,166566,149442,182455,292439,251003,341705,294924
"195","Providencia","Hombre",386050,654251,661912,660673,1307023,1040474,1257714,969885,1641175,1596225,1228707,1495681
"196","Providencia","Mujer",136114,299994,343620,660673,567416,458346,591936,544269,718396,1291228,784123,1067068
"197","Pucón","Hombre",44089,79060,280214,77614,122824,194199,983133,302852,245141,345406,380272,380414
"198","Pucón","Mujer",35706,64176,106605,77614,148257,152276,309577,147504,266475,364917,251838,268335
"199","Pudahuel","Hombre",67435,99788,128867,178619,239228,237303,274091,327541,440332,374518,326845,418632
"200","Pudahuel","Mujer",36224,58679,76958,178619,147868,172525,176297,216597,307203,239888,237044,302153
"201","Puente Alto","Hombre",85606,166198,200213,197122,234752,239879,345343,394246,326205,362596,353328,441669
"202","Puente Alto","Mujer",65078,113711,174640,197122,173012,167356,204232,247614,264966,262754,252012,338966
"203","Puerto Montt","Hombre",64186,136003,199957,218986,236023,237123,327277,298385,363061,443571,391881,431027
"204","Puerto Montt","Mujer",51236,85718,179629,218986,190933,176323,207811,227212,305935,301972,320644,351812
"205","Puerto Octay","Hombre",114699,92714,117305,NA,NA,216542,176991,211991,309322,778519,299544,367027
"206","Puerto Octay","Mujer",40054,55775,79975,NA,NA,212890,131239,167040,268650,185896,240195,333729
"207","Puerto Varas","Hombre",83325,319216,264463,138418,271170,348271,300355,332310,376268,445978,626449,406276
"208","Puerto Varas","Mujer",49178,106969,145684,138418,185872,198018,263378,236842,255077,386877,381233,362404
"209","Punta Arenas","Hombre",101601,164790,203240,231599,307964,490673,361941,378267,530434,622838,522983,676024
"210","Punta Arenas","Mujer",65135,104854,134302,231599,175094,322075,235450,294321,231441,388454,363195,431456
"211","Purranque","Hombre",35011,80946,125103,156295,124875,148901,180302,194952,307683,333469,330723,325513
"212","Purranque","Mujer",25266,73188,176022,156295,123399,125712,156065,133367,185199,279105,330375,249917
"213","Quilicura","Hombre",58461,107510,146642,NA,260819,280472,351341,332169,451291,390718,584225,451507
"214","Quilicura","Mujer",52898,69565,100361,NA,161546,210584,184172,238121,317270,280425,414321,324371
"215","Quillón","Hombre",49149,71240,50608,NA,NA,124819,112516,186537,258320,448947,253169,366288
"216","Quillón","Mujer",27893,47517,54869,NA,NA,133928,105333,171678,230806,314527,233685,257027
"217","Quillota","Hombre",45806,140543,110549,179171,208014,306351,254391,233157,328637,364904,405656,465180
"218","Quillota","Mujer",38123,126179,82419,179171,152003,195899,178328,189080,250524,265046,264878,330807
"219","Quilpué","Hombre",83854,126923,139992,255490,324933,313278,309318,314481,433720,494682,629275,519870
"220","Quilpué","Mujer",65513,59391,102147,255490,201580,202946,178131,206365,263922,376615,252299,352679
"221","Quinta Normal","Hombre",65547,140059,158562,191776,225332,253573,282316,297301,422511,368203,373451,430877
"222","Quinta Normal","Mujer",54772,90923,189923,191776,160027,181205,214654,219903,279833,281721,294170,381033
"223","Rancagua","Hombre",122891,192149,207507,210165,313677,291823,323202,389129,543694,456875,415603,520265
"224","Rancagua","Mujer",62766,107280,116695,210165,149835,192192,183929,237750,295736,277364,302009,336491
"225","Renaico","Hombre",55378,74639,69678,NA,NA,138945,157755,149898,242036,227751,252137,281326
"226","Renaico","Mujer",102584,104328,61285,NA,NA,100433,128874,95063,206539,160393,187678,187519
"227","Renca","Hombre",67902,100572,141033,162804,204493,216208,275615,259683,336141,298858,359595,378302
"228","Renca","Mujer",47274,105121,102239,162804,131422,147195,171629,203673,294273,206380,257560,278962
"229","Rengo","Hombre",65511,115280,119540,123728,172275,185754,196585,218149,304401,378942,314042,334615
"230","Rengo","Mujer",38311,66454,90002,123728,176843,139980,158250,165118,270517,311187,248767,269134
"231","Saavedra","Hombre",111327,84115,33221,92524,NA,109425,84570,154268,169945,240836,420216,273734
"232","Saavedra","Mujer",39709,56649,36110,92524,NA,62426,97382,144094,147178,205327,231511,271407
"233","San Antonio","Hombre",44576,127038,133594,195523,198932,226137,231948,226357,306227,317965,350220,372558
"234","San Antonio","Mujer",35494,93025,95838,195523,148956,187519,142738,164207,203870,229682,306990,291298
"235","San Bernardo","Hombre",95335,116381,243846,184081,244155,228979,289359,291432,340942,314461,377936,438134
"236","San Bernardo","Mujer",60035,84121,179271,184081,136755,177790,172303,192625,247307,232517,279538,350244
"237","San Clemente","Hombre",45213,64303,76384,93965,109947,107784,142922,153166,249911,266141,268628,280887
"238","San Clemente","Mujer",37561,73347,61403,93965,83902,78192,118491,117973,167934,199104,196118,214285
"239","San Felipe","Hombre",95535,123665,155038,163511,236344,219101,234552,223749,343422,364740,382755,399893
"240","San Felipe","Mujer",49709,69990,106256,163511,153183,167944,179119,158206,285994,256211,254284,296298
"241","San Fernando","Hombre",55522,126441,155464,156236,239094,237540,239066,282222,376499,327044,332290,373246
"242","San Fernando","Mujer",41902,76073,108738,156236,199362,182163,187414,201029,328716,268800,245063,350783
"243","San Joaquín","Hombre",64331,137817,175464,NA,246180,233800,237630,293324,345879,344618,451809,422320
"244","San Joaquín","Mujer",44161,107687,115050,NA,167668,208132,180313,235507,266420,239851,320622,337878
"245","San José de Maipo","Hombre",81406,159861,161318,NA,414662,252113,332948,407366,414511,436698,374303,530376
"246","San José de Maipo","Mujer",46152,129342,107553,NA,232589,201819,229119,180932,297166,272771,273393,391042
"247","San Miguel","Hombre",98213,243648,184989,316001,383018,395985,539205,608490,686316,443045,562372,828172
"248","San Miguel","Mujer",53823,172364,129010,316001,248249,329002,383788,571216,467133,361677,406261,608738
"249","San Nicolás","Hombre",58765,71757,68246,NA,NA,118767,147328,131933,196418,212968,247253,293368
"250","San Nicolás","Mujer",17600,66842,48631,NA,NA,88760,112193,118034,145240,172649,185052,299710
"251","San Pedro","Hombre",41063,71664,99878,NA,151718,165056,199414,202535,278997,285599,218982,343652
"252","San Pedro","Mujer",28374,55462,94588,NA,114862,109321,112654,169675,236507,142670,150783,227938
"253","San Ramón","Hombre",59173,93771,136496,153007,200736,247854,222810,248176,290014,377624,301050,388882
"254","San Ramón","Mujer",41081,77431,96568,153007,132629,148294,152723,189128,220135,319620,220421,290273
"255","San Vicente","Hombre",47235,161421,72966,184880,163434,188148,208692,166719,276341,303703,324491,384192
"256","San Vicente","Mujer",40018,112206,76147,184880,127450,116288,165959,167952,228364,251366,263473,349281
"257","Santa Cruz","Hombre",37245,50162,54287,142269,147724,214314,257032,211201,270271,411484,339480,332244
"258","Santa Cruz","Mujer",28606,80703,52542,142269,122673,164001,179969,180892,195634,366849,309191,320309
"259","Santiago","Hombre",85960,173628,308710,280915,378078,461355,547962,515650,827638,707381,698550,632720
"260","Santiago","Mujer",65759,86934,240948,280915,244084,320006,300996,348658,411731,507486,597649,490579
"261","Sierra Gorda","Hombre",94849,117531,130697,213766,232790,258181,310653,328332,428558,469604,445311,573180
"262","Sierra Gorda","Mujer",39189,86277,70878,213766,135570,185566,176901,452523,358713,329899,291984,316167
"263","Talagante","Hombre",77234,109119,137667,154437,261866,235251,343690,447207,360016,552004,445202,581093
