"","region","sex","occupation","2011","2013","2015"
"2546","Los Ríos","Hombre","1130",481360,NA,NA
"2547","Los Ríos","Hombre","1223",1422274,NA,NA
"2548","Los Ríos","Hombre","1232",399994,490000,NA
"2549","Los Ríos","Hombre","1311",527865,1479869,1192218
"2550","Los Ríos","Hombre","1313",1461920,703731,722857
"2551","Los Ríos","Hombre","1314",576726,443745,497626
"2552","Los Ríos","Hombre","1315",1653908,1338710,504605
"2553","Los Ríos","Hombre","1316",1387543,1185217,678378
"2554","Los Ríos","Hombre","1317",1114139,1000000,1533880
"2555","Los Ríos","Hombre","1319",1686576,4000000,474263
"2556","Los Ríos","Hombre","2113",793150,1300000,NA
"2557","Los Ríos","Hombre","2131",571792,866180,538898
"2558","Los Ríos","Hombre","2132",656400,NA,NA
"2559","Los Ríos","Hombre","2141",665562,1201333,980024
"2560","Los Ríos","Hombre","2142",1138984,1067089,947321
"2561","Los Ríos","Hombre","2144",848207,800000,638202
"2562","Los Ríos","Hombre","2145",886596,879692,963793
"2563","Los Ríos","Hombre","2146",720483,NA,NA
"2564","Los Ríos","Hombre","2147",656400,NA,NA
"2565","Los Ríos","Hombre","2148",1437800,NA,NA
"2566","Los Ríos","Hombre","2149",923147,1144293,715077
"2567","Los Ríos","Hombre","2211",1232189,442523,NA
"2568","Los Ríos","Hombre","2212",765800,NA,NA
"2569","Los Ríos","Hombre","2213",1291279,676123,1250847
"2570","Los Ríos","Hombre","2221",1112889,1328205,509514
"2571","Los Ríos","Hombre","2222",2902182,2609563,1761792
"2572","Los Ríos","Hombre","2223",1248899,844944,1717188
"2573","Los Ríos","Hombre","2224",765800,NA,NA
"2574","Los Ríos","Hombre","2229",875200,NA,NA
"2575","Los Ríos","Hombre","2230",273500,900000,800000
"2576","Los Ríos","Hombre","2310",1162559,966129,610286
"2577","Los Ríos","Hombre","2320",548942,610690,584700
"2578","Los Ríos","Hombre","2331",621844,583441,837559
"2579","Los Ríos","Hombre","2340",142220,400000,240000
"2580","Los Ríos","Hombre","2351",578080,NA,546571
"2581","Los Ríos","Hombre","2352",854788,940000,NA
"2582","Los Ríos","Hombre","2359",123240,766578,715408
"2583","Los Ríos","Hombre","2411",453861,768958,670694
"2584","Los Ríos","Hombre","2412",678280,1299459,NA
"2585","Los Ríos","Hombre","2419",695718,1259436,1143269
"2586","Los Ríos","Hombre","2421",1643200,995854,1205389
"2587","Los Ríos","Hombre","2429",142220,NA,NA
"2588","Los Ríos","Hombre","2441",1094000,NA,NA
"2589","Los Ríos","Hombre","2442",459480,470000,NA
"2590","Los Ríos","Hombre","2446",804172,700000,540678
"2591","Los Ríos","Hombre","2451",943353,768039,249254
"2592","Los Ríos","Hombre","2452",616200,200000,NA
"2593","Los Ríos","Hombre","2453",180735,NA,NA
"2594","Los Ríos","Hombre","2455",1420918,NA,NA
"2595","Los Ríos","Hombre","3112",662249,467255,520000
"2596","Los Ríos","Hombre","3114",364739,726250,503412
"2597","Los Ríos","Hombre","3115",505758,238675,859080
"2598","Los Ríos","Hombre","3118",196920,269231,1000000
"2599","Los Ríos","Hombre","3119",129092,538000,300000
"2600","Los Ríos","Hombre","3121",635006,455541,200000
"2601","Los Ríos","Hombre","3122",547000,NA,NA
"2602","Los Ríos","Hombre","3131",458727,307692,160000
"2603","Los Ríos","Hombre","3132",273500,150000,436686
"2604","Los Ríos","Hombre","3142",253183,1386829,486118
"2605","Los Ríos","Hombre","3152",724994,340872,488929
"2606","Los Ríos","Hombre","3212",620801,400000,769758
"2607","Los Ríos","Hombre","3213",1048020,800000,591852
"2608","Los Ríos","Hombre","3223",196920,300000,NA
"2609","Los Ríos","Hombre","3224",196920,NA,210000
"2610","Los Ríos","Hombre","3225",1290920,NA,425000
"2611","Los Ríos","Hombre","3226",718900,2000000,580000
"2612","Los Ríos","Hombre","3228",273500,NA,350000
"2613","Los Ríos","Hombre","3229",199108,600000,NA
"2614","Los Ríos","Hombre","3231",526854,345600,363951
"2615","Los Ríos","Hombre","3310",317260,1600000,309091
"2616","Los Ríos","Hombre","3411",785691,458065,NA
"2617","Los Ríos","Hombre","3412",701053,498824,552750
"2618","Los Ríos","Hombre","3415",639053,291745,268686
"2619","Los Ríos","Hombre","3419",267020,NA,NA
"2620","Los Ríos","Hombre","3423",513500,1447162,150000
"2621","Los Ríos","Hombre","3431",526162,300000,622296
"2622","Los Ríos","Hombre","3432",601700,NA,NA
"2623","Los Ríos","Hombre","3433",326423,NA,NA
"2624","Los Ríos","Hombre","3439",561149,734345,NA
"2625","Los Ríos","Hombre","3441",382900,NA,NA
"2626","Los Ríos","Hombre","3444",547000,NA,NA
"2627","Los Ríos","Hombre","3449",196920,650000,NA
"2628","Los Ríos","Hombre","3450",218800,560000,NA
"2629","Los Ríos","Hombre","3471",384500,385789,580000
"2630","Los Ríos","Hombre","3472",225051,280000,285766
"2631","Los Ríos","Hombre","3473",218800,543583,577742
"2632","Los Ríos","Hombre","3475",369720,291954,288068
"2633","Los Ríos","Hombre","3480",296693,210000,68889
"2634","Los Ríos","Hombre","4113",328200,346250,NA
"2635","Los Ríos","Hombre","4115",349483,334757,473021
"2636","Los Ríos","Hombre","4121",454372,371886,350000
"2637","Los Ríos","Hombre","4131",253936,270985,364791
"2638","Los Ríos","Hombre","4132",299432,380000,NA
"2639","Los Ríos","Hombre","4133",309650,235706,NA
"2640","Los Ríos","Hombre","4141",362619,190000,320000
"2641","Los Ríos","Hombre","4142",203214,187226,NA
"2642","Los Ríos","Hombre","4143",251620,300000,500000
"2643","Los Ríos","Hombre","4190",334979,341555,NA
"2644","Los Ríos","Hombre","4211",402448,248495,138320
"2645","Los Ríos","Hombre","4212",184860,NA,NA
"2646","Los Ríos","Hombre","4213",273500,NA,NA
"2647","Los Ríos","Hombre","4215",245961,371870,350000
"2648","Los Ríos","Hombre","4222",218476,297907,211696
"2649","Los Ríos","Hombre","4223",280427,252520,221686
"2650","Los Ríos","Hombre","5111",196920,NA,NA
"2651","Los Ríos","Hombre","5112",185545,202976,244896
"2652","Los Ríos","Hombre","5113",226062,270312,500000
"2653","Los Ríos","Hombre","5122",269704,244016,308684
"2654","Los Ríos","Hombre","5123",179278,214330,197274
"2655","Los Ríos","Hombre","5131",248842,230150,175983
"2656","Los Ríos","Hombre","5132",689191,299275,534483
"2657","Los Ríos","Hombre","5139",196920,NA,NA
"2658","Los Ríos","Hombre","5141",388643,126053,200000
"2659","Los Ríos","Hombre","5161",164100,405000,605046
"2660","Los Ríos","Hombre","5162",692941,800409,731845
"2661","Los Ríos","Hombre","5163",599059,807353,660449
"2662","Los Ríos","Hombre","5169",198483,357250,530000
"2663","Los Ríos","Hombre","5220",257559,225039,345702
"2664","Los Ríos","Hombre","5230",140267,313136,202112
"2665","Los Ríos","Hombre","6111",424105,189622,461382
"2666","Los Ríos","Hombre","6112",211716,225991,241000
"2667","Los Ríos","Hombre","6113",204331,176341,170589
"2668","Los Ríos","Hombre","6114",292952,NA,NA
"2669","Los Ríos","Hombre","6121",586421,234585,284639
"2670","Los Ríos","Hombre","6123",204982,186250,241000
"2671","Los Ríos","Hombre","6124",296896,245195,318629
"2672","Los Ríos","Hombre","6129",243390,260000,246248
"2673","Los Ríos","Hombre","6130",196920,156582,NA
"2674","Los Ríos","Hombre","6141",204112,169163,287659
"2675","Los Ríos","Hombre","6151",313503,343333,237263
"2676","Los Ríos","Hombre","6152",354477,185442,223298
"2677","Los Ríos","Hombre","6153",1422200,251944,NA
"2678","Los Ríos","Hombre","6210",369720,54791,191717
"2679","Los Ríos","Hombre","7111",547000,85000,NA
"2680","Los Ríos","Hombre","7121",287560,210000,250000
"2681","Los Ríos","Hombre","7122",251767,233202,202205
"2682","Los Ríos","Hombre","7123",218800,193282,225000
"2683","Los Ríos","Hombre","7124",280901,207022,289941
"2684","Los Ríos","Hombre","7129",414110,304095,510533
"2685","Los Ríos","Hombre","7131",296858,NA,NA
"2686","Los Ríos","Hombre","7132",205141,207586,521910
"2687","Los Ríos","Hombre","7134",218800,250000,NA
"2688","Los Ríos","Hombre","7136",281347,277968,304823
"2689","Los Ríos","Hombre","7137",398514,263036,NA
"2690","Los Ríos","Hombre","7141",224637,193040,195938
"2691","Los Ríos","Hombre","7142",635295,210000,381503
"2692","Los Ríos","Hombre","7211",51350,200000,NA
"2693","Los Ríos","Hombre","7212",304345,249166,319568
"2694","Los Ríos","Hombre","7213",245819,331314,402068
"2695","Los Ríos","Hombre","7214",313754,367719,266318
"2696","Los Ríos","Hombre","7223",199108,NA,NA
"2697","Los Ríos","Hombre","7231",365997,275615,250292
"2698","Los Ríos","Hombre","7233",422944,312681,270768
"2699","Los Ríos","Hombre","7241",441879,261486,300000
"2700","Los Ríos","Hombre","7242",239068,305029,NA
"2701","Los Ríos","Hombre","7243",279815,281544,461579
"2702","Los Ríos","Hombre","7244",306725,NA,556484
"2703","Los Ríos","Hombre","7245",285920,339465,313297
"2704","Los Ríos","Hombre","7312",98592,500000,NA
"2705","Los Ríos","Hombre","7313",220805,511765,200000
"2706","Los Ríos","Hombre","7321",199108,NA,220000
"2707","Los Ríos","Hombre","7324",308100,253000,NA
"2708","Los Ríos","Hombre","7331",188196,192352,133266
"2709","Los Ríos","Hombre","7332",102700,300000,NA
"2710","Los Ríos","Hombre","7344",196920,NA,63158
"2711","Los Ríos","Hombre","7345",202390,NA,NA
"2712","Los Ríos","Hombre","7411",225687,211445,224706
"2713","Los Ríos","Hombre","7412",232611,213546,255461
"2714","Los Ríos","Hombre","7413",222846,206800,NA
"2715","Los Ríos","Hombre","7415",765800,NA,380000
"2716","Los Ríos","Hombre","7421",213706,265366,NA
"2717","Los Ríos","Hombre","7422",235899,184912,210822
"2718","Los Ríos","Hombre","7423",176123,233830,NA
"2719","Los Ríos","Hombre","7432",61620,NA,NA
"2720","Los Ríos","Hombre","7433",164100,150000,NA
"2721","Los Ríos","Hombre","7442",320906,37722,145000
"2722","Los Ríos","Hombre","8111",251620,300000,NA
"2723","Los Ríos","Hombre","8113",448233,NA,280000
"2724","Los Ríos","Hombre","8141",323774,176538,318907
"2725","Los Ríos","Hombre","8142",228940,315319,NA
"2726","Los Ríos","Hombre","8159",361020,NA,NA
"2727","Los Ríos","Hombre","8161",164100,NA,NA
"2728","Los Ríos","Hombre","8162",457207,300000,NA
"2729","Los Ríos","Hombre","8163",276744,203111,301287
"2730","Los Ríos","Hombre","8211",252223,403780,600000
"2731","Los Ríos","Hombre","8212",175040,NA,304889
"2732","Los Ríos","Hombre","8222",273500,NA,NA
"2733","Los Ríos","Hombre","8232",218800,210000,NA
"2734","Los Ríos","Hombre","8240",241697,210383,352353
"2735","Los Ríos","Hombre","8253",366334,184324,252914
"2736","Los Ríos","Hombre","8262",203484,NA,NA
"2737","Los Ríos","Hombre","8264",492300,236667,NA
"2738","Los Ríos","Hombre","8271",210135,314928,283286
"2739","Los Ríos","Hombre","8272",273651,262479,304980
"2740","Los Ríos","Hombre","8273",227023,NA,NA
"2741","Los Ríos","Hombre","8274",202390,277342,NA
"2742","Los Ríos","Hombre","8278",164100,400000,330000
"2743","Los Ríos","Hombre","8285",54700,NA,350000
"2744","Los Ríos","Hombre","8290",209689,300000,NA
"2745","Los Ríos","Hombre","8322",388230,247369,366305
"2746","Los Ríos","Hombre","8323",296603,292682,305805
"2747","Los Ríos","Hombre","8324",419505,373091,382177
"2748","Los Ríos","Hombre","8331",302989,242173,285498
"2749","Los Ríos","Hombre","8332",251141,278422,447384
"2750","Los Ríos","Hombre","8333",301372,411818,317250
"2751","Los Ríos","Hombre","8340",578845,278076,748000
"2752","Los Ríos","Hombre","9111",502671,286730,140728
"2753","Los Ríos","Hombre","9112",281901,182373,385141
"2754","Los Ríos","Hombre","9113",276110,65972,315559
"2755","Los Ríos","Hombre","9131",210668,233300,243878
"2756","Los Ríos","Hombre","9132",247648,212267,242247
"2757","Los Ríos","Hombre","9141",276481,285983,235652
"2758","Los Ríos","Hombre","9142",184860,100000,40000
"2759","Los Ríos","Hombre","9151",218171,170867,214002
"2760","Los Ríos","Hombre","9152",224531,243768,286968
"2761","Los Ríos","Hombre","9161",188573,204642,285455
"2762","Los Ríos","Hombre","9162",172234,203313,229264
"2763","Los Ríos","Hombre","9211",209739,200208,272252
"2764","Los Ríos","Hombre","9212",231866,187053,291747
"2765","Los Ríos","Hombre","9213",199787,199759,423300
"2766","Los Ríos","Hombre","9311",231606,174375,NA
"2767","Los Ríos","Hombre","9312",280850,215189,321965
"2768","Los Ríos","Hombre","9313",221400,189497,242710
"2769","Los Ríos","Hombre","9322",148867,184493,198030
"2770","Los Ríos","Hombre","9332",143780,300000,NA
"2771","Los Ríos","Hombre","9333",193060,213316,195041
"2772","Los Ríos","Hombre","9999",325064,274525,50000
"2773","Los Ríos","Mujer","1229",1016361,753846,1300000
"2774","Los Ríos","Mujer","1311",3294958,309903,NA
"2775","Los Ríos","Mujer","1314",343649,223249,192084
"2776","Los Ríos","Mujer","1315",653599,304122,282006
"2777","Los Ríos","Mujer","1316",135564,NA,1200000
"2778","Los Ríos","Mujer","1317",883220,NA,NA
"2779","Los Ríos","Mujer","1319",2910041,NA,551639
"2780","Los Ríos","Mujer","2113",492300,600000,700000
"2781","Los Ríos","Mujer","2131",1148700,NA,847478
"2782","Los Ríos","Mujer","2141",753000,NA,1001639
"2783","Los Ríos","Mujer","2142",959565,800000,1100000
"2784","Los Ríos","Mujer","2146",943660,1400000,NA
"2785","Los Ríos","Mujer","2148",284440,NA,NA
"2786","Los Ríos","Mujer","2149",1380035,702273,1095186
"2787","Los Ríos","Mujer","2211",879138,1300000,789068
"2788","Los Ríos","Mujer","2213",1100458,741176,957711
"2789","Los Ríos","Mujer","2221",1318878,NA,520000
"2790","Los Ríos","Mujer","2222",1191244,1193878,690909
"2791","Los Ríos","Mujer","2223",687322,320968,NA
"2792","Los Ríos","Mujer","2229",683302,NA,700014
"2793","Los Ríos","Mujer","2230",790027,809523,751420
"2794","Los Ríos","Mujer","2310",1165895,854040,747941
"2795","Los Ríos","Mujer","2320",536718,514098,784636
"2796","Los Ríos","Mujer","2331",602330,562231,623042
"2797","Los Ríos","Mujer","2332",494413,436337,714308
"2798","Los Ríos","Mujer","2340",513685,564145,541141
"2799","Los Ríos","Mujer","2351",592789,NA,822486
"2800","Los Ríos","Mujer","2352",349662,NA,226000
"2801","Los Ríos","Mujer","2359",536224,488923,977685
"2802","Los Ríos","Mujer","2411",617141,468825,781218
"2803","Los Ríos","Mujer","2419",567504,928097,550000
"2804","Los Ríos","Mujer","2421",1557240,819262,772180
"2805","Los Ríos","Mujer","2422",3282000,NA,NA
"2806","Los Ríos","Mujer","2432",383073,340853,NA
"2807","Los Ríos","Mujer","2441",864260,NA,NA
"2808","Los Ríos","Mujer","2442",568880,NA,NA
"2809","Los Ríos","Mujer","2444",410800,300000,NA
"2810","Los Ríos","Mujer","2445",1205114,853684,776758
"2811","Los Ríos","Mujer","2446",552194,625556,839119
"2812","Los Ríos","Mujer","2451",614140,603378,1019710
"2813","Los Ríos","Mujer","2452",326407,300000,29385
"2814","Los Ríos","Mujer","2453",616200,NA,NA
"2815","Los Ríos","Mujer","3121",655891,NA,NA
"2816","Los Ríos","Mujer","3151",513500,NA,314250
"2817","Los Ríos","Mujer","3221",328200,779231,1250000
"2818","Los Ríos","Mujer","3223",1203400,1029412,800000
"2819","Los Ríos","Mujer","3225",357716,320000,291882
"2820","Los Ríos","Mujer","3226",290797,416667,403579
"2821","Los Ríos","Mujer","3227",240680,NA,NA
"2822","Los Ríos","Mujer","3228",361020,236942,500000
"2823","Los Ríos","Mujer","3229",392206,NA,NA
"2824","Los Ríos","Mujer","3231",320920,365434,404430
"2825","Los Ríos","Mujer","3241",308100,NA,NA
"2826","Los Ríos","Mujer","3310",390087,328333,682014
"2827","Los Ríos","Mujer","3320",256435,230709,278900
"2828","Los Ríos","Mujer","3330",418610,261803,240569
"2829","Los Ríos","Mujer","3411",562826,500041,NA
"2830","Los Ríos","Mujer","3412",203157,303740,400000
"2831","Los Ríos","Mujer","3415",280044,263868,434752
"2832","Los Ríos","Mujer","3423",196920,NA,350000
"2833","Los Ríos","Mujer","3431",240980,136304,371198
"2834","Los Ríos","Mujer","3432",582446,NA,264096
"2835","Los Ríos","Mujer","3433",404068,234046,NA
"2836","Los Ríos","Mujer","3439",458168,312791,NA
"2837","Los Ríos","Mujer","3442",284440,NA,1660274
"2838","Los Ríos","Mujer","3450",1039300,800000,NA
"2839","Los Ríos","Mujer","3460",498119,NA,NA
"2840","Los Ríos","Mujer","3471",391629,270629,550000
"2841","Los Ríos","Mujer","3472",1232400,NA,100000
"2842","Los Ríos","Mujer","3473",376157,145200,813856
"2843","Los Ríos","Mujer","3475",139855,200000,NA
"2844","Los Ríos","Mujer","4112",235210,NA,NA
"2845","Los Ríos","Mujer","4113",197265,200000,NA
"2846","Los Ríos","Mujer","4115",289823,298946,366988
"2847","Los Ríos","Mujer","4121",239104,346668,202679
"2848","Los Ríos","Mujer","4122",346219,367699,400000
"2849","Los Ríos","Mujer","4131",213954,256039,99111
"2850","Los Ríos","Mujer","4132",440144,NA,NA
"2851","Los Ríos","Mujer","4141",323378,NA,180833
"2852","Los Ríos","Mujer","4190",338186,230388,253099
"2853","Los Ríos","Mujer","4211",217535,225965,286173
"2854","Los Ríos","Mujer","4213",382900,NA,NA
"2855","Los Ríos","Mujer","4215",332675,NA,300000
"2856","Los Ríos","Mujer","4222",301083,309460,312459
"2857","Los Ríos","Mujer","4223",270989,269149,348947
"2858","Los Ríos","Mujer","5111",174003,NA,NA
"2859","Los Ríos","Mujer","5113",711100,210000,380000
"2860","Los Ríos","Mujer","5122",223266,185524,212486
"2861","Los Ríos","Mujer","5123",168995,211597,143385
"2862","Los Ríos","Mujer","5131",203548,181604,229844
"2863","Los Ríos","Mujer","5132",323677,375075,509734
"2864","Los Ríos","Mujer","5133",154391,182785,157103
"2865","Los Ríos","Mujer","5141",564041,196961,234948
"2866","Los Ríos","Mujer","5162",461298,801955,360000
"2867","Los Ríos","Mujer","5163",322388,380000,NA
"2868","Los Ríos","Mujer","5220",212321,195928,232875
"2869","Los Ríos","Mujer","5230",199351,110394,97836
"2870","Los Ríos","Mujer","6111",163123,125475,325000
"2871","Los Ríos","Mujer","6112",198327,145652,178634
"2872","Los Ríos","Mujer","6113",157903,126416,221782
"2873","Los Ríos","Mujer","6121",449820,158847,330769
"2874","Los Ríos","Mujer","6123",43760,50000,25000
"2875","Los Ríos","Mujer","6124",410800,NA,NA
"2876","Los Ríos","Mujer","6141",657217,480000,204746
"2877","Los Ríos","Mujer","6151",235210,219623,NA
"2878","Los Ríos","Mujer","7124",199108,156820,NA
"2879","Los Ríos","Mujer","7141",57512,100000,NA
"2880","Los Ríos","Mujer","7214",1232400,NA,NA
"2881","Los Ríos","Mujer","7231",204578,NA,140000
"2882","Los Ríos","Mujer","7233",547000,NA,NA
"2883","Los Ríos","Mujer","7311",176554,NA,NA
"2884","Los Ríos","Mujer","7313",102700,NA,NA
"2885","Los Ríos","Mujer","7324",369720,237500,NA
"2886","Los Ríos","Mujer","7331",163595,132418,197371
"2887","Los Ríos","Mujer","7332",137500,106569,94558
"2888","Los Ríos","Mujer","7411",212087,199623,241000
"2889","Los Ríos","Mujer","7412",199828,165171,147115
"2890","Los Ríos","Mujer","7413",127994,180112,NA
"2891","Los Ríos","Mujer","7414",43760,33455,240000
"2892","Los Ríos","Mujer","7415",328200,NA,NA
"2893","Los Ríos","Mujer","7422",164100,NA,NA
"2894","Los Ríos","Mujer","7432",67908,33819,NA
"2895","Los Ríos","Mujer","7433",135756,146345,NA
"2896","Los Ríos","Mujer","7436",88502,72776,180000
"2897","Los Ríos","Mujer","8163",153160,NA,198000
"2898","Los Ríos","Mujer","8264",141056,120000,NA
"2899","Los Ríos","Mujer","8271",228608,236975,130717
"2900","Los Ríos","Mujer","8272",172708,NA,156190
"2901","Los Ríos","Mujer","8290",205103,NA,209000
"2902","Los Ríos","Mujer","8323",87520,350000,62000
"2903","Los Ríos","Mujer","8324",656400,NA,400000
"2904","Los Ríos","Mujer","8340",177228,NA,NA
"2905","Los Ríos","Mujer","9111",155210,126941,128230
"2906","Los Ríos","Mujer","9112",140106,57325,198087
"2907","Los Ríos","Mujer","9113",188173,94953,195889
"2908","Los Ríos","Mujer","9131",146868,146880,154707
"2909","Los Ríos","Mujer","9132",164476,169330,216808
"2910","Los Ríos","Mujer","9133",82160,284231,NA
"2911","Los Ríos","Mujer","9141",153160,NA,48000
"2912","Los Ríos","Mujer","9151",875200,200000,355789
"2913","Los Ríos","Mujer","9152",163312,217527,274194
"2914","Los Ríos","Mujer","9161",130750,91000,NA
"2915","Los Ríos","Mujer","9162",89089,75844,156367
"2916","Los Ríos","Mujer","9211",162503,175287,232292
"2917","Los Ríos","Mujer","9212",177228,110000,158833
"2918","Los Ríos","Mujer","9312",765800,200000,162333
"2919","Los Ríos","Mujer","9322",81338,105410,118399
"2920","Los Ríos","Mujer","9333",160013,210000,NA
"2921","Los Ríos","Mujer","9999",295477,189992,56372
"2922","Magallanes","Hombre","0110",936878,722241,812238
"2923","Magallanes","Hombre","1110",470420,640000,NA
"2924","Magallanes","Hombre","1130",470420,NA,NA
"2925","Magallanes","Hombre","1229",3048210,953934,1722353
"2926","Magallanes","Hombre","1232",547000,NA,NA
"2927","Magallanes","Hombre","1311",14908617,1135644,1711310
"2928","Magallanes","Hombre","1312",218800,NA,1153846
"2929","Magallanes","Hombre","1314",1131665,445744,1062441
"2930","Magallanes","Hombre","1315",2706063,2909196,844048
"2931","Magallanes","Hombre","1316",3339951,500000,1500000
"2932","Magallanes","Hombre","1319",4923000,1677966,300000
"2933","Magallanes","Hombre","2131",690568,1066627,2832048
"2934","Magallanes","Hombre","2132",1094000,637143,600000
"2935","Magallanes","Hombre","2141",7222643,NA,NA
"2936","Magallanes","Hombre","2142",1352085,978142,1799789
"2937","Magallanes","Hombre","2143",572892,1040071,1155325
"2938","Magallanes","Hombre","2144",1095648,1200000,NA
"2939","Magallanes","Hombre","2145",830673,1480665,2600000
"2940","Magallanes","Hombre","2146",1426758,1800000,NA
"2941","Magallanes","Hombre","2149",1209679,1314550,1250954
"2942","Magallanes","Hombre","2213",865255,NA,3175652
"2943","Magallanes","Hombre","2221",712777,2149579,2728972
"2944","Magallanes","Hombre","2223",513500,675000,1401600
"2945","Magallanes","Hombre","2229",547000,NA,NA
"2946","Magallanes","Hombre","2230",869764,1163479,1056562
"2947","Magallanes","Hombre","2310",947786,1127143,883887
"2948","Magallanes","Hombre","2320",1343344,588824,837356
"2949","Magallanes","Hombre","2331",646467,961879,1074529
"2950","Magallanes","Hombre","2352",481360,NA,NA
"2951","Magallanes","Hombre","2359",143780,1340305,524025
"2952","Magallanes","Hombre","2411",1031933,995282,1418321
"2953","Magallanes","Hombre","2419",1093335,697515,925957
"2954","Magallanes","Hombre","2441",1722311,NA,NA
"2955","Magallanes","Hombre","2442",1107629,NA,NA
"2956","Magallanes","Hombre","2445",1149516,440990,876174
"2957","Magallanes","Hombre","2451",875200,758929,1100000
"2958","Magallanes","Hombre","2452",205400,NA,NA
"2959","Magallanes","Hombre","2453",273500,NA,NA
"2960","Magallanes","Hombre","2455",383376,NA,471094
"2961","Magallanes","Hombre","2460",711100,900000,NA
"2962","Magallanes","Hombre","3112",624127,809649,1000000
"2963","Magallanes","Hombre","3114",705835,452941,400000
"2964","Magallanes","Hombre","3115",670023,595373,NA
"2965","Magallanes","Hombre","3117",687169,750000,NA
"2966","Magallanes","Hombre","3118",425363,959574,905085
"2967","Magallanes","Hombre","3121",459290,651835,441026
"2968","Magallanes","Hombre","3122",2054000,NA,405082
"2969","Magallanes","Hombre","3131",437600,540000,NA
"2970","Magallanes","Hombre","3132",350080,344318,NA
"2971","Magallanes","Hombre","3144",1139361,932262,NA
"2972","Magallanes","Hombre","3145",337937,NA,500000
"2973","Magallanes","Hombre","3152",342070,861495,402938
"2974","Magallanes","Hombre","3212",262560,550000,629744
"2975","Magallanes","Hombre","3213",865419,900000,583333
"2976","Magallanes","Hombre","3226",656400,800000,1000000
"2977","Magallanes","Hombre","3231",442756,640465,758647
"2978","Magallanes","Hombre","3310",466365,731373,500000
"2979","Magallanes","Hombre","3412",328200,821635,200000
"2980","Magallanes","Hombre","3415",820500,470843,480723
"2981","Magallanes","Hombre","3419",765800,NA,NA
"2982","Magallanes","Hombre","3423",576173,1353172,843495
"2983","Magallanes","Hombre","3429",308100,390000,NA
"2984","Magallanes","Hombre","3431",522076,746269,800118
"2985","Magallanes","Hombre","3433",479811,546198,699701
"2986","Magallanes","Hombre","3439",704301,1442793,2162245
"2987","Magallanes","Hombre","3441",547000,1126355,701124
"2988","Magallanes","Hombre","3442",382900,639988,NA
"2989","Magallanes","Hombre","3450",1129078,1200000,665862
"2990","Magallanes","Hombre","3471",817057,553089,304430
"2991","Magallanes","Hombre","3473",188867,NA,NA
"2992","Magallanes","Hombre","3475",232843,417273,NA
"2993","Magallanes","Hombre","4113",295380,1100000,500000
"2994","Magallanes","Hombre","4115",386215,405734,390000
"2995","Magallanes","Hombre","4121",1936209,424032,562051
"2996","Magallanes","Hombre","4131",415310,362953,376898
"2997","Magallanes","Hombre","4132",1907579,600000,936111
"2998","Magallanes","Hombre","4133",439651,469633,403462
"2999","Magallanes","Hombre","4142",267383,110000,NA
"3000","Magallanes","Hombre","4190",708766,598674,493011
"3001","Magallanes","Hombre","4211",278545,249881,353283
"3002","Magallanes","Hombre","4213",273500,520000,NA
"3003","Magallanes","Hombre","4215",202275,350000,NA
"3004","Magallanes","Hombre","4222",323412,420739,326435
"3005","Magallanes","Hombre","5113",612742,451310,1279279
"3006","Magallanes","Hombre","5122",340317,304568,361603
"3007","Magallanes","Hombre","5123",254571,278501,276212
"3008","Magallanes","Hombre","5131",875200,615954,522277
"3009","Magallanes","Hombre","5132",298115,332696,394275
"3010","Magallanes","Hombre","5141",143780,299043,391667
"3011","Magallanes","Hombre","5152",273500,800000,NA
"3012","Magallanes","Hombre","5161",470420,NA,NA
"3013","Magallanes","Hombre","5162",686727,849880,1109006
"3014","Magallanes","Hombre","5163",656400,567226,300000
"3015","Magallanes","Hombre","5169",377320,307446,NA
"3016","Magallanes","Hombre","5220",299030,331899,381614
"3017","Magallanes","Hombre","5230",369720,NA,401942
"3018","Magallanes","Hombre","6111",204369,1595431,3136364
"3019","Magallanes","Hombre","6112",328200,NA,772727
"3020","Magallanes","Hombre","6113",302370,150625,297386
"3021","Magallanes","Hombre","6121",568781,255947,293593
"3022","Magallanes","Hombre","6129",208509,NA,886875
"3023","Magallanes","Hombre","6141",196404,208960,NA
"3024","Magallanes","Hombre","6152",409014,409294,532599
"3025","Magallanes","Hombre","6210",592800,NA,383788
"3026","Magallanes","Hombre","7111",512521,314603,363151
"3027","Magallanes","Hombre","7122",324428,355573,326943
"3028","Magallanes","Hombre","7123",330741,376474,700000
"3029","Magallanes","Hombre","7124",374084,353309,393605
"3030","Magallanes","Hombre","7129",620316,504837,587619
"3031","Magallanes","Hombre","7131",437600,NA,NA
"3032","Magallanes","Hombre","7132",385188,404878,600000
"3033","Magallanes","Hombre","7136",496976,533411,387115
"3034","Magallanes","Hombre","7137",429090,332035,533298
"3035","Magallanes","Hombre","7141",346910,260904,244268
"3036","Magallanes","Hombre","7142",787430,227957,400000
"3037","Magallanes","Hombre","7212",514722,411456,516924
"3038","Magallanes","Hombre","7214",65329,340463,410833
"3039","Magallanes","Hombre","7216",199108,NA,636141
"3040","Magallanes","Hombre","7231",489811,489345,341059
"3041","Magallanes","Hombre","7232",713250,NA,NA
"3042","Magallanes","Hombre","7233",610882,487568,968596
"3043","Magallanes","Hombre","7241",285640,684274,250000
