carrera_id,area_id,region_id,institution_id,program,degree,specialization_or_observations
26093,9,5,108,Terapia Ocupacional,Licenciatura en Ciencias de la Ocupación Humana,NA
11087,9,13,96,Terapia Ocupacional,Licenciatura en Ciencias de la Ocupación Humana,NA
33024,9,12,107,Terapia Ocupacional,NA,NA
16099,9,13,109,Terapia Ocupacional,NA,NA
24092,9,2,92,Terapia Ocupacional,NA,NA
30022,9,9,98,Terapia Ocupacional,NA,NA
37066,9,9,88,Terapia Ocupacional,NA,NA
39133,9,13,120,Terapia Ocupacional,NA,NA
39421,9,9,120,Terapia Ocupacional,NA,NA
41010,9,13,78,Terapia Ocupacional,NA,NA
41067,9,5,78,Terapia Ocupacional,NA,NA
41103,9,8,78,Terapia Ocupacional,NA,NA
43016,9,13,104,Terapia Ocupacional,NA,NA
11520,4,13,96,Trabajo Social,Licenciatura en Trabajo Social,NA
19032,NA,NA,112,Trabajo Social,NA,NA
22007,4,15,111,Trabajo Social,NA,NA
22097,4,1,111,Trabajo Social,NA,NA
33035,4,12,107,Trabajo Social,NA,NA
29010,4,8,101,Trabajo Social,NA,NA
29066,4,8,101,Trabajo Social,NA,NA
23059,4,1,79,Trabajo Social,NA,NA
32061,4,10,105,Trabajo Social,NA,NA
14008,4,5,73,Trabajo Social,NA,NA
24017,4,2,92,Trabajo Social,NA,NA
27043,4,3,95,Trabajo Social,NA,NA
30066,4,9,98,Trabajo Social,NA,NA
37004,4,9,88,Trabajo Social,NA,NA
12018,4,13,72,Trabajo Social,NA,NA
13025,4,8,97,Trabajo Social,NA,NA
19031,4,5,112,Trabajo Social,NA,NA
19033,NA,NA,112,Trabajo Social,NA,NA
21043,4,13,129,Trabajo Social,NA,NA
35052,4,7,86,Trabajo Social,NA,NA
36050,4,8,85,Trabajo Social,NA,NA
41017,4,13,78,Trabajo Social,NA,NA
41070,4,5,78,Trabajo Social,NA,NA
41105,4,8,78,Trabajo Social,NA,NA
45004,4,13,77,Trabajo Social,NA,NA
26014,NA,NA,108,Traducción Alemán Español y Técnico Universitario Turismo o Comercio Internacional,NA,NA
26029,6,5,108,Traducción e Interpretación Inglés-Español,NA,NA
26027,NA,NA,108,Traducción Francés Español y Técnico Universitario Turismo o Comercio Internacional,NA,NA
37035,6,9,88,Traducción Inglés-Español,NA,NA
23071,NA,NA,79,Traducción Inglés-Español,NA,NA
13058,6,8,97,Traducción/Interpretación en Idiomas Extranjeros,NA,NA
25063,6,4,100,Traductor Inglés-Español,NA,NA
23028,NA,NA,79,Traductor Inglés-Español,NA,NA
