"","geography_level","geography_name","geography_id","year","sexo","oficio","mean_income","median_income","ci_mean_income","ci_median_income"
"188","comuna","Combarbalá","62","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",24590,18120,"[18120, 33182]","[18120, 39600]"
"189","comuna","Combarbalá","62","1990","Hombre","Trabajadores de Servicios y Vendedores",45168,35032,"[32012, 67411]","[31408, 79200]"
"190","comuna","Concepción","64","1990","Hombre","Empleados de Oficina",44850,36240,"[38057, 51252]","[31408, 45904]"
"191","comuna","Concepción","64","1990","Hombre","Fuerzas Armadas",122186,118800,"[98373, 147648]","[60400, 157040]"
"192","comuna","Concepción","64","1990","Hombre","Miembros del Poder Ejecutivo y Cuerpos Legislativos",572558,453732,"[381195, 768938]","[297000, 990000]"
"193","comuna","Concepción","64","1990","Hombre","Operadores y Montadores de Instalaciones y Máquinas",84560,84560,"[72480, 96640]","[72480, 96640]"
"194","comuna","Concepción","64","1990","Hombre","Profesionales, Científicos e Intelectuales",158415,120800,"[118903, 195118]","[72480, 144960]"
"195","comuna","Concepción","64","1990","Hombre","Técnicos y Profesionales de Nivel Medio",152830,59400,"[90859, 218388]","[48880, 72480]"
"196","comuna","Concepción","64","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",37029,36240,"[32579, 40824]","[31408, 36240]"
"197","comuna","Concepción","64","1990","Hombre","Trabajadores de Artes Mecánicas y Otros",55960,42280,"[46955, 64006]","[36240, 48940]"
"198","comuna","Concepción","64","1990","Hombre","Trabajadores de Servicios y Vendedores",75738,60400,"[55357, 103848]","[49633, 71332]"
"199","comuna","Concepción","64","1990","Hombre","Trabajadores No Calificados",39864,39864,"[813, 36646]","[813, 36646]"
"200","comuna","Conchalí","65","1990","Hombre","Empleados de Oficina",51519,42280,"[42677, 62776]","[33824, 53212]"
"201","comuna","Conchalí","65","1990","Hombre","Fuerzas Armadas",109212,79728,"[69963, 142166]","[45783, 96640]"
"202","comuna","Conchalí","65","1990","Hombre","Operadores y Montadores de Instalaciones y Máquinas",65031,61004,"[53746, 76708]","[50132, 84560]"
"203","comuna","Conchalí","65","1990","Hombre","Profesionales, Científicos e Intelectuales",75210,64518,"[62044, 89859]","[51944, 72480]"
"204","comuna","Conchalí","65","1990","Hombre","Técnicos y Profesionales de Nivel Medio",147187,72480,"[82920, 231631]","[48320, 102168]"
"205","comuna","Conchalí","65","1990","Hombre","Trabajadores Agropecuarios y Pesqueros",58421,48320,"[44264, 73219]","[38656, 60400]"
