"","geography_level","geography_name","geography_id","year","occupation","sex","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"1605","pais","País","pais","2015","3213","Hombre",640417,550000,"[516199, 785519]","[450000, 800000]"
"1606","pais","País","pais","2015","3213","Mujer",367180,362162,"[246187, 485059]","[256015, 558190]"
"1607","pais","País","pais","2015","3221","Hombre",511142,400000,"[442935, 611272]","[350000, 500000]"
"1608","pais","País","pais","2015","3221","Mujer",422395,380000,"[387860, 461806]","[350000, 400000]"
"1610","pais","País","pais","2015","3223","Hombre",686160,718182,"[453326, 924795]","[352189, 1000000]"
"1611","pais","País","pais","2015","3223","Mujer",557048,600000,"[457817, 667890]","[386878, 700000]"
"1612","pais","País","pais","2015","3224","Hombre",330727,325911,"[222354, 433190]","[210000, 471753]"
"1613","pais","País","pais","2015","3224","Mujer",433091,433091,"[270000, 500000]","[270000, 500000]"
"1614","pais","País","pais","2015","3225","Hombre",443727,374123,"[349130, 548437]","[300000, 656000]"
"1615","pais","País","pais","2015","3225","Mujer",341518,315247,"[311615, 379665]","[298427, 350000]"
"1616","pais","País","pais","2015","3226","Hombre",749657,680000,"[580107, 902883]","[435165, 900000]"
"1617","pais","País","pais","2015","3226","Mujer",626019,380453,"[477634, 779137]","[300000, 501588]"
"1618","pais","País","pais","2015","3227","Hombre",259383,250000,"[202163, 324003]","[199408, 300000]"
"1619","pais","País","pais","2015","3227","Mujer",318284,253053,"[218615, 510016]","[200000, 300000]"
"1620","pais","País","pais","2015","3228","Hombre",493876,450000,"[388618, 619558]","[316879, 632483]"
"1621","pais","País","pais","2015","3228","Mujer",458626,400000,"[373390, 608939]","[340000, 526060]"
"1622","pais","País","pais","2015","3229","Hombre",639186,533306,"[466854, 1081664]","[350000, 900000]"
"1623","pais","País","pais","2015","3229","Mujer",520258,450000,"[378950, 663490]","[300605, 600000]"
"1624","pais","País","pais","2015","3231","Hombre",458390,420000,"[413476, 509180]","[358094, 457412]"
"1625","pais","País","pais","2015","3231","Mujer",386401,350000,"[371473, 404414]","[350000, 370336]"
"1626","pais","País","pais","2015","3241","Hombre",161467,87216,"[48155, 312734]","[30000, 310821]"
"1627","pais","País","pais","2015","3241","Mujer",185708,163958,"[128878, 274091]","[50000, 250000]"
"1628","pais","País","pais","2015","3242","Hombre",241525,250000,"[192373, 250000]","[196296, 250000]"
"1629","pais","País","pais","2015","3242","Mujer",475007,400000,"[210623, 750717]","[103353, 1000000]"
"1630","pais","País","pais","2015","3310","Hombre",319771,292396,"[257493, 380741]","[237378, 400000]"
"1631","pais","País","pais","2015","3310","Mujer",300241,247425,"[241300, 376630]","[220000, 320000]"
"1632","pais","País","pais","2015","3320","Mujer",314687,300000,"[298860, 329749]","[282507, 300000]"
"1633","pais","País","pais","2015","3330","Hombre",293819,302472,"[202299, 348375]","[217500, 350000]"
"1634","pais","País","pais","2015","3330","Mujer",323439,282576,"[289722, 371751]","[250000, 300000]"
"1635","pais","País","pais","2015","3340","Hombre",487724,400000,"[418874, 606097]","[347064, 600851]"
"1636","pais","País","pais","2015","3340","Mujer",328632,250000,"[283171, 404056]","[241000, 300000]"
"1637","pais","País","pais","2015","3411","Hombre",937169,719474,"[808777, 1100737]","[663806, 853594]"
"1638","pais","País","pais","2015","3411","Mujer",738762,570000,"[642250, 863821]","[500000, 600000]"
"1639","pais","País","pais","2015","3412","Hombre",745938,650000,"[630741, 870172]","[567514, 800000]"
"1640","pais","País","pais","2015","3412","Mujer",660976,476000,"[553477, 803885]","[364250, 600000]"
"1641","pais","País","pais","2015","3413","Hombre",728038,500000,"[510007, 1656166]","[498594, 711956]"
"1642","pais","País","pais","2015","3413","Mujer",709661,500000,"[544374, 886740]","[400000, 700000]"
"1643","pais","País","pais","2015","3414","Hombre",643157,532618,"[469903, 856248]","[400000, 1000000]"
"1644","pais","País","pais","2015","3414","Mujer",533888,500000,"[419626, 670265]","[350000, 638048]"
"1645","pais","País","pais","2015","3415","Hombre",819607,700000,"[713461, 1013450]","[550000, 707530]"
"1646","pais","País","pais","2015","3415","Mujer",670843,500000,"[601820, 745249]","[450000, 600000]"
"1647","pais","País","pais","2015","3416","Hombre",830385,620440,"[634486, 1049186]","[500000, 1000000]"
"1648","pais","País","pais","2015","3416","Mujer",367056,350000,"[253196, 516001]","[180000, 475338]"
"1649","pais","País","pais","2015","3417","Hombre",709168,496121,"[420531, 1207752]","[350000, 1500000]"
"1650","pais","País","pais","2015","3419","Hombre",1150182,665464,"[736450, 1884355]","[456405, 1350000]"
"1651","pais","País","pais","2015","3419","Mujer",707215,500618,"[474329, 991336]","[400000, 676694]"
"1652","pais","País","pais","2015","3421","Hombre",828396,716732,"[661110, 1050005]","[573779, 1000000]"
"1653","pais","País","pais","2015","3421","Mujer",899378,719492,"[521810, 1578344]","[350000, 1045920]"
"1654","pais","País","pais","2015","3422","Hombre",799694,826983,"[535304, 1115530]","[400000, 1142798]"
"1655","pais","País","pais","2015","3422","Mujer",1025587,1025587,"[557333, 1157920]","[557333, 1157920]"
"1656","pais","País","pais","2015","3423","Hombre",729166,500000,"[588667, 1069276]","[450000, 600000]"
"1657","pais","País","pais","2015","3423","Mujer",492999,359557,"[363037, 748662]","[310444, 645825]"
"1658","pais","País","pais","2015","3429","Hombre",761995,560650,"[436580, 1249779]","[350000, 866004]"
"1659","pais","País","pais","2015","3429","Mujer",851674,500000,"[482594, 1315868]","[254412, 822876]"
"1660","pais","País","pais","2015","3431","Hombre",707109,550000,"[653316, 770219]","[500000, 600000]"
"1661","pais","País","pais","2015","3431","Mujer",488230,400000,"[452430, 522458]","[400000, 450000]"
"1662","pais","País","pais","2015","3432","Hombre",681542,450000,"[507565, 903955]","[400000, 594010]"
"1663","pais","País","pais","2015","3432","Mujer",559046,500000,"[483775, 666105]","[400000, 550000]"
"1664","pais","País","pais","2015","3433","Hombre",611988,600000,"[478885, 955143]","[400000, 624017]"
"1665","pais","País","pais","2015","3433","Mujer",568730,500000,"[501482, 642504]","[421856, 594904]"
"1666","pais","País","pais","2015","3434","Hombre",673544,463684,"[424975, 988880]","[318085, 870000]"
"1667","pais","País","pais","2015","3439","Hombre",687353,523170,"[579094, 840273]","[500000, 600000]"
"1668","pais","País","pais","2015","3439","Mujer",468625,400000,"[413289, 525721]","[350811, 469017]"
"1669","pais","País","pais","2015","3441","Hombre",633443,476761,"[433745, 996920]","[398979, 714198]"
"1670","pais","País","pais","2015","3441","Mujer",345015,331429,"[190637, 490717]","[198238, 590000]"
"1671","pais","País","pais","2015","3442","Hombre",750357,509655,"[513026, 1091329]","[310000, 977072]"
"1672","pais","País","pais","2015","3442","Mujer",592444,512910,"[459589, 847919]","[380000, 660411]"
"1673","pais","País","pais","2015","3443","Hombre",650604,513785,"[465934, 1057229]","[450000, 605045]"
"1674","pais","País","pais","2015","3444","Hombre",520789,491929,"[382368, 922975]","[334989, 764163]"
"1675","pais","País","pais","2015","3444","Mujer",1088666,972992,"[768980, 1486556]","[680182, 1700000]"
"1676","pais","País","pais","2015","3449","Hombre",929172,713438,"[701558, 1332483]","[543438, 853585]"
"1677","pais","País","pais","2015","3449","Mujer",753065,500000,"[571146, 970285]","[400000, 870000]"
"1678","pais","País","pais","2015","3450","Hombre",832967,600000,"[602615, 1293059]","[475000, 1316471]"
"1679","pais","País","pais","2015","3450","Mujer",982932,921538,"[715726, 1231249]","[600000, 1450731]"
"1680","pais","País","pais","2015","3460","Hombre",582146,400000,"[358963, 926796]","[277902, 750000]"
"1681","pais","País","pais","2015","3460","Mujer",530707,400000,"[431638, 685354]","[342125, 500000]"
"1682","pais","País","pais","2015","3471","Hombre",577152,400000,"[485477, 703249]","[350000, 505496]"
"1683","pais","País","pais","2015","3471","Mujer",607673,390208,"[454152, 903110]","[300000, 496283]"
"1684","pais","País","pais","2015","3472","Hombre",436153,350000,"[348250, 573578]","[300000, 415000]"
"1685","pais","País","pais","2015","3472","Mujer",251287,162849,"[159692, 405839]","[100000, 418068]"
"1686","pais","País","pais","2015","3473","Hombre",415797,248694,"[281010, 800158]","[200000, 300000]"
"1687","pais","País","pais","2015","3473","Mujer",315899,252727,"[208159, 521707]","[121137, 393295]"
"1688","pais","País","pais","2015","3474","Hombre",277473,200000,"[130091, 474241]","[59000, 321191]"
"1689","pais","País","pais","2015","3474","Mujer",173395,143442,"[90692, 362339]","[43924, 210243]"
"1690","pais","País","pais","2015","3475","Hombre",379937,250000,"[307647, 488512]","[240366, 351417]"
"1691","pais","País","pais","2015","3475","Mujer",302997,266669,"[221497, 396677]","[196500, 322476]"
"1692","pais","País","pais","2015","3480","Hombre",377005,350000,"[279634, 538657]","[173750, 400062]"
"1693","pais","País","pais","2015","3480","Mujer",317582,266828,"[175089, 657573]","[120000, 523099]"
"1694","pais","País","pais","2015","4111","Mujer",266346,261642,"[244894, 289872]","[240000, 300000]"
"1695","pais","País","pais","2015","4112","Hombre",316735,344667,"[161006, 382843]","[122000, 399444]"
"1696","pais","País","pais","2015","4112","Mujer",294505,294505,"[175495, 330000]","[175495, 330000]"
"1697","pais","País","pais","2015","4113","Hombre",442367,331549,"[329783, 654150]","[300000, 500000]"
"1698","pais","País","pais","2015","4113","Mujer",342149,300000,"[285618, 406619]","[300000, 392994]"
"1700","pais","País","pais","2015","4115","Hombre",476022,381684,"[412409, 578514]","[350000, 400000]"
"1701","pais","País","pais","2015","4115","Mujer",381009,350000,"[371049, 392360]","[330000, 350000]"
"1702","pais","País","pais","2015","4121","Hombre",562370,480086,"[507163, 635884]","[411875, 500000]"
"1703","pais","País","pais","2015","4121","Mujer",429402,380000,"[388317, 479667]","[346011, 400000]"
"1704","pais","País","pais","2015","4122","Hombre",711567,400000,"[516552, 883584]","[389050, 628935]"
"1705","pais","País","pais","2015","4122","Mujer",527491,460467,"[460143, 586383]","[400000, 520000]"
"1706","pais","País","pais","2015","4131","Hombre",398482,345058,"[381152, 421413]","[300000, 350000]"
"1707","pais","País","pais","2015","4131","Mujer",360655,300000,"[331730, 391835]","[300000, 350000]"
"1708","pais","País","pais","2015","4132","Hombre",689947,500000,"[574357, 890047]","[455743, 600000]"
"1709","pais","País","pais","2015","4132","Mujer",476328,395159,"[385628, 557698]","[350000, 499593]"
"1710","pais","País","pais","2015","4133","Hombre",463434,400000,"[412740, 529405]","[360000, 464865]"
"1711","pais","País","pais","2015","4133","Mujer",327916,300000,"[238707, 399359]","[189249, 460000]"
"1712","pais","País","pais","2015","4141","Hombre",568867,500000,"[428883, 703615]","[318908, 855000]"
"1713","pais","País","pais","2015","4141","Mujer",428321,328018,"[351242, 542537]","[252213, 407089]"
"1714","pais","País","pais","2015","4142","Hombre",342472,300000,"[292228, 406085]","[270945, 371575]"
"1715","pais","País","pais","2015","4142","Mujer",288678,250000,"[195906, 598661]","[180543, 508869]"
"1716","pais","País","pais","2015","4143","Hombre",429542,350000,"[339876, 536563]","[285000, 500000]"
"1717","pais","País","pais","2015","4143","Mujer",326969,306741,"[270291, 389125]","[227958, 400000]"
"1718","pais","País","pais","2015","4144","Hombre",404936,361290,"[149021, 746656]","[60000, 800000]"
"1719","pais","País","pais","2015","4144","Mujer",1496386,1400000,"[633067, 2264611]","[487132, 3000000]"
"1720","pais","País","pais","2015","4190","Hombre",522818,450000,"[483766, 566100]","[400000, 480000]"
"1721","pais","País","pais","2015","4190","Mujer",441369,380000,"[404306, 472799]","[320000, 400000]"
"1722","pais","País","pais","2015","4211","Hombre",320355,270000,"[287428, 357325]","[241000, 300000]"
"1723","pais","País","pais","2015","4211","Mujer",280510,250000,"[267949, 295957]","[245000, 250000]"
"1724","pais","País","pais","2015","4212","Hombre",401605,400000,"[290721, 546964]","[281583, 500000]"
"1725","pais","País","pais","2015","4212","Mujer",343451,334173,"[270956, 397764]","[278345, 430629]"
"1726","pais","País","pais","2015","4213","Hombre",379246,400000,"[291844, 462571]","[303605, 417423]"
"1727","pais","País","pais","2015","4213","Mujer",312971,309947,"[274434, 353967]","[259495, 350000]"
"1729","pais","País","pais","2015","4215","Hombre",603774,431415,"[482136, 715322]","[393958, 500000]"
"1730","pais","País","pais","2015","4215","Mujer",392468,300000,"[332943, 467184]","[300000, 400000]"
"1731","pais","País","pais","2015","4221","Hombre",300400,273986,"[246692, 362545]","[241000, 351951]"
"1732","pais","País","pais","2015","4221","Mujer",303257,300000,"[210781, 389126]","[210000, 394636]"
"1733","pais","País","pais","2015","4222","Hombre",402169,350000,"[374184, 436929]","[346250, 400000]"
"1734","pais","País","pais","2015","4222","Mujer",349051,303168,"[330809, 378983]","[300000, 346859]"
"1735","pais","País","pais","2015","4223","Hombre",341678,300000,"[289901, 391634]","[269347, 308646]"
"1736","pais","País","pais","2015","4223","Mujer",299774,300000,"[269559, 322266]","[258045, 300000]"
"1737","pais","País","pais","2015","5111","Hombre",561887,340199,"[354571, 849871]","[241208, 800000]"
"1738","pais","País","pais","2015","5111","Mujer",583070,556441,"[440892, 737094]","[300000, 600000]"
"1739","pais","País","pais","2015","5112","Hombre",339915,280000,"[287059, 407425]","[243283, 333850]"
"1740","pais","País","pais","2015","5112","Mujer",282453,282947,"[220683, 367264]","[184966, 300000]"
"1741","pais","País","pais","2015","5113","Hombre",461542,300000,"[293585, 634543]","[240000, 600000]"
"1742","pais","País","pais","2015","5113","Mujer",412601,438565,"[321412, 510103]","[291414, 560000]"
"1743","pais","País","pais","2015","5121","Hombre",418639,343141,"[309760, 735444]","[240000, 495162]"
"1744","pais","País","pais","2015","5121","Mujer",269670,260319,"[233254, 352267]","[250000, 294200]"
"1745","pais","País","pais","2015","5122","Hombre",340883,300000,"[319574, 363530]","[300000, 339737]"
"1746","pais","País","pais","2015","5122","Mujer",244497,241000,"[237712, 252868]","[241000, 241000]"
"1747","pais","País","pais","2015","5123","Hombre",255534,250000,"[237884, 279707]","[241000, 250000]"
"1748","pais","País","pais","2015","5123","Mujer",218222,240000,"[204054, 230773]","[230000, 241000]"
"1749","pais","País","pais","2015","5131","Hombre",317338,300000,"[274182, 365382]","[250000, 350000]"
"1750","pais","País","pais","2015","5131","Mujer",229761,230000,"[220027, 238441]","[220000, 240000]"
"1751","pais","País","pais","2015","5132","Hombre",380886,368199,"[333325, 434259]","[300000, 400000]"
"1752","pais","País","pais","2015","5132","Mujer",350659,300000,"[329522, 378775]","[300000, 320000]"
"1753","pais","País","pais","2015","5133","Hombre",245342,200000,"[170750, 334611]","[160483, 400000]"
"1754","pais","País","pais","2015","5133","Mujer",226693,230000,"[209837, 251740]","[206000, 241000]"
"1755","pais","País","pais","2015","5139","Hombre",214319,200000,"[189424, 259691]","[182007, 259954]"
"1756","pais","País","pais","2015","5139","Mujer",235473,245625,"[204661, 269576]","[225823, 250000]"
"1757","pais","País","pais","2015","5141","Hombre",472162,352326,"[373825, 535829]","[269821, 400000]"
"1758","pais","País","pais","2015","5141","Mujer",283583,250000,"[260626, 306974]","[220363, 250000]"
"1760","pais","País","pais","2015","5143","Hombre",296408,286923,"[264969, 335613]","[250000, 365751]"
"1761","pais","País","pais","2015","5143","Mujer",380000,380000,"[380000, 380000]","[380000, 380000]"
"1762","pais","País","pais","2015","5149","Hombre",215080,151327,"[125556, 313803]","[100000, 289484]"
"1763","pais","País","pais","2015","5151","Mujer",274431,242000,"[240000, 325335]","[240000, 350000]"
"1764","pais","País","pais","2015","5152","Hombre",100000,100000,"[100000, 100000]","[100000, 100000]"
"1765","pais","País","pais","2015","5152","Mujer",618263,500000,"[334042, 970876]","[237220, 1200000]"
"1766","pais","País","pais","2015","5161","Hombre",372741,280000,"[285994, 463131]","[250000, 452838]"
"1767","pais","País","pais","2015","5161","Mujer",150405,113244,"[107257, 202347]","[98000, 220000]"
"1768","pais","País","pais","2015","5162","Hombre",618542,550000,"[578487, 657685]","[500000, 600000]"
"1769","pais","País","pais","2015","5162","Mujer",611216,580000,"[522380, 684613]","[450000, 662000]"
"1770","pais","País","pais","2015","5163","Hombre",712928,674987,"[641612, 811854]","[600000, 703033]"
"1771","pais","País","pais","2015","5163","Mujer",688649,586712,"[589525, 815708]","[514366, 800000]"
"1772","pais","País","pais","2015","5169","Hombre",361185,300000,"[321992, 398960]","[250000, 350000]"
"1773","pais","País","pais","2015","5169","Mujer",273394,300000,"[207214, 341326]","[254762, 329179]"
"1774","pais","País","pais","2015","5210","Mujer",153390,152234,"[81831, 263004]","[50000, 301557]"
"1775","pais","País","pais","2015","5220","Hombre",373005,290000,"[356388, 391831]","[279799, 300000]"
"1776","pais","País","pais","2015","5220","Mujer",287886,250000,"[274128, 298389]","[248681, 250000]"
"1777","pais","País","pais","2015","5230","Hombre",325874,240000,"[284359, 378477]","[215167, 250000]"
"1778","pais","País","pais","2015","5230","Mujer",192059,150000,"[178832, 206698]","[150000, 180000]"
"1780","pais","País","pais","2015","6111","Hombre",310219,240000,"[268045, 365753]","[240000, 241000]"
"1781","pais","País","pais","2015","6111","Mujer",214821,239942,"[199503, 232741]","[213066, 240000]"
"1782","pais","País","pais","2015","6112","Hombre",235836,240000,"[227451, 248795]","[240000, 241000]"
"1783","pais","País","pais","2015","6112","Mujer",195086,225000,"[180173, 212188]","[180000, 240000]"
"1784","pais","País","pais","2015","6113","Hombre",249825,241000,"[237454, 267502]","[240000, 245000]"
"1785","pais","País","pais","2015","6113","Mujer",219441,238434,"[194114, 243606]","[220000, 240000]"
"1786","pais","País","pais","2015","6114","Hombre",231171,200000,"[173443, 299795]","[130000, 278643]"
"1787","pais","País","pais","2015","6114","Mujer",145285,150000,"[86447, 195868]","[57960, 180000]"
"1788","pais","País","pais","2015","6121","Hombre",318518,241000,"[281804, 367400]","[240909, 250000]"
"1789","pais","País","pais","2015","6121","Mujer",205318,165000,"[138824, 439505]","[121491, 200000]"
"1790","pais","País","pais","2015","6122","Hombre",331108,290732,"[272608, 399127]","[249359, 428615]"
"1791","pais","País","pais","2015","6122","Mujer",202636,245847,"[147664, 260782]","[144961, 268100]"
"1792","pais","País","pais","2015","6123","Hombre",296803,262497,"[225268, 373967]","[232192, 350000]"
"1793","pais","País","pais","2015","6123","Mujer",151875,150000,"[112376, 203561]","[100000, 200000]"
"1794","pais","País","pais","2015","6124","Hombre",370723,300000,"[332208, 418182]","[250000, 300000]"
"1795","pais","País","pais","2015","6124","Mujer",360098,276975,"[298609, 421243]","[250000, 300000]"
"1796","pais","País","pais","2015","6129","Hombre",257184,241000,"[214490, 322947]","[200000, 250000]"
"1797","pais","País","pais","2015","6129","Mujer",260990,301857,"[126305, 348413]","[70000, 350000]"
"1798","pais","País","pais","2015","6130","Hombre",318364,300000,"[285226, 377887]","[250000, 300000]"
"1799","pais","País","pais","2015","6130","Mujer",264428,241000,"[234553, 311819]","[240241, 250000]"
"1800","pais","País","pais","2015","6141","Hombre",243478,240000,"[225887, 260675]","[200000, 240000]"
"1801","pais","País","pais","2015","6141","Mujer",225739,240000,"[190506, 255033]","[200000, 267263]"
"1802","pais","País","pais","2015","6142","Hombre",178553,150000,"[148473, 210707]","[118688, 189365]"
"1803","pais","País","pais","2015","6142","Mujer",95364,91236,"[40000, 155192]","[40000, 163892]"
"1804","pais","País","pais","2015","6151","Hombre",360465,280000,"[312648, 413798]","[250000, 300000]"
"1805","pais","País","pais","2015","6151","Mujer",290104,274800,"[249555, 341132]","[240000, 300000]"
"1806","pais","País","pais","2015","6152","Hombre",268460,240000,"[237401, 309556]","[200000, 250000]"
"1807","pais","País","pais","2015","6152","Mujer",151061,145395,"[128258, 173887]","[120000, 200000]"
"1808","pais","País","pais","2015","6153","Hombre",317195,250000,"[246968, 418684]","[200000, 300000]"
"1809","pais","País","pais","2015","6153","Mujer",243086,254942,"[164020, 268695]","[224832, 279786]"
"1810","pais","País","pais","2015","6210","Hombre",233776,200000,"[209172, 260047]","[187981, 210235]"
"1811","pais","País","pais","2015","6210","Mujer",132236,100000,"[111166, 155424]","[75647, 135750]"
"1813","pais","País","pais","2015","7111","Hombre",566689,500000,"[519636, 609313]","[480000, 521450]"
"1814","pais","País","pais","2015","7111","Mujer",574053,600000,"[363617, 735407]","[263122, 800000]"
"1815","pais","País","pais","2015","7112","Hombre",475609,481143,"[373766, 575421]","[300000, 608736]"
"1816","pais","País","pais","2015","7113","Hombre",446687,349091,"[309188, 726924]","[250000, 600000]"
"1818","pais","País","pais","2015","7121","Hombre",327616,300000,"[306208, 347833]","[280000, 300000]"
"1819","pais","País","pais","2015","7122","Hombre",339628,300000,"[329048, 359065]","[300000, 300000]"
"1820","pais","País","pais","2015","7122","Mujer",304195,315789,"[227655, 383886]","[200000, 400000]"
"1821","pais","País","pais","2015","7123","Hombre",348339,300000,"[319201, 372404]","[300000, 350000]"
"1822","pais","País","pais","2015","7124","Hombre",331950,300000,"[318352, 345691]","[300000, 300000]"
"1823","pais","País","pais","2015","7124","Mujer",288157,240995,"[219170, 374225]","[183072, 356516]"
"1824","pais","País","pais","2015","7129","Hombre",437183,400000,"[404808, 500940]","[350000, 450000]"
"1825","pais","País","pais","2015","7129","Mujer",338840,350649,"[264673, 408725]","[240142, 450000]"
"1826","pais","País","pais","2015","7131","Hombre",266961,250000,"[211867, 309922]","[195000, 350000]"
"1827","pais","País","pais","2015","7132","Hombre",322078,300000,"[283442, 354637]","[250000, 318982]"
"1828","pais","País","pais","2015","7132","Mujer",208358,204419,"[156502, 260516]","[150000, 300000]"
"1829","pais","País","pais","2015","7133","Hombre",418508,400000,"[344167, 483325]","[318734, 450000]"
"1830","pais","País","pais","2015","7134","Hombre",498593,392036,"[383571, 704055]","[300000, 427437]"
"1831","pais","País","pais","2015","7135","Hombre",329752,250000,"[279356, 383870]","[240824, 322083]"
"1832","pais","País","pais","2015","7136","Hombre",329526,300000,"[307836, 353621]","[255780, 300000]"
"1833","pais","País","pais","2015","7136","Mujer",185524,232873,"[95646, 254031]","[100000, 262288]"
"1834","pais","País","pais","2015","7137","Hombre",421849,360000,"[402331, 447459]","[350000, 400000]"
"1835","pais","País","pais","2015","7137","Mujer",257603,231349,"[108374, 513607]","[40000, 380000]"
"1836","pais","País","pais","2015","7141","Hombre",319590,251000,"[280805, 385871]","[250000, 300000]"
"1837","pais","País","pais","2015","7141","Mujer",247982,240084,"[166666, 336680]","[166913, 300000]"
"1838","pais","País","pais","2015","7142","Hombre",307007,250000,"[263036, 358232]","[240000, 265057]"
"1839","pais","País","pais","2015","7142","Mujer",100000,100000,"[100000, 100000]","[100000, 100000]"
"1840","pais","País","pais","2015","7143","Hombre",268354,268354,"[200000, 400000]","[200000, 400000]"
"1841","pais","País","pais","2015","7211","Hombre",261441,241000,"[226180, 298946]","[210000, 299258]"
"1842","pais","País","pais","2015","7212","Hombre",376267,350000,"[361578, 390336]","[300000, 350000]"
"1843","pais","País","pais","2015","7212","Mujer",290422,300000,"[246096, 345720]","[230000, 346253]"
"1844","pais","País","pais","2015","7213","Hombre",321980,280000,"[283640, 371270]","[250000, 300000]"
"1845","pais","País","pais","2015","7214","Hombre",422618,350000,"[373666, 469152]","[300000, 382611]"
"1846","pais","País","pais","2015","7214","Mujer",281177,256477,"[232216, 345127]","[215631, 350000]"
"1847","pais","País","pais","2015","7216","Hombre",374947,300000,"[334891, 407512]","[300000, 350000]"
"1849","pais","País","pais","2015","7221","Hombre",293461,247993,"[247228, 348212]","[240000, 300000]"
"1850","pais","País","pais","2015","7222","Hombre",371767,300000,"[294769, 500848]","[250000, 397451]"
"1851","pais","País","pais","2015","7222","Mujer",300000,300000,"[300000, 300000]","[300000, 300000]"
"1852","pais","País","pais","2015","7223","Hombre",414675,386512,"[371062, 470773]","[350000, 448015]"
"1853","pais","País","pais","2015","7223","Mujer",205737,205737,"[163000, 657263]","[163000, 657263]"
"1854","pais","País","pais","2015","7224","Hombre",712506,291186,"[263271, 1514784]","[250000, 468004]"
"1855","pais","País","pais","2015","7231","Hombre",399565,322963,"[381165, 420598]","[300000, 350000]"
"1856","pais","País","pais","2015","7231","Mujer",302993,289438,"[247308, 378959]","[242388, 350000]"
"1857","pais","País","pais","2015","7232","Hombre",563068,500000,"[420538, 812374]","[300000, 761200]"
"1858","pais","País","pais","2015","7232","Mujer",147169,94337,"[69821, 329171]","[50000, 222222]"
"1859","pais","País","pais","2015","7233","Hombre",584789,500000,"[538532, 631399]","[477733, 500000]"
"1860","pais","País","pais","2015","7233","Mujer",394714,381618,"[213626, 585081]","[157486, 720000]"
"1861","pais","País","pais","2015","7241","Hombre",498473,400000,"[443260, 570530]","[350000, 495141]"
"1862","pais","País","pais","2015","7241","Mujer",333865,342949,"[223949, 391557]","[222455, 390385]"
"1863","pais","País","pais","2015","7242","Hombre",365593,300000,"[311107, 428534]","[300000, 387323]"
"1864","pais","País","pais","2015","7243","Hombre",446622,350000,"[363781, 516608]","[293368, 430000]"
"1865","pais","País","pais","2015","7243","Mujer",330168,317537,"[267097, 474694]","[270795, 406686]"
"1866","pais","País","pais","2015","7244","Hombre",400069,336304,"[352834, 462155]","[300000, 440671]"
"1867","pais","País","pais","2015","7244","Mujer",300000,300000,"[300000, 300000]","[300000, 300000]"
"1868","pais","País","pais","2015","7245","Hombre",362858,300000,"[329814, 393979]","[300000, 357875]"
"1869","pais","País","pais","2015","7311","Hombre",450809,400000,"[341345, 574034]","[304924, 500000]"
"1870","pais","País","pais","2015","7311","Mujer",354172,348903,"[301528, 422682]","[300000, 458261]"
"1871","pais","País","pais","2015","7312","Hombre",396000,388158,"[237200, 531000]","[189532, 600000]"
"1872","pais","País","pais","2015","7313","Hombre",423954,250000,"[311449, 583287]","[250000, 500000]"
"1873","pais","País","pais","2015","7313","Mujer",237851,217444,"[147423, 364241]","[80000, 300000]"
"1874","pais","País","pais","2015","7321","Hombre",253042,250000,"[217629, 285397]","[230540, 300000]"
"1875","pais","País","pais","2015","7321","Mujer",548225,304714,"[105812, 948012]","[82720, 1000000]"
"1877","pais","País","pais","2015","7324","Hombre",266419,236936,"[174322, 533717]","[167969, 309676]"
"1878","pais","País","pais","2015","7324","Mujer",210429,254254,"[60506, 485492]","[12771, 271473]"
"1879","pais","País","pais","2015","7331","Hombre",167833,150000,"[145271, 189959]","[110693, 200000]"
"1880","pais","País","pais","2015","7331","Mujer",154982,100000,"[109288, 215386]","[72215, 150000]"
"1881","pais","País","pais","2015","7332","Hombre",259019,246810,"[207268, 309788]","[159560, 350000]"
"1882","pais","País","pais","2015","7332","Mujer",98599,70000,"[80077, 118279]","[50000, 100000]"
"1883","pais","País","pais","2015","7341","Hombre",372889,378601,"[299154, 427390]","[309945, 450000]"
"1884","pais","País","pais","2015","7341","Mujer",188829,211189,"[102803, 250000]","[66362, 250000]"
"1886","pais","País","pais","2015","7343","Hombre",249715,250000,"[201111, 284921]","[200000, 294738]"
"1887","pais","País","pais","2015","7343","Mujer",243691,270000,"[120382, 350000]","[97121, 350000]"
"1888","pais","País","pais","2015","7344","Hombre",275014,234783,"[131907, 404030]","[50000, 441172]"
"1889","pais","País","pais","2015","7345","Hombre",428873,345798,"[310498, 568385]","[250000, 471541]"
"1890","pais","País","pais","2015","7345","Mujer",336487,229925,"[150927, 601741]","[149622, 340697]"
"1891","pais","País","pais","2015","7346","Hombre",494705,468014,"[375689, 614684]","[324306, 659833]"
"1892","pais","País","pais","2015","7346","Mujer",138562,124167,"[89607, 212388]","[76965, 248287]"
"1893","pais","País","pais","2015","7411","Hombre",303954,264493,"[265053, 383233]","[250000, 300000]"
"1894","pais","País","pais","2015","7411","Mujer",279259,278923,"[240933, 314646]","[248878, 300000]"
"1895","pais","País","pais","2015","7412","Hombre",313208,270000,"[288994, 358155]","[250000, 300000]"
"1896","pais","País","pais","2015","7412","Mujer",215598,200000,"[196050, 240718]","[180000, 240000]"
"1897","pais","País","pais","2015","7413","Hombre",346093,350000,"[276651, 428682]","[245129, 480000]"
