comuna_datachile_id,candidato_id,partido_id,electo,votos_candidato,year,election_id
135,2587,8,0,77,2009,3
135,2588,11,1,6545,2009,3
135,2589,4,0,152,2009,3
135,2590,8,0,1771,2009,3
135,2591,9,0,561,2009,3
137,8,0,0,193,2009,3
137,9,0,0,222,2009,3
137,2575,9,1,1031,2009,3
137,2576,10,0,1137,2009,3
137,2577,6,1,1424,2009,3
137,2578,4,0,102,2009,3
137,2579,7,0,321,2009,3
138,8,0,0,1509,2009,3
138,9,0,0,621,2009,3
138,2562,8,0,3460,2009,3
138,2563,8,0,124,2009,3
138,2564,9,1,2970,2009,3
138,2565,8,0,471,2009,3
138,2566,7,1,4652,2009,3
138,2567,6,0,3221,2009,3
138,2568,2,0,2843,2009,3
139,8,0,0,1667,2009,3
139,9,0,0,759,2009,3
139,2580,6,1,18419,2009,3
139,2581,10,0,6115,2009,3
139,2582,8,0,1137,2009,3
139,2583,4,0,296,2009,3
139,2584,9,1,14331,2009,3
142,8,0,0,565,2009,3
142,9,0,0,414,2009,3
142,2562,8,0,1115,2009,3
142,2563,8,0,64,2009,3
142,2564,9,1,2402,2009,3
142,2565,8,0,134,2009,3
142,2566,7,1,1885,2009,3
142,2567,6,0,2976,2009,3
142,2568,2,0,2004,2009,3
147,8,0,0,467,2009,3
147,9,0,0,393,2009,3
147,2592,23,0,516,2009,3
147,2593,8,0,2884,2009,3
147,2594,11,1,1867,2009,3
147,2595,9,0,2652,2009,3
147,2596,7,1,2617,2009,3
147,2597,8,0,77,2009,3
147,2598,4,0,132,2009,3
148,8,0,0,562,2009,3
148,9,0,0,408,2009,3
148,2580,6,1,6038,2009,3
148,2581,10,0,2891,2009,3
148,2582,8,0,463,2009,3
148,2583,4,0,137,2009,3
148,2584,9,1,4431,2009,3
149,8,0,0,248,2009,3
149,9,0,0,204,2009,3
149,2585,7,1,1697,2009,3
149,2586,8,0,178,2009,3
149,2587,8,0,32,2009,3
149,2588,11,1,1674,2009,3
149,2589,4,0,60,2009,3
149,2590,8,0,711,2009,3
149,2591,9,0,180,2009,3
151,8,0,0,1450,2009,3
151,9,0,0,525,2009,3
151,2562,8,0,2808,2009,3
151,2563,8,0,129,2009,3
151,2564,9,1,4729,2009,3
151,2565,8,0,179,2009,3
151,2566,7,1,3995,2009,3
151,2567,6,0,8634,2009,3
151,2568,2,0,6887,2009,3
155,8,0,0,138,2009,3
155,9,0,0,157,2009,3
155,2585,7,1,1888,2009,3
155,2586,8,0,351,2009,3
155,2587,8,0,178,2009,3
155,2588,11,1,557,2009,3
155,2589,4,0,54,2009,3
155,2590,8,0,635,2009,3
155,2591,9,0,629,2009,3
158,8,0,0,191,2009,3
158,9,0,0,192,2009,3
158,2585,7,1,2238,2009,3
158,2586,8,0,312,2009,3
158,2587,8,0,55,2009,3
158,2588,11,1,1157,2009,3
158,2589,4,0,70,2009,3
158,2590,8,0,913,2009,3
158,2591,9,0,283,2009,3
168,8,0,0,559,2009,3
168,9,0,0,419,2009,3
168,2575,9,1,2909,2009,3
168,2576,10,0,2347,2009,3
168,2577,6,1,2834,2009,3
168,2578,4,0,154,2009,3
168,2579,7,0,689,2009,3
171,8,0,0,170,2009,3
171,9,0,0,103,2009,3
171,2585,7,1,1384,2009,3
171,2586,8,0,88,2009,3
171,2587,8,0,29,2009,3
171,2588,11,1,722,2009,3
171,2589,4,0,34,2009,3
171,2590,8,0,483,2009,3
171,2591,9,0,119,2009,3
173,8,0,0,1249,2009,3
173,9,0,0,878,2009,3
173,2575,9,1,6878,2009,3
173,2576,10,0,4597,2009,3
173,2577,6,1,6928,2009,3
173,2578,4,0,531,2009,3
173,2579,7,0,1207,2009,3
183,8,0,0,628,2009,3
183,9,0,0,359,2009,3
183,2562,8,0,2344,2009,3
183,2563,8,0,48,2009,3
183,2564,9,1,3203,2009,3
183,2565,8,0,99,2009,3
183,2566,7,1,1891,2009,3
183,2567,6,0,1155,2009,3
183,2568,2,0,1413,2009,3
184,8,0,0,676,2009,3
184,9,0,0,355,2009,3
184,2592,23,0,1046,2009,3
184,2593,8,0,2038,2009,3
184,2594,11,1,6395,2009,3
184,2595,9,0,2844,2009,3
184,2596,7,1,2499,2009,3
184,2597,8,0,64,2009,3
184,2598,4,0,108,2009,3
187,8,0,0,7,2009,3
187,9,0,0,13,2009,3
187,2599,7,1,142,2009,3
187,2600,23,0,23,2009,3
187,2601,2,0,6,2009,3
187,2602,9,1,80,2009,3
187,2603,23,0,22,2009,3
190,8,0,0,651,2009,3
190,9,0,0,394,2009,3
190,2562,8,0,1370,2009,3
190,2563,8,0,65,2009,3
190,2564,9,1,1443,2009,3
190,2565,8,0,143,2009,3
190,2566,7,1,1894,2009,3
190,2567,6,0,1392,2009,3
190,2568,2,0,1179,2009,3
194,8,0,0,1274,2009,3
194,9,0,0,809,2009,3
194,2592,23,0,1075,2009,3
194,2593,8,0,3478,2009,3
194,2594,11,1,6024,2009,3
194,2595,9,0,5286,2009,3
194,2596,7,1,5627,2009,3
194,2597,8,0,140,2009,3
194,2598,4,0,286,2009,3
201,8,0,0,354,2009,3
201,9,0,0,217,2009,3
201,2562,8,0,223,2009,3
201,2563,8,0,21,2009,3
201,2564,9,1,476,2009,3
201,2565,8,0,21,2009,3
201,2566,7,1,332,2009,3
201,2567,6,0,929,2009,3
201,2568,2,0,1220,2009,3
202,8,0,0,104,2009,3
202,9,0,0,83,2009,3
202,2562,8,0,525,2009,3
202,2563,8,0,14,2009,3
202,2564,9,1,1055,2009,3
202,2565,8,0,15,2009,3
202,2566,7,1,999,2009,3
202,2567,6,0,457,2009,3
202,2568,2,0,176,2009,3
204,8,0,0,662,2009,3
204,9,0,0,495,2009,3
204,2580,6,1,9223,2009,3
204,2581,10,0,4044,2009,3
204,2582,8,0,721,2009,3
204,2583,4,0,175,2009,3
204,2584,9,1,5735,2009,3
206,8,0,0,234,2009,3
206,9,0,0,196,2009,3
206,2575,9,1,1542,2009,3
