comuna_datachile_id,candidato_id,partido_id,votos_candidato,electo,year,election_id
318,1679,8,3302,1,2016,5
318,1680,9,2075,0,2016,5
318,1681,8,621,0,2016,5
319,8,0,5,0,2016,5
319,9,0,1,0,2016,5
319,1682,8,339,1,2016,5
319,1683,8,241,0,2016,5
319,1684,11,6,0,2016,5
320,8,0,65,0,2016,5
320,9,0,72,0,2016,5
320,1685,8,2774,1,2016,5
320,1686,11,1203,0,2016,5
320,1687,7,1052,0,2016,5
320,1688,8,93,0,2016,5
321,8,0,97,0,2016,5
321,9,0,48,0,2016,5
321,1689,8,3621,1,2016,5
321,1690,8,1820,0,2016,5
321,1691,5,1581,0,2016,5
321,1692,8,811,0,2016,5
321,1693,11,420,0,2016,5
321,1694,8,95,0,2016,5
321,1695,8,65,0,2016,5
322,8,0,50,0,2016,5
322,9,0,58,0,2016,5
322,378,5,108,0,2016,5
322,1696,6,2856,1,2016,5
322,1697,2,1480,0,2016,5
322,1698,8,476,0,2016,5
322,1699,8,390,0,2016,5
323,8,0,433,0,2016,5
323,9,0,261,0,2016,5
323,1700,8,9114,1,2016,5
323,1701,9,8750,0,2016,5
323,1702,6,2005,0,2016,5
323,1703,8,1541,0,2016,5
324,8,0,8,0,2016,5
324,9,0,5,0,2016,5
324,1704,8,641,1,2016,5
324,1705,8,621,0,2016,5
325,8,0,3,0,2016,5
325,9,0,8,0,2016,5
325,1706,11,184,1,2016,5
325,1707,8,145,0,2016,5
325,1708,6,22,0,2016,5
325,1709,8,21,0,2016,5
326,8,0,98,0,2016,5
326,9,0,95,0,2016,5
326,1710,8,4466,1,2016,5
326,1711,8,2691,0,2016,5
326,1712,7,1565,0,2016,5
327,8,0,22,0,2016,5
327,9,0,23,0,2016,5
327,1713,8,2609,1,2016,5
327,1714,8,2023,0,2016,5
328,8,0,34,0,2016,5
328,9,0,50,0,2016,5
328,1715,7,3664,1,2016,5
328,1716,11,3499,0,2016,5
328,1717,8,209,0,2016,5
329,8,0,1323,0,2016,5
329,9,0,618,0,2016,5
329,1718,8,17863,1,2016,5
329,1719,10,17058,0,2016,5
329,1720,5,2215,0,2016,5
329,1721,13,1872,0,2016,5
330,8,0,226,0,2016,5
330,9,0,171,0,2016,5
330,1722,14,6076,1,2016,5
330,1723,8,5688,0,2016,5
330,1724,7,3022,0,2016,5
330,1725,8,1824,0,2016,5
331,8,0,1376,0,2016,5
331,9,0,618,0,2016,5
331,1726,8,46359,1,2016,5
331,1727,6,19443,0,2016,5
331,1728,8,19318,0,2016,5
331,1729,28,1104,0,2016,5
332,8,0,40,0,2016,5
332,9,0,29,0,2016,5
332,1730,8,2164,1,2016,5
332,1731,11,1578,0,2016,5
333,8,0,265,0,2016,5
333,9,0,176,0,2016,5
333,1732,8,5309,1,2016,5
333,1733,23,5299,0,2016,5
333,1734,8,1189,0,2016,5
334,8,0,107,0,2016,5
334,9,0,94,0,2016,5
334,1735,9,5827,1,2016,5
334,1736,8,5313,0,2016,5
335,8,0,170,0,2016,5
335,9,0,123,0,2016,5
335,1737,11,4732,1,2016,5
335,1738,7,2920,0,2016,5
335,1739,8,2126,0,2016,5
336,8,0,66,0,2016,5
336,9,0,67,0,2016,5
336,1740,11,3007,1,2016,5
336,1741,6,2407,0,2016,5
336,1742,8,1752,0,2016,5
337,8,0,721,0,2016,5
337,9,0,280,0,2016,5
337,1743,8,13590,1,2016,5
337,1744,9,7279,0,2016,5
337,1745,8,5025,0,2016,5
337,1746,8,1598,0,2016,5
337,1747,28,709,0,2016,5
338,8,0,429,0,2016,5
338,9,0,293,0,2016,5
338,1748,7,12036,1,2016,5
338,1749,9,3099,0,2016,5
339,8,0,2416,0,2016,5
339,9,0,1089,0,2016,5
339,1750,6,44799,1,2016,5
339,1751,9,24155,0,2016,5
339,1752,8,3913,0,2016,5
339,1753,28,1885,0,2016,5
340,8,0,514,0,2016,5
340,9,0,317,0,2016,5
340,1754,7,20860,1,2016,5
340,1755,8,14070,0,2016,5
340,1756,11,1822,0,2016,5
340,1757,12,423,0,2016,5
341,8,0,121,0,2016,5
341,9,0,109,0,2016,5
341,1758,8,4140,1,2016,5
341,1759,7,2718,0,2016,5
342,8,0,126,0,2016,5
342,9,0,123,0,2016,5
342,1760,8,4844,1,2016,5
342,1761,8,2717,0,2016,5
342,1762,2,1149,0,2016,5
342,1763,7,599,0,2016,5
342,1764,8,441,0,2016,5
342,1765,8,390,0,2016,5
342,1766,8,258,0,2016,5
342,1767,16,60,0,2016,5
343,8,0,91,0,2016,5
343,9,0,86,0,2016,5
343,1768,10,3458,1,2016,5
343,1769,6,3119,0,2016,5
343,1770,8,321,0,2016,5
343,1771,8,270,0,2016,5
344,8,0,84,0,2016,5
344,9,0,65,0,2016,5
344,1772,8,2046,1,2016,5
344,1773,9,2045,0,2016,5
345,8,0,1,0,2016,5
345,9,0,0,0,2016,5
345,665,9,4,1,2016,5
345,666,8,4,0,2016,5
346,8,0,451,0,2016,5
346,9,0,238,0,2016,5
346,1774,7,7975,1,2016,5
346,1775,8,3511,0,2016,5
346,1776,9,2757,0,2016,5
346,1777,8,1159,0,2016,5
346,1778,8,771,0,2016,5
346,1779,8,636,0,2016,5
