comuna_datachile_id,candidato_id,lista_id,partido_id,electo,votos_candidato,year,election_id
53,540,19,8,0,88,2013,3
53,541,12,13,0,139,2013,3
53,542,12,12,0,171,2013,3
53,543,16,4,0,262,2013,3
55,8,0,0,0,391,2013,3
55,9,0,0,0,752,2013,3
55,544,13,11,1,3447,2013,3
55,545,1,6,1,1469,2013,3
55,546,1,7,0,1797,2013,3
55,547,13,9,0,1794,2013,3
55,548,2,8,0,429,2013,3
55,549,12,8,0,382,2013,3
56,8,0,0,0,117,2013,3
56,9,0,0,0,161,2013,3
56,597,13,10,1,1628,2013,3
56,598,1,6,1,576,2013,3
56,599,1,7,0,439,2013,3
56,600,13,9,0,361,2013,3
56,601,16,4,0,111,2013,3
59,8,0,0,0,1155,2013,3
59,9,0,0,0,1273,2013,3
59,579,13,11,1,8208,2013,3
59,580,1,7,1,7845,2013,3
59,581,1,6,0,8143,2013,3
59,582,13,9,0,2795,2013,3
59,583,12,8,0,1080,2013,3
59,584,12,12,0,805,2013,3
59,585,16,4,0,595,2013,3
59,586,16,4,0,640,2013,3
61,8,0,0,0,195,2013,3
61,9,0,0,0,283,2013,3
61,597,13,10,1,4215,2013,3
61,598,1,6,1,996,2013,3
61,599,1,7,0,655,2013,3
61,600,13,9,0,538,2013,3
61,601,16,4,0,218,2013,3
62,8,0,0,0,153,2013,3
62,9,0,0,0,259,2013,3
62,574,13,9,1,1246,2013,3
62,575,13,11,1,3266,2013,3
62,576,1,6,0,426,2013,3
62,577,1,7,0,594,2013,3
62,578,16,4,0,175,2013,3
64,8,0,0,0,2919,2013,3
64,9,0,0,0,2104,2013,3
64,535,13,38,1,29251,2013,3
64,536,1,6,1,31149,2013,3
64,537,1,8,0,3651,2013,3
64,538,13,10,0,13205,2013,3
64,539,19,8,0,12424,2013,3
64,540,19,8,0,943,2013,3
64,541,12,13,0,1918,2013,3
64,542,12,12,0,1508,2013,3
64,543,16,4,0,2849,2013,3
65,8,0,0,0,2631,2013,3
65,9,0,0,0,2040,2013,3
65,579,13,11,1,18572,2013,3
65,580,1,7,1,11044,2013,3
65,581,1,6,0,8405,2013,3
65,582,13,9,0,8418,2013,3
65,583,12,8,0,2485,2013,3
65,584,12,12,0,1924,2013,3
65,585,16,4,0,1593,2013,3
65,586,16,4,0,1576,2013,3
67,8,0,0,0,148,2013,3
67,9,0,0,0,294,2013,3
67,544,13,11,1,919,2013,3
67,545,1,6,1,702,2013,3
67,546,1,7,0,182,2013,3
67,547,13,9,0,445,2013,3
67,548,2,8,0,152,2013,3
67,549,12,8,0,146,2013,3
69,8,0,0,0,2455,2013,3
69,9,0,0,0,2752,2013,3
69,574,13,9,1,21743,2013,3
69,575,13,11,1,13252,2013,3
69,576,1,6,0,14153,2013,3
69,577,1,7,0,6247,2013,3
69,578,16,4,0,5137,2013,3
70,8,0,0,0,1754,2013,3
70,9,0,0,0,1527,2013,3
70,535,13,38,1,16029,2013,3
70,536,1,6,1,9743,2013,3
70,537,1,8,0,660,2013,3
70,538,13,10,0,6865,2013,3
70,539,19,8,0,2721,2013,3
70,540,19,8,0,576,2013,3
70,541,12,13,0,777,2013,3
70,542,12,12,0,727,2013,3
70,543,16,4,0,1129,2013,3
71,8,0,0,0,62,2013,3
71,9,0,0,0,147,2013,3
71,506,1,6,1,438,2013,3
71,550,13,10,1,1667,2013,3
71,552,1,7,0,191,2013,3
71,553,13,1,0,98,2013,3
71,554,2,8,0,49,2013,3
71,555,12,8,0,49,2013,3
71,556,16,4,0,55,2013,3
74,8,0,0,0,396,2013,3
74,9,0,0,0,534,2013,3
74,579,13,11,1,4413,2013,3
74,580,1,7,1,2383,2013,3
74,581,1,6,0,2217,2013,3
74,582,13,9,0,1313,2013,3
74,583,12,8,0,348,2013,3
74,584,12,12,0,310,2013,3
74,585,16,4,0,205,2013,3
74,586,16,4,0,229,2013,3
75,8,0,0,0,71,2013,3
75,9,0,0,0,223,2013,3
75,557,13,10,1,325,2013,3
75,558,1,6,1,171,2013,3
75,559,1,7,0,127,2013,3
75,560,13,9,0,773,2013,3
76,8,0,0,0,499,2013,3
76,9,0,0,0,816,2013,3
76,544,13,11,1,5613,2013,3
76,545,1,6,1,3393,2013,3
76,546,1,7,0,1079,2013,3
76,547,13,9,0,2280,2013,3
76,548,2,8,0,686,2013,3
76,549,12,8,0,553,2013,3
80,8,0,0,0,157,2013,3
80,9,0,0,0,425,2013,3
80,557,13,10,1,932,2013,3
80,558,1,6,1,746,2013,3
80,559,1,7,0,528,2013,3
80,560,13,9,0,1904,2013,3
82,8,0,0,0,317,2013,3
82,9,0,0,0,330,2013,3
82,597,13,10,1,4699,2013,3
82,598,1,6,1,1445,2013,3
82,599,1,7,0,818,2013,3
82,600,13,9,0,887,2013,3
82,601,16,4,0,391,2013,3
83,8,0,0,0,2499,2013,3
83,9,0,0,0,2423,2013,3
83,587,1,7,1,7340,2013,3
83,588,13,10,1,13532,2013,3
83,589,13,9,0,17907,2013,3
83,590,1,8,0,12677,2013,3
83,591,19,8,0,2628,2013,3
83,592,19,8,0,1189,2013,3
83,593,12,8,0,1262,2013,3
83,594,12,12,0,1374,2013,3
83,595,16,4,0,1163,2013,3
83,596,16,4,0,751,2013,3
84,8,0,0,0,175,2013,3
84,9,0,0,0,519,2013,3
84,544,13,11,1,1449,2013,3
84,545,1,6,1,1054,2013,3
84,546,1,7,0,951,2013,3
84,547,13,9,0,1367,2013,3
84,548,2,8,0,257,2013,3
84,549,12,8,0,433,2013,3
85,8,0,0,0,566,2013,3
85,9,0,0,0,678,2013,3
85,579,13,11,1,4215,2013,3
85,580,1,7,1,2632,2013,3
85,581,1,6,0,2179,2013,3
85,582,13,9,0,1777,2013,3
85,583,12,8,0,387,2013,3
85,584,12,12,0,267,2013,3
85,585,16,4,0,277,2013,3
85,586,16,4,0,222,2013,3
90,8,0,0,0,2291,2013,3
90,9,0,0,0,1689,2013,3
90,579,13,11,1,17170,2013,3
90,580,1,7,1,9674,2013,3
90,581,1,6,0,9798,2013,3
90,582,13,9,0,11034,2013,3
90,583,12,8,0,2128,2013,3
90,584,12,12,0,1880,2013,3
90,585,16,4,0,1432,2013,3
90,586,16,4,0,1372,2013,3
91,8,0,0,0,202,2013,3
91,9,0,0,0,391,2013,3
91,535,13,38,1,2357,2013,3
91,536,1,6,1,1488,2013,3
91,537,1,8,0,63,2013,3
91,538,13,10,0,485,2013,3
91,539,19,8,0,273,2013,3
91,540,19,8,0,91,2013,3
91,541,12,13,0,105,2013,3
91,542,12,12,0,180,2013,3
91,543,16,4,0,143,2013,3
94,8,0,0,0,156,2013,3
94,9,0,0,0,507,2013,3
94,557,13,10,1,3251,2013,3
94,558,1,6,1,1177,2013,3
94,559,1,7,0,967,2013,3
94,560,13,9,0,478,2013,3
95,8,0,0,0,195,2013,3
95,9,0,0,0,439,2013,3
95,557,13,10,1,3876,2013,3
95,558,1,6,1,1340,2013,3
95,559,1,7,0,1329,2013,3
95,560,13,9,0,687,2013,3
96,8,0,0,0,38,2013,3
96,9,0,0,0,97,2013,3
96,557,13,10,1,290,2013,3
96,558,1,6,1,275,2013,3
96,559,1,7,0,146,2013,3
96,560,13,9,0,212,2013,3
97,8,0,0,0,145,2013,3
97,9,0,0,0,440,2013,3
97,506,1,6,1,1860,2013,3
97,550,13,10,1,2410,2013,3
97,552,1,7,0,722,2013,3
97,553,13,1,0,169,2013,3
97,554,2,8,0,194,2013,3
97,555,12,8,0,176,2013,3
97,556,16,4,0,172,2013,3
101,8,0,0,0,445,2013,3
101,9,0,0,0,509,2013,3
101,597,13,10,1,7003,2013,3
101,598,1,6,1,2593,2013,3
101,599,1,7,0,1154,2013,3
101,600,13,9,0,1058,2013,3
101,601,16,4,0,619,2013,3
104,8,0,0,0,137,2013,3
104,9,0,0,0,427,2013,3
104,557,13,10,1,1603,2013,3
104,558,1,6,1,522,2013,3
104,559,1,7,0,500,2013,3
104,560,13,9,0,638,2013,3
106,8,0,0,0,1611,2013,3
106,9,0,0,0,1185,2013,3
106,535,13,38,1,15884,2013,3
106,536,1,6,1,7905,2013,3
106,537,1,8,0,860,2013,3
106,538,13,10,0,6011,2013,3
106,539,19,8,0,3942,2013,3
106,540,19,8,0,541,2013,3
106,541,12,13,0,813,2013,3
106,542,12,12,0,734,2013,3
106,543,16,4,0,1129,2013,3
107,8,0,0,0,392,2013,3
107,9,0,0,0,537,2013,3
107,535,13,38,1,3944,2013,3
107,536,1,6,1,2191,2013,3
107,537,1,8,0,102,2013,3
107,538,13,10,0,1458,2013,3
107,539,19,8,0,556,2013,3
107,540,19,8,0,134,2013,3
107,541,12,13,0,158,2013,3
107,542,12,12,0,207,2013,3
107,543,16,4,0,213,2013,3
110,8,0,0,0,1516,2013,3
110,9,0,0,0,1326,2013,3
110,579,13,11,1,9990,2013,3
110,580,1,7,1,6546,2013,3
110,581,1,6,0,4898,2013,3
110,582,13,9,0,4219,2013,3
110,583,12,8,0,1488,2013,3
110,584,12,12,0,1111,2013,3
110,585,16,4,0,796,2013,3
110,586,16,4,0,941,2013,3
111,8,0,0,0,249,2013,3
111,9,0,0,0,386,2013,3
111,574,13,9,1,2169,2013,3
111,575,13,11,1,7450,2013,3
111,576,1,6,0,1387,2013,3
111,577,1,7,0,658,2013,3
111,578,16,4,0,440,2013,3
112,8,0,0,0,1442,2013,3
112,9,0,0,0,1066,2013,3
112,579,13,11,1,9305,2013,3
112,580,1,7,1,7505,2013,3
112,581,1,6,0,6020,2013,3
112,582,13,9,0,5804,2013,3
112,583,12,8,0,1325,2013,3
112,584,12,12,0,1124,2013,3
112,585,16,4,0,967,2013,3
112,586,16,4,0,821,2013,3
114,8,0,0,0,498,2013,3
114,9,0,0,0,554,2013,3
114,579,13,11,1,3418,2013,3
114,580,1,7,1,2543,2013,3
114,581,1,6,0,2006,2013,3
114,582,13,9,0,1988,2013,3
114,583,12,8,0,399,2013,3
114,584,12,12,0,325,2013,3
114,585,16,4,0,249,2013,3
114,586,16,4,0,279,2013,3
117,8,0,0,0,1544,2013,3
117,9,0,0,0,892,2013,3
117,587,1,7,1,6959,2013,3
117,588,13,10,1,9017,2013,3
117,589,13,9,0,8402,2013,3
117,590,1,8,0,9672,2013,3
117,591,19,8,0,1559,2013,3
117,592,19,8,0,703,2013,3
117,593,12,8,0,676,2013,3
117,594,12,12,0,685,2013,3
117,595,16,4,0,833,2013,3
117,596,16,4,0,438,2013,3
119,8,0,0,0,44,2013,3
119,9,0,0,0,99,2013,3
119,597,13,10,1,408,2013,3
119,598,1,6,1,219,2013,3
119,599,1,7,0,357,2013,3
119,600,13,9,0,601,2013,3
119,601,16,4,0,53,2013,3
120,8,0,0,0,4633,2013,3
120,9,0,0,0,2839,2013,3
120,587,1,7,1,32159,2013,3
120,588,13,10,1,58337,2013,3
120,589,13,9,0,17312,2013,3
120,590,1,8,0,23950,2013,3
120,591,19,8,0,4318,2013,3
120,592,19,8,0,1874,2013,3
120,593,12,8,0,1848,2013,3
120,594,12,12,0,1859,2013,3
120,595,16,4,0,2319,2013,3
120,596,16,4,0,1230,2013,3
121,8,0,0,0,1781,2013,3
121,9,0,0,0,1506,2013,3
121,587,1,7,1,6100,2013,3
121,588,13,10,1,10119,2013,3
121,589,13,9,0,15003,2013,3
121,590,1,8,0,7016,2013,3
121,591,19,8,0,1755,2013,3
121,592,19,8,0,774,2013,3
121,593,12,8,0,789,2013,3
121,594,12,12,0,799,2013,3
121,595,16,4,0,789,2013,3
121,596,16,4,0,518,2013,3
122,8,0,0,0,47,2013,3
122,9,0,0,0,196,2013,3
122,574,13,9,1,508,2013,3
122,575,13,11,1,769,2013,3
122,576,1,6,0,283,2013,3
122,577,1,7,0,239,2013,3
122,578,16,4,0,67,2013,3
124,8,0,0,0,2208,2013,3
124,9,0,0,0,2338,2013,3
124,587,1,7,1,7069,2013,3
124,588,13,10,1,11042,2013,3
124,589,13,9,0,14975,2013,3
124,590,1,8,0,6508,2013,3
124,591,19,8,0,2375,2013,3
124,592,19,8,0,968,2013,3
124,593,12,8,0,1240,2013,3
124,594,12,12,0,1147,2013,3
124,595,16,4,0,939,2013,3
124,596,16,4,0,671,2013,3
125,8,0,0,0,1301,2013,3
125,9,0,0,0,991,2013,3
125,587,1,7,1,11163,2013,3
125,588,13,10,1,10247,2013,3
125,589,13,9,0,8886,2013,3
125,590,1,8,0,13972,2013,3
125,591,19,8,0,1494,2013,3
125,592,19,8,0,642,2013,3
125,593,12,8,0,866,2013,3
125,594,12,12,0,742,2013,3
125,595,16,4,0,1337,2013,3
125,596,16,4,0,582,2013,3
126,8,0,0,0,2542,2013,3
126,9,0,0,0,2580,2013,3
126,574,13,9,1,19884,2013,3
126,575,13,11,1,15396,2013,3
126,576,1,6,0,14752,2013,3
126,577,1,7,0,11637,2013,3
126,578,16,4,0,5765,2013,3
127,8,0,0,0,437,2013,3
127,9,0,0,0,937,2013,3
127,506,1,6,1,4697,2013,3
127,550,13,10,1,5209,2013,3
127,552,1,7,0,3860,2013,3
127,553,13,1,0,550,2013,3
127,554,2,8,0,512,2013,3
127,555,12,8,0,385,2013,3
127,556,16,4,0,428,2013,3
128,8,0,0,0,146,2013,3
128,9,0,0,0,393,2013,3
128,506,1,6,1,1404,2013,3
128,550,13,10,1,1175,2013,3
128,552,1,7,0,700,2013,3
128,553,13,1,0,209,2013,3
128,554,2,8,0,168,2013,3
128,555,12,8,0,152,2013,3
128,556,16,4,0,130,2013,3
130,8,0,0,0,6,2013,3
130,9,0,0,0,9,2013,3
130,561,13,9,1,151,2013,3
130,562,2,8,1,52,2013,3
130,563,2,8,0,2,2013,3
130,564,1,8,0,130,2013,3
130,565,1,8,0,22,2013,3
130,566,13,10,0,21,2013,3
131,8,0,0,0,447,2013,3
131,9,0,0,0,591,2013,3
131,544,13,11,1,3493,2013,3
131,545,1,6,1,2758,2013,3
131,546,1,7,0,742,2013,3
131,547,13,9,0,1429,2013,3
131,548,2,8,0,521,2013,3
131,549,12,8,0,511,2013,3
132,8,0,0,0,224,2013,3
132,9,0,0,0,431,2013,3
132,506,1,6,1,1956,2013,3
132,550,13,10,1,3301,2013,3
132,552,1,7,0,870,2013,3
132,553,13,1,0,242,2013,3
132,554,2,8,0,222,2013,3
132,555,12,8,0,204,2013,3
132,556,16,4,0,143,2013,3
133,8,0,0,0,309,2013,3
133,9,0,0,0,672,2013,3
133,597,13,10,1,3766,2013,3
133,598,1,6,1,1115,2013,3
133,599,1,7,0,1415,2013,3
133,600,13,9,0,1734,2013,3
133,601,16,4,0,346,2013,3
134,8,0,0,0,3238,2013,3
134,9,0,0,0,2173,2013,3
134,587,1,7,1,40108,2013,3
134,588,13,10,1,12868,2013,3
134,589,13,9,0,17317,2013,3
134,590,1,8,0,58310,2013,3
134,591,19,8,0,2626,2013,3
134,592,19,8,0,1261,2013,3
134,593,12,8,0,1413,2013,3
134,594,12,12,0,1022,2013,3
134,595,16,4,0,1686,2013,3
134,596,16,4,0,959,2013,3
136,8,0,0,0,501,2013,3
136,9,0,0,0,848,2013,3
136,544,13,11,1,4790,2013,3
136,545,1,6,1,1630,2013,3
136,546,1,7,0,379,2013,3
136,547,13,9,0,1273,2013,3
136,548,2,8,0,574,2013,3
136,549,12,8,0,557,2013,3
140,8,0,0,0,83,2013,3
140,9,0,0,0,210,2013,3
140,597,13,10,1,877,2013,3
140,598,1,6,1,452,2013,3
140,599,1,7,0,491,2013,3
140,600,13,9,0,1093,2013,3
140,601,16,4,0,88,2013,3
141,8,0,0,0,205,2013,3
141,9,0,0,0,406,2013,3
141,557,13,10,1,4547,2013,3
141,558,1,6,1,1186,2013,3
141,559,1,7,0,734,2013,3
141,560,13,9,0,895,2013,3
143,8,0,0,0,926,2013,3
143,9,0,0,0,750,2013,3
143,587,1,7,1,11277,2013,3
143,588,13,10,1,2048,2013,3
143,589,13,9,0,4885,2013,3
143,590,1,8,0,16348,2013,3
143,591,19,8,0,697,2013,3
143,592,19,8,0,414,2013,3
143,593,12,8,0,353,2013,3
143,594,12,12,0,449,2013,3
143,595,16,4,0,343,2013,3
143,596,16,4,0,206,2013,3
144,8,0,0,0,1850,2013,3
144,9,0,0,0,1757,2013,3
144,587,1,7,1,3184,2013,3
144,588,13,10,1,9044,2013,3
144,589,13,9,0,14281,2013,3
144,590,1,8,0,7395,2013,3
144,591,19,8,0,1762,2013,3
144,592,19,8,0,800,2013,3
144,593,12,8,0,836,2013,3
144,594,12,12,0,874,2013,3
144,595,16,4,0,842,2013,3
144,596,16,4,0,502,2013,3
145,8,0,0,0,1967,2013,3
145,9,0,0,0,1613,2013,3
145,579,13,11,1,16790,2013,3
145,580,1,7,1,8089,2013,3
145,581,1,6,0,5046,2013,3
145,582,13,9,0,6362,2013,3
145,583,12,8,0,1619,2013,3
145,584,12,12,0,1539,2013,3
145,585,16,4,0,1034,2013,3
145,586,16,4,0,1069,2013,3
146,8,0,0,0,77,2013,3
146,9,0,0,0,235,2013,3
146,597,13,10,1,1005,2013,3
146,598,1,6,1,402,2013,3
146,599,1,7,0,527,2013,3
146,600,13,9,0,1378,2013,3
146,601,16,4,0,89,2013,3
150,8,0,0,0,296,2013,3
150,9,0,0,0,552,2013,3
150,544,13,11,1,3443,2013,3
150,545,1,6,1,2188,2013,3
150,546,1,7,0,341,2013,3
150,547,13,9,0,1267,2013,3
150,548,2,8,0,354,2013,3
150,549,12,8,0,279,2013,3
152,8,0,0,0,2146,2013,3
152,9,0,0,0,3346,2013,3
152,544,13,11,1,21111,2013,3
152,545,1,6,1,22149,2013,3
152,546,1,7,0,6244,2013,3
152,547,13,9,0,7887,2013,3
152,548,2,8,0,3991,2013,3
152,549,12,8,0,2385,2013,3
153,8,0,0,0,209,2013,3
153,9,0,0,0,600,2013,3
153,506,1,6,1,2355,2013,3
153,550,13,10,1,3281,2013,3
153,552,1,7,0,887,2013,3
153,553,13,1,0,328,2013,3
153,554,2,8,0,330,2013,3
153,555,12,8,0,236,2013,3
153,556,16,4,0,232,2013,3
154,8,0,0,0,217,2013,3
154,9,0,0,0,700,2013,3
154,557,13,10,1,2885,2013,3
154,558,1,6,1,1692,2013,3
154,559,1,7,0,1179,2013,3
154,560,13,9,0,760,2013,3
156,8,0,0,0,296,2013,3
156,9,0,0,0,516,2013,3
156,574,13,9,1,2203,2013,3
156,575,13,11,1,3116,2013,3
156,576,1,6,0,914,2013,3
156,577,1,7,0,745,2013,3
156,578,16,4,0,366,2013,3
157,8,0,0,0,1635,2013,3
157,9,0,0,0,1527,2013,3
157,544,13,11,1,11244,2013,3
157,545,1,6,1,3566,2013,3
157,546,1,7,0,1171,2013,3
157,547,13,9,0,4137,2013,3
157,548,2,8,0,1295,2013,3
157,549,12,8,0,1281,2013,3
159,8,0,0,0,592,2013,3
159,9,0,0,0,541,2013,3
159,597,13,10,1,6422,2013,3
159,598,1,6,1,3470,2013,3
159,599,1,7,0,1346,2013,3
159,600,13,9,0,1643,2013,3
159,601,16,4,0,1093,2013,3
160,8,0,0,0,1807,2013,3
160,9,0,0,0,1309,2013,3
160,587,1,7,1,9111,2013,3
160,588,13,10,1,10879,2013,3
160,589,13,9,0,13057,2013,3
160,590,1,8,0,10010,2013,3
